"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B2_vs_BM1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-4.09815263748167,10.6513729095459,-29.0448923427619,3.90791007084233e-09,3.17087823148147e-05,7.74871353824652,"Q6VBP1_HBV",1,-25.7416103167073,3.27332766634088e-09,1.39098872876888e-05,0.0774507522582972,"Non-significant",4.85667638909732,"S","Large envelope protein","Q6VBP1_HBV"
-4.85707187652589,10.3658635616303,-25.5828359613707,1.02702226448893e-08,4.16662932703157e-05,7.47841693662347,"Q15194_HBV",5,-25.5966400051523,3.42861407140469e-09,1.39098872876888e-05,0.0362005233764755,"Non-significant",4.85667638909732,"PreC-C","Capsid protein","Q15194_HBV"
-0.668507099151624,11.5987718105316,-13.4373106845845,1.3040923270161e-06,0.00352713504713621,5.215675852307,"DDB2_HUMAN",18,-13.8349818492364,5.06174250827065e-07,0.00136903262373693,0.0896236896514502,"Non-significant",2.86358620260369,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN"
-0.275713682174702,11.8514927625656,-9.31885523199935,1.87093264134872e-05,0.0160248184797847,3.2775166680317,"HS74L_HUMAN",49,-12.144476898266,1.42576079199594e-06,0.00289215576656376,-0.00522375106812412,"Non-significant",2.53877832038949,"HSPA4L","Heat shock 70 kDa protein 4L","HS74L_HUMAN"
-0.457154989242548,12.4395426511765,-10.5239393998287,7.81206992907206e-06,0.0109503527405989,3.96285406895266,"RIR2B_HUMAN",23,-11.2224459689351,2.65390768110334e-06,0.0043067613848945,-0.0655353069305491,"Non-significant",2.36584918955487,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
-0.431481122970579,16.1795831918717,-10.7595561469542,6.65418913992821e-06,0.0109503527405989,4.08372984386742,"STOM_HUMAN",17,-10.8798222269131,3.38236446680428e-06,0.00457408421394165,0.00937104225162599,"Non-significant",2.33969584381465,"STOM","Stomatin","STOM_HUMAN"
0.671913146972674,10.7951104640961,10.141604466932,1.02048917893052e-05,0.0109503527405989,3.75799371649359,"RCN2_HUMAN",17,10.4331343917397,4.68844183587718e-06,0.00543457386518677,0.0375838279724476,"Non-significant",2.26483450406223,"RCN2","Reticulocalbin-2","RCN2_HUMAN"
1.09835410118103,7.21117603778839,10.0625416026801,1.07965025788503e-05,0.0109503527405989,3.71423237880941,"NSE2_HUMAN",9,10.0249648233404,6.38734469496341e-06,0.00647836435686663,0.171223402023317,"Non-significant",2.18853463000187,"NSMCE2","E3 SUMO-protein ligase NSE2","NSE2_HUMAN"
-0.342679738998402,13.4345360994339,-8.63860588483638,3.20027430622248e-05,0.0199746351697609,2.83484261267717,"ADRO_HUMAN",35,-9.78003803663215,7.73018033996333e-06,0.00696918703094027,-0.0442016124725502,"Non-significant",2.15681788023324,"FDXR","NADPH:adrenodoxin oxidoreductase, mitochondrial","ADRO_HUMAN"
-0.400783777236942,9.12838590145111,-9.12502811667346,2.17258569198364e-05,0.0160257820952321,3.15581101271836,"TREA_HUMAN",16,-9.15038906799511,1.28720682142847e-05,0.0104443961490706,-0.316540360450746,"Non-significant",1.98111666403288,"TREH","Trehalase","TREA_HUMAN"
