"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-3.04868737856545,12.5336723327637,-79.9582161753168,6.63407882961943e-11,5.3828915623532e-07,14.3945764819094,"TSP1_HUMAN",50,-99.3893507088445,2.75067388877679e-12,2.23189679335349e-08,0.137801329294856,"Non-significant",7.6513258917745,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-3.81741428375245,11.1513531548636,-59.8607865399016,4.27759707710335e-10,1.15694742278722e-06,13.3948008038147,"TSP4_HUMAN",21,-62.8118141470865,6.80911490948881e-11,1.84209697200161e-07,0.290297349294015,"Non-significant",6.73468751132881,"THBS4","Thrombospondin-4","TSP4_HUMAN"
-1.22925631205242,14.7631395884923,-42.7443402400597,3.73152098178329e-09,3.94083842044472e-06,11.8512769321862,"VIME_HUMAN",46,-62.8095776535906,6.81080960809074e-11,1.84209697200161e-07,0.128989617029841,"Non-significant",6.73468751132881,"VIM","Vimentin","VIME_HUMAN"
1.26355687777204,12.2066485541207,42.4762601618248,3.88547046629995e-09,3.94083842044472e-06,11.8188318829352,"PURA1_HUMAN",29,52.2730052240222,2.45683464053564e-10,3.86240496964615e-07,0.0667986869811994,"Non-significant",6.41314219278808,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
-3.67069331804911,8.55435698372977,-68.4285184837922,1.8081833821906e-10,7.33579998154727e-07,13.8950500272849,"CLC11_HUMAN",7,-52.1329601101643,2.50330023329199e-10,3.86240496964615e-07,-0.383131821950249,"Non-significant",6.41314219278808,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN"
-2.13812430699667,12.7503132138933,-46.3356005270993,2.22172272097217e-09,3.0045096929947e-06,12.256200693585,"ANXA1_HUMAN",23,-49.6983066193191,3.49590893521025e-10,3.86240496964615e-07,-0.0541007518768506,"Non-significant",6.41314219278808,"ANXA1","Annexin A1","ANXA1_HUMAN"
0.985467831293738,14.8343180247715,33.4914411987582,1.78681173239559e-08,9.06136899791113e-06,10.5098472392075,"ACOHC_HUMAN",48,48.7482047084521,4.0002816740387e-10,3.86240496964615e-07,0.109944502512626,"Non-significant",6.41314219278808,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-1.85571146011353,13.7116678782872,-48.9876319186478,1.55334874154692e-09,2.52077433778233e-06,12.5231198156343,"FGL1_HUMAN",17,-48.710723925069,4.02182119557564e-10,3.86240496964615e-07,0.391662398974099,"Non-significant",6.41314219278808,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-3.78271452585854,9.54075527191161,-49.1278609097308,1.52505572699125e-09,2.52077433778233e-06,12.5365455891521,"AMY1B_HUMAN",12,-48.2718393527112,4.28415636268368e-10,3.86240496964615e-07,0.0842773119608662,"Non-significant",6.41314219278808,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
-1.61278319358828,14.8718887056623,-37.4273914612352,8.75848755481194e-09,6.21865997577526e-06,11.1411913781592,"FIBB_HUMAN",38,-43.3694593149182,9.04623553516975e-10,6.8237524360901e-07,0.138731280962627,"Non-significant",6.16597673764216,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-1.6684679985046,11.9435435703823,-39.1911607856879,6.51652583725514e-09,5.87501007149869e-06,11.3931617712345,"K1C19_HUMAN",26,-43.2306559690472,9.25083519805165e-10,6.8237524360901e-07,0.0238809585570685,"Non-significant",6.16597673764216,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-0.993129889170318,13.6003562382289,-32.1723753480023,2.31193613943936e-08,9.66873182283871e-06,10.2740025733448,"K2C7_HUMAN",37,-42.0195449125783,1.12789713310168e-09,7.02145247554551e-07,-0.0906245708465843,"Non-significant",6.15357303931388,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
1.03067843119304,10.3755820138114,29.1713998684044,4.32957744068274e-08,1.46375797307082e-05,9.68421752733217,"SYNE2_HUMAN",160,41.9088958714909,1.14883367590792e-09,7.02145247554551e-07,-0.186907052993773,"Non-significant",6.15357303931388,"SYNE2","Nesprin-2","SYNE2_HUMAN"
1.4335077603658,15.9666930607387,35.9622534473722,1.13174801719042e-08,6.58612906057523e-06,10.9179724140073,"ALDOC_HUMAN",31,41.288550200825,1.2747671701045e-09,7.02145247554551e-07,-0.0527338981628329,"Non-significant",6.15357303931388,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
