"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CM_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
5.7535722255707,13.6384121179581,197.761432844475,1.96740167422047e-15,1.59634971846249e-11,21.2443066888404,"MX1_HUMAN",43,263.330911517152,2.13873259321822e-17,1.73536762613726e-13,0.038757801055926,"Non-significant",12.7606085087173,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
3.96480035781862,12.9293627738953,142.088122883105,2.44979446166006e-14,9.93881613095487e-11,20.5902907737049,"IFIT1_HUMAN",34,181.341543240222,4.55389651577097e-16,1.84751581644828e-12,-0.0380330085754501,"Non-significant",11.7334118349538,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
2.40318059921268,13.0399277210236,87.1478332519787,1.01860017051108e-12,1.37748696392115e-09,18.8937115093894,"RIGI_HUMAN",56,129.559185892894,7.16865687258037e-15,1.9388827288039e-11,0.0846464633942006,"Non-significant",10.7124484579525,"RIGI","Antiviral innate immune response receptor RIG-I","RIGI_HUMAN"
3.54190611839295,12.824867606163,104.818631091749,2.49285197497497e-13,5.33694966682731e-10,19.650406514459,"IFIT2_HUMAN",29,119.910335925057,1.35182838405258e-14,2.26305836374427e-11,-0.0357592105865248,"Non-significant",10.645304245548,"IFIT2","Interferon-induced protein with tetratricopeptide repeats 2","IFIT2_HUMAN"
3.5836453437805,13.0771715641022,104.079880372786,2.63098332108815e-13,5.33694966682731e-10,19.6240980716347,"IFIT3_HUMAN",30,119.456092982697,1.39453929242314e-14,2.26305836374427e-11,0.2017340660095,"Non-significant",10.645304245548,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
2.63195538520815,14.5988701581955,87.371713743147,9.98872019556996e-13,1.37748696392115e-09,18.905228991217,"STAT1_HUMAN",41,112.672787834847,2.2516886495443e-14,3.04503361706707e-11,0.0621597766876256,"Non-significant",10.5164079084084,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","STAT1_HUMAN"
2.49985241889954,10.2808221578598,72.498108288129,4.14176784710665e-12,4.80090061591763e-09,17.9946929562294,"IFIH1_HUMAN",45,89.1825097203826,1.529371793797e-13,1.77276039069555e-10,0.119814872741674,"Non-significant",9.75134996041203,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
1.80359983444218,10.9740293025971,56.296181967305,2.84367238434679e-11,2.09759615696271e-08,16.5380096983056,"SLFN5_HUMAN",37,68.9871752995374,1.25255301764497e-12,1.27040189814641e-09,0.0998685359954816,"Non-significant",8.8960588660238,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
4.03958654403685,14.4709875583649,62.4215801701854,1.29511032286199e-11,1.31356564496277e-08,17.1618683410749,"ISG15_HUMAN",15,62.9109567229305,2.66429200111303e-12,2.40200725522568e-09,-0.036463975906349,"Non-significant",8.61942568515138,"ISG15","Ubiquitin-like protein ISG15","ISG15_HUMAN"
2.25674176216128,11.5145143270493,48.7938510586087,8.44523947012065e-11,5.27112869696607e-08,15.6148260748474,"DDX60_HUMAN",75,56.6989649333697,6.23812398228805e-12,5.06161379922853e-09,0.648727178573613,"Up in D",8.29571099455163,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
1.89578557014467,9.37312328815461,61.2549943771447,1.49522872983562e-11,1.34803176820958e-08,17.0507849762597,"HLAF_HUMAN",14,54.9602220254033,8.04840699173464e-12,5.93679766644863e-09,0.161444425582875,"Non-significant",8.22644775212536,"HLA-F","HLA class I histocompatibility antigen, alpha chain F","HLAF_HUMAN"
3.28851294517516,11.7727380990982,50.97533560733,6.05455605363074e-11,4.09388898492998e-08,15.9039782916444,"OAS1_HUMAN",20,52.8500035289588,1.10862368455919e-11,7.29711293782259e-09,0.147054910659801,"Non-significant",8.13684893209548,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
2.25927448272705,12.857054233551,59.4139048660416,1.88641891386336e-11,1.53064030670873e-08,16.8683415594662,"UB2L6_HUMAN",12,52.5077568791951,1.16912087985819e-11,7.29711293782259e-09,0.0489597320556641,"Non-significant",8.13684893209548,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
1.36266064643863,11.1507719755173,45.2511792235062,1.49830981831626e-10,8.68377561844153e-08,15.1034909432024,"TAP1_HUMAN",24,50.0780619592399,1.72230050765135e-11,9.98196165648791e-09,0.0887837409973002,"Non-significant",8.0007841027135,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
2.944442987442,10.1707268953323,43.0489543172517,2.18947150807704e-10,1.18435812110248e-07,14.7565802229656,"CMPK2_HUMAN",26,45.3791835943912,3.85348793472037e-11,1.90378050293201e-08,-0.0773756504058873,"Non-significant",7.72038312520604,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
1.5936131477356,11.8598363399505,39.5248610332662,4.1899625058096e-10,1.99984445718465e-07,14.1484485483881,"SAMH1_HUMAN",38,45.3712090559366,3.85902538660267e-11,1.90378050293201e-08,0.240003585815399,"Non-significant",7.72038312520604,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
1.0574958324432,11.0204101800919,32.6680120973491,1.77913884043358e-09,6.69325375891501e-07,12.7363876639918,"PAR14_HUMAN",91,45.1880556760795,3.98869466968748e-11,1.90378050293201e-08,0.277150154113768,"Non-significant",7.72038312520604,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
1.44849705696108,11.666813492775,40.6131912331168,3.40867404864557e-10,1.72862382691938e-07,14.343712934518,"E2AK2_HUMAN",23,43.6197704677478,5.32293190609311e-11,2.39945941589108e-08,-0.1655304431915,"Non-significant",7.61988659126338,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
1.01518774032592,10.1590645313263,31.0172723391509,2.63556353562793e-09,7.65701788863082e-07,12.3410245234747,"TSP1_HUMAN",50,39.6934074432276,1.14982966650617e-10,4.91037784949001e-08,0.0161731243133554,"Non-significant",7.30888508799216,"THBS1","Thrombospondin-1","TSP1_HUMAN"
1.13857126235963,11.9242434501648,30.8399668921647,2.75254573253577e-09,7.65701788863082e-07,12.2970629287768,"PML_HUMAN",44,36.8878029341836,2.09109036056317e-10,8.48355359280478e-08,0.114772558212278,"Non-significant",7.07142219226324,"PML","Protein PML","PML_HUMAN"
1.20364665985108,11.8069295883179,33.6896882277317,1.4086309275999e-09,5.71481567327281e-07,12.9691579021983,"5NT3A_HUMAN",23,36.1791411811536,2.44947734553655e-10,9.4643138960398e-08,-0.2353329658508,"Non-significant",7.02391086421093,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
2.154709815979,10.1692156791687,32.5826429148611,1.81478411013224e-09,6.69325375891501e-07,12.716537278325,"HELZ2_HUMAN",117,35.8093983751372,2.66347087174326e-10,9.82336484242035e-08,-0.12939500808718,"Non-significant",7.00773972583947,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
-1.20571851730345,12.0085737705231,-31.508571841035,2.33970530013773e-09,7.593747522127e-07,12.4612882732201,"APOA5_HUMAN",23,-33.6794082685976,4.39039765640148e-10,1.54885593843659e-07,-0.239917278289798,"Non-significant",6.8099889747854,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
