"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"GO:0005839","GO:0005839","proteasome core complex","14/226","20/19518",1.89148068575425e-23,5.46637918182978e-21,4.18116783166729e-21,"5698/5692/5693/5687/5699/5689/5691/5685/5694/5688/5683/5696/5682/5684",14,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0000502","GO:0000502","proteasome complex","19/226","60/19518",1.01325748851895e-22,1.46415707090988e-20,1.11991617152094e-20,"5698/3315/5692/5693/5687/5721/5699/9352/5689/5691/5685/5694/5688/5683/5720/7415/5696/5682/5684",19,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0005759","GO:0005759","mitochondrial matrix","38/226","484/19518",6.4953111127381e-21,6.25714970527104e-19,4.78601871464913e-19,"26275/5009/2271/506/29958/38/4191/3329/3033/6648/18/10449/2806/10249/708/3313/10935/217/8801/2653/25824/7263/1738/1892/3336/25828/1666/50/8659/27068/4357/1373/5106/1632/11315/2108/348158/1431",38,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:1905369","GO:1905369","endopeptidase complex","19/226","90/19518",5.24826106232855e-19,3.79186861753238e-17,2.90035479760262e-17,"5698/3315/5692/5693/5687/5721/5699/9352/5689/5691/5685/5694/5688/5683/5720/7415/5696/5682/5684",19,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0034774","GO:0034774","secretory granule lumen","28/226","322/19518",9.52444917087053e-17,5.50513162076317e-15,4.21080910712171e-15,"1992/5836/3837/1938/203068/10577/3074/302/2512/10487/847/8804/5689/178/87/56954/81/2821/6709/3320/5223/3326/5683/7415/1476/4860/5478/2760",28,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0060205","GO:0060205","cytoplasmic vesicle lumen","28/226","325/19518",1.21232154794236e-16,5.83934878925571e-15,4.4664478082087e-15,"1992/5836/3837/1938/203068/10577/3074/302/2512/10487/847/8804/5689/178/87/56954/81/2821/6709/3320/5223/3326/5683/7415/1476/4860/5478/2760",28,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0031983","GO:0031983","vesicle lumen","28/226","327/19518",1.42180417678145e-16,5.8700201012834e-15,4.48990792667825e-15,"1992/5836/3837/1938/203068/10577/3074/302/2512/10487/847/8804/5689/178/87/56954/81/2821/6709/3320/5223/3326/5683/7415/1476/4860/5478/2760",28,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:1905368","GO:1905368","peptidase complex","19/226","125/19518",3.45820632050735e-16,1.24927703328328e-14,9.55557009613872e-15,"5698/3315/5692/5693/5687/5721/5699/9352/5689/5691/5685/5694/5688/5683/5720/7415/5696/5682/5684",19,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0019774","GO:0019774","proteasome core complex, beta-subunit complex","8/226","11/19518",4.57168430893701e-14,1.46801862809199e-12,1.12286983026523e-12,"5698/5692/5693/5699/5689/5691/5694/5696",8,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:1904813","GO:1904813","ficolin-1-rich granule lumen","17/226","124/19518",7.62939950122604e-14,2.20489645585433e-12,1.68649883711312e-12,"5836/3837/2495/1938/847/5689/178/2821/3320/5223/3326/5683/7415/1476/1508/4860/5478",17,"Downres_DEq_MS_CTRL_vs_HBV"
