"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-909733","R-HSA-909733","Interferon alpha/beta signaling","8/9","72/10955",2.08818947162594e-17,1.62878778786823e-15,4.39618836131777e-16,"4599/9636/4939/4938/3437/3434/4940/6772",8
"R-HSA-1169410","R-HSA-1169410","Antiviral mechanism by IFN-stimulated genes","7/9","80/10955",3.01422024169393e-14,1.17554589426063e-12,3.1728634123094e-13,"4599/9636/4939/4938/3434/4940/6772",7
"R-HSA-913531","R-HSA-913531","Interferon Signaling","8/9","200/10955",9.51248169566122e-14,2.47324524087192e-12,6.67542575134121e-13,"4599/9636/4939/4938/3437/3434/4940/6772",8
"R-HSA-1169408","R-HSA-1169408","ISG15 antiviral mechanism","4/9","72/10955",2.10807422091411e-07,4.11074473078252e-06,1.10951274784953e-06,"4599/9636/3434/6772",4
"R-HSA-877300","R-HSA-877300","Interferon gamma signaling","4/9","92/10955",5.68357273491603e-07,8.86637346646901e-06,2.39308325680675e-06,"4939/4938/4940/6772",4
"R-HSA-9694516","R-HSA-9694516","SARS-CoV-2 Infection","3/9","299/10955",0.0014963046863938,0.0194519609231194,0.0052501918820835,"9636/2817/6772",3
"R-HSA-9679506","R-HSA-9679506","SARS-CoV Infections","3/9","414/10955",0.00379638183503414,0.0423025404475232,0.011417689729426,"9636/2817/6772",3
"R-HSA-9705671","R-HSA-9705671","SARS-CoV-2 activates/modulates innate and adaptive immune responses","2/9","126/10955",0.00448154495564575,0.043695063317546,0.0117935393569625,"9636/6772",2
"R-HSA-9020958","R-HSA-9020958","Interleukin-21 signaling","1/9","10/10955",0.00818847295681469,0.0485575352792059,0.0131059474437803,"6772",1
"R-HSA-1059683","R-HSA-1059683","Interleukin-6 signaling","1/9","11/10955",0.00900403291509588,0.0485575352792059,0.0131059474437803,"6772",1
"R-HSA-9020956","R-HSA-9020956","Interleukin-27 signaling","1/9","11/10955",0.00900403291509588,0.0485575352792059,0.0131059474437803,"6772",1
"R-HSA-8984722","R-HSA-8984722","Interleukin-35 Signalling","1/9","12/10955",0.00981899670381714,0.0485575352792059,0.0131059474437803,"6772",1
"R-HSA-9673767","R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants","1/9","12/10955",0.00981899670381714,0.0485575352792059,0.0131059474437803,"6772",1
"R-HSA-9673770","R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants","1/9","12/10955",0.00981899670381714,0.0485575352792059,0.0131059474437803,"6772",1
"R-HSA-9705683","R-HSA-9705683","SARS-CoV-2-host interactions","2/9","203/10955",0.0112904437841071,0.0485575352792059,0.0131059474437803,"9636/6772",2
"R-HSA-3656237","R-HSA-3656237","Defective EXT2 causes exostoses 2","1/9","14/10955",0.0114471372977971,0.0485575352792059,0.0131059474437803,"2817",1
"R-HSA-3656253","R-HSA-3656253","Defective EXT1 causes exostoses 1, TRPS2 and CHDS","1/9","14/10955",0.0114471372977971,0.0485575352792059,0.0131059474437803,"2817",1
"R-HSA-877312","R-HSA-877312","Regulation of IFNG signaling","1/9","14/10955",0.0114471372977971,0.0485575352792059,0.0131059474437803,"6772",1
"R-HSA-1839117","R-HSA-1839117","Signaling by cytosolic FGFR1 fusion mutants","1/9","18/10955",0.0146962812167262,0.0485575352792059,0.0131059474437803,"6772",1
"R-HSA-9694614","R-HSA-9694614","Attachment and Entry","1/9","19/10955",0.0155070824848115,0.0485575352792059,0.0131059474437803,"2817",1
"R-HSA-3560783","R-HSA-3560783","Defective B4GALT7 causes EDS, progeroid type","1/9","20/10955",0.0163172906283413,0.0485575352792059,0.0131059474437803,"2817",1
"R-HSA-3560801","R-HSA-3560801","Defective B3GAT3 causes JDSSDHD","1/9","20/10955",0.0163172906283413,0.0485575352792059,0.0131059474437803,"2817",1
"R-HSA-4420332","R-HSA-4420332","Defective B3GALT6 causes EDSP2 and SEMDJL1","1/9","20/10955",0.0163172906283413,0.0485575352792059,0.0131059474437803,"2817",1
"R-HSA-9669938","R-HSA-9669938","Signaling by KIT in disease","1/9","20/10955",0.0163172906283413,0.0485575352792059,0.0131059474437803,"6772",1
"R-HSA-9670439","R-HSA-9670439","Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants","1/9","20/10955",0.0163172906283413,0.0485575352792059,0.0131059474437803,"6772",1
"R-HSA-9671555","R-HSA-9671555","Signaling by PDGFR in disease","1/9","20/10955",0.0163172906283413,0.0485575352792059,0.0131059474437803,"6772",1
"R-HSA-2024096","R-HSA-2024096","HS-GAG degradation","1/9","22/10955",0.0179359290602692,0.0485575352792059,0.0131059474437803,"2817",1
"R-HSA-6783589","R-HSA-6783589","Interleukin-6 family signaling","1/9","24/10955",0.019552199547503,0.0485575352792059,0.0131059474437803,"6772",1
"R-HSA-982772","R-HSA-982772","Growth hormone receptor signaling","1/9","24/10955",0.019552199547503,0.0485575352792059,0.0131059474437803,"6772",1
"R-HSA-8854691","R-HSA-8854691","Interleukin-20 family signaling","1/9","25/10955",0.0203594477593846,0.0485575352792059,0.0131059474437803,"6772",1
"R-HSA-9013508","R-HSA-9013508","NOTCH3 Intracellular Domain Regulates Transcription","1/9","25/10955",0.0203594477593846,0.0485575352792059,0.0131059474437803,"6772",1
"R-HSA-9705462","R-HSA-9705462","Inactivation of CSF3 (G-CSF) signaling","1/9","25/10955",0.0203594477593846,0.0485575352792059,0.0131059474437803,"6772",1
"R-HSA-1971475","R-HSA-1971475","A tetrasaccharide linker sequence is required for GAG synthesis","1/9","26/10955",0.0211661051217051,0.0485575352792059,0.0131059474437803,"2817",1
