"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"GO:0043202","GO:0043202","lysosomal lumen","3/6","98/19518",2.42826032018362e-06,0.000123841276329364,4.0897015918882e-05,"5476/338/1520",3,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0005775","GO:0005775","vacuolar lumen","3/6","176/19518",1.41319751047429e-05,0.000360365365170943,0.000119006106145203,"5476/338/1520",3,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0031904","GO:0031904","endosome lumen","2/6","39/19518",5.80623272282615e-05,0.000987059562880445,0.000325963942334099,"338/1520",2,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0031983","GO:0031983","vesicle lumen","3/6","327/19518",8.97692032445504e-05,0.00114455734136802,0.000377975592608633,"5476/338/6282",3,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0034362","GO:0034362","low-density lipoprotein particle","1/6","12/19518",0.00368370833429488,0.0252881432645626,0.00835108962297216,"338",1,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0042627","GO:0042627","chylomicron","1/6","12/19518",0.00368370833429488,0.0252881432645626,0.00835108962297216,"338",1,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0034774","GO:0034774","secretory granule lumen","2/6","322/19518",0.00389536843468651,0.0252881432645626,0.00835108962297216,"5476/6282",2,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0060205","GO:0060205","cytoplasmic vesicle lumen","2/6","325/19518",0.00396676757091178,0.0252881432645626,0.00835108962297216,"5476/6282",2,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0030139","GO:0030139","endocytic vesicle","2/6","347/19518",0.00450919569801076,0.0255521089553943,0.00843826095534177,"338/1520",2,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0034361","GO:0034361","very-low-density lipoprotein particle","1/6","20/19518",0.00613322603948963,0.0284358661830883,0.00939058532362048,"338",1,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0034385","GO:0034385","triglyceride-rich plasma lipoprotein particle","1/6","20/19518",0.00613322603948963,0.0284358661830883,0.00939058532362048,"338",1,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0071682","GO:0071682","endocytic vesicle lumen","1/6","23/19518",0.00705050034771704,0.0295725049025547,0.00976594589145253,"338",1,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0034364","GO:0034364","high-density lipoprotein particle","1/6","27/19518",0.00827243524061771,0.0295725049025547,0.00976594589145253,"338",1,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0036019","GO:0036019","endolysosome","1/6","29/19518",0.00888293261169004,0.0295725049025547,0.00976594589145253,"1520",1,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0005790","GO:0005790","smooth endoplasmic reticulum","1/6","32/19518",0.00979809143579391,0.0295725049025547,0.00976594589145253,"338",1,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0070971","GO:0070971","endoplasmic reticulum exit site","1/6","32/19518",0.00979809143579391,0.0295725049025547,0.00976594589145253,"338",1,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0034358","GO:0034358","plasma lipoprotein particle","1/6","36/19518",0.0110172077087949,0.0295725049025547,0.00976594589145253,"338",1,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0098576","GO:0098576","lumenal side of membrane","1/6","36/19518",0.0110172077087949,0.0295725049025547,0.00976594589145253,"5476",1,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:1990777","GO:1990777","lipoprotein particle","1/6","36/19518",0.0110172077087949,0.0295725049025547,0.00976594589145253,"338",1,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0032994","GO:0032994","protein-lipid complex","1/6","39/19518",0.0119307238563245,0.0304233458336276,0.0100469253526944,"338",1,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0005782","GO:0005782","peroxisomal matrix","1/6","51/19518",0.0155777599600914,0.0361120799074845,0.0119255578641848,"570",1,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0031907","GO:0031907","microbody lumen","1/6","51/19518",0.0155777599600914,0.0361120799074845,0.0119255578641848,"570",1,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:1904724","GO:1904724","tertiary granule lumen","1/6","55/19518",0.0167909428933544,0.0372320907635249,0.0122954272903281,"1520",1,"Downres_DEq_MS_HBV.myr_vs_HBV"
"GO:0030669","GO:0030669","clathrin-coated endocytic vesicle membrane","1/6","73/19518",0.022234859455634,0.0472490763432222,0.0156034101443045,"338",1,"Downres_DEq_MS_HBV.myr_vs_HBV"
