"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"R-HSA-8957275","R-HSA-8957275","Post-translational protein phosphorylation","10/33","108/10955",4.34675963501066e-13,1.00844823532247e-10,6.68028322854269e-11,"FGA/FGG/FN1/ITIH2/APOB/C4A/APOE/QSOX1/APOA5/AFP",10,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-381426","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","10/33","125/10955",1.92686879358689e-12,1.53756367305889e-10,1.01853128977586e-10,"FGA/FGG/FN1/ITIH2/APOB/C4A/APOE/QSOX1/APOA5/AFP",10,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-216083","R-HSA-216083","Integrin cell surface interactions","9/33","85/10955",2.18856661015964e-12,1.53756367305889e-10,1.01853128977586e-10,"FGA/FGG/FGB/THBS1/FN1/AGRN/COL6A1/HSPG2/LUM",9,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-114608","R-HSA-114608","Platelet degranulation ","10/33","129/10955",2.65097185010154e-12,1.53756367305889e-10,1.01853128977586e-10,"FGA/FGG/FGB/THBS1/FN1/LGALS3BP/A2M/QSOX1/FERMT3/F13A1",10,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-76005","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","10/33","134/10955",3.89323327270201e-12,1.80646023853373e-10,1.19665696381999e-10,"FGA/FGG/FGB/THBS1/FN1/LGALS3BP/A2M/QSOX1/FERMT3/F13A1",10,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-1474244","R-HSA-1474244","Extracellular matrix organization","12/33","300/10955",3.03243798029879e-11,1.17254268571553e-09,7.76729728287058e-10,"FGA/FGG/FGB/THBS1/FN1/AGRN/COL6A1/FBLN1/A2M/HSPG2/NID1/LUM",12,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-76002","R-HSA-76002","Platelet activation, signaling and aggregation","10/33","263/10955",3.05153612604206e-09,1.0113662589168e-07,6.69961314890437e-08,"FGA/FGG/FGB/THBS1/FN1/LGALS3BP/A2M/QSOX1/FERMT3/F13A1",10,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-354194","R-HSA-354194","GRB2:SOS provides linkage to MAPK signaling for Integrins ","4/33","15/10955",9.09781422129739e-08,2.24439588947911e-06,1.48675952751338e-06,"FGA/FGG/FGB/FN1",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-372708","R-HSA-372708","p130Cas linkage to MAPK signaling for integrins","4/33","15/10955",9.09781422129739e-08,2.24439588947911e-06,1.48675952751338e-06,"FGA/FGG/FGB/FN1",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-140877","R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)","5/33","39/10955",9.67412021327202e-08,2.24439588947911e-06,1.48675952751338e-06,"FGA/FGG/FGB/A2M/F13A1",5,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-975634","R-HSA-975634","Retinoid metabolism and transport","5/33","44/10955",1.80538733145223e-07,3.80772600815379e-06,2.52235933389498e-06,"APOB/AGRN/APOE/HSPG2/APOM",5,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-6806667","R-HSA-6806667","Metabolism of fat-soluble vitamins","5/33","48/10955",2.82234477013154e-07,5.45653322225432e-06,3.61458189858952e-06,"APOB/AGRN/APOE/HSPG2/APOM",5,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-5686938","R-HSA-5686938","Regulation of TLR by endogenous ligand","4/33","21/10955",3.93861270479944e-07,7.02890882702669e-06,4.65617372389246e-06,"FGA/FGG/FGB/APOB",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-140875","R-HSA-140875","Common Pathway of Fibrin Clot Formation","4/33","22/10955",4.80366391229073e-07,7.96035734036749e-06,5.27319497138681e-06,"FGA/FGG/FGB/F13A1",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-166658","R-HSA-166658","Complement cascade","5/33","58/10955",7.39305327046883e-07,1.14345890583251e-05,7.57463703500666e-06,"C5/C7/C4A/C8B/MASP1",5,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-354192","R-HSA-354192","Integrin signaling","4/33","27/10955",1.14033222806194e-06,1.65348173068982e-05,1.09531911379634e-05,"FGA/FGG/FGB/FN1",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-174824","R-HSA-174824","Plasma lipoprotein assembly, remodeling, and clearance","5/33","75/10955",2.68545910531694e-06,3.44397889460985e-05,2.2814016271009e-05,"APOB/APOE/A2M/LPA/APOA5",5,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-3000178","R-HSA-3000178","ECM proteoglycans","5/33","76/10955",2.86844370765785e-06,3.44397889460985e-05,2.2814016271009e-05,"FN1/AGRN/COL6A1/HSPG2/LUM",5,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-8963901","R-HSA-8963901","Chylomicron remodeling","3/33","10/10955",2.94603482439739e-06,3.44397889460985e-05,2.2814016271009e-05,"APOB/APOE/APOA5",3,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-8963899","R-HSA-8963899","Plasma lipoprotein remodeling","4/33","34/10955",2.96894732293953e-06,3.44397889460985e-05,2.2814016271009e-05,"APOB/APOE/LPA/APOA5",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-6802948","R-HSA-6802948","Signaling by high-kinase activity BRAF mutants","4/33","36/10955",3.75508725525881e-06,4.14847734866687e-05,2.74808390610419e-05,"FGA/FGG/FGB/FN1",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-76009","R-HSA-76009","Platelet Aggregation (Plug Formation)","4/33","39/10955",5.21011321726511e-06,5.49430121093411e-05,3.63960062067323e-05,"FGA/FGG/FGB/FN1",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-5674135","R-HSA-5674135","MAP2K and MAPK activation","4/33","40/10955",5.77675628074731e-06,5.82698894405815e-05,3.85998360178081e-05,"FGA/FGG/FGB/FN1",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-9656223","R-HSA-9656223","Signaling by RAF1 mutants","4/33","43/10955",7.75128995597002e-06,7.49291362410435e-05,4.96354532268256e-05,"FGA/FGG/FGB/FN1",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-6802946","R-HSA-6802946","Signaling by moderate kinase activity BRAF mutants","4/33","47/10955",1.1108390652487e-05,8.88671252198957e-05,5.88684223325988e-05,"FGA/FGG/FGB/FN1",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-6802949","R-HSA-6802949","Signaling by RAS mutants","4/33","47/10955",1.1108390652487e-05,8.88671252198957e-05,5.88684223325988e-05,"FGA/FGG/FGB/FN1",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-6802955","R-HSA-6802955","Paradoxical activation of RAF signaling by kinase inactive BRAF","4/33","47/10955",1.1108390652487e-05,8.88671252198957e-05,5.88684223325988e-05,"FGA/FGG/FGB/FN1",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-9649948","R-HSA-9649948","Signaling downstream of RAS mutants","4/33","47/10955",1.1108390652487e-05,8.88671252198957e-05,5.88684223325988e-05,"FGA/FGG/FGB/FN1",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-977606","R-HSA-977606","Regulation of Complement cascade","4/33","47/10955",1.1108390652487e-05,8.88671252198957e-05,5.88684223325988e-05,"C5/C7/C4A/C8B",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-2187338","R-HSA-2187338","Visual phototransduction","5/33","106/10955",1.47577646564413e-05,0.000114126713343146,7.56011803452783e-05,"APOB/AGRN/APOE/HSPG2/APOM",5,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-5602498","R-HSA-5602498","MyD88 deficiency (TLR2/4)","3/33","17/10955",1.64557472526741e-05,0.000123152689116787,8.1580275004768e-05,"FGA/FGG/FGB",3,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-5603041","R-HSA-5603041","IRAK4 deficiency (TLR2/4)","3/33","18/10955",1.97063651604116e-05,0.000142871147412984,9.46424116256612e-05,"FGA/FGG/FGB",3,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-3000480","R-HSA-3000480","Scavenging by Class A Receptors","3/33","19/10955",2.33532793699441e-05,0.000159351788641971,0.000105559714799128,"APOB/APOE/MASP1",3,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-8963898","R-HSA-8963898","Plasma lipoprotein assembly","3/33","19/10955",2.33532793699441e-05,0.000159351788641971,0.000105559714799128,"APOB/APOE/A2M",3,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-3000171","R-HSA-3000171","Non-integrin membrane-ECM interactions","4/33","59/10955",2.76330058584871e-05,0.000183167353119114,0.000121335905423733,"THBS1/FN1/AGRN/HSPG2",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-6802952","R-HSA-6802952","Signaling by BRAF and RAF1 fusions","4/33","67/10955",4.57546381642015e-05,0.000294863223724854,0.00019532681789396,"FGA/FGG/FGB/FN1",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-1474228","R-HSA-1474228","Degradation of the extracellular matrix","5/33","140/10955",5.64654087064834e-05,0.000354053373510923,0.000234536263759504,"FN1/COL6A1/A2M/HSPG2/NID1",5,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-5260271","R-HSA-5260271","Diseases of Immune System","3/33","31/10955",0.000105694203780377,0.000628745007103783,0.000416500776030636,"FGA/FGG/FGB",3,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-5602358","R-HSA-5602358","Diseases associated with the TLR signaling cascade","3/33","31/10955",0.000105694203780377,0.000628745007103783,0.000416500776030636,"FGA/FGG/FGB",3,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-6802957","R-HSA-6802957","Oncogenic MAPK signaling","4/33","84/10955",0.000111106102739108,0.000644415395886824,0.000426881342102887,"FGA/FGG/FGB/FN1",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-196854","R-HSA-196854","Metabolism of vitamins and cofactors","5/33","191/10955",0.000244003368962203,0.0013564541105975,0.000898558530613586,"APOB/AGRN/APOE/HSPG2/APOM",5,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-3560782","R-HSA-3560782","Diseases associated with glycosaminoglycan metabolism","3/33","41/10955",0.000245564968297823,0.0013564541105975,0.000898558530613586,"AGRN/HSPG2/LUM",3,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-2173782","R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors","3/33","42/10955",0.000263912646059735,0.00142390078804322,0.000943237364130264,"APOB/APOE/MASP1",3,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-8963888","R-HSA-8963888","Chylomicron assembly","2/33","10/10955",0.000390061781229218,0.00205668939193588,0.00136241674783411,"APOB/APOE",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-3656237","R-HSA-3656237","Defective EXT2 causes exostoses 2","2/33","14/10955",0.000782864584605531,0.00394836051366268,0.00261552012248072,"AGRN/HSPG2",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-3656253","R-HSA-3656253","Defective EXT1 causes exostoses 1, TRPS2 and CHDS","2/33","14/10955",0.000782864584605531,0.00394836051366268,0.00261552012248072,"AGRN/HSPG2",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-3781865","R-HSA-3781865","Diseases of glycosylation","4/33","143/10955",0.000848802293021754,0.00418983259534142,0.00277547894246755,"THBS1/AGRN/HSPG2/LUM",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-9694614","R-HSA-9694614","Attachment and Entry","2/33","19/10955",0.00145730333822012,0.00704363280139723,0.00466592735482757,"AGRN/HSPG2",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-168898","R-HSA-168898","Toll-like Receptor Cascades","4/33","168/10955",0.00154343036795698,0.0072106469113684,0.00477656283602444,"FGA/FGG/FGB/APOB",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-3560783","R-HSA-3560783","Defective B4GALT7 causes EDS, progeroid type","2/33","20/10955",0.0016161794801343,0.0072106469113684,0.00477656283602444,"AGRN/HSPG2",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-3560801","R-HSA-3560801","Defective B3GAT3 causes JDSSDHD","2/33","20/10955",0.0016161794801343,0.0072106469113684,0.00477656283602444,"AGRN/HSPG2",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-4420332","R-HSA-4420332","Defective B3GALT6 causes EDSP2 and SEMDJL1","2/33","20/10955",0.0016161794801343,0.0072106469113684,0.00477656283602444,"AGRN/HSPG2",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-2024096","R-HSA-2024096","HS-GAG degradation","2/33","22/10955",0.00195754909927314,0.0085688941704032,0.00567630920543951,"AGRN/HSPG2",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-166663","R-HSA-166663","Initial triggering of complement","2/33","23/10955",0.00213995067781387,0.00919386217134848,0.00609030797194591,"C4A/MASP1",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-1236974","R-HSA-1236974","ER-Phagosome pathway","3/33","90/10955",0.00244789463523638,0.0103256646431789,0.00684005008123467,"FGA/FGG/FGB",3,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-1971475","R-HSA-1971475","A tetrasaccharide linker sequence is required for GAG synthesis","2/33","26/10955",0.00273347510085931,0.0113243968464172,0.00750164219408759,"AGRN/HSPG2",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-3000170","R-HSA-3000170","Syndecan interactions","2/33","27/10955",0.00294660552446882,0.0119932014329257,0.00794467971509599,"THBS1/FN1",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-3000157","R-HSA-3000157","Laminin interactions","2/33","30/10955",0.00363123493775196,0.0145249397510079,0.00962178404558597,"HSPG2/NID1",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-1236975","R-HSA-1236975","Antigen processing-Cross presentation","3/33","105/10955",0.00378815155623526,0.01489578239062,0.00986744205549239,"FGA/FGG/FGB",3,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-2022928","R-HSA-2022928","HS-GAG biosynthesis","2/33","31/10955",0.00387437567802587,0.0149809192883667,0.00992383945599608,"AGRN/HSPG2",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-977225","R-HSA-977225","Amyloid fiber formation","3/33","111/10955",0.00442781859421719,0.0168402280960392,0.0111555050000985,"FGA/APOE/HSPG2",3,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-166058","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane","3/33","113/10955",0.00465472862529393,0.0171412228740983,0.0113548935554372,"FGA/FGG/FGB",3,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-168188","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade","3/33","113/10955",0.00465472862529393,0.0171412228740983,0.0113548935554372,"FGA/FGG/FGB",3,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-168179","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade","3/33","116/10955",0.00500814627635976,0.0178752297863917,0.0118411231797332,"FGA/FGG/FGB",3,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-181438","R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade","3/33","116/10955",0.00500814627635976,0.0178752297863917,0.0118411231797332,"FGA/FGG/FGB",3,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-2129379","R-HSA-2129379","Molecules associated with elastic fibres","2/33","37/10955",0.00548691324446167,0.0189994607867926,0.0125858497044997,"FN1/FBLN1",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-8964043","R-HSA-8964043","Plasma lipoprotein clearance","2/33","37/10955",0.00548691324446167,0.0189994607867926,0.0125858497044997,"APOB/APOE",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-9772572","R-HSA-9772572","Early SARS-CoV-2 Infection Events","2/33","38/10955",0.00578087884460607,0.0197229984110089,0.0130651441379642,"AGRN/HSPG2",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-1630316","R-HSA-1630316","Glycosaminoglycan metabolism","3/33","124/10955",0.00602859841313275,0.0202700700267652,0.013427541850761,"AGRN/HSPG2/LUM",3,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-5668914","R-HSA-5668914","Diseases of metabolism","4/33","249/10955",0.00635098228972378,0.0210489698745131,0.0139435099894687,"THBS1/AGRN/HSPG2/LUM",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-419037","R-HSA-419037","NCAM1 interactions","2/33","42/10955",0.00702719219241551,0.0229620927977521,0.0152108237226488,"AGRN/COL6A1",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-1566948","R-HSA-1566948","Elastic fibre formation","2/33","44/10955",0.0076920259713319,0.0247854170187361,0.016418651927112,"FN1/FBLN1",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-166016","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade","3/33","146/10955",0.00944382121981461,0.0299023634771818,0.0198082807063001,"FGA/FGG/FGB",3,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-5673001","R-HSA-5673001","RAF/MAP kinase cascade","4/33","280/10955",0.00953782283323903,0.0299023634771818,0.0198082807063001,"FGA/FGG/FGB/FN1",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-1793185","R-HSA-1793185","Chondroitin sulfate/dermatan sulfate metabolism","2/33","50/10955",0.00984922160672916,0.0304669255034822,0.0201822646257187,"AGRN/HSPG2",2,"Downres_DEq_MS_HBV_vs_CTRL.myr"
"R-HSA-5684996","R-HSA-5684996","MAPK1/MAPK3 signaling","4/33","286/10955",0.0102561747308726,0.0313083228626638,0.0207396331122909,"FGA/FGG/FGB/FN1",4,"Downres_DEq_MS_HBV_vs_CTRL.myr"
