"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_CTRL.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc"
-4.46690368652347,16.56,-11.6076469620033,7.17156461233265e-06,0.0066767266540817,4.14272318388101,"AFG32_HUMAN",1,-11.1747442494707,7.48213741339428e-06,0.00696586993187007,4.47,"Up in CTRL.myr",2.157,"AFG3L2","AFG3-like protein 2"
-0.939436753590883,29.8,-5.73970223888734,0.000672753101426348,0.0590411283097364,0.116078028096859,"ALBU_HUMAN",84,-6.63444675980037,0.000245467356241052,0.0324452423578431,0.94,"Up in CTRL.myr",1.489,"ALB","Albumin"
-1.58693647384647,19.71,-7.68129590823763,0.000110204642747988,0.0370172827670319,1.83594953252222,"CNN2_HUMAN",1,-6.62655025906461,0.000247336461859773,0.0324452423578431,1.59,"Up in CTRL.myr",1.489,"CNN2","Calponin-2"
-0.79621855417885,18.73,-5.64400774558161,0.00074359964730704,0.0590411283097364,0.0178786469862553,"FIBA_HUMAN",15,-6.4734776923776,0.000286903163666861,0.0324452423578431,0.8,"Up in CTRL.myr",1.489,"FGA","Fibrinogen alpha chain"
-0.793991883595819,20.2,-5.71252254624991,0.000692078381666475,0.0590411283097364,0.0883274713213664,"FIBB_HUMAN",16,-6.59097232896873,0.000255957390086388,0.0324452423578431,0.79,"Up in CTRL.myr",1.489,"FGB","Fibrinogen beta chain"
-0.761219660441103,19.56,-5.64598539554974,0.000742053903807118,0.0590411283097364,0.019922094611867,"FIBG_HUMAN",21,-6.63577122502414,0.000245155403130546,0.0324452423578431,0.76,"Up in CTRL.myr",1.489,"FGG","Fibrinogen gamma chain"
-2.37290811538697,14.99,-6.60905790533293,0.000284839582517179,0.0530371302646988,0.947330398890045,"GBRA6_HUMAN",1,-6.31606870788226,0.000335113634907545,0.0324452423578431,2.37,"Up in CTRL.myr",1.489,"GABRA6","Gamma-aminobutyric acid receptor subunit alpha-6"
0.901119550069165,19.4,5.7994204482321,0.000632371100363065,0.0590411283097364,0.176661302470374,"CH60_HUMAN",25,6.57607009041168,0.000259667717584737,0.0324452423578431,-0.9,"Up in CTRL",1.489,"HSPD1","60 kDa heat shock protein, mitochondrial"
-2.24496285120649,19.02,-7.25202005633927,0.000159043105336335,0.0370172827670319,1.49689167644158,"IFNE_HUMAN",1,-6.7998058084186,0.000209736679783869,0.0324452423578431,2.24,"Up in CTRL.myr",1.489,"IFNE","Interferon epsilon"
1.44066683451335,15.76,7.40257845199487,0.000139572707182997,0.0370172827670319,1.61823916949166,"S10A6_HUMAN",1,6.27682323726689,0.000348498843800678,0.0324452423578431,-1.44,"Up in CTRL",1.489,"S100A6","Protein S100-A6"
-1.197070757548,19.6,-5.32530871124132,0.00104673895394653,0.0636789505354612,-0.319288889215851,"ATPA_HUMAN",11,-5.63974341188384,0.000675294630584589,0.0483614846980194,1.2,"Up in CTRL.myr",1.316,"ATP5F1A","ATP synthase subunit alpha, mitochondrial"
-0.677385965983067,23.36,-4.67455111105383,0.00219597282135034,0.0730160963098987,-1.05789716989943,"CO3_HUMAN",96,-5.66257642468673,0.000658899809333698,0.0483614846980194,0.68,"Up in CTRL.myr",1.316,"C3","Complement C3"
-1.21797736485797,16.05,-5.36491464514696,0.00100246543904581,0.0636789505354612,-0.27652807569317,"KAIN_HUMAN",7,-5.64734249294862,0.000669788484774682,0.0483614846980194,1.22,"Up in CTRL.myr",1.316,"SERPINA4","Kallistatin"
0.658511638641365,16.99,4.72092955738023,0.00207890059115858,0.0730160963098987,-1.00297670174995,"AMPN_HUMAN",8,5.35183012182845,0.000926008461659562,0.0498037982766893,-0.66,"Up in CTRL",1.303,"ANPEP","Aminopeptidase N"
-0.809135119120278,16.09,-5.14195581201983,0.00128209715421382,0.0636789505354612,-0.52048230168527,"APOA2_HUMAN",4,-5.40348938868885,0.000874303397869379,0.0498037982766893,0.81,"Up in CTRL.myr",1.303,"APOA2","Apolipoprotein A-II"
-0.998675028483088,19.62,-5.041010687306,0.00143636730531115,0.0636789505354612,-0.633543249999295,"APOE_HUMAN",21,-5.44538099545892,0.00083471985933728,0.0498037982766893,1,"Up in CTRL.myr",1.303,"APOE","Apolipoprotein E"
-0.858276049296048,20.51,-4.87662064209873,0.0017335776390071,0.0701722079093742,-0.821191871730502,"APOH_HUMAN",14,-5.32913547044851,0.000949786837925324,0.0498037982766893,0.86,"Up in CTRL.myr",1.303,"APOH","Beta-2-glycoprotein 1"
1.85186553001407,13.75,5.62205310879922,0.000761002727945045,0.0590411283097364,-0.0048464036636684,"STML3_HUMAN",1,5.31687914588426,0.000962909096649202,0.0498037982766893,-1.85,"Up in CTRL",1.303,"STOML3","Stomatin-like protein 3"
-0.864592234293582,16.53,-4.97787109740408,0.00154326970081522,0.0653083677935896,-0.705097044169526,"FHR2_HUMAN",4,-5.19710338396092,0.0011022666830858,0.0513105140976439,0.86,"Non-significant",1.29,"CFHR2","Complement factor H-related protein 2"
-0.879258314768435,20.74,-4.75106844735549,0.00200652295480762,0.0730160963098987,-0.967476330387783,"PLMN_HUMAN",25,-5.1993288982745,0.00109948225829365,0.0513105140976439,0.88,"Non-significant",1.29,"PLG","Plasminogen"
