"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL.myr_vs_CTRL","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc"
4.46690368652347,16.56,11.6076469620033,7.17156461233249e-06,0.00667672665408154,4.14272318388103,"AFG32_HUMAN",1,11.1747442494708,7.48213741339419e-06,0.00696586993186999,-4.47,"Up in CTRL.myr",2.157,"AFG3L2","AFG3-like protein 2"
0.939436753590893,29.8,5.7397022388873,0.000672753101426379,0.0590411283097374,0.116078028096812,"ALBU_HUMAN",84,6.63444675980026,0.000245467356241078,0.0324452423578449,-0.94,"Up in CTRL.myr",1.489,"ALB","Albumin"
1.58693647384648,19.71,7.68129590823771,0.00011020464274798,0.0370172827670305,1.83594953252228,"CNN2_HUMAN",1,6.62655025906467,0.000247336461859758,0.0324452423578449,-1.59,"Up in CTRL.myr",1.489,"CNN2","Calponin-2"
0.796218554178854,18.73,5.64400774558159,0.00074359964730706,0.0590411283097374,0.0178786469862295,"FIBA_HUMAN",15,6.47347769237756,0.00028690316366687,0.0324452423578449,-0.8,"Up in CTRL.myr",1.489,"FGA","Fibrinogen alpha chain"
0.793991883595826,20.2,5.71252254624991,0.000692078381666475,0.0590411283097374,0.0883274713213655,"FIBB_HUMAN",16,6.59097232896872,0.00025595739008639,0.0324452423578449,-0.79,"Up in CTRL.myr",1.489,"FGB","Fibrinogen beta chain"
0.761219660441107,19.56,5.64598539554973,0.000742053903807127,0.0590411283097374,0.0199220946118528,"FIBG_HUMAN",21,6.63577122502412,0.000245155403130551,0.0324452423578449,-0.76,"Up in CTRL.myr",1.489,"FGG","Fibrinogen gamma chain"
2.37290811538697,14.99,6.60905790533294,0.000284839582517178,0.0530371302646984,0.947330398890048,"GBRA6_HUMAN",1,6.31606870788226,0.000335113634907544,0.0324452423578449,-2.37,"Up in CTRL.myr",1.489,"GABRA6","Gamma-aminobutyric acid receptor subunit alpha-6"
-0.901119550069172,19.4,-5.79942044823214,0.000632371100363038,0.0590411283097374,0.176661302470415,"CH60_HUMAN",25,-6.57607009041173,0.000259667717584726,0.0324452423578449,0.9,"Up in CTRL",1.489,"HSPD1","60 kDa heat shock protein, mitochondrial"
2.24496285120649,19.02,7.25202005633931,0.000159043105336328,0.0370172827670305,1.49689167644162,"IFNE_HUMAN",1,6.79980580841863,0.000209736679783863,0.0324452423578449,-2.24,"Up in CTRL.myr",1.489,"IFNE","Interferon epsilon"
-1.44066683451335,15.76,-7.40257845199479,0.000139572707183005,0.0370172827670305,1.61823916949161,"S10A6_HUMAN",1,-6.27682323726684,0.000348498843800697,0.0324452423578449,1.44,"Up in CTRL",1.489,"S100A6","Protein S100-A6"
