"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa03320","hsa03320","PPAR signaling pathway","13/150","75/8753",3.31079684618502e-10,7.91280446238219e-08,6.41249073366361e-08,"51703/116519/3158/10998/5106/335/345/11001/5105/6342/3157/1962/336",13
"hsa00010","hsa00010","Glycolysis / Gluconeogenesis","11/150","67/8753",1.4614309571493e-08,1.38803752954472e-06,1.12485754431283e-06,"5313/125/229/5106/55902/230/2203/5105/126/501/5232",11
"hsa00260","hsa00260","Glycine, serine and threonine metabolism","9/150","40/8753",1.74230652244107e-08,1.38803752954472e-06,1.12485754431283e-06,"2628/635/6470/9380/27232/1610/23464/2593/501",9
"hsa00982","hsa00982","Drug metabolism - cytochrome P450","11/150","72/8753",3.19386232398253e-08,1.90833273857956e-06,1.54650175687575e-06,"1558/125/2944/2330/1559/1576/2328/126/2946/2948/2329",11
"hsa00620","hsa00620","Pyruvate metabolism","9/150","47/8753",7.83941683432193e-08,3.74724124680588e-06,3.0367425210847e-06,"32/5313/125/5106/55902/9380/5105/126/501",9
"hsa04979","hsa04979","Cholesterol metabolism","9/150","51/8753",1.6510518691201e-07,6.57668994532838e-06,5.32971129680873e-06,"348/335/345/344/341/336/8647/4018/9388",9
"hsa04142","hsa04142","Lysosome","13/150","132/8753",3.645975560543e-07,1.24484022709968e-05,1.00881128291716e-05,"2548/1522/5476/4758/5641/2517/1514/2588/1512/2717/2990/1657/8722",13
"hsa00980","hsa00980","Metabolism of xenobiotics by cytochrome P450","9/150","78/8753",6.67741737517636e-06,0.000199487844083394,0.000161663789083217,"125/2944/6822/1559/1576/126/2946/2948/246181",9
"hsa00100","hsa00100","Steroid biosynthesis","5/150","20/8753",1.74161767727648e-05,0.000462496249854533,0.000374804272068858,"51478/1595/1717/2222/7108",5
"hsa00051","hsa00051","Fructose and mannose metabolism","6/150","34/8753",2.07368127481333e-05,0.000495609824680386,0.000401639320595424,"26007/229/230/3795/2203/5207",6
"hsa01200","hsa01200","Carbon metabolism","10/150","115/8753",2.58928713500932e-05,0.000562581477515661,0.000455912758700205,"26007/5313/229/6470/55902/230/55753/2203/414328/5232",10
