"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05169","hsa05169","Epstein-Barr virus infection","11/27","202/8779",6.89333795740146e-12,4.34280291316292e-10,3.04758099169328e-10,"4938/9636/6772/4940/5610/6891/6892/10379/6890/4939/3106",11
"hsa05162","hsa05162","Measles","8/27","138/8779",5.24926001561695e-09,1.65351690491934e-07,1.16036274029427e-07,"4938/6772/4940/5610/4599/10379/64135/4939",8
"hsa05160","hsa05160","Hepatitis C","8/27","158/8779",1.5308944466552e-08,2.72663241280366e-07,1.91342625459906e-07,"4938/6772/4940/5610/4599/10379/3434/4939",8
"hsa05171","hsa05171","Coronavirus disease - COVID-19","9/27","233/8779",1.73119518273248e-08,2.72663241280366e-07,1.91342625459906e-07,"4938/9636/6772/4940/5610/4599/10379/64135/4939",9
"hsa05164","hsa05164","Influenza A","8/27","171/8779",2.84890413724025e-08,3.58961921292271e-07,2.51903102661243e-07,"4938/6772/4940/5610/4599/10379/64135/4939",8
"hsa04612","hsa04612","Antigen processing and presentation","4/27","78/8779",8.66523251238221e-05,0.000909849413800132,0.000638490816701847,"6891/6892/6890/3106",4
"hsa04621","hsa04621","NOD-like receptor signaling pathway","5/27","186/8779",0.000223552939964897,0.00201197645968407,0.00141191330504145,"4938/6772/4940/10379/4939",5
"hsa05170","hsa05170","Human immunodeficiency virus 1 infection","5/27","212/8779",0.000409852964497489,0.00290531848842751,0.00203881999187895,"6891/6892/684/6890/3106",5
"hsa05165","hsa05165","Human papillomavirus infection","6/27","331/8779",0.000415045498346787,0.00290531848842751,0.00203881999187895,"9636/6772/5610/4599/10379/3106",6
"hsa05167","hsa05167","Kaposi sarcoma-associated herpesvirus infection","4/27","194/8779",0.00272413289936802,0.0171620372660185,0.0120435349235218,"6772/5610/10379/3106",4
"hsa05203","hsa05203","Viral carcinogenesis","4/27","204/8779",0.00326656020847029,0.0187084811939662,0.0131287587326078,"6672/5610/10379/3106",4
"hsa05163","hsa05163","Human cytomegalovirus infection","4/27","225/8779",0.0046383169003383,0.0243511637267761,0.0170885359486148,"6891/6892/6890/3106",4
"hsa05340","hsa05340","Primary immunodeficiency","2/27","38/8779",0.00598157250498497,0.028987620601081,0.0203421898954954,"6891/6890",2
"hsa02010","hsa02010","ABC transporters","2/27","45/8779",0.00831289124550279,0.0364323027435265,0.0255665282410712,"6891/6890",2
"hsa03050","hsa03050","Proteasome","2/27","46/8779",0.00867435779607773,0.0364323027435265,0.0255665282410712,"5698/5696",2
"hsa04145","hsa04145","Phagosome","3/27","152/8779",0.0109773275706964,0.043223227309617,0.0303320893400821,"6891/6890/3106",3
"hsa04217","hsa04217","Necroptosis","3/27","159/8779",0.0123979123817467,0.0459452047088261,0.0322422489184745,"6772/5610/10379",3
