"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","C_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
1.19886644681296,10.1064987182617,21.4065645031126,2.87421965626494e-07,0.00205726516276514,6.87102784463928,"TSP1_HUMAN",50,24.3571465881822,5.00656301627621e-08,0.000291163121234461,0.0888353983561316,"Non-significant",3.53586363368125,"THBS1","Thrombospondin-1","TSP1_HUMAN"
0.589045445124334,14.2167679922921,16.9607298805359,1.27319483029831e-06,0.00258267571326013,5.86766334270935,"PLOD2_HUMAN",38,22.0529183850615,9.95866129476743e-08,0.000291163121234461,0.00930436452228989,"Non-significant",3.53586363368125,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.425466775894137,13.9794064930507,12.8193888840571,7.48274432283109e-06,0.00766301693387548,4.44428648037966,"FINC_HUMAN",120,21.5162435326397,1.18067410714079e-07,0.000291163121234461,0.124922434488941,"Non-significant",3.53586363368125,"FN1","Fibronectin","FINC_HUMAN"
0.660202900568672,12.1315223148891,18.9808914862492,6.20909717711814e-07,0.00205726516276514,6.37533476106294,"PAI1_HUMAN",22,20.9160827599141,1.43536170191995e-07,0.000291163121234461,0.0365986824035236,"Non-significant",3.53586363368125,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
-0.893135865529365,12.1093029294695,-18.3874793284046,7.60635381845627e-07,0.00205726516276514,6.23621150330463,"APOA5_HUMAN",23,-19.8123533812933,2.08610353453358e-07,0.00033853288158411,0.1683036486308,"Non-significant",3.47039914205419,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
-0.492732206980399,17.2561051504953,-14.2680190627669,3.81269597508909e-06,0.00515603585697881,5.01295709048184,"SBP1_HUMAN",39,-18.731259163546,3.06979878465972e-07,0.000415139122312149,0.180464506149274,"Non-significant",3.38180633719804,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-0.363971153895069,11.4559410640172,-10.6612256827074,2.36104785983346e-05,0.00766301693387548,3.4098697811295,"CGNL1_HUMAN",84,-16.388704418712,7.67699716027361e-07,0.000889873642263715,0.216501394907649,"Non-significant",3.05067165668489,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
0.440619071324619,12.6240057264056,11.3525688253696,1.59902899406381e-05,0.00766301693387548,3.76912832957401,"LIMC1_HUMAN",62,15.0125063360717,1.39721448458853e-06,0.00141086178051252,0.316266457239784,"Non-significant",2.85051553117905,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
0.431840419769268,13.7035323551723,11.7132762054978,1.31600547903762e-05,0.00766301693387548,3.94557550041757,"FIBB_HUMAN",38,14.7646663978707,1.56491940160373e-06,0.00141086178051252,-0.0321861108144077,"Non-significant",2.85051553117905,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
0.528949340184516,9.99018015180315,11.8878711847967,1.19995836469657e-05,0.00766301693387548,4.02843268306688,"CDHR2_HUMAN",30,13.5388891008117,2.81862763755697e-06,0.0022477439662546,0.273588935534157,"Non-significant",2.64825315946217,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
-0.275823116302467,12.5848087583269,-8.36872418070834,0.000103455360131577,0.0153793808888363,1.98262837121634,"CING_HUMAN",80,-13.3488860814158,3.10154792940999e-06,0.0022477439662546,0.175762176513619,"Non-significant",2.64825315946217,"CGN","Cingulin","CING_HUMAN"
-0.494534254074123,12.2574092320034,-12.1713259391045,1.03566866593698e-05,0.00766301693387548,4.15954653954114,"HRG_HUMAN",21,-13.0361454507529,3.64057334570229e-06,0.0022477439662546,0.0719099044799414,"Non-significant",2.64825315946217,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
-0.40783818562825,17.6877686636789,-10.4580494343683,2.6591297069663e-05,0.00770577801511591,3.29868466064541,"SCP2_HUMAN",39,-12.9196290796929,3.86807527492259e-06,0.0022477439662546,0.079564094543457,"Non-significant",2.64825315946217,"SCP2","Sterol carrier protein 2","SCP2_HUMAN"
