"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-2.06927347183225,14.8317003250122,-70.5059900964729,6.61142403122781e-12,3.54614265960524e-08,15.2688755976547,"FINC_HUMAN",120,-112.527610179959,3.14397502366843e-14,2.55102133420457e-10,-0.0910511016845739,"Non-significant",9.59328590936803,"FN1","Fibronectin","FINC_HUMAN"
-3.36824178695678,11.2768197059631,-63.7824549537215,1.40580157794647e-11,3.80222466781921e-08,14.987053995171,"TSP1_HUMAN",50,-70.9701340498926,1.31048507361133e-12,4.74416366765113e-09,0.00140237808227539,"Non-significant",8.32384033677456,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-2.26587653160098,13.5316761732101,-67.9389629323512,8.74080024551451e-12,3.54614265960524e-08,15.1689615507132,"FGL1_HUMAN",17,-66.8691375354492,2.12077529622222e-12,4.74416366765113e-09,-0.126833915710449,"Non-significant",8.32384033677456,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-1.90661931037903,14.4717675447464,-54.9750235409527,4.30035182076347e-11,6.97861093473495e-08,14.4971245876405,"FIBB_HUMAN",38,-65.7001454970753,2.44586701054061e-12,4.74416366765113e-09,-0.000181436538674973,"Non-significant",8.32384033677456,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-1.97702288627627,15.2810779809952,-56.5918480416811,3.45786862236836e-11,6.97861093473495e-08,14.5996957256369,"FIBG_HUMAN",29,-64.2667910006781,2.92344322630708e-12,4.74416366765113e-09,-0.0623908042908248,"Non-significant",8.32384033677456,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-2.0875174999237,14.7836812734604,-45.8591380833891,1.68076452679051e-10,2.27295389506304e-07,13.7760824197252,"FIBA_HUMAN",43,-51.8767835096234,1.650618915279e-11,2.2321869797623e-08,-0.167293548583974,"Non-significant",7.65126942941284,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
1.59644651412962,10.1218447685242,32.4609981319467,2.24695640081154e-09,2.60454346231212e-06,12.0266594884892,"PLIN2_HUMAN",25,34.6280549345038,4.30183707999283e-10,4.98644372386598e-07,-0.161013126373298,"Non-significant",6.3022090779678,"PLIN2","Perilipin-2","PLIN2_HUMAN"
-1.96052622795105,8.62753713130951,-30.8022613832272,3.32790001347274e-09,3.37532258866472e-06,11.7210762408802,"PGBM_HUMAN",106,-34.0335703756067,4.94533807962231e-10,5.01580914725693e-07,-0.124208211898803,"Non-significant",6.29965899687233,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
-0.759545564651519,10.0196658372879,-23.2650368644948,2.70587754692e-08,1.82962420130907e-05,9.93702668907757,"AGRIN_HUMAN",63,-30.8438349681113,1.09141669042987e-09,9.75631600011135e-07,-0.0200619697570765,"Non-significant",6.01071414164222,"AGRN","Agrin","AGRIN_HUMAN"
0.551523685455328,11.9511461257935,19.5452246346318,9.87055317958431e-08,4.62124260951338e-05,8.72703030812585,"TENS1_HUMAN",76,30.4744205282805,1.20240522554983e-09,9.75631600011135e-07,0.0824553966522199,"Non-significant",6.01071414164222,"TNS1","Tensin-1","TENS1_HUMAN"
-0.994782447814901,12.5644397735596,-25.2011211556054,1.49131954741982e-08,1.34450742308493e-05,10.4684304478737,"LG3BP_HUMAN",20,-26.1654628950916,4.08742507675377e-09,3.01503337025274e-06,0.0620610713958989,"Non-significant",5.52070787674558,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-0.486745595931978,13.3944672346115,-15.5652374045355,5.29095888934031e-07,0.000130111318672557,7.06554733326722,"APOB_HUMAN",239,-24.2662033235737,7.47348693513538e-09,4.9878346062789e-06,-0.0560228824614999,"Non-significant",5.30208795590948,"APOB","Apolipoprotein B-100","APOB_HUMAN"
-0.755387544631947,14.3614267110824,-24.0483632960034,2.11435908967057e-08,1.7155909653587e-05,10.1591837001724,"VNN1_HUMAN",18,-24.063830021078,7.99135443451142e-09,4.9878346062789e-06,-0.0892958641052246,"Non-significant",5.30208795590948,"VNN1","Pantetheinase","VNN1_HUMAN"
0.691021680831899,11.7758268117905,21.6893971479708,4.5591193501926e-08,2.64233531481877e-05,9.45783628823031,"VTDB_HUMAN",21,22.8950269826335,1.18982617866447e-08,6.89589258120251e-06,-0.0273864269256752,"Non-significant",5.16140951222893,"GC","Vitamin D-binding protein","VTDB_HUMAN"
-0.595885276794426,13.449285030365,-17.5902725729183,2.15146020490068e-07,7.09399653482425e-05,7.96715240993638,"ITIH2_HUMAN",47,-21.9312170836748,1.67731051703933e-08,8.95088391336971e-06,0.24541544914246,"Non-significant",5.04813407532721,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
