"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","DM_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.19886644681296,10.1064987182617,-21.4065645031129,2.87421965626464e-07,0.00205726516276494,6.87102784463934,"TSP1_HUMAN",50,-24.3571465881827,5.00656301627553e-08,0.000291163121234503,-0.0888353983561316,"Non-significant",3.53586363368119,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-0.589045445124338,14.2167679922921,-16.9607298805356,1.27319483029844e-06,0.00258267571326038,5.86766334270927,"PLOD2_HUMAN",38,-22.0529183850609,9.95866129476931e-08,0.000291163121234503,-0.00930436452228989,"Non-significant",3.53586363368119,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
-0.425466775894131,13.9794064930507,-12.8193888840569,7.48274432283152e-06,0.00766301693387674,4.4442864803796,"FINC_HUMAN",120,-21.5162435326398,1.18067410714075e-07,0.000291163121234503,-0.124922434488941,"Non-significant",3.53586363368119,"FN1","Fibronectin","FINC_HUMAN"
-0.660202900568665,12.1315223148891,-18.9808914862489,6.20909717711882e-07,0.00205726516276494,6.37533476106286,"PAI1_HUMAN",22,-20.9160827599136,1.43536170192015e-07,0.000291163121234503,-0.0365986824035236,"Non-significant",3.53586363368119,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
0.893135865529366,12.1093029294695,18.3874793284049,7.60635381845555e-07,0.00205726516276494,6.23621150330469,"APOA5_HUMAN",23,19.8123533812936,2.08610353453337e-07,0.000338532881584075,-0.1683036486308,"Non-significant",3.47039914205424,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
0.492732206980396,17.2561051504953,14.2680190627665,3.81269597508964e-06,0.00515603585697956,5.01295709048172,"SBP1_HUMAN",39,18.7312591635454,3.06979878466039e-07,0.00041513912231224,-0.180464506149274,"Non-significant",3.38180633719794,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
0.363971153895072,11.4559410640172,10.6612256827071,2.36104785983385e-05,0.00766301693387674,3.40986978112935,"CGNL1_HUMAN",84,16.3887044187109,7.67699716027706e-07,0.000889873642264115,-0.216501394907649,"Non-significant",3.0506716566847,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-0.440619071324621,12.6240057264056,-11.3525688253694,1.59902899406397e-05,0.00766301693387674,3.76912832957392,"LIMC1_HUMAN",62,-15.0125063360713,1.39721448458879e-06,0.00141086178051256,-0.316266457239784,"Non-significant",2.85051553117903,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
-0.431840419769266,13.7035323551723,-11.7132762054978,1.31600547903766e-05,0.00766301693387674,3.94557550041755,"FIBB_HUMAN",38,-14.7646663978706,1.56491940160378e-06,0.00141086178051256,0.0321861108144077,"Non-significant",2.85051553117903,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-0.528949340184516,9.99018015180315,-11.8878711847969,1.19995836469649e-05,0.00766301693387674,4.02843268306694,"CDHR2_HUMAN",30,-13.5388891008119,2.81862763755673e-06,0.00224774396625469,-0.273588935534157,"Non-significant",2.64825315946215,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
0.275823116302464,12.5848087583269,8.36872418070825,0.000103455360131584,0.0153793808888351,1.98262837121627,"CING_HUMAN",80,13.3488860814158,3.10154792941011e-06,0.00224774396625469,-0.175762176513619,"Non-significant",2.64825315946215,"CGN","Cingulin","CING_HUMAN"
0.494534254074127,12.2574092320034,12.1713259391043,1.03566866593709e-05,0.00766301693387674,4.15954653954104,"HRG_HUMAN",21,13.0361454507526,3.64057334570273e-06,0.00224774396625469,-0.0719099044799414,"Non-significant",2.64825315946215,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
0.40783818562825,17.6877686636789,10.4580494343685,2.65912970696598e-05,0.00770577801511499,3.29868466064552,"SCP2_HUMAN",39,12.9196290796933,3.86807527492187e-06,0.00224774396625469,-0.079564094543457,"Non-significant",2.64825315946215,"SCP2","Sterol carrier protein 2","SCP2_HUMAN"
-0.493138551712033,10.4191180637905,-10.9320162737097,2.02141017160344e-05,0.00766301693387674,3.55401542706036,"TRFM_HUMAN",39,-12.8469137888426,4.01823956888167e-06,0.00224774396625469,0.00511336326595746,"Non-significant",2.64825315946215,"MELTF","Melanotransferrin","TRFM_HUMAN"
-0.831598361333203,9.03422355651855,-14.5523195172673,3.36566558265006e-06,0.00515603585697956,5.11468655471491,"LBP_HUMAN",10,-12.7831894686736,4.15530681461921e-06,0.00224774396625469,0.131732940673837,"Non-significant",2.64825315946215,"LBP","Lipopolysaccharide-binding protein","LBP_HUMAN"
-0.702135165532452,11.4965930666242,-11.4575641192086,1.51000927362597e-05,0.00766301693387674,3.82123661671179,"EHD2_HUMAN",32,-12.5202750659868,4.77996989587564e-06,0.00242404223344594,-0.0514455636342586,"Non-significant",2.61545981784208,"EHD2","EH domain-containing protein 2","EHD2_HUMAN"
-0.398607412974036,13.6826568331037,-10.0216626407367,3.45752957952887e-05,0.00921497944874108,3.05067592854007,"PFKAP_HUMAN",34,-11.9997774403691,6.35910186296936e-06,0.00266707561253948,-0.00749142964680871,"Non-significant",2.57396467173301,"PFKP","ATP-dependent 6-phosphofructokinase, platelet type","PFKAP_HUMAN"
0.415941874186206,17.1008129119873,10.7475971494062,2.24607197764759e-05,0.00766301693387674,3.45634067324038,"GSTM1_HUMAN",24,11.986825286628,6.40535687851569e-06,0.00266707561253948,-0.120901187260952,"Non-significant",2.57396467173301,"GSTM1","Glutathione S-transferase Mu 1","GSTM1_HUMAN"
-0.536118268966677,9.61789635249546,-11.21179332018,1.7279976160224e-05,0.00766301693387674,3.69827517271841,"DREB_HUMAN",21,-11.9024038839292,6.7163861593463e-06,0.00266707561253948,0.114720344543461,"Non-significant",2.57396467173301,"DBN1","Drebrin","DREB_HUMAN"
-0.578563928604121,10.2760280881609,-10.6812274753902,2.33383306877296e-05,0.00766301693387674,3.42067315404134,"ITA2_HUMAN",32,-11.8523884818495,6.90873950948579e-06,0.00266707561253948,-0.00556572278340717,"Non-significant",2.57396467173301,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
0.215533415476465,15.0874700546265,6.71308995207545,0.000379514884976898,0.024833740134698,0.662080899192675,"CO3_HUMAN",111,11.8035574480755,7.10260068258549e-06,0.00266707561253948,0.195266962051384,"Non-significant",2.57396467173301,"C3","Complement C3","CO3_HUMAN"
0.373590866724655,11.961227280753,10.8511479897885,2.11659316350127e-05,0.00766301693387674,3.51144209741607,"VTDB_HUMAN",21,11.7719422735299,7.23141033717877e-06,0.00266707561253948,-0.0120949745177974,"Non-significant",2.57396467173301,"GC","Vitamin D-binding protein","VTDB_HUMAN"
-0.473937988281227,10.6505011149815,-10.7211191500166,2.28062246527568e-05,0.00766301693387674,3.44214429639274,"ANXA3_HUMAN",21,-11.4259573863654,8.82915876260901e-06,0.00310112738091135,0.0888083775838222,"Non-significant",2.50848039445577,"ANXA3","Annexin A3","ANXA3_HUMAN"
0.54656736056006,13.9259376525879,11.6589969973098,1.35467087664141e-05,0.00766301693387674,3.91948247417924,"GNMT_HUMAN",15,11.3608693246356,9.17267157282134e-06,0.00310112738091135,0.0732274055481081,"Non-significant",2.50848039445577,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
-0.261025190353376,12.338775907244,-7.52807647175919,0.000194377379951371,0.0179224779650616,1.34794638132651,"TENS1_HUMAN",76,-11.2059948657654,1.00528349726775e-05,0.00322807932303972,0.117055296897888,"Non-significant",2.49105580197501,"TNS1","Tensin-1","TENS1_HUMAN"
-0.34720627466837,13.4658798490252,-9.55423111567355,4.633736630054e-05,0.0101616591935833,2.77027289621189,"MUC18_HUMAN",27,-11.1581496973664,1.03438578258606e-05,0.00322807932303972,0.390531420707702,"Non-significant",2.49105580197501,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN"
-0.662773450215683,10.773086139134,-12.3355882325861,9.52341117216016e-06,0.00766301693387674,4.23365497407696,"CNBP_HUMAN",11,-11.0329024280812,1.11520919122612e-05,0.00335141013985508,-0.278509616851817,"Non-significant",2.47477242069462,"CNBP","CCHC-type zinc finger nucleic acid binding protein","CNBP_HUMAN"
