"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CM_vs_BM1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
3.30379843711852,11.3033698797226,102.194544687503,2.74603873928479e-13,2.22813583305568e-09,14.9392775397371,"TSP1_HUMAN",50,133.000282685453,5.78263988987497e-15,4.69203400664455e-11,0.0100827217102228,"Non-significant",10.3286388488914,"THBS1","Thrombospondin-1","TSP1_HUMAN"
1.84658813476565,14.7591450214386,43.5110789839876,1.88101722096143e-10,7.63128686544051e-07,13.0493343195384,"FINC_HUMAN",120,53.1017840793189,1.06635811329257e-11,4.32621486562794e-08,-0.059103012085,"Non-significant",7.36389191470755,"FN1","Fibronectin","FINC_HUMAN"
1.6811294555664,15.2568635940552,35.0873806521931,9.70512708841437e-10,2.34594843143981e-06,12.1492249404814,"FIBG_HUMAN",29,38.2252130582786,1.56388200960791e-10,3.47805315385885e-07,0.0773143768310494,"Non-significant",6.4586637851133,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
1.8582255840302,14.8681639432907,34.2889554584574,1.15649417374405e-09,2.34594843143981e-06,12.0413623510739,"FIBA_HUMAN",43,37.7965490707739,1.71459361787471e-10,3.47805315385885e-07,-0.0355737209320246,"Non-significant",6.4586637851133,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
1.84562277793883,13.5105959177017,32.704041896433,1.65815098823881e-09,2.69084742371393e-06,11.8126775774131,"FGL1_HUMAN",17,33.4273865681738,4.66743218393521e-10,7.57430894809006e-07,0.0977964401245011,"Non-significant",6.12065698443908,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
2.05181932449339,10.7000012397766,25.9393969237235,9.64535576123296e-09,1.3043736107774e-05,10.5640784535864,"K1C19_HUMAN",26,27.2289117516297,2.47483592289406e-09,3.3468031130604e-06,0.080418348312401,"Non-significant",5.47536983572304,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
1.82178640365601,8.52127242088318,23.1153922443293,2.30903455908626e-08,2.67650091606085e-05,9.86995387857275,"PGBM_HUMAN",106,24.9311313887079,5.05971129489397e-09,5.86492820668138e-06,0.0668215751647985,"Non-significant",5.2317372997689,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
1.7340130805969,14.5698852539062,22.6977700380577,2.65034095860667e-08,2.68810831726682e-05,9.75617498628307,"FIBB_HUMAN",38,24.1469295594669,6.55484285642692e-09,6.648249367131e-06,0.140888571739194,"Non-significant",5.17729269910092,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
0.608911514282251,11.0660817623138,18.6863529185583,1.14793533825344e-07,8.46758848598948e-05,8.48315723098514,"MX1_HUMAN",43,23.6042594134548,7.8790357682365e-09,7.10338846927455e-06,-0.111702680587774,"Non-significant",5.14853443403285,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
0.430713891983027,13.2458444833755,13.8534234929673,1.07022867296841e-06,0.00029944260180916,6.36185861638959,"FAT1_HUMAN",153,21.1859566774954,1.88706517143798e-08,1.32927914339729e-05,0.122112154960632,"Non-significant",4.87638380934526,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
