"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B2_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
5.0048773288727,14.0127595663071,180.177739404248,3.93795235529883e-15,3.19525454108947e-11,21.5923198485304,"MX1_HUMAN",43,233.361106844085,3.87829373690821e-17,3.14684753812732e-13,0.106125831604,"Non-significant",12.5021242977458,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
4.26576018333435,12.7788828611374,146.102763020829,1.95038345135393e-14,7.91270566214288e-11,21.1000414627597,"IFIT1_HUMAN",34,176.305077924923,3.97276214757077e-16,1.61174960326946e-12,0.0572705268860254,"Non-significant",11.792702428018,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
3.75303912162782,12.7193011045456,122.322854927467,7.56610744057621e-14,2.04637985909451e-10,20.5563822242399,"IFIT2_HUMAN",29,140.401430700505,2.62818710640817e-15,7.10837006046531e-12,0.0969557762146014,"Non-significant",11.1482299709857,"IFIT2","Interferon-induced protein with tetratricopeptide repeats 2","IFIT2_HUMAN"
2.5301561355591,14.64976978302,94.8444755986598,5.27117064307622e-13,8.55405571958409e-10,19.5505533407296,"STAT1_HUMAN",41,124.344619781014,7.19859301590681e-15,1.4602345932767e-11,-0.00540924072262428,"Non-significant",10.8355773672422,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","STAT1_HUMAN"
3.8452236652374,12.9463824033737,104.658518379719,2.48701067664302e-13,5.04490115757037e-10,19.9726053088481,"IFIT3_HUMAN",30,117.058215215286,1.18796564103205e-14,1.92783064226682e-11,0.03840231895445,"Non-significant",10.7149311210346,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
2.3398759365082,13.0715800523758,65.6952499517177,8.66996589695409e-12,7.81645592087617e-09,17.6187907816595,"RIGI_HUMAN",56,79.1147932550656,3.06076247753847e-13,4.13917112379119e-10,-0.00888752937314941,"Non-significant",9.38308661839703,"RIGI","Antiviral innate immune response receptor RIG-I","RIGI_HUMAN"
3.8938310146332,14.5438653230667,74.2067928500165,3.42503908698809e-12,4.63179452530356e-09,18.319782408513,"ISG15_HUMAN",15,74.0006751422727,5.32603742904107e-13,6.0243071488713e-10,0.0905771255493235,"Non-significant",9.22009289376961,"ISG15","Ubiquitin-like protein ISG15","ISG15_HUMAN"
2.2846066951752,11.5005818605423,60.6739570081759,1.58922078639545e-11,1.17226704189206e-08,17.1319137058339,"DDX60_HUMAN",75,73.0334813003791,5.93966689560887e-13,6.0243071488713e-10,0.130203366279605,"Non-significant",9.22009289376961,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
1.72640490531925,11.0126267671585,57.9067740105,2.26803436966218e-11,1.41560237503376e-08,16.8359937712859,"SLFN5_HUMAN",37,70.5548665269767,7.90751573776887e-13,7.12906474402851e-10,0.0310370922088747,"Non-significant",9.14696744113683,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
3.18202519416807,11.8259819746018,66.2879421424551,8.09630142752483e-12,7.81645592087617e-09,17.6723709331715,"OAS1_HUMAN",20,68.805230598326,9.73680263630061e-13,7.90044165909431e-10,0.210074663162235,"Non-significant",9.10234862962778,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
2.51186966896057,10.2748135328293,58.7812013064438,2.02328988739358e-11,1.36808117885929e-08,16.931790550719,"IFIH1_HUMAN",45,66.6213559842277,1.27201689657014e-12,9.38285918070007e-10,0.108773708343476,"Non-significant",9.02766480157938,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
2.97522926330564,10.1553337574005,61.4962004467067,1.4342903713964e-11,1.16378320735104e-08,17.2158884216487,"CMPK2_HUMAN",26,65.8363131177006,1.40329224309665e-12,9.48859438373853e-10,0.0265998840332262,"Non-significant",9.02279811808895,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
3.09099030494689,10.8276687860489,70.2500610412602,5.20111295516366e-12,6.02883293117114e-09,18.0114896029517,"ISG20_HUMAN",11,63.0058865217103,2.01958778595305e-12,1.26053348424793e-09,0.000182390213014472,"Non-significant",8.89944561342985,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
2.14043140411376,10.1763548851013,48.4999415202976,8.74886054422963e-11,5.07058960399137e-08,15.650842181756,"HELZ2_HUMAN",117,56.5245309852348,4.9629069927967e-12,2.87635909568232e-09,0.0998764038085991,"Non-significant",8.5411568959185,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
1.20368885993958,11.2302578687668,45.0408576046677,1.53640035725601e-10,6.92575138820848e-08,15.1305557990673,"TAP1_HUMAN",24,49.960428854669,1.37887677498855e-11,7.45880410150474e-09,-0.192025661468506,"Non-significant",8.12733079903559,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
4.12939476966859,12.0704330205918,46.3720202464134,1.23098507305004e-10,6.24263305170499e-08,15.3369950597646,"OAS2_HUMAN",31,48.9353006238423,1.63692759499398e-11,8.30126906611322e-09,0.190844535827649,"Non-significant",8.08085550927703,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN"
2.32805299758909,9.78519773483275,47.4840627454429,1.02784305049484e-10,5.55994567447676e-08,15.5034080809613,"IRF9_HUMAN",16,47.6251875730869,2.04897254161102e-11,9.77962541331285e-09,0.159048318862913,"Non-significant",8.00967777957301,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
1.00901770591732,11.0446492433548,34.2760543559277,1.22458753195672e-09,3.7576566546956e-07,13.1071054216681,"PAR14_HUMAN",91,47.2895869121664,2.17241307105181e-11,9.79275536584133e-09,-0.00152635574342419,"Non-significant",8.00909509452815,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
1.40913558006287,11.0530117750168,45.674386600081,1.38149302590742e-10,6.59378494836047e-08,15.2298126341069,"T23O_HUMAN",17,44.4465440413425,3.62782678092004e-11,1.54927297370449e-08,-0.0563319921493521,"Non-significant",7.80987205510786,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
-1.787410736084,13.5982596874237,-42.4094215882988,2.42873862082901e-10,9.85339258470331e-08,14.697553389105,"FGL1_HUMAN",17,-42.5634222817838,5.18899110984561e-11,2.10517369326436e-08,0.155985116958618,"Non-significant",7.67671206566479,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-0.813646554946954,13.1173454523086,-28.667854645316,4.74515054308435e-09,1.01321451333122e-06,11.7173251377623,"FAT1_HUMAN",153,-42.1733242394023,5.59930649598702e-11,2.16346537659232e-08,-0.0507371425628751,"Non-significant",7.66485005071958,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
1.15296554565429,10.0559597015381,34.0743135299221,1.2807005046935e-09,3.7576566546956e-07,13.0618873489174,"TDRD7_HUMAN",52,41.5083543205759,6.385271441858e-11,2.35500420360163e-08,0.0154652595519735,"Non-significant",7.62800831333366,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
0.985363721847547,12.0008472204208,32.729054935259,1.73853027687414e-09,4.55046279566347e-07,12.7519530390735,"PML_HUMAN",44,40.9244788950466,7.17826881949917e-11,2.53236840006158e-08,-0.272647500038152,"Non-significant",7.5964731144226,"PML","Protein PML","PML_HUMAN"
2.10740828514097,12.9329873323441,41.670797469484,2.77593110090921e-10,1.07256690251321e-07,14.5696499863679,"UB2L6_HUMAN",12,39.4944440583242,9.63029264611881e-11,3.25584143877533e-08,-0.107618808746349,"Non-significant",7.48733675364208,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
1.66591167449951,10.2175827026367,36.3687710739111,7.80866456241489e-10,2.75476105475802e-07,13.5579955275649,"GBP4_HUMAN",27,39.2180929184692,1.02053708464301e-10,3.31225516191734e-08,-0.117762923240658,"Non-significant",7.47987621441608,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
1.00476217269896,10.5091500282287,31.0171780886552,2.61278258408154e-09,6.42427814764776e-07,12.335063222386,"PAR10_HUMAN",43,37.5640570975679,1.45669552628991e-10,4.54601057704474e-08,-0.165353178977968,"Non-significant",7.342369558152,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
1.40310668945315,11.6895086765289,34.5668611091557,1.14852387660871e-09,3.7576566546956e-07,13.1717271553208,"E2AK2_HUMAN",23,36.7342531512718,1.75167938687402e-10,5.12016543469367e-08,0.212435483932499,"Non-significant",7.29071600656053,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
1.21047806739806,10.4654868841171,34.0186108348879,1.29670182809313e-09,3.7576566546956e-07,13.0493456024077,"IFIT5_HUMAN",24,36.6958207550117,1.76687986407965e-10,5.12016543469367e-08,-0.0191802978515412,"Non-significant",7.29071600656053,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","IFIT5_HUMAN"
1.25114369392395,11.8198264837265,34.0226137609808,1.2955444300122e-09,3.7576566546956e-07,13.0502477019253,"TAP2_HUMAN",22,35.9727421296196,2.08228246279589e-10,5.82608272521582e-08,-0.102964162826524,"Non-significant",7.23462335306749,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
1.61661648750305,11.8483346700668,32.5834384996527,1.79834062271457e-09,4.55991744147063e-07,12.7174992817057,"SAMH1_HUMAN",38,35.7976115539414,2.16785236829776e-10,5.86331803878935e-08,1.23272299766543,"Up in D",7.23185654812372,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
-2.20483279228212,11.7690747976303,-32.8558911635531,1.68826098367527e-09,4.55046279566347e-07,12.7818158956112,"TSP1_HUMAN",50,-35.458601795143,2.34491865519878e-10,6.13763547363966e-08,0.0351359844207799,"Non-significant",7.21199890875006,"THBS1","Thrombospondin-1","TSP1_HUMAN"
2.19112944602966,11.1009677648544,43.6321923154132,1.95653212258013e-10,8.35542191716589e-08,14.9030379692198,"PLS1_HUMAN",7,35.0317290252226,2.59133988931804e-10,6.57066620685205e-08,-0.058351993560775,"Non-significant",7.18239059462722,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN"
4.43254649639131,8.85403090715409,32.9176365068792,1.66438529533874e-09,4.55046279566347e-07,12.7963041302853,"OASL_HUMAN",28,34.4671355457634,2.96299731133844e-10,7.28538187400004e-08,0.488560676574725,"Non-significant",7.1375476791137,"OASL","2'-5'-oligoadenylate synthase-like protein","OASL_HUMAN"
3.26617074012758,14.3440665006638,29.4925137999367,3.82805190939364e-09,8.62800366467221e-07,11.940577346945,"OAS3_HUMAN",45,31.1096635621864,6.89598592404658e-10,1.64570675846218e-07,-0.020912885665874,"Non-significant",6.7836475473299,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
1.1061336994171,16.3856204748154,30.4095725996355,3.03545203913706e-09,7.24401701339945e-07,12.1805947927764,"HLAA_HUMAN",17,30.1427305481559,8.94355295038582e-10,2.07337110398373e-07,0.0651850700378507,"Non-significant",6.68332295840394,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
1.23272299766543,11.7923914194107,28.0715329345507,5.56359293367348e-09,1.15751264266222e-06,11.5512902875346,"5NT3A_HUMAN",23,29.7478970673229,9.96884621811578e-10,2.24686717260532e-07,0.453190088272095,"Non-significant",6.64842260088289,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
0.947368621826177,12.0182092189789,26.6501733923851,8.24265612456143e-09,1.59240266177837e-06,11.1389735565825,"RO52_HUMAN",27,29.4215916154529,1.09160495639562e-09,2.39386016653894e-07,-0.000971555709840644,"Non-significant",6.62090122179685,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
1.64447021484375,9.31203055381775,28.8626859288062,4.50793712353236e-09,9.885784275768e-07,11.7707245859056,"TREX1_HUMAN",15,28.9707790419243,1.23948268510998e-09,2.64662171236378e-07,-0.658075332641625,"Up in B2",6.57730812895686,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
-2.62210369110107,10.390730381012,-27.663068080049,6.21624976754321e-09,1.26096626534614e-06,11.4352435870131,"TSP4_HUMAN",21,-28.8600292492511,1.27915799315275e-09,2.66130460421574e-07,-0.0558748245239009,"Non-significant",6.57490541467854,"THBS4","Thrombospondin-4","TSP4_HUMAN"
-0.658075332641621,11.7746934890747,-23.803107402837,1.93484046384397e-08,3.27068656742291e-06,10.2344346703779,"A0AAG2UXZ5_HUMAN",30,-28.3065036259011,1.50002177962749e-09,3.04279417997436e-07,0.14826583862305,"Non-significant",6.51672742310173,"COL18A1","Collagen type XVIII alpha 1 chain;Collagen alpha-1(XVIII) chain","A0AAG2UXZ5_HUMAN"
0.634990930557272,16.1994866132736,22.1597051554412,3.31740946052796e-08,5.07876610617432e-06,9.65708588531802,"AMPL_HUMAN",38,27.5684117504061,1.86393400319336e-09,3.6554015808949e-07,-0.025234460830676,"Non-significant",6.43706490467429,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
1.65356040000916,8.88526093959808,25.538187463972,1.13754654813283e-08,2.09773924807949e-06,10.7989297901877,"SAMD9_HUMAN",42,27.5181092840703,1.8921230761349e-09,3.6554015808949e-07,0.00227308273314897,"Non-significant",6.43706490467429,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN"
1.56837439537045,12.1023567914963,36.7287738726934,7.24579108292653e-10,2.67237949303936e-07,13.6323714288323,"BST2_HUMAN",7,27.4280458240764,1.94379393068928e-09,3.66789394270065e-07,-0.0628433227539507,"Non-significant",6.4355832304627,"BST2","Bone marrow stromal antigen 2","BST2_HUMAN"
0.737030267715445,14.8336483240127,25.9799929156062,9.99269814450664e-09,1.88559890103551e-06,10.9359601185519,"APOL2_HUMAN",21,27.2558254738484,2.04705703593284e-09,3.77495927035434e-07,-0.15512180328369,"Non-significant",6.42308772979791,"APOL2","Apolipoprotein L2","APOL2_HUMAN"
0.808317184448196,11.7145154476166,22.5760882740876,2.88344043515824e-08,4.49927609439883e-06,9.80760580530147,"UBA7_HUMAN",43,26.5146547844916,2.56737724113121e-09,4.62926642989747e-07,-0.298696756362901,"Non-significant",6.33448782338558,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
0.959870338439947,11.9514288902283,24.2029105749612,1.70634874958998e-08,2.94581143705811e-06,10.368397373483,"NUB1_HUMAN",27,26.4075734499337,2.65413157936523e-09,4.68165731194989e-07,-0.0457913875579994,"Non-significant",6.32960037897258,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
-0.429640293121325,12.5847952365875,-16.2150641704534,3.44129515582772e-07,3.40520352370563e-05,7.11393067646824,"LRP1_HUMAN",189,-26.0663592876403,2.95323105936237e-09,5.09840783312048e-07,0.000698089599609375,"Non-significant",6.29256542728388,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
-2.26650071144104,8.72486269474029,-24.5704414337631,1.52288608781818e-08,2.73805638336746e-06,10.4894418387467,"AMY1B_HUMAN",12,-24.8461905136671,4.37655762601002e-09,7.39820595363444e-07,-0.18823885917665,"Non-significant",6.13087358282301,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
0.917381286621051,11.6816220283508,24.5083282579916,1.55226267728498e-08,2.73805638336746e-06,10.4691242340165,"APOL3_HUMAN",18,24.7263444816652,4.55356944773896e-09,7.5403392855008e-07,-0.1059424877167,"Non-significant",6.12260911215335,"APOL3","Apolipoprotein L3","APOL3_HUMAN"
0.908993005752524,14.9646152257919,23.1634003521396,2.37608097343406e-08,3.78029823891059e-06,10.0149412887947,"GBP1_HUMAN",22,24.4490659914343,4.99465137761861e-09,7.97296126566526e-07,0.0906701087951625,"Non-significant",6.09838034579611,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
0.742273569107052,11.669832110405,20.3688793117912,6.2519231174849e-08,8.7462248578056e-06,8.97364364379426,"DSRAD_HUMAN",59,24.4391123790485,5.0113510543373e-09,7.97296126566526e-07,-0.0133640766143746,"Non-significant",6.09838034579611,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN"
0.714286804199199,11.9357731342316,20.258306859793,6.51278489267531e-08,8.95673502019788e-06,8.9293952877604,"DTX3L_HUMAN",43,23.8927586037277,6.03145367834696e-09,9.41138752809754e-07,-0.0119009017944318,"Non-significant",6.02634634348311,"DTX3L","E3 ubiquitin-protein ligase DTX3L","DTX3L_HUMAN"
-0.537284851074197,15.7358918190002,-19.9704269795236,7.25155245951047e-08,9.80651610941133e-06,8.81300063865549,"APOE_HUMAN",29,-23.6879709670858,6.47211118180862e-09,9.90843587343305e-07,0.14454102516175,"Non-significant",6.00399489699303,"APOE","Apolipoprotein E","APOE_HUMAN"
-1.13999795913695,11.9757134914398,-22.0765178822781,3.41269072918602e-08,5.12788381048433e-06,9.62665301848969,"APOA5_HUMAN",23,-23.2890423037041,7.43787905476334e-09,1.1176101972287e-06,0.0696783065795987,"Non-significant",5.95170964431339,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
1.44646501541137,11.0934557914734,23.348646369454,2.23759411501595e-08,3.70527319372232e-06,10.0791680846605,"NAT8_HUMAN",11,22.4370499516866,1.00900746266958e-08,1.48856119129108e-06,0.0408594608306743,"Non-significant",5.82723330781347,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
1.67012977600097,11.532440662384,20.8761397728301,5.19693634571978e-08,7.39788447529303e-06,9.17346617650269,"STAT2_HUMAN",35,22.1584358751209,1.117551703199e-08,1.61925259281369e-06,-0.149324893951411,"Non-significant",5.79068539886337,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
1.16272163391113,9.80883431434631,23.1730289751151,2.36864876118988e-08,3.78029823891059e-06,10.0182932365428,"CDHR5_HUMAN",12,21.9324960303706,1.21520903473844e-08,1.72986072067855e-06,0.0653100013732892,"Non-significant",5.76198886257975,"CDHR5","Cadherin-related family member 5","CDHR5_HUMAN"
-0.884820222854627,10.4632402658463,-19.844182146536,7.60501784655231e-08,9.95276045272991e-06,8.76140563268693,"TRFL_HUMAN",33,-21.8635409639385,1.2468875965991e-08,1.74435275151813e-06,-0.0785217285156499,"Non-significant",5.75836568537448,"LTF","Lactotransferrin","TRFL_HUMAN"
0.759317159652728,13.1157883405686,19.2964964593024,9.3813380656866e-08,1.18937776664033e-05,8.53355721343906,"HOIL1_HUMAN",29,21.28263138247,1.55367685253544e-08,2.13670067482586e-06,-0.132469177246099,"Non-significant",5.67025631282721,"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1","HOIL1_HUMAN"
-0.407092809677129,12.4305347204208,-15.4657195936409,4.89142173642373e-07,4.5619535596945e-05,6.72766220387757,"CSDE1_HUMAN",47,-21.1136361270514,1.65816212276937e-08,2.24238791069178e-06,-0.239546060562125,"Non-significant",5.64928925663825,"CSDE1","Cold shock domain-containing protein E1","CSDE1_HUMAN"
0.659243583679203,15.2883162498474,18.4948787884372,1.28912954788289e-07,1.51594161616258e-05,8.18774393780503,"TYPH_HUMAN",30,20.7840837143358,1.88531128240643e-08,2.47667659721776e-06,0.185910940170292,"Non-significant",5.60613069959641,"TYMP","Thymidine phosphorylase","TYPH_HUMAN"
-0.349611997604374,14.2984770536423,-13.1147223106936,1.65297769947925e-06,0.000109936566012907,5.38477244770784,"UTRN_HUMAN",162,-20.7744488440702,1.89245685269289e-08,2.47667659721776e-06,0.0403609275818013,"Non-significant",5.60613069959641,"UTRN","Utrophin","UTRN_HUMAN"
0.694579124450662,10.1391561031341,19.0537539362997,1.03150443625342e-07,1.28763492242465e-05,8.4304240058301,"TLR3_HUMAN",25,20.6817224442374,1.962796389857e-08,2.52795712814281e-06,0.0480978488921746,"Non-significant",5.59723029556722,"TLR3","Toll-like receptor 3","TLR3_HUMAN"
1.09790968894958,9.34613049030304,18.5768793219684,1.24713991290583e-07,1.48813136078204e-05,8.22381836814422,"ZNFX1_HUMAN",61,20.3541861054059,2.23570184837671e-08,2.8344507496451e-06,-0.0515708923340004,"Non-significant",5.54753108474575,"ZNFX1","NFX1-type zinc finger-containing protein 1","ZNFX1_HUMAN"
-0.658132553100621,11.7945113182068,-18.9710460541697,1.06567949714311e-07,1.31013991512412e-05,8.39497457402711,"HRG_HUMAN",21,-19.862160181409,2.72908640039795e-08,3.40673954658908e-06,0.0220017433166522,"Non-significant",5.46766106801796,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
1.11163687705994,10.3143872022629,18.2115158524341,1.44700213987308e-07,1.65365850182115e-05,8.06181255415072,"CMTR1_HUMAN",42,19.7073794559797,2.9086301262973e-08,3.57585224920853e-06,0.00392413139342374,"Non-significant",5.44662043413761,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
0.913139104843149,12.3961502313614,18.2792572987581,1.40736565902326e-07,1.63133785104496e-05,8.09209920718486,"SP100_HUMAN",21,19.0973249848873,3.75687461216171e-08,4.54974337359404e-06,-0.00969099998475009,"Non-significant",5.34201309885391,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
-0.54329800605775,14.9892202615738,-15.2354450519362,5.46728429443983e-07,4.82190703968313e-05,6.60524020825967,"CO3_HUMAN",111,-19.0313926054794,3.86404032175716e-08,4.61070928981436e-06,-0.10492897033695,"Non-significant",5.33623225965212,"C3","Complement C3","CO3_HUMAN"
0.903213262558001,10.6013849973679,17.4525702062937,1.98897905109465e-07,2.18088865143e-05,7.71443529618518,"PAR12_HUMAN",33,18.9462793422331,4.00747043032439e-08,4.68275529852811e-06,0.097593307495103,"Non-significant",5.3294985360628,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","PAR12_HUMAN"
-0.491238594055176,17.0776433944702,-14.5415982717214,7.72132064854456e-07,6.08260152837773e-05,6.22508867124912,"AHNK_HUMAN",315,-18.9275398884877,4.03984312172748e-08,4.68275529852811e-06,-0.0221025943756121,"Non-significant",5.3294985360628,"AHNAK","Neuroblast differentiation-associated protein AHNAK","AHNK_HUMAN"
-0.755924463272121,12.2901579141617,-17.7735205665665,1.73585891201994e-07,1.95621655724025e-05,7.86317404953771,"RIR2B_HUMAN",23,-18.8554236433834,4.16718115824865e-08,4.7334655526736e-06,0.0340757369995011,"Non-significant",5.32482077907015,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
-0.697618484497076,13.3756947517395,-16.5358534318401,2.97429168133803e-07,3.05486110156668e-05,7.27389499159168,"ITIH2_HUMAN",47,-18.8370896857668,4.20026521804904e-08,4.7334655526736e-06,-0.126939296722413,"Non-significant",5.32482077907015,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
1.7450041770935,12.707813501358,29.7313088610508,3.60120750560389e-09,8.34862791441999e-07,12.00389400729,"HLAB_HUMAN",2,18.7515933021819,4.35847346205471e-08,4.84447310563176e-06,-0.0652410984039005,"Non-significant",5.31475345076184,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN"
-0.510235548019425,11.4819842576981,-14.6658668182533,7.25025569751267e-07,5.8246113593681e-05,6.29445860674537,"VP13C_HUMAN",153,-18.6986167638893,4.4598429006971e-08,4.89015747246707e-06,0.082230806350708,"Non-significant",5.31067715553439,"VPS13C","Intermembrane lipid transfer protein VPS13C","VP13C_HUMAN"
0.632632017135624,12.1408776044846,16.2856705906471,3.33180399552258e-07,3.33756266909509e-05,7.14940842510274,"AMPE_HUMAN",38,18.5488994771565,4.76086527063456e-08,5.15062144079051e-06,1.04993546009064,"Up in D",5.28814036862405,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
-0.415210962295525,12.5717469453812,-15.3522984763407,5.16603830807954e-07,4.70980166648959e-05,6.66758942196026,"PROS_HUMAN",30,-18.3814999463419,5.12463777020198e-08,5.47122511413406e-06,0.0953621864318812,"Non-significant",5.26191541576267,"PROS1","Vitamin K-dependent protein S","PROS_HUMAN"
0.600438117980952,10.2737410068512,17.1047248156899,2.31145418297099e-07,2.43573236891255e-05,7.55007655594391,"LX15B_HUMAN",22,18.1100703915784,5.78241864249509e-08,6.0933175149617e-06,-0.350926280021667,"Non-significant",5.21514619075737,"ALOX15B","Polyunsaturated fatty acid lipoxygenase ALOX15B","LX15B_HUMAN"
0.799093484878497,10.6752470731735,18.7488521727519,1.16399596512804e-07,1.40965123299237e-05,8.29894707595243,"FBX6_HUMAN",14,17.9787361064729,6.1341807554165e-08,6.37876188159949e-06,0.435112476348875,"Non-significant",5.19526360970682,"FBXO6","F-box only protein 6","FBX6_HUMAN"
-2.36689329147337,11.51700258255,-21.4522991458556,4.23487500309698e-08,6.24759559547799e-06,9.39433203564976,"Q6VBP1_HBV",1,-17.9513428923132,6.21052734343554e-08,6.37876188159949e-06,-0.220031738281277,"Non-significant",5.19526360970682,"S","Large envelope protein","Q6VBP1_HBV"
0.869312763214126,13.5810713768005,17.6848037493794,1.80198975749503e-07,2.00292395785133e-05,7.82233378447848,"PSB9_HUMAN",15,17.5316469199085,7.52358998029602e-08,7.63080113751524e-06,-0.212228536605835,"Non-significant",5.11742986422895,"PSMB9","Proteasome subunit beta type-9","PSB9_HUMAN"
1.78766310214996,6.97945600748062,16.5537111462192,2.95047578855948e-07,3.05486110156668e-05,7.28270860757827,"DDX6L_HUMAN",25,17.3369800535566,8.23583404537798e-08,8.18985009690159e-06,0.037685632705724,"Non-significant",5.08672404728528,"DDX60L","Probable ATP-dependent RNA helicase DDX60-like","DDX6L_HUMAN"
0.465540409088124,13.7117388248444,14.9261759375937,6.3648059276983e-07,5.32412735024165e-05,6.43793113572043,"EHD4_HUMAN",31,17.3263989159384,8.27665402940511e-08,8.18985009690159e-06,-0.0767946243285991,"Non-significant",5.08672404728528,"EHD4","EH domain-containing protein 4","EHD4_HUMAN"
