"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CM_vs_BDM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
4.18878197669982,11.7458616495132,112.625889458873,1.36641507129231e-13,1.10870918884658e-09,19.5954005803896,"TSP1_HUMAN",50,136.818778842919,4.5852530726124e-15,3.7204743431177e-11,-0.0464715957641495,"Non-significant",10.4294016860682,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-1.64615917205809,16.1754121780396,-47.7277710138028,9.60433543375737e-11,1.94823944273768e-07,15.4234079391176,"ALDOC_HUMAN",31,-55.3477443201891,7.59886514130764e-12,2.17248721288314e-08,-0.258563518524177,"Non-significant",7.66304277110053,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
1.85303258895875,11.1182913780212,51.9514339441422,5.03113925782916e-11,1.94823944273768e-07,15.9634787083813,"ANXA3_HUMAN",21,54.9736282989416,8.03236583516073e-12,2.17248721288314e-08,0.0157189369201749,"Non-significant",7.66304277110053,"ANXA3","Annexin A3","ANXA3_HUMAN"
1.70312809944153,13.1744192838669,43.3442002917897,2.00135106316909e-10,2.35073050626756e-07,14.7825881729311,"K2C7_HUMAN",37,50.0109514495177,1.74128765095405e-11,3.23359527660405e-08,-0.00298595428469994,"Non-significant",7.49031433821345,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
1.4366917610168,12.0115106105804,38.3578230285387,5.07557925030343e-10,2.74555000246414e-07,13.9326328181123,"FLNC_HUMAN",102,49.1930097735608,1.99260246278287e-11,3.23359527660405e-08,0.5977597236633,"Up in BDM",7.49031433821345,"FLNC","Filamin-C","FLNC_HUMAN"
-1.39034414291383,12.3602962493896,-40.928831965297,3.09735234929511e-10,2.51319169621805e-07,14.3886504913264,"PURA1_HUMAN",29,-46.991484928078,2.89701852801863e-11,3.43029343752283e-08,0.21012806892395,"Non-significant",7.46466872752397,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
1.73078727722168,10.820618391037,41.0449181270434,3.03126422173924e-10,2.51319169621805e-07,14.4083158290114,"TRFM_HUMAN",39,46.8692695603834,2.95933621674388e-11,3.43029343752283e-08,0.0879058837890483,"Non-significant",7.46466872752397,"MELTF","Melanotransferrin","TRFM_HUMAN"
-1.10607433319095,16.8858690261841,-33.1522049061577,1.53885153637224e-09,3.78370950488617e-07,12.8722512330547,"AL1L1_HUMAN",79,-44.7383989034222,4.32828051771206e-11,4.04156411242213e-08,-0.149671554565431,"Non-significant",7.39345052748023,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-1.19365000724792,15.6700450181961,-35.9005216742036,8.39935770839433e-10,3.24535183075769e-07,13.4569363946229,"TKFC_HUMAN",40,-44.1854730824546,4.79113028302696e-11,4.04156411242213e-08,-0.154819250106824,"Non-significant",7.39345052748023,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
-1.02979755401613,14.9268734455109,-33.2887520114748,1.49152971328496e-09,3.78370950488617e-07,12.9027353979825,"ACOHC_HUMAN",48,-43.9757818611341,4.98097622926069e-11,4.04156411242213e-08,0.223982214927672,"Non-significant",7.39345052748023,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
1.8605046272278,14.7661032676697,36.9414506381698,6.75805196800498e-10,3.04637964824402e-07,13.663518974512,"FINC_HUMAN",120,42.7343784138534,6.29348865837423e-11,4.46817407286454e-08,0.0833668708801731,"Non-significant",7.34986991581339,"FN1","Fibronectin","FINC_HUMAN"
1.77464485168455,12.7793297767639,39.9213224815994,3.74463575039691e-10,2.74334076717858e-07,14.2147026824415,"ANXA1_HUMAN",23,42.479886565315,6.60809574493154e-11,4.46817407286454e-08,0.165340900421176,"Non-significant",7.34986991581339,"ANXA1","Annexin A1","ANXA1_HUMAN"
1.28436398506165,14.6477817296982,34.6526127574574,1.09921605479388e-09,3.42940388630054e-07,13.1987996554501,"VIME_HUMAN",46,41.7526378459166,7.60880345494927e-11,4.60798873700694e-08,0.182798385620115,"Non-significant",7.33648859109997,"VIM","Vimentin","VIME_HUMAN"
1.94005155563355,14.9090769290924,37.0131835650358,6.65904336551971e-10,3.04637964824402e-07,13.6774741071281,"FIBA_HUMAN",43,40.9664949307411,8.88621733155318e-11,4.60798873700694e-08,0.033510684967025,"Non-significant",7.33648859109997,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
2.2561163902283,10.1220622062683,48.6253287907103,8.3326259293598e-11,1.94823944273768e-07,15.5440733715795,"SYUG_HUMAN",9,40.8859538839683,9.03013934272618e-11,4.60798873700694e-08,0.058469295501709,"Non-significant",7.33648859109997,"SNCG","Gamma-synuclein","SYUG_HUMAN"
2.98450970649719,11.1663464307785,38.8859452053319,4.5738857870693e-10,2.74334076717858e-07,14.0296155347664,"K1C19_HUMAN",26,40.8548077933758,9.08649492138415e-11,4.60798873700694e-08,0.141585588455175,"Non-significant",7.33648859109997,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-3.82765483856202,9.92429709434509,-45.7373061196549,1.32886729459379e-10,2.1564858456668e-07,15.1434610410754,"NUA4L_HUMAN",5,-39.6269430573721,1.16566469452304e-10,5.28809290712385e-08,0.183830976486204,"Non-significant",7.27670092328475,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
-1.60639429092407,11.3152718544006,-34.4823334739449,1.14116224957006e-09,3.42940388630054e-07,13.1626516275515,"DPYD_HUMAN",55,-39.5150336370121,1.19288252944709e-10,5.28809290712385e-08,-0.787597894668574,"Up in CM",7.27670092328475,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
1.91918826103207,13.5473786592484,38.7112084272308,4.73339545729605e-10,2.74334076717858e-07,13.9977237001199,"FGL1_HUMAN",17,39.3346145956076,1.23827662355624e-10,5.28809290712385e-08,-0.0833965539932251,"Non-significant",7.27670092328475,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
1.60544061660766,10.7309522628784,36.4026493448391,7.55724649983585e-10,3.22734200524569e-07,13.5575509674738,"CCN1_HUMAN",22,38.4994974581412,1.47526166161748e-10,5.63876650236887e-08,0.195420742034907,"Non-significant",7.24881588888962,"CCN1","CCN family member 1","CCN1_HUMAN"
-0.761963129043572,16.2415155172348,-24.7292799613625,1.42028455675888e-08,1.47746011455661e-06,10.6283073597496,"FAS_HUMAN",149,-38.1154400599628,1.60100941999599e-10,5.63876650236887e-08,-0.715980529785124,"Up in CM",7.24881588888962,"FASN","Fatty acid synthase","FAS_HUMAN"
-1.19696021080015,10.5323427915573,-29.9094212525799,3.36249612361151e-09,7.17981409131152e-07,12.098938225376,"SYNE2_HUMAN",160,-37.7891898906058,1.71731944046837e-10,5.63876650236887e-08,-0.118816375732429,"Non-significant",7.24881588888962,"SYNE2","Nesprin-2","SYNE2_HUMAN"
-1.15731453895568,14.1501349210739,-33.7410602088662,1.34613374177962e-09,3.76638937268961e-07,13.002599234536,"AL8A1_HUMAN",26,-37.7304732299517,1.73924283839151e-10,5.63876650236887e-08,-0.0141971111297599,"Non-significant",7.24881588888962,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
1.62479615211487,8.57341420650482,33.1680508307139,1.53327387171562e-09,3.78370950488617e-07,12.8757969241251,"MAP1B_HUMAN",55,37.6074493913513,1.78620211070791e-10,5.63876650236887e-08,-0.0800468921661501,"Non-significant",7.24881588888962,"MAP1B","Microtubule-associated protein 1B","MAP1B_HUMAN"
0.933325529098473,12.674901843071,28.3649397736915,5.02702813395318e-09,8.82635955434113e-07,11.6938716194291,"LIMC1_HUMAN",62,37.5514222768289,1.8080580059576e-10,5.63876650236887e-08,-0.66420388221741,"Up in CM",7.24881588888962,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
1.21912455558778,10.888481259346,34.9171449073952,1.03746194419833e-09,3.42940388630054e-07,13.2545080793764,"ANGL3_HUMAN",22,37.4101263763029,1.86452086605769e-10,5.63876650236887e-08,0.0133465528488195,"Non-significant",7.24881588888962,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
1.56610679626462,9.93578386306761,35.4435240094286,9.25891467960042e-10,3.26638407435991e-07,13.3637646711307,"DREB_HUMAN",21,37.2206192319876,1.94337898233676e-10,5.63876650236887e-08,1.1360216140747,"Up in BDM",7.24881588888962,"DBN1","Drebrin","DREB_HUMAN"
1.86020278930665,14.6329801082611,34.0323269711644,1.26100037461455e-09,3.65419894272231e-07,13.0660159375662,"FIBB_HUMAN",38,37.2148443943495,1.94584005504472e-10,5.63876650236887e-08,0.24559831619262,"Non-significant",7.24881588888962,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
1.39377951622007,13.9476102590561,38.8404266600259,4.6148445323517e-10,2.74334076717858e-07,14.0213263320571,"IL18_HUMAN",14,36.2761467471168,2.39657532492257e-10,6.70545247807645e-08,0.0619342327117991,"Non-significant",7.17357191101126,"IL18","Interleukin-18","IL18_HUMAN"
1.70574045181275,15.2691690921784,33.270258559002,1.49784149732043e-09,3.78370950488617e-07,12.8986159435245,"FIBG_HUMAN",29,35.957149696914,2.57553905878327e-10,6.96597464098916e-08,0.0250475406646498,"Non-significant",7.15701811088532,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-1.10563921928408,13.3611189126968,-32.8106884853372,1.66481734095368e-09,3.97303761897004e-07,12.7953127679225,"BUP1_HUMAN",23,-35.6577805382089,2.75721896003016e-10,7.21679827151119e-08,-0.233637571334837,"Non-significant",7.14165543420534,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
-0.978814363479623,15.1525334119797,-31.7054986762762,2.15974169957122e-09,4.79726436785505e-07,12.5393172110866,"PBLD_HUMAN",23,-34.7956802858557,3.36598840262228e-10,8.33580727198467e-08,0.145365238189701,"Non-significant",7.07905233503317,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
1.76308250427246,10.1369607448578,43.2690340363047,2.02799033077064e-10,2.35073050626756e-07,14.77079528829,"COTL1_HUMAN",9,34.672222858561,3.46492175076518e-10,8.33580727198467e-08,1.03607892990115,"Up in BDM",7.07905233503317,"COTL1","Coactosin-like protein","COTL1_HUMAN"
-1.45907044410708,13.9759677648544,-35.5342542870669,9.08064030144557e-10,3.26638407435991e-07,13.3823857342438,"NDRG1_HUMAN",15,-34.6379719658687,3.49294364367117e-10,8.33580727198467e-08,-0.407036542892449,"Non-significant",7.07905233503317,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
-1.28532242774962,11.5684605836868,-32.3504281515674,1.85343324524674e-09,4.29678781483773e-07,12.6900244376407,"VTDB_HUMAN",21,-34.0868452096921,3.98065470551672e-10,9.17749027385859e-08,-0.143215417861949,"Non-significant",7.03727606708132,"GC","Vitamin D-binding protein","VTDB_HUMAN"
1.0368022918701,11.8188090324402,29.0814441864785,4.16058975051644e-09,8.38387243972715e-07,11.8849871812897,"TFR1_HUMAN",34,33.992220144777,4.07184680624734e-10,9.17749027385859e-08,0.350676298141478,"Non-significant",7.03727606708132,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN"
1.01072001457212,13.7424677610397,26.0734143585021,9.51626439722022e-09,1.25854825273352e-06,11.0422086573272,"APOB_HUMAN",239,33.8459021597043,4.21750432070537e-10,9.24887298870362e-08,0.506774902343745,"Up in BDM",7.03391118451576,"APOB","Apolipoprotein B-100","APOB_HUMAN"
-1.05499267578128,18.4141683578491,-28.9942662090791,4.25641452228546e-09,8.38387243972715e-07,11.8620355985198,"ADH1G_HUMAN",33,-33.5455546923476,4.53516791938727e-10,9.68377697313376e-08,-0.3451554775238,"Non-significant",7.01395522134231,"ADH1C","Alcohol dehydrogenase 1C","ADH1G_HUMAN"
0.669580698013304,13.3652778863907,21.6184634897082,3.91872529805615e-08,2.97163897835772e-06,9.56448206824753,"FAT1_HUMAN",153,33.1826307922304,4.95536856241997e-10,1.00737412856385e-07,0.167503356933601,"Non-significant",6.99680920690916,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
2.10176253318786,9.30476534366607,31.6521085269653,2.18756201146952e-09,4.79726436785505e-07,12.5266712079644,"ITA3_HUMAN",23,33.1738161239151,4.96610366558467e-10,1.00737412856385e-07,0.0861041545867742,"Non-significant",6.99680920690916,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
-1.66174340248109,10.2284566164017,-41.4346871800822,2.82075285099077e-10,2.51319169621805e-07,14.4737871640577,"TTC36_HUMAN",9,-32.989463507841,5.19670567185477e-10,1.02844072735194e-07,-0.543759822845475,"Up in CM",6.987820733163,"TTC36","Tetratricopeptide repeat protein 36","TTC36_HUMAN"
0.735370397567776,11.9471541643143,25.0309691117404,1.29583607411864e-08,1.42086674397279e-06,10.7234079598406,"FPRP_HUMAN",40,32.763595083091,5.49576690441026e-10,1.02906827546511e-07,-0.6274628639221,"Up in CM",6.98755581019959,"PTGFRN","Prostaglandin F2 receptor negative regulator","FPRP_HUMAN"
1.11971902847293,10.5148446559906,28.8422297862316,4.42955754145652e-09,8.38387243972715e-07,11.8218106056338,"ITA2_HUMAN",32,32.7360229670542,5.53357723984902e-10,1.02906827546511e-07,0.129918336868251,"Non-significant",6.98755581019959,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
-2.88236558437347,8.09809356927872,-34.5193394276734,1.13189464951343e-09,3.42940388630054e-07,13.1705268567847,"HBB_HUMAN",8,-32.563069710589,5.77751136282686e-10,1.02906827546511e-07,-0.921654701232915,"Up in CM",6.98755581019959,"HBB","Hemoglobin subunit beta","HBB_HUMAN"
-0.761899948120126,10.5660126209259,-25.9160489190871,9.9624763456553e-09,1.25854825273352e-06,10.9950304039895,"IFIT1_HUMAN",34,-32.4567679260634,5.9334119379569e-10,1.02906827546511e-07,-0.167440891265825,"Non-significant",6.98755581019959,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
0.991777658462551,12.2988864183426,26.5108253909993,8.39001573286654e-09,1.19432609923648e-06,11.1716364084298,"HKDC1_HUMAN",55,32.4522814764463,5.94009465988751e-10,1.02906827546511e-07,0.0793645381927508,"Non-significant",6.98755581019959,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN"
-1.21126198768615,11.2204777002335,-29.5508080261416,3.68475814187132e-09,7.66618655465227e-07,12.007157208004,"ACO12_HUMAN",27,-32.4383939003776,5.96083423057186e-10,1.02906827546511e-07,-0.218797922134399,"Non-significant",6.98755581019959,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-0.638868570327745,15.0918389558792,-21.1951629040443,4.54824182262071e-08,3.18822895611343e-06,9.40674767367552,"GDE_HUMAN",104,-32.344597966769,6.10305255099237e-10,1.031670174974e-07,0.00129866600037509,"Non-significant",6.9864591244951,"AGL","Glycogen debranching enzyme","GDE_HUMAN"
0.83209252357485,11.7273060083389,24.9390942067396,1.33238065440352e-08,1.44145821731069e-06,10.6945851459165,"MDR1_HUMAN",52,31.9637783649149,6.72087172585065e-10,1.11198482078884e-07,0.637674570083608,"Up in BDM",6.95390114107468,"ABCB1","ATP-dependent translocase ABCB1","MDR1_HUMAN"
0.948554992675794,10.4887542724609,27.2443372657535,6.82314971967568e-09,1.02524142269349e-06,11.3832095785533,"ADA10_HUMAN",33,31.8878529144033,6.85226041896009e-10,1.11198482078884e-07,-0.0587084293365461,"Non-significant",6.95390114107468,"ADAM10","Disintegrin and metalloproteinase domain-containing protein 10","ADA10_HUMAN"
-0.760028123855601,11.2387925386429,-23.0974878112742,2.37886766380661e-08,2.01693166417667e-06,10.0901490425583,"CGNL1_HUMAN",84,-31.6849319038132,7.21777361317345e-10,1.14833362935862e-07,0.0633563995361008,"Non-significant",6.93993191652061,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
