"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL.myr_vs_CTRL","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
1.27356433868407,10.3108737468719,16.4821688948061,3.05591967246303e-07,0.0024835459178107,4.89292919194566,"K1C19_HUMAN",26,17.3262456765247,9.50155346017088e-08,0.000772191249708088,0.00249433517457476,"Non-significant",3.1122751240083,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
0.474938392639149,11.5306339263916,11.1110799795959,5.54899115424296e-06,0.0150322170368442,3.53319987878019,"FLNC_HUMAN",102,13.6098489548436,6.47544976227982e-07,0.00263129901090241,0.0224294662475479,"Non-significant",2.57982979752192,"FLNC","Filamin-C","FLNC_HUMAN"
0.515741109847999,12.5807257890701,11.2269630864628,5.14757519030141e-06,0.0150322170368442,3.57597512261114,"K2C7_HUMAN",37,12.6097740245902,1.17996718314542e-06,0.00319653109914094,0.0197861194610756,"Non-significant",2.49532106594634,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
-0.262931346893302,12.8578667640686,-6.72238824871103,0.000184848223032217,0.150226150858283,1.10662461955547,"CO4B_HUMAN",83,-8.4638910958851,2.50137938646551e-05,0.050821775684513,0.0272140502929759,"Non-significant",1.29395016501345,"C4B_2","Complement C4-B","CO4B_HUMAN"
-0.280646324157704,12.2816655635834,-6.87555948998536,0.000159093084492743,0.150226150858283,1.2262005342822,"CERU_HUMAN",44,-8.06733611226858,3.56866730946018e-05,0.0580051184479658,0.0463242530822505,"Non-significant",1.23653368202968,"CP","Ceruloplasmin","CERU_HUMAN"
0.226929903030397,12.3217040300369,5.92412212521981,0.000421828427404961,0.17410965908316,0.428290302074618,"LIMC1_HUMAN",62,7.35707738622481,6.9930231524681e-05,0.0947204986001804,-0.0244371891021746,"Non-significant",1.02355602452807,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
-0.141270637512219,15.2504768371582,-4.5570782213138,0.00209548584192184,0.279813727253474,-0.974152592943731,"CO3_HUMAN",111,-7.03428396439869,9.65343407218373e-05,0.112076369578053,-0.0186510086059748,"Non-significant",0.95048594533251,"C3","Complement C3","CO3_HUMAN"
-0.178895711898804,11.5200425386429,-5.71074887860906,0.000532828480026368,0.180429044048929,0.230294226382047,"C1R_HUMAN",30,-6.7802130308203,0.00012540256018989,0.119094896235486,-0.0742756128311157,"Non-significant",0.924106849636106,"C1R","Complement C1r subcomponent","C1R_HUMAN"
-0.317454099655149,7.95596373081207,-6.45618426128776,0.000241398471311732,0.150911182796188,0.890940320016173,"ITB2_HUMAN",19,-6.65424564424554,0.000143153238544872,0.119094896235486,-0.0383558273315501,"Non-significant",0.924106849636106,"ITGB2","Integrin beta-2","ITB2_HUMAN"
0.255609750747697,10.3195799589157,6.23217960086548,0.000304088412948571,0.164755102135536,0.701422913325879,"ANXA3_HUMAN",21,6.5394508244466,0.000161764993993959,0.119094896235486,0.0891245603561428,"Non-significant",0.924106849636106,"ANXA3","Annexin A3","ANXA3_HUMAN"
-0.619271755218502,6.54947078227997,-6.76360410163073,0.000177489398910282,0.150226150858283,1.13911997754481,"ZN787_HUMAN",8,-6.43066120251461,0.000181889653913933,0.119094896235486,-0.0685143470763769,"Non-significant",0.924106849636106,"ZNF787","Zinc finger protein 787","ZN787_HUMAN"
-0.358165740966793,9.35196018218994,-5.96975853713403,0.000401569507002354,0.17410965908316,0.469689517478416,"PERM_HUMAN",27,-6.35302813043759,0.000197933989761393,0.119094896235486,0.00280642509465068,"Non-significant",0.924106849636106,"MPO","Myeloperoxidase","PERM_HUMAN"
-0.215062856674175,12.9479368925095,-5.60383199923417,0.000600312647799288,0.195149635546592,0.128288328516815,"PURA1_HUMAN",29,-6.29404678990848,0.000211165425219441,0.119094896235486,-0.0836727619171143,"Non-significant",0.924106849636106,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
-0.189701080322251,11.0359723567963,-4.84149703730129,0.0014692699624744,0.243932427768735,-0.655491354631251,"SYNE2_HUMAN",160,-6.28901977680298,0.000212337383231584,0.119094896235486,-0.0141098499298504,"Non-significant",0.924106849636106,"SYNE2","Nesprin-2","SYNE2_HUMAN"
-0.205978870391901,13.9026103019714,-5.22735545531528,0.000924680393626367,0.209320763796045,-0.246189855631518,"VIME_HUMAN",46,-6.22907835030993,0.000226876934191108,0.119094896235486,0.116849422454838,"Non-significant",0.924106849636106,"VIM","Vimentin","VIME_HUMAN"
0.64419794082642,7.46176660060883,7.38089347558098,9.86742394236543e-05,0.150226150858283,1.59847986435039,"PODXL_HUMAN",4,6.1177188090848,0.000256884336325905,0.119094896235486,-0.0217568874359504,"Non-significant",0.924106849636106,"PODXL","Podocalyxin","PODXL_HUMAN"
-0.203822135925293,9.7418041229248,-5.01781873023514,0.00118595488106994,0.229482269487034,-0.465199179772949,"AGRIN_HUMAN",63,-6.09428407186142,0.00026373976912709,0.119094896235486,0.0455083847045898,"Non-significant",0.924106849636106,"AGRN","Agrin","AGRIN_HUMAN"
-0.243170976638799,14.5839174985886,-6.34982330782664,0.000269169203411482,0.156252722580365,0.801887623480193,"NDRG1_HUMAN",15,-6.09416176419086,0.000263776071396425,0.119094896235486,-0.081345081329351,"Non-significant",0.924106849636106,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
