"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM1_vs_B2","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
4.09815263748167,10.6513729095459,29.0448923427619,3.90791007084237e-09,3.1708782314815e-05,7.74871353824653,"Q6VBP1_HBV",1,25.7416103167073,3.27332766634094e-09,1.39098872876893e-05,-0.0774507522582972,"Non-significant",4.85667638909731,"S","Large envelope protein","Q6VBP1_HBV"
4.85707187652589,10.3658635616303,25.5828359613706,1.02702226448896e-08,4.16662932703172e-05,7.47841693662346,"Q15194_HBV",5,25.5966400051522,3.42861407140482e-09,1.39098872876893e-05,-0.0362005233764755,"Non-significant",4.85667638909731,"PreC-C","Capsid protein","Q15194_HBV"
0.668507099151622,11.5987718105316,13.4373106845845,1.30409232701613e-06,0.00352713504713628,5.21567585230699,"DDB2_HUMAN",18,13.8349818492363,5.06174250827076e-07,0.00136903262373696,-0.0896236896514502,"Non-significant",2.86358620260368,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN"
0.2757136821747,11.8514927625656,9.31885523199936,1.87093264134871e-05,0.016024818479785,3.27751666803171,"HS74L_HUMAN",49,12.144476898266,1.42576079199588e-06,0.00289215576656365,0.00522375106812412,"Non-significant",2.5387783203895,"HSPA4L","Heat shock 70 kDa protein 4L","HS74L_HUMAN"
0.457154989242545,12.4395426511765,10.5239393998286,7.81206992907226e-06,0.0109503527405989,3.96285406895264,"RIR2B_HUMAN",23,11.2224459689351,2.65390768110341e-06,0.00430676138489462,0.0655353069305491,"Non-significant",2.36584918955486,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
0.431481122970578,16.1795831918717,10.759556146954,6.65418913992944e-06,0.0109503527405989,4.08372984386729,"STOM_HUMAN",17,10.8798222269128,3.38236446680491e-06,0.00457408421394251,-0.00937104225162599,"Non-significant",2.33969584381457,"STOM","Stomatin","STOM_HUMAN"
-0.67191314697267,10.7951104640961,-10.1416044669321,1.02048917893046e-05,0.0109503527405989,3.75799371649364,"RCN2_HUMAN",17,-10.4331343917398,4.68844183587688e-06,0.00543457386518642,-0.0375838279724476,"Non-significant",2.26483450406226,"RCN2","Reticulocalbin-2","RCN2_HUMAN"
-1.09835410118103,7.21117603778839,-10.0625416026801,1.07965025788503e-05,0.0109503527405989,3.71423237880941,"NSE2_HUMAN",9,-10.0249648233404,6.38734469496344e-06,0.00647836435686667,-0.171223402023317,"Non-significant",2.18853463000186,"NSMCE2","E3 SUMO-protein ligase NSE2","NSE2_HUMAN"
0.342679738998404,13.4345360994339,8.63860588483648,3.20027430622223e-05,0.0199746351697594,2.83484261267724,"ADRO_HUMAN",35,9.78003803663226,7.73018033996264e-06,0.00696918703093965,0.0442016124725502,"Non-significant",2.15681788023328,"FDXR","NADPH:adrenodoxin oxidoreductase, mitochondrial","ADRO_HUMAN"
0.400783777236944,9.12838590145111,9.12502811667341,2.17258569198373e-05,0.0160257820952327,3.15581101271833,"TREA_HUMAN",16,9.15038906799506,1.28720682142852e-05,0.010444396149071,0.316540360450746,"Non-significant",1.98111666403286,"TREH","Trehalase","TREA_HUMAN"
0.300390481948853,8.73016917705536,10.326332278348,8.95920999890915e-06,0.0109503527405989,3.85835237596781,"TSYL1_HUMAN",13,8.93830976729782,1.53862874170474e-05,0.0113494851001748,0.1804189682007,"Non-significant",1.94502384095767,"TSPYL1","Testis-specific Y-encoded-like protein 1","TSYL1_HUMAN"
