"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","10/37","154/9521",0.0649350649350649,16.7093717093717,12.2755929701471,2.1895744241139e-10,2.99971696103605e-08,2.23567072777946e-08,"7060/7057/3915/2266/2243/1291/2335/3911/2244/83706",10,"Upres_DEq_MS_DM_vs_B2"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","8/37","89/9521",0.0898876404494382,23.1302763437595,13.1009716820165,1.3100639321051e-09,8.97393793491994e-08,6.68822112706288e-08,"7060/7057/3915/375790/3339/1291/2335/3911",8,"Upres_DEq_MS_DM_vs_B2"
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","6/37","88/9521",0.0681818181818182,17.5448402948403,9.73873529864306,9.69456210092144e-07,4.42718335942079e-05,3.29955271505045e-05,"727/5648/2266/2243/732/2244",6,"Upres_DEq_MS_DM_vs_B2"
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","5/37","75/9521",0.0666666666666667,17.154954954955,8.77275449967144,9.49070794945699e-06,0.000325056747268902,0.000242262808183507,"7057/50484/1643/1026/4193",5,"Upres_DEq_MS_DM_vs_B2"
"hsa04820","Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","7/37","233/9521",0.0300429184549356,7.73077369214708,6.49688843806574,2.64348240007475e-05,0.000560066484121359,0.000417414129541082,"7060/7057/375790/3339/1291/2335/4811",7,"Upres_DEq_MS_DM_vs_B2"
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","5/37","93/9521",0.0537634408602151,13.8346410927056,7.76853236660922,2.71698501816382e-05,0.000560066484121359,0.000417414129541082,"3915/1643/1026/2335/3911",5,"Upres_DEq_MS_DM_vs_B2"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","7/37","238/9521",0.0294117647058824,7.56836248012719,6.40951220003778,3.03038963198451e-05,0.000560066484121359,0.000417414129541082,"727/5648/2266/2243/732/2244/8829",7,"Upres_DEq_MS_DM_vs_B2"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","8/37","333/9521",0.024024024024024,6.18196574953332,6.0121488615359,3.27046122114662e-05,0.000560066484121359,0.000417414129541082,"7060/7057/3915/1026/1291/4193/2335/3911",8,"Upres_DEq_MS_DM_vs_B2"
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","8/37","362/9521",0.0220994475138122,5.68672539943258,5.67836529624629,5.92718131119472e-05,0.000902248710704085,0.000672440452848991,"7060/7057/3915/1026/1291/4193/2335/3911",8,"Upres_DEq_MS_DM_vs_B2"
"hsa04613","Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","6/37","196/9521",0.0306122448979592,7.87727523441809,6.07636123646602,9.62782013538002e-05,0.00131901135854706,0.000983051108559855,"4353/727/2266/2243/2244/3014",6,"Upres_DEq_MS_DM_vs_B2"
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","6/37","203/9521",0.0295566502463054,7.60564505392092,5.94190170573321,0.000116838456946192,0.0014551698728753,0.00108452921758667,"7060/7057/3915/1291/2335/3911",6,"Upres_DEq_MS_DM_vs_B2"
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","4/37","76/9521",0.0526315789473684,13.5433854907539,6.85715786780274,0.000202790431263363,0.0023151907569234,0.00172549752917072,"1643/1026/4193/810",4,"Upres_DEq_MS_DM_vs_B2"
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","3/37","41/9521",0.0731707317073171,18.8286090969018,7.14543686331869,0.000520265100017588,0.0054827937463392,0.00408629268839725,"7057/1026/4193",3,"Upres_DEq_MS_DM_vs_B2"
"hsa05150","Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","4/37","102/9521",0.0392156862745098,10.0911499735029,5.76554111132027,0.000625022748279614,0.0059227683670007,0.00441420308566322,"3880/727/5648/2266",4,"Upres_DEq_MS_DM_vs_B2"
"hsa05146","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","4/37","103/9521",0.0388349514563107,9.99317764366308,5.73160172957283,0.000648478288357741,0.0059227683670007,0.00441420308566322,"3915/732/2335/3911",4,"Upres_DEq_MS_DM_vs_B2"
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","3/37","50/9521",0.06,15.4394594594595,6.39383733419584,0.000933858726121674,0.00799616534241683,0.00595949318643436,"7060/7057/3043",3,"Upres_DEq_MS_DM_vs_B2"
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","5/37","204/9521",0.0245098039215686,6.30696873343932,4.78571826887555,0.00107270438931037,0.00864473537267766,0.00644286846830375,"7057/3339/1026/4193/2335",5,"Upres_DEq_MS_DM_vs_B2"
"hsa04611","Organismal Systems","Immune system","hsa04611","Platelet activation","4/37","126/9521",0.0317460317460317,8.16902616902617,5.05965156037203,0.00137753249384003,0.0104845528697824,0.00781407321067151,"2266/2243/2244/83706",4,"Upres_DEq_MS_DM_vs_B2"
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","3/37","73/9521",0.0410958904109589,10.5749722325065,5.1292347336142,0.00278705804612855,0.0200961553852427,0.0149775418545412,"1643/1026/4193",3,"Upres_DEq_MS_DM_vs_B2"
"hsa01524","Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","3/37","75/9521",0.04,10.292972972973,5.04643749804879,0.00300977879115233,0.0206169847193934,0.0153657127758829,"1026/4193/221357",3,"Upres_DEq_MS_DM_vs_B2"
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","3/37","77/9521",0.038961038961039,10.025623025623,4.96670227436379,0.00324318140526271,0.0211578977390948,0.0157688519453876,"1643/1026/4193",3,"Upres_DEq_MS_DM_vs_B2"
"hsa00983","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","3/37","81/9521",0.037037037037037,9.53053053053053,4.81566333384501,0.00374268363274848,0.0233067117130246,0.0173703498744786,"4353/50484/221357",3,"Upres_DEq_MS_DM_vs_B2"
"hsa04517","Environmental Information Processing","Signaling molecules and interaction","hsa04517","IgSF CAM signaling","5/37","302/9521",0.0165562913907285,4.26033649543583,3.59623077283522,0.00588713491942817,0.0350668471287678,0.0261351069649672,"5792/2266/2243/2244/8829",5,"Upres_DEq_MS_DM_vs_B2"
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","4/37","201/9521",0.0199004975124378,5.12088207610596,3.68810963740895,0.00738408022388357,0.042150791278002,0.0314147272682766,"4353/1643/1026/4193",4,"Upres_DEq_MS_DM_vs_B2"
"hsa05216","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","2/37","37/9521",0.0540540540540541,13.90942293645,4.91400373539815,0.00898463550378056,0.0492358025607175,0.0366951428996511,"1643/1026",2,"Upres_DEq_MS_DM_vs_B2"
