"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","36/339","183/9521",0.19672131147541,5.52502538807486,11.8759759474729,1.9699967982093e-17,5.77209061875324e-15,4.83167635771333e-15,"23586/6772/64135/6891/6890/6672/3105/7098/5610/3106/5371/4938/3678/684/972/841/3134/4939/4940/567/10379/3665/3107/6892/6773/3133/5819/55080/56829/3459/578/148022/7097/4792/3717/3455",36,"Upres_DEq_MS_B1_vs_BD"
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","32/339","205/9521",0.15609756097561,4.3840851859846,9.41137669184091,1.12868245573427e-12,1.6535197976507e-10,1.38412111676887e-10,"9636/23586/6772/6891/6890/3105/5610/3106/4938/841/3134/4939/4940/567/10379/3665/7431/3107/6892/6773/3133/958/8737/3066/55080/7128/578/7097/965/4793/4792/3455",32,"Upres_DEq_MS_B1_vs_BD"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","38/339","333/9521",0.114114114114114,3.20495716955894,7.8697594989036,1.45529182781928e-10,1.4213350185035e-08,1.1897648978312e-08,"4599/9636/6772/8638/3105/7098/5610/3106/3678/841/3134/10379/3675/3107/3371/6773/3133/7060/3655/10312/3066/7057/3912/527/3996/1311/578/7059/148022/5526/1291/1293/4854/7148/5649/3455/4851/7855",38,"Upres_DEq_MS_B1_vs_BD"
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","26/339","173/9521",0.15028901734104,4.22094906815353,8.2148045748659,3.83974123149066e-10,2.81261045206691e-08,2.35436764983506e-08,"4599/23586/6772/64135/7098/5610/5371/834/4938/841/4939/4940/10379/3665/103/10241/6773/3459/578/148022/7113/8743/4793/4792/3717/3455",26,"Upres_DEq_MS_B1_vs_BD"
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","25/339","189/9521",0.132275132275132,3.71501927549125,7.24379470146936,1.25145269006654e-08,7.33351276378994e-07,6.13870477443167e-07,"115361/6772/834/4938/10616/841/4939/2633/4940/10379/8767/3665/6773/2635/3710/8737/5580/2634/114769/7128/55072/148022/4793/4792/3455",25,"Upres_DEq_MS_B1_vs_BD"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","22/339","159/9521",0.138364779874214,3.88605035157047,7.05127782656148,4.22559740506906e-08,2.06350006614206e-06,1.72730560593174e-06,"6891/6890/3105/3106/3678/3134/715/3107/3133/83547/4353/7060/9902/10312/7057/527/1520/1311/7059/78989/7097/3684",22,"Upres_DEq_MS_B1_vs_BD"
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","20/339","139/9521",0.143884892086331,4.0410857154984,6.93965732995988,9.12737536229768e-08,3.8204585445046e-06,3.19801272092535e-06,"4599/23586/6772/64135/5610/4938/841/4939/4940/10379/3665/103/6773/7128/25898/578/7097/4793/4792/3455",20,"Upres_DEq_MS_B1_vs_BD"
"hsa04217","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","22/339","168/9521",0.130952380952381,3.67786908273634,6.72849902658638,1.15298348507943e-07,4.22280201410341e-06,3.53480463188825e-06,"6772/7098/5610/834/10616/841/10379/2512/2495/6773/8737/197259/7128/9555/55072/3459/148022/51510/55506/8743/3717/3455",22,"Upres_DEq_MS_B1_vs_BD"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","26/339","238/9521",0.109243697478992,3.06816886046454,6.20840410268774,3.25012972017526e-07,1.05809778667928e-05,8.85707865264135e-06,"4599/9636/23586/6772/64135/7098/5610/834/4938/4939/4940/715/10379/103/6773/100293534/6868/6129/6143/7097/1636/6194/7113/4793/4792/3455",26,"Upres_DEq_MS_B1_vs_BD"
"hsa04612","Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","14/339","82/9521",0.170731707317073,4.79509317217066,6.63156536727339,9.85889723312687e-07,2.88865688930617e-05,2.41802426875638e-05,"6891/6890/3105/3106/972/3134/567/3107/6892/3133/5641/55080/1520/10437",14,"Upres_DEq_MS_B1_vs_BD"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","14/339","89/9521",0.157303370786517,4.41795101256173,6.2245594660015,2.73071615913054e-06,7.27363486022953e-05,6.08858244093221e-05,"3678/3675/3371/7060/3655/961/7057/3912/1311/7059/1291/1293/7148/5649",14,"Upres_DEq_MS_B1_vs_BD"
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","19/339","159/9521",0.119496855345912,3.35613439453813,5.75657254336019,3.47662520500993e-06,8.48875987556592e-05,7.10573397164311e-05,"4599/3434/23586/6772/7098/5610/4938/841/4939/4940/10379/3665/6773/8737/578/148022/4792/3455/9069",19,"Upres_DEq_MS_B1_vs_BD"
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","12/339","72/9521",0.166666666666667,4.68092428711898,6.0239295944274,7.66533116205229e-06,0.000172764771575486,0.00014461717900876,"9636/23586/64135/841/57169/3665/103/64343/8737/79132/4793/4792",12,"Upres_DEq_MS_B1_vs_BD"
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","20/339","196/9521",0.102040816326531,2.86587201252182,5.07148499629316,2.1282622403472e-05,0.000445414883158379,0.000372845941354059,"6772/3105/7098/5610/3106/841/3134/10379/3665/3107/6773/3133/3710/3459/578/148022/4792/3717/5533/3455",20,"Upres_DEq_MS_B1_vs_BD"
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","21/339","214/9521",0.0981308411214953,2.75605822512613,4.99218441791633,2.40114719244835e-05,0.000469024084924911,0.000392608628659976,"6891/6890/3105/3106/684/25939/841/3134/567/3107/6892/3133/3710/8737/85363/55080/60489/578/7097/4792/5533",21,"Upres_DEq_MS_B1_vs_BD"
"hsa04623","Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","12/339","83/9521",0.144578313253012,4.06056082738032,5.38083598165049,3.39908404191457e-05,0.000622457265175605,0.000521043803793483,"23586/11277/834/25939/841/3665/103/8737/197259/840/4793/4792",12,"Upres_DEq_MS_B1_vs_BD"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","16/339","154/9521",0.103896103896104,2.91797877638586,4.61055892114326,0.000114810422411544,0.00197879139803427,0.00165639804469906,"3678/3675/3371/7060/3655/7057/3912/29780/1311/7059/1291/1293/7148/5649/3684/83706",16,"Upres_DEq_MS_B1_vs_BD"
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","13/339","109/9521",0.119266055045872,3.34965224215853,4.74051536464366,0.000125388392692055,0.00204104439215401,0.00170850850861105,"6772/7098/841/10379/3665/3929/6773/958/8737/148022/7097/4792/3455",13,"Upres_DEq_MS_B1_vs_BD"
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","8/339","51/9521",0.156862745098039,4.40557579964139,4.68543943714969,0.000396981267856533,0.00612186902536654,0.00512446733576578,"27329/51129/3988/255738/5360/3931/6646/9388",8,"Upres_DEq_MS_B1_vs_BD"
"hsa04148","Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","15/339","157/9521",0.0955414012738854,2.68333239388986,4.08637937690982,0.000466549895573504,0.00683495597015183,0.00572137503519086,"834/140885/4240/102/961/7057/3988/6868/840/80824/6376/2621/6513/3717/5467",15,"Upres_DEq_MS_B1_vs_BD"
"hsa05416","Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","9/339","70/9521",0.128571428571429,3.6109987357775,4.21275768041027,0.000791394087996803,0.0110418317991935,0.0092428482457772,"3105/3106/841/3134/3107/3133/958/1604/1981",9,"Upres_DEq_MS_B1_vs_BD"
"hsa05152","Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","15/339","182/9521",0.0824175824175824,2.31474277934455,3.44093112488292,0.00211679095732929,0.0281918068407946,0.023598674308982,"6772/972/841/8767/3929/9902/10312/527/1520/3459/7097/10892/3684/3717/5533",15,"Upres_DEq_MS_B1_vs_BD"
"hsa05330","Human Diseases","Immune disease","hsa05330","Allograft rejection","6/339","39/9521",0.153846153846154,4.32085318810983,3.99283793826005,0.00235372785887441,0.0299844462021827,0.0250992490214068,"3105/3106/3134/3107/3133/958",6,"Upres_DEq_MS_B1_vs_BD"
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","16/339","205/9521",0.0780487804878049,2.1920425929923,3.31515350790593,0.00265788230145602,0.0321865265198758,0.0269425567779094,"6672/3105/5610/3106/841/3134/10379/3665/3107/3133/3066/2959/2934/578/4792/2961",16,"Upres_DEq_MS_B1_vs_BD"
"hsa04142","Cellular Processes","Transport and catabolism","hsa04142","Lysosome","12/339","133/9521",0.0902255639097744,2.53403420054561,3.42313479684246,0.00274629065869248,0.0321865265198758,0.0269425567779094,"968/6448/5641/10312/950/3988/527/1520/54/967/1519/1515",12,"Upres_DEq_MS_B1_vs_BD"
"hsa05320","Human Diseases","Immune disease","hsa05320","Autoimmune thyroid disease","7/339","54/9521",0.12962962962963,3.64071888998143,3.7390609323684,0.00286063096380625,0.0322371104767397,0.0269848993751764,"3105/3106/3134/3107/3133/958/7038",7,"Upres_DEq_MS_B1_vs_BD"
"hsa05163","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","17/339","227/9521",0.0748898678414097,2.10332280742791,3.23268858312619,0.00305205659180309,0.033120465977715,0.0277243347325583,"6891/6890/3105/3106/841/3134/567/3107/6892/3133/3710/8737/55080/578/6376/4792/5533",17,"Upres_DEq_MS_B1_vs_BD"
