"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","14/73","89/9521",0.157303370786517,20.5162382638141,16.2592002827043,3.19039551869297e-15,4.33893790542244e-13,3.92922395460082e-13,"7057/2335/3339/3915/375790/3911/3673/3679/1291/960/3371/1311/7060/3909",14,"Downres_DEq_MS_BM2_vs_CM"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","15/73","154/9521",0.0974025974025974,12.7037004091799,12.8704359736269,4.42616345276751e-13,3.00979114788191e-11,2.72558486301999e-11,"7057/2335/2243/2266/2244/3915/3911/3673/3679/1291/3371/1311/7060/29780/3909",15,"Downres_DEq_MS_BM2_vs_CM"
"hsa04820","Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","14/73","233/9521",0.0600858369098712,7.83667470162855,9.28692065702793,1.92153469850647e-09,8.71095729989602e-08,7.888405604395e-08,"7057/2335/3339/375790/3673/3679/1291/2318/1311/7060/633/10398/4811/27063",14,"Downres_DEq_MS_BM2_vs_CM"
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","13/73","203/9521",0.0640394088669951,8.35231797017343,9.30723991200371,3.59406294061851e-09,1.22198139981029e-07,1.1065930632957e-07,"7057/2335/3915/3911/3673/3679/1291/3371/1311/7060/10398/29780/3909",13,"Downres_DEq_MS_BM2_vs_CM"
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","12/73","362/9521",0.0331491712707182,4.32346931052751,5.66672177938293,1.72091546444303e-05,0.000468089006328504,0.000423888651241757,"7057/2335/3915/3911/3673/3679/1291/1969/3371/1311/7060/3909",12,"Downres_DEq_MS_BM2_vs_CM"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","11/73","333/9521",0.033033033033033,4.30832202065079,5.40168632410899,4.1459824927317e-05,0.000939756031685851,0.000851017459034401,"7057/2335/3915/3911/3673/3679/1291/3371/1311/7060/3909",11,"Downres_DEq_MS_BM2_vs_CM"
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","5/73","88/9521",0.0568181818181818,7.41049190535492,5.31028386150542,0.000551331342082792,0.00953919298126224,0.00863843327250528,"2243/2266/2244/5054/2162",5,"Downres_DEq_MS_BM2_vs_CM"
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","4/73","50/9521",0.08,10.4339726027397,5.87884021664865,0.000561128998897779,0.00953919298126224,0.00863843327250528,"7057/3606/1311/7060",4,"Downres_DEq_MS_BM2_vs_CM"
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","5/73","93/9521",0.0537634408602151,7.01207836205627,5.12113567591438,0.000710055131592393,0.0107297219885073,0.00971654390600116,"2335/3915/3911/3673/3909",5,"Downres_DEq_MS_BM2_vs_CM"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","6/73","159/9521",0.0377358490566038,4.92168518997157,4.38325698762947,0.00133556251696276,0.0181636502306936,0.0164485067878572,"7057/3673/10381/78989/1311/7060",6,"Downres_DEq_MS_BM2_vs_CM"
"hsa04517","Environmental Information Processing","Signaling molecules and interaction","hsa04517","IgSF CAM signaling","8/73","302/9521",0.0264900662251656,3.45495781547673,3.81079476381045,0.00209420916154949,0.0258920405427937,0.0234471264977312,"2243/2266/2244/5792/4133/10381/10398/8829",8,"Downres_DEq_MS_BM2_vs_CM"
