"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa00982","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","10/96","73/9521",0.136986301369863,13.585901826484,10.8940468552074,2.48085514208651e-09,3.64685705886717e-07,2.76811205327548e-07,"1558/1548/126/1559/1576/2326/125/1544/2329/1557",10,"Downres_DEq_MS_D_vs_BD"
"hsa00270","Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","7/96","52/9521",0.134615384615385,13.3507612179487,9.01273808105579,7.84844392422647e-07,5.76860628430646e-05,4.37860555772635e-05,"6898/26227/27232/3939/883/1491/1036",7,"Downres_DEq_MS_D_vs_BD"
"hsa00010","Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","7/96","67/9521",0.104477611940299,10.3617848258706,7.76071381414232,4.51130228794215e-06,0.000183306781350373,0.000139137263323592,"230/2821/126/3939/229/125/2645",7,"Downres_DEq_MS_D_vs_BD"
"hsa00830","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","7/96","68/9521",0.102941176470588,10.2094056372549,7.69156369753618,4.98793962858159e-06,0.000183306781350373,0.000139137263323592,"1558/1548/126/1559/1576/125/1544",7,"Downres_DEq_MS_D_vs_BD"
"hsa00591","Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","5/96","30/9521",0.166666666666667,16.5295138888889,8.59757381980167,1.09534400098666e-05,0.000322031136290077,0.000244434661272811,"1558/1559/1576/1544/1557",5,"Downres_DEq_MS_D_vs_BD"
"hsa00120","Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","4/96","17/9521",0.235294117647059,23.3357843137255,9.30220412519252,2.08909160745423e-05,0.000438709237565389,0.000332998060737066,"80270/570/9420/51302",4,"Downres_DEq_MS_D_vs_BD"
"hsa00430","Metabolism","Metabolism of other amino acids","hsa00430","Taurine and hypotaurine metabolism","4/96","17/9521",0.235294117647059,23.3357843137255,9.30220412519252,2.08909160745423e-05,0.000438709237565389,0.000332998060737066,"570/2326/2329/1036",4,"Downres_DEq_MS_D_vs_BD"
"hsa00380","Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","5/96","42/9521",0.119047619047619,11.8067956349206,7.08359517633659,5.94247530284169e-05,0.00109192983689716,0.000828818923817394,"64577/130013/125061/1544/883",5,"Downres_DEq_MS_D_vs_BD"
"hsa05204","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","6/96","71/9521",0.0845070422535211,8.38116197183099,6.30015764891369,7.58324138301932e-05,0.00123859609255982,0.000940144545731051,"1558/1548/1559/1576/1544/1557",6,"Downres_DEq_MS_D_vs_BD"
"hsa00620","Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","5/96","47/9521",0.106382978723404,10.5507535460993,6.62419774411793,0.000102977553305997,0.00137941225977783,0.00104702971383065,"134526/32/126/3939/125",5,"Downres_DEq_MS_D_vs_BD"
"hsa01230","Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","6/96","75/9521",0.08,7.93416666666667,6.08435223568544,0.000103221325561606,0.00137941225977783,0.00104702971383065,"48/230/5053/26227/229/1491",6,"Downres_DEq_MS_D_vs_BD"
"hsa00980","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","6/96","79/9521",0.0759493670886076,7.53243670886076,5.88396620310919,0.000137953411110947,0.00160401942788323,0.00121751564164427,"1548/126/1559/1576/125/1544",6,"Downres_DEq_MS_D_vs_BD"
"hsa01040","Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","4/96","27/9521",0.148148148148148,14.6929012345679,7.19061696920184,0.000142588599034962,0.00160401942788323,0.00121751564164427,"3992/9415/570/6319",4,"Downres_DEq_MS_D_vs_BD"
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","5/96","51/9521",0.0980392156862745,9.72324346405229,6.30378661216419,0.000152763755036498,0.00160401942788323,0.00121751564164427,"64241/350/341/344/345",5,"Downres_DEq_MS_D_vs_BD"
