"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","3/3","75/9521",0.04,126.946666666667,19.4401490434319,4.69575038605354e-07,2.20700268144516e-05,4.44860562889283e-06,"1643/50484/1026",3,"Upres_DEq_MS_BM2_vs_B2"
"hsa05216","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","2/3","37/9521",0.0540540540540541,171.54954954955,18.4527848193257,4.39784683553448e-05,0.00100617656260493,0.000202812744981957,"1643/1026",2,"Upres_DEq_MS_BM2_vs_B2"
"hsa05213","Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","2/3","59/9521",0.0338983050847458,107.581920903955,14.5788856128193,0.000112809212144846,0.00100617656260493,0.000202812744981957,"1643/1026",2,"Upres_DEq_MS_BM2_vs_B2"
"hsa05217","Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","2/3","63/9521",0.0317460317460317,100.751322751323,14.102481366309,0.000128728477023412,0.00100617656260493,0.000202812744981957,"1643/1026",2,"Upres_DEq_MS_BM2_vs_B2"
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","2/3","73/9521",0.0273972602739726,86.9497716894977,13.0870712387047,0.000173098050447193,0.00100617656260493,0.000202812744981957,"1643/1026",2,"Upres_DEq_MS_BM2_vs_B2"
"hsa05223","Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","2/3","73/9521",0.0273972602739726,86.9497716894977,13.0870712387047,0.000173098050447193,0.00100617656260493,0.000202812744981957,"1643/1026",2,"Upres_DEq_MS_BM2_vs_B2"
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","2/3","76/9521",0.0263157894736842,83.5175438596491,12.822076362597,0.000187680850176269,0.00100617656260493,0.000202812744981957,"1643/1026",2,"Upres_DEq_MS_BM2_vs_B2"
"hsa05212","Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","2/3","77/9521",0.025974025974026,82.4329004329004,12.7371870973831,0.000192672107732859,0.00100617656260493,0.000202812744981957,"1643/1026",2,"Upres_DEq_MS_BM2_vs_B2"
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","2/3","77/9521",0.025974025974026,82.4329004329004,12.7371870973831,0.000192672107732859,0.00100617656260493,0.000202812744981957,"1643/1026",2,"Upres_DEq_MS_BM2_vs_B2"
"hsa05210","Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","2/3","87/9521",0.0229885057471264,72.9578544061303,11.9700550307625,0.000246165032154759,0.00115697565112737,0.000233208977830824,"1643/1026",2,"Upres_DEq_MS_BM2_vs_B2"
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","2/3","93/9521",0.021505376344086,68.2508960573477,11.5700707321995,0.000281381671874548,0.00120226714346398,0.000242338281997218,"1643/1026",2,"Upres_DEq_MS_BM2_vs_B2"
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","2/3","148/9521",0.0135135135135135,42.8873873873874,9.11761130529833,0.000712717134074342,0.00264672437965083,0.00053349427585347,"1643/1026",2,"Upres_DEq_MS_BM2_vs_B2"
