"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","23/429","89/9521",0.258426966292135,5.73539194887509,9.74914310805061,4.54182976094449e-12,1.40796722589279e-09,1.18087573784557e-09,"7057/2335/3675/3673/3915/3655/3339/375790/3679/960/3911/3693/3685/1291/3688/3678/1311/3371/3909/7060/3918/3914/1292",23,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV.myr"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","27/429","154/9521",0.175324675324675,3.89106348197257,7.85660890834512,9.41781783945866e-10,1.45976176511609e-07,1.22431631912963e-07,"7057/2335/2243/2244/2266/3675/3673/3915/3655/3679/3911/3693/3685/1291/3688/3678/1311/83706/3371/3909/8440/6714/7060/3918/29780/3914/1292",27,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV.myr"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","38/429","333/9521",0.114114114114114,2.53258853258853,6.18378813899868,1.03801675889843e-07,7.44423779087049e-06,6.24355427621395e-06,"7057/2335/3675/3673/4599/3915/3655/3679/3911/3693/3685/1291/3716/3688/3678/1311/3105/1026/10312/3371/3909/527/537/7060/5663/4193/4854/3918/578/3996/3914/3106/23545/3455/245972/3265/324/1292",38,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV.myr"
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","28/429","203/9521",0.137931034482759,3.06116871634113,6.44788992683803,1.08020489878292e-07,7.44423779087049e-06,6.24355427621395e-06,"7057/2335/3675/3673/3915/3655/3679/3911/3693/3685/1291/10398/3688/3678/1311/3371/3909/6714/7060/857/394/3918/858/29780/3914/3265/23396/1292",28,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV.myr"
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","28/429","204/9521",0.137254901960784,3.04616298733946,6.41703883010241,1.20068351465653e-07,7.44423779087049e-06,6.24355427621395e-06,"7057/2335/3673/3339/8826/960/3693/3685/7042/2719/6237/3688/3678/22800/7078/1026/967/6714/857/4193/858/3710/3265/3481/3549/4318/2247/867",28,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV.myr"
"hsa04820","Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","29/429","233/9521",0.124463519313305,2.76227777944516,5.91573388233844,5.93610131143178e-07,2.84900149766487e-05,2.38948512707377e-05,"7057/2318/2335/7431/3675/3673/3655/3339/375790/3679/3693/3685/1291/9260/10398/3688/3678/1311/7060/483/27063/4811/633/29767/8910/1290/1158/26287/1292",29,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV.myr"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","23/429","159/9521",0.144654088050314,3.21037662547096,6.10517236650453,6.43322918827552e-07,2.84900149766487e-05,2.38948512707377e-05,"7057/7037/3673/10381/3693/4353/3685/3688/3678/84617/23673/1311/8417/3105/9902/78989/10312/527/537/7060/3106/23545/245972",23,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV.myr"
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","12/429","51/9521",0.235294117647059,5.22199369258193,6.56666839075162,1.92336128633571e-06,7.45302498455086e-05,6.25092418059104e-05,"27329/338/57552/51129/3931/5360/255738/336/6646/6272/3990/4023",12,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV.myr"
"hsa03030","Genetic Information Processing","Replication and repair","hsa03030","DNA replication","9/429","36/9521",0.25,5.5483682983683,5.93889454081802,2.23569563104432e-05,0.000764442619101509,0.000641145422472234,"4172/4171/4176/2237/246243/4173/4174/4175/57804",9,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV.myr"
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","13/429","75/9521",0.173333333333333,3.84686868686869,5.37639914565869,2.5916701458843e-05,0.000764442619101509,0.000641145422472234,"7057/5054/50484/2810/1026/598/4193/8795/11200/83667/1029/64393/8797",13,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV.myr"
