"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa00982","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","11/96","73/9521",0.150684931506849,14.9444920091324,12.0700090795155,1.29736178606798e-10,2.21848865417624e-08,1.82996294034852e-08,"2944/1576/1559/1548/1557/2329/1558/2939/1555/1549/2940",11,"Downres_DEq_MS_CM_vs_D"
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","11/96","88/9521",0.125,12.3971354166667,10.8399065591253,1.03109067301318e-09,8.81582525426267e-08,7.27190264125083e-08,"718/3827/4153/10878/731/3689/735/1361/10877/5648/732",11,"Downres_DEq_MS_CM_vs_D"
"hsa05204","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","10/96","71/9521",0.140845070422535,13.968603286385,11.0692930872208,1.87438337614039e-09,1.06839852440002e-07,8.81289025974781e-08,"2944/3290/1576/1559/1548/1557/1558/2939/1549/2940",10,"Downres_DEq_MS_CM_vs_D"
"hsa00980","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","9/96","79/9521",0.113924050632911,11.2986550632911,9.27631464805303,8.47538564424246e-08,3.62322736291365e-06,2.98868862191708e-06,"2944/3290/1576/1559/1548/2939/1555/1549/2940",9,"Downres_DEq_MS_CM_vs_D"
"hsa00983","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","7/96","81/9521",0.0864197530864197,8.57085905349794,6.90581730132434,1.60831126466319e-05,0.00055004245251481,0.000453713072557615,"51733/2944/1576/1548/2939/1549/2940",7,"Downres_DEq_MS_CM_vs_D"
"hsa00830","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","6/96","68/9521",0.0882352941176471,8.75091911764706,6.47345664378875,5.93785811925341e-05,0.00169228956398722,0.00139591752277185,"1576/1559/1548/1558/1555/1549",6,"Downres_DEq_MS_CM_vs_D"
"hsa05150","Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","7/96","102/9521",0.0686274509803922,6.8062704248366,5.94988206888685,7.19247428320873e-05,0.00175701871775528,0.00144931060744356,"718/4153/728358/3122/3689/3123/5648",7,"Downres_DEq_MS_CM_vs_D"
"hsa05140","Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","6/96","79/9521",0.0759493670886076,7.53243670886076,5.88396620310919,0.000137953411110947,0.0029487541624965,0.00243233645906144,"718/3122/3689/1536/3123/1535",6,"Downres_DEq_MS_CM_vs_D"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","8/96","159/9521",0.050314465408805,4.99004192872117,5.12041444951672,0.000193695347532738,0.00368021160312202,0.00303569316601016,"718/4153/3122/3689/1536/11151/3123/1535",8,"Downres_DEq_MS_CM_vs_D"
"hsa00591","Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","4/96","30/9521",0.133333333333333,13.2236111111111,6.7673334544952,0.000217561569516737,0.0037203028387362,0.00306876319107819,"1576/1559/1557/1558",4,"Downres_DEq_MS_CM_vs_D"
"hsa04976","Organismal Systems","Digestive system","hsa04976","Bile secretion","6/96","90/9521",0.0666666666666667,6.61180555555556,5.39831730608294,0.000282718917617644,0.0043949940829652,0.0036252952115564,"5244/1576/10599/8647/10864/366",6,"Downres_DEq_MS_CM_vs_D"
"hsa00590","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","5/96","63/9521",0.0793650793650794,7.87119708994709,5.52225474407232,0.000415565921665167,0.00592181438372863,0.00488472223711688,"1559/1557/1558/6916/1555",5,"Downres_DEq_MS_CM_vs_D"
"hsa05143","Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","4/96","37/9521",0.108108108108108,10.7218468468468,5.97953312062959,0.000496775531267091,0.00653450891128251,0.00539011507609637,"3827/3043/3250/3040",4,"Downres_DEq_MS_CM_vs_D"
"hsa00670","Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","4/96","39/9521",0.102564102564103,10.1720085470085,5.79242194271846,0.000609220361799293,0.0069506490902321,0.00573337628864944,"10840/27232/635/1719",4,"Downres_DEq_MS_CM_vs_D"
"hsa00120","Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","3/96","17/9521",0.176470588235294,17.5018382352941,6.87253536967957,0.000609706060546676,0.0069506490902321,0.00573337628864944,"6342/6718/51302",3,"Downres_DEq_MS_CM_vs_D"
"hsa05417","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","8/96","216/9521",0.037037037037037,3.67322530864198,4.01067676709526,0.00147539853039136,0.0157683217935576,0.0130068028337133,"1559/1536/1548/1558/3310/1555/1549/1535",8,"Downres_DEq_MS_CM_vs_D"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","8/96","238/9521",0.0336134453781513,3.33368347338936,3.67959199370232,0.00270934133362653,0.0272527863558904,0.0224799838208022,"718/4153/731/1536/735/6167/5648/732",8,"Downres_DEq_MS_CM_vs_D"
"hsa05418","Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","6/96","142/9521",0.0422535211267606,4.19058098591549,3.86588640192027,0.00305624070866942,0.0290342867323595,0.0239494885942516,"2944/2817/6385/2939/1535/2940",6,"Downres_DEq_MS_CM_vs_D"
"hsa05322","Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","6/96","144/9521",0.0416666666666667,4.13237847222222,3.82240701875003,0.00327578124282394,0.0294820311854155,0.0243188191988038,"718/731/3122/735/3123/732",6,"Downres_DEq_MS_CM_vs_D"
"hsa04981","Organismal Systems","Digestive system","hsa04981","Folate transport and metabolism","3/96","31/9521",0.0967741935483871,9.59778225806452,4.83891055255123,0.00363919888993131,0.0307233235769464,0.0253427230490047,"635/1719/10599",3,"Downres_DEq_MS_CM_vs_D"
"hsa05146","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","5/96","103/9521",0.0485436893203883,4.8144215210356,3.92808941083042,0.00377303973751973,0.0307233235769464,0.0253427230490047,"731/3689/735/732/3914",5,"Downres_DEq_MS_CM_vs_D"
"hsa05310","Human Diseases","Immune disease","hsa05310","Asthma","3/96","32/9521",0.09375,9.2978515625,4.74508327654221,0.00398658762810299,0.0309866583820732,0.0255599398165455,"3122/2207/3123",3,"Downres_DEq_MS_CM_vs_D"
