"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","5/28","88/9521",0.0568181818181818,19.320211038961,9.37654064411499,4.99962138383457e-06,0.000290758659817149,0.000233719879661632,"10878/4153/731/3080/713",5,"Downres_DEq_MS_CM_vs_BM2"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","5/28","89/9521",0.0561797752808989,19.1031300160514,9.3184252812415,5.28652108758452e-06,0.000290758659817149,0.000233719879661632,"7059/1293/5649/3912/7148",5,"Downres_DEq_MS_CM_vs_BM2"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","5/28","154/9521",0.0324675324675325,11.040120593692,6.82173396874855,7.54865044044899e-05,0.0027678384948313,0.00222486539297444,"7059/1293/5649/3912/7148",5,"Downres_DEq_MS_CM_vs_BM2"
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","5/28","203/9521",0.0246305418719212,8.37526389866291,5.76846125566508,0.000276407167239211,0.00760119709907829,0.00611005317055097,"7059/1293/5649/3912/7148",5,"Downres_DEq_MS_CM_vs_BM2"
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","6/28","362/9521",0.0165745856353591,5.63595106550908,4.88387846853584,0.000536362401765891,0.0117999728388496,0.0094851456312284,"7059/1293/5649/5105/3912/7148",6,"Downres_DEq_MS_CM_vs_BM2"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","4/28","159/9521",0.0251572327044025,8.55435759209344,5.21684017683859,0.00112176287141902,0.0182108451072659,0.0146383826699554,"7059/4153/3122/1536",4,"Downres_DEq_MS_CM_vs_BM2"
"hsa05020","Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","5/28","278/9521",0.0179856115107914,6.11575025693731,4.70133291148477,0.00115887196137147,0.0182108451072659,0.0146383826699554,"731/713/4514/1536/3310",5,"Downres_DEq_MS_CM_vs_BM2"
"hsa03320","Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","3/28","76/9521",0.0394736842105263,13.422462406015,5.90485524526656,0.0013871907060452,0.0190738722081215,0.0153321078036575,"123/5105/1581",3,"Downres_DEq_MS_CM_vs_BM2"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","5/28","333/9521",0.015015015015015,5.10564135564135,4.1417929280557,0.00257094793700736,0.0314226970078677,0.025258435872353,"7059/1293/5649/3912/7148",5,"Downres_DEq_MS_CM_vs_BM2"
"hsa05150","Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","3/28","102/9521",0.0294117647058824,10.0010504201681,4.96348405776119,0.00321946700097617,0.0354141370107379,0.0284668661138946,"4153/713/3122",3,"Downres_DEq_MS_CM_vs_BM2"
"hsa05145","Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","3/28","112/9521",0.0267857142857143,9.10809948979592,4.68761672945316,0.0041906276590941,0.041906276590941,0.0336854280731009,"3122/3912/3310",3,"Downres_DEq_MS_CM_vs_BM2"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","4/28","238/9521",0.0168067226890756,5.71488595438175,4.00047209192955,0.00486270839536861,0.0445748269575456,0.0358304829132424,"4153/731/713/1536",4,"Downres_DEq_MS_CM_vs_BM2"
