"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa04382","Organismal Systems","Development and regeneration","hsa04382","Cornified envelope formation","8/16","217/9521",0.0368663594470046,21.9377880184332,12.8005378915151,7.04522705669817e-10,4.15668396345192e-08,2.96641139229397e-08,"6278/6280/6279/3858/3849/388698/3848/3852",8,"Upres_DEq_MS_BM2_vs_BT"
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","3/16","75/9521",0.04,23.8025,8.13376330956351,0.00024424640826068,0.00720526904369005,0.00514202964759325,"1643/50484/1026",3,"Upres_DEq_MS_BM2_vs_BT"
"hsa04657","Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","3/16","95/9521",0.0315789473684211,18.7914473684211,7.1500943077767,0.000490494444607974,0.00964639074395682,0.00688413255590138,"6278/6280/6279",3,"Upres_DEq_MS_BM2_vs_BT"
"hsa05216","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","2/16","37/9521",0.0540540540540541,32.1655405405405,7.79259594345673,0.00170398637694918,0.0251337990600004,0.0179366987047282,"1643/1026",2,"Upres_DEq_MS_BM2_vs_BT"
"hsa05213","Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","2/16","59/9521",0.0338983050847458,20.1716101694915,6.0603196073314,0.00428438490327738,0.0386123777479668,0.0275556665462743,"1643/1026",2,"Upres_DEq_MS_BM2_vs_BT"
"hsa05217","Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","2/16","63/9521",0.0317460317460317,18.890873015873,5.84526975092687,0.00487125797728739,0.0386123777479668,0.0275556665462743,"1643/1026",2,"Upres_DEq_MS_BM2_vs_BT"
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","2/16","73/9521",0.0273972602739726,16.3030821917808,5.38483999858149,0.00649107616148206,0.0386123777479668,0.0275556665462743,"1643/1026",2,"Upres_DEq_MS_BM2_vs_BT"
"hsa05223","Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","2/16","73/9521",0.0273972602739726,16.3030821917808,5.38483999858149,0.00649107616148206,0.0386123777479668,0.0275556665462743,"1643/1026",2,"Upres_DEq_MS_BM2_vs_BT"
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","2/16","76/9521",0.0263157894736842,15.6595394736842,5.26415353136927,0.00701879145599494,0.0386123777479668,0.0275556665462743,"1643/1026",2,"Upres_DEq_MS_BM2_vs_BT"
"hsa05212","Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","2/16","77/9521",0.025974025974026,15.4561688311688,5.22544149831169,0.00719891788521415,0.0386123777479668,0.0275556665462743,"1643/1026",2,"Upres_DEq_MS_BM2_vs_BT"
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","2/16","77/9521",0.025974025974026,15.4561688311688,5.22544149831169,0.00719891788521415,0.0386123777479668,0.0275556665462743,"1643/1026",2,"Upres_DEq_MS_BM2_vs_BT"
"hsa05210","Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","2/16","87/9521",0.0229885057471264,13.6795977011494,4.87438209378533,0.00911456472074474,0.0448132765436616,0.0319809288447184,"1643/1026",2,"Upres_DEq_MS_BM2_vs_BT"
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","2/16","93/9521",0.021505376344086,12.7970430107527,4.69037163813331,0.0103619906957027,0.0470274962343432,0.0335611034678631,"1643/1026",2,"Upres_DEq_MS_BM2_vs_BT"
