"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","24/182","183/9521",0.131147540983607,6.86074581156548,11.1752044274932,6.02332833203184e-14,1.24682896473059e-11,9.38371150674434e-12,"6772/4938/23586/4939/4940/64135/5610/6773/6890/6891/5371/10379/3105/684/6672/7098/3106/3134/972/3107/6892/3665/567/55080",24,"Upres_DEq_MS_BDM_vs_D"
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","20/182","205/9521",0.0975609756097561,5.10372554274993,8.29171714359089,1.88946866052872e-09,1.95560006364723e-07,1.4717966408329e-07,"6772/4938/23586/4939/9636/4940/5610/6773/6890/6891/10379/3105/3106/3134/3107/6892/3665/7128/567/55080",20,"Upres_DEq_MS_BDM_vs_D"
"hsa04612","Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","13/182","82/9521",0.158536585365854,8.29355400696864,9.25949106135428,4.18474668619627e-09,2.88747521347543e-07,2.17313161248087e-07,"6890/6891/3105/5721/5720/1520/3106/3134/972/3107/6892/567/55080",13,"Upres_DEq_MS_BDM_vs_D"
"hsa01230","Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","12/182","75/9521",0.16,8.37010989010989,8.94508774201085,1.51571584225645e-08,7.84382948367712e-07,5.9033143329988e-07,"48/230/875/26227/1491/7167/383/84706/5211/229/162417/2027",12,"Upres_DEq_MS_BDM_vs_D"
"hsa00010","Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","11/182","67/9521",0.164179104477612,8.58873216335903,8.70167398263787,4.66608983022578e-08,1.93176118971347e-06,1.45385535762824e-06,"5105/3939/230/126/2821/7167/125/5211/229/124/2027",11,"Upres_DEq_MS_BDM_vs_D"
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","14/182","139/9521",0.100719424460432,5.26895406751522,7.07758588718266,3.84518961533607e-07,1.32659041729094e-05,9.98400110648664e-06,"4599/6772/4938/23586/4939/4940/64135/5610/6773/103/10379/3665/7128/25898",14,"Upres_DEq_MS_BDM_vs_D"
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","16/182","189/9521",0.0846560846560847,4.42862957148671,6.64611855507801,6.06870751469086e-07,1.79460350791573e-05,1.35062964236729e-05,"6772/4938/4939/4940/2633/6773/10616/10379/115361/2634/834/2635/3665/7128/388646/114769",16,"Upres_DEq_MS_BDM_vs_D"
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","15/182","173/9521",0.0867052023121387,4.53582544623007,6.55176779827299,1.02141363252004e-06,2.64290777414561e-05,1.98906865280219e-05,"4599/6772/4938/23586/4939/4940/64135/5610/6773/103/5371/10379/7098/834/3665",15,"Upres_DEq_MS_BDM_vs_D"
"hsa00270","Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","8/182","52/9521",0.153846153846154,8.04818258664413,7.11427649888897,5.60729487143842e-06,0.000128967782043084,9.70619463126183e-05,"6898/3939/875/635/26227/1491/27232/1036",8,"Upres_DEq_MS_BDM_vs_D"
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","9/182","72/9521",0.125,6.53914835164835,6.58597838373936,8.4425006272127e-06,0.000174759762983303,0.000131525272929208,"23586/9636/64135/26007/103/57169/3665/79132/64343",9,"Upres_DEq_MS_BDM_vs_D"
"hsa01200","Metabolism","Global and overview maps","hsa01200","Carbon metabolism","11/182","117/9521",0.094017094017094,4.91833380294919,5.95308429179502,1.37548467860482e-05,0.000258841207701089,0.00019480548558231,"26007/48/230/2821/26227/7167/84706/5211/9104/229/2027",11,"Upres_DEq_MS_BDM_vs_D"
"hsa04978","Organismal Systems","Digestive system","hsa04978","Mineral absorption","8/182","61/9521",0.131147540983607,6.86074581156548,6.4102684249864,1.89500490505523e-05,0.000326888346122027,0.000246018180656293,"4495/4496/4502/4494/4501/30061/475/4493",8,"Upres_DEq_MS_BDM_vs_D"
"hsa01232","Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","9/182","85/9521",0.105882352941176,5.53904330963154,5.86791485989152,3.2998665617729e-05,0.000525440290989992,0.000395449596066711,"129607/122622/51251/1890/7498/271/3251/2766/954",9,"Upres_DEq_MS_BDM_vs_D"
"hsa00051","Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","6/182","35/9521",0.171428571428571,8.9679748822606,6.59241287480427,4.59896091881837e-05,0.000623444217177559,0.000469207953939887,"26007/230/3795/7167/5211/229",6,"Upres_DEq_MS_BDM_vs_D"
"hsa00340","Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","5/182","22/9521",0.227272727272727,11.8893606393606,7.13803640004652,4.88499076022805e-05,0.000623444217177559,0.000469207953939887,"10841/55748/131669/3034/443",5,"Upres_DEq_MS_BDM_vs_D"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","15/182","238/9521",0.0630252100840336,3.2970495890664,5.00978000076004,4.92516138192615e-05,0.000623444217177559,0.000469207953939887,"4599/6772/4938/23586/4939/9636/4940/64135/5610/6773/103/10379/7098/834/2197",15,"Upres_DEq_MS_BDM_vs_D"
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","12/182","159/9521",0.0754716981132075,3.94816504250467,5.23323233985862,5.12007328116836e-05,0.000623444217177559,0.000469207953939887,"4599/3434/6772/4938/23586/4939/4940/5610/6773/10379/7098/3665",12,"Upres_DEq_MS_BDM_vs_D"
"hsa00670","Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","6/182","39/9521",0.153846153846154,8.04818258664413,6.15691920679571,8.67611565890457e-05,0.000997753300774026,0.000750915273402267,"875/10840/10841/635/1491/27232",6,"Upres_DEq_MS_BDM_vs_D"
"hsa04922","Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","9/182","107/9521",0.0841121495327103,4.40017459176338,4.93753275904745,0.000200470653631738,0.00218407501588262,0.00164374829570622,"5105/3939/5257/5256/5261/2998/5211/51422/2308",9,"Upres_DEq_MS_BDM_vs_D"
"hsa00620","Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","6/182","47/9521",0.127659574468085,6.67827916764087,5.44757175788232,0.000251582319523441,0.00249411767991225,0.00187708831236722,"5105/3939/126/134526/125/124",6,"Upres_DEq_MS_BDM_vs_D"
"hsa00120","Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","4/182","17/9521",0.235294117647059,12.3089851325145,6.51476658968042,0.000253026431295446,0.00249411767991225,0.00187708831236722,"1582/6718/80270/570",4,"Upres_DEq_MS_BDM_vs_D"
"hsa00030","Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","5/182","31/9521",0.161290322580645,8.43761077632045,5.79008805376174,0.000274154798329542,0.00257954742064614,0.00194138326089819,"230/2821/5211/9104/229",5,"Upres_DEq_MS_BDM_vs_D"
"hsa00250","Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","5/182","37/9521",0.135135135135135,7.06934956934957,5.16358370534651,0.000641061354788314,0.00552915418504921,0.0041612754609066,"122622/84706/8528/27165/443",5,"Upres_DEq_MS_BDM_vs_D"
"hsa00350","Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","5/182","37/9521",0.135135135135135,7.06934956934957,5.16358370534651,0.000641061354788314,0.00552915418504921,0.0041612754609066,"6898/126/125/124/4282",5,"Upres_DEq_MS_BDM_vs_D"
"hsa00240","Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","6/182","58/9521",0.103448275862069,5.4117089806745,4.7044668606019,0.000797216160573432,0.00660094980954802,0.00496791544273128,"129607/51251/1806/1890/51733/1807",6,"Upres_DEq_MS_BDM_vs_D"
"hsa00220","Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","4/182","23/9521",0.173913043478261,9.09794553272814,5.42783537606414,0.000860674399946677,0.00672897160218559,0.00506426543159658,"383/84706/27165/162417",4,"Upres_DEq_MS_BDM_vs_D"
