"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","14/76","89/9521",0.157303370786517,19.7063867534004,15.9040343697923,5.7997893232265e-15,8.9316755577688e-13,6.9597471878718e-13,"7057/3915/375790/3339/3911/3371/2335/1311/3675/960/3918/1291/7060/3909",14,"Downres_DEq_MS_B2_vs_C"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","16/76","154/9521",0.103896103896104,13.0157211209843,13.4844808086154,4.69994092188546e-14,3.61895450985181e-12,2.81996455313128e-12,"7057/3915/3911/2243/2266/3371/2244/2335/1311/29780/3675/83706/3918/1291/7060/3909",16,"Downres_DEq_MS_B2_vs_C"
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","12/76","203/9521",0.0591133004926108,7.40549649987036,8.27491903801116,5.97959668763281e-08,3.06952629965151e-06,2.39183867505313e-06,"7057/3915/3911/3371/2335/1311/29780/3675/3918/1291/7060/3909",12,"Downres_DEq_MS_B2_vs_C"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","14/76","333/9521",0.042042042042042,5.26687213529319,7.10960612505791,3.00899859240324e-07,1.15846445807525e-05,9.02699577720972e-06,"7057/3915/4599/3911/3371/2335/1311/1026/3675/3918/1291/7060/3909/4193",14,"Downres_DEq_MS_B2_vs_C"
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","8/76","93/9521",0.0860215053763441,10.7764572722128,8.49840615666123,6.68793319368808e-07,2.05988342365593e-05,1.60510396648514e-05,"3915/1643/3911/2335/1026/3675/3918/3909",8,"Downres_DEq_MS_B2_vs_C"
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","14/76","362/9521",0.0386740331491713,4.84494038964815,6.69027787247387,8.26496485387425e-07,2.12134097916106e-05,1.65299297077485e-05,"7057/3915/1969/3911/3371/2335/1311/1026/3675/3918/1291/7060/3909/4193",14,"Downres_DEq_MS_B2_vs_C"
"hsa04820","Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","10/76","233/9521",0.0429184549356223,5.37666591371132,6.06714735593232,1.47226883250039e-05,0.000323899143150085,0.000252388942714352,"7057/375790/3339/7431/2335/1311/3675/1291/4811/7060",10,"Downres_DEq_MS_B2_vs_C"
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","6/76","75/9521",0.08,10.0221052631579,7.03621076679831,2.75620480884958e-05,0.000530569425703544,0.000413430721327437,"7057/1643/5054/50484/1026/4193",6,"Downres_DEq_MS_B2_vs_C"
"hsa05146","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","6/76","103/9521",0.058252427184466,7.29764946346449,5.7642398299533,0.000164065019084004,0.00280733477099296,0.00218753358778672,"3915/3911/2335/3918/1511/3909",6,"Downres_DEq_MS_B2_vs_C"
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","4/76","50/9521",0.08,10.0221052631579,5.7374546113146,0.000653824781766562,0.00929019414099083,0.00723911231765519,"7057/1311/3040/7060",4,"Downres_DEq_MS_B2_vs_C"
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","5/76","88/9521",0.0568181818181818,7.11797248803828,5.17187747627003,0.000663585295785059,0.00929019414099083,0.00723911231765519,"5054/2243/2266/2244/2162",5,"Downres_DEq_MS_B2_vs_C"
"hsa00480","Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","4/76","59/9521",0.0677966101694915,8.49330954504906,5.17884003477632,0.00122400010141677,0.0157080013015152,0.0122400010141677,"50484/9027/221357/2940",4,"Downres_DEq_MS_B2_vs_C"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","6/76","159/9521",0.0377358490566038,4.72740814299901,4.2515322974883,0.00164633516285853,0.0195027396215549,0.0151969399648479,"7057/4353/1311/10381/78989/7060",6,"Downres_DEq_MS_B2_vs_C"
"hsa01524","Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","4/76","75/9521",0.0533333333333333,6.68140350877193,4.43084528199736,0.0029694701720671,0.0314941377351551,0.0245408865468741,"1026/221357/2940/4193",4,"Downres_DEq_MS_B2_vs_C"
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","4/76","77/9521",0.051948051948052,6.50786056049214,4.35285900013928,0.00326680897567112,0.0314941377351551,0.0245408865468741,"1643/1026/7048/4193",4,"Downres_DEq_MS_B2_vs_C"
"hsa04611","Organismal Systems","Immune system","hsa04611","Platelet activation","5/76","126/9521",0.0396825396825397,4.97128237259816,4.02524146320108,0.00327211820624988,0.0314941377351551,0.0245408865468741,"2243/2266/2244/83706/11093",5,"Downres_DEq_MS_B2_vs_C"
"hsa00983","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","4/76","81/9521",0.0493827160493827,6.18648473034438,4.20488289313509,0.00392121878723671,0.0355216290137913,0.0276791914393179,"4353/50484/221357/2940",4,"Downres_DEq_MS_B2_vs_C"
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","3/76","41/9521",0.0731707317073171,9.16655969191271,4.70057719979646,0.00419078143867511,0.035854463419776,0.0279385429245007,"7057/1026/4193",3,"Downres_DEq_MS_B2_vs_C"
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","6/76","201/9521",0.0298507462686567,3.73959151610369,3.52127687294994,0.00527069988823339,0.042720409620418,0.033288630873053,"1643/4353/1026/7048/6692/4193",6,"Downres_DEq_MS_B2_vs_C"
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","6/76","204/9521",0.0294117647058824,3.68459752321981,3.47680641549373,0.00566001641167358,0.0435821263698866,0.0339600984700415,"7057/3339/2335/1026/960/4193",6,"Downres_DEq_MS_B2_vs_C"
