"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","19/208","89/9521",0.213483146067416,9.77198573898012,12.4249990565495,3.64047532479997e-14,9.50164059772793e-12,8.35393285059362e-12,"3675/3679/3678/7060/3915/3685/3673/3655/7057/7059/1311/3912/960/1291/1293/3909/7148/5649/3914",19,"Downres_DEq_MS_BDM_vs_B1"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","20/208","154/9521",0.12987012987013,5.94468031968032,9.24493069093583,1.20159436216144e-10,1.56808064262068e-08,1.37867142605892e-08,"3675/3679/3678/7060/3915/3685/3673/3655/7057/7059/1311/29780/3912/1291/1293/7040/3909/7148/5649/3914",20,"Downres_DEq_MS_BDM_vs_B1"
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","20/208","203/9521",0.0985221674876847,4.50975748389541,7.55386318854107,1.6256069108144e-08,1.41427801240853e-06,1.24344668967558e-06,"3675/3679/3678/7060/3915/3685/3673/3655/7057/7059/10398/1311/29780/3912/1291/1293/3909/7148/5649/3914",20,"Downres_DEq_MS_BDM_vs_B1"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","24/208","333/9521",0.0720720720720721,3.2990297990298,6.38207001184752,2.45710931719198e-07,1.60326382946776e-05,1.40960481881013e-05,"3675/3679/3678/7060/3915/3685/3673/3655/7057/7059/527/4854/1311/10312/3912/537/1291/1293/578/3996/3909/7148/5649/3914",24,"Downres_DEq_MS_BDM_vs_B1"
"hsa04820","Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","18/208","233/9521",0.0772532188841202,3.53619181247937,5.85739205152902,3.21873990562523e-06,0.000168018223073637,0.000147723220931852,"3675/3679/7431/3678/2318/7060/3685/3673/3655/7057/7059/10398/1311/27063/1291/1293/4811/4703",18,"Downres_DEq_MS_BDM_vs_B1"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","14/208","159/9521",0.0880503144654088,4.03041848089018,5.75866997054098,9.40859257399633e-06,0.00040927377696884,0.000359837400198456,"7037/10381/3678/9902/7060/3685/3673/7057/7059/527/1311/10312/78989/537",14,"Downres_DEq_MS_BDM_vs_B1"
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","7/208","50/9521",0.14,6.40836538461538,5.73005048747306,9.66041993567363e-05,0.00358625746735857,0.00315307169947234,"7060/3606/7057/7059/1311/7042/7040",7,"Downres_DEq_MS_BDM_vs_B1"
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","7/208","51/9521",0.137254901960784,6.28271116138763,5.65291303791699,0.000109923600532063,0.00358625746735857,0.00315307169947234,"27329/338/51129/5360/255738/336/3931",7,"Downres_DEq_MS_BDM_vs_B1"
"hsa04142","Cellular Processes","Transport and catabolism","hsa04142","Lysosome","11/208","133/9521",0.0827067669172932,3.78582272990168,4.83501802801786,0.000152503106087506,0.00442259007653767,0.00388838328971652,"84572/527/2629/1201/10312/26503/967/537/54/57192/256471",11,"Downres_DEq_MS_BDM_vs_B1"
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","9/208","93/9521",0.0967741935483871,4.42974565756824,4.96705469701395,0.000187466892312975,0.00489288588936865,0.00430187184465564,"3675/3915/3685/3673/3655/3912/578/3909/3914",9,"Downres_DEq_MS_BDM_vs_B1"
