,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
0,prerank,Complement and coagulation cascades,0.6032829258155483,4.600837542318319,0.0,0.0,0.0,37/47,21.27%,C3;VTN;FGB;FGA;A2M;C4A;C5;CLU;F2;C4BPA;PLG;C9;C7;TFPI;F5;SERPIND1;F13A1;PROS1;CFI;F10;C1R;FGG;SERPINC1;SERPINF2;SERPINA1;F9;F13B;CFHR5;C4B;VWF;C8B;MASP1;C1S;SERPINA5;CFH;SERPINE1;CPB2
1,prerank,Systemic lupus erythematosus,0.5484574351654753,3.2692872419577164,0.0,0.0,0.0,19/28,15.72%,C3;H2AC21;H4C1;C4A;C5;H2BC11;H2BC12;H3-3A;C9;C7;MACROH2A1;H2AC11;H2AZ1;C1R;SNRPD3;C4B;C8B;C1S;ACTN1
2,prerank,ECM-receptor interaction,0.4690130343286587,3.1999102200553655,0.0,0.0,0.0,25/36,25.07%,VTN;FN1;RELN;THBS4;COMP;SDC1;AGRN;LAMB1;COL6A1;LAMC1;THBS1;LAMA5;SDC4;HSPG2;VWF;COL6A3;FRAS1;NPNT;THBS3;LAMB2;TNXB;TNC;COL1A1;COL2A1;COL6A2
3,prerank,Neutrophil extracellular trap formation,0.48992562886996094,2.9085928703990214,0.0,0.0,0.0,14/26,8.12%,C3;H2AC21;H4C1;FGB;FGA;C5;ACTB;H2BC11;H2BC12;H3-3A;MACROH2A1;H2AC11;H2AZ1;FGG
4,prerank,Staphylococcus aureus infection,0.5057542148448134,2.763989539565107,0.0,0.0003478933127174333,0.002,15/22,19.75%,C3;C4A;C5;PLG;KRT18;KRT9;CFI;C1R;FGG;KRT19;C4B;MASP1;KRT10;C1S;CFH
5,prerank,Amyotrophic lateral sclerosis,0.25951838421688594,2.575146156129377,0.0,0.0015945110166215694,0.01,59/85,45.88%,ACTB;PFN1;TUBA1C;VCP;TUBB4B;TUBA4A;HSPA5;ATP5F1B;TUBB1;ANG;PSMD14;DNAH8;TUBB;SRSF3;PSMC5;PSMC3;PSMC4;RAC1;PSMD13;PSMC1;TUBB3;PSMC2;PSMC6;PSMB2;PSMA6;HNRNPA1;NDUFA9;TUBA8;PSMA7;GPX3;SRSF7;PSMD12;PSMD11;ATP5F1A;HNRNPA2B1;ACTR1A;PSMA1;PSMA4;PSMD8;PSMB3;PSMA3;PSMA2;PSMD3;KIF5B;PFN2;PSMB1;NDUFS1;PSMD6;PSMD2;PSMD1;DCTN1;CAT;EIF2S1;PSMA5;TPR;TUBB2A;RAB5A;PSMB4;SDHA
6,prerank,Huntington disease,0.2812432785313813,2.5647061005209077,0.0,0.0014909713402175714,0.01,51/71,45.88%,TUBA1C;TUBB4B;TUBA4A;ATP5F1B;TUBB1;PSMD14;DNAH8;TUBB;CLTC;PSMC5;PSMC3;PSMC4;PSMD13;PSMC1;TUBB3;PSMC2;PSMC6;PSMB2;PSMA6;NDUFA9;TUBA8;PSMA7;TGM2;GPX3;PSMD12;AP2M1;PSMD11;ATP5F1A;ACTR1A;PSMA1;PSMA4;AP2B1;PSMD8;AP2A1;PSMB3;PSMA3;PSMA2;PSMD3;KIF5B;PSMB1;HDAC1;NDUFS1;PSMD6;PSMD2;PSMD1;DCTN1;PSMA5;TUBB2A;CLTA;PSMB4;SDHA
7,prerank,Parkinson disease,0.2997740211498642,2.5422818701312737,0.0,0.001413316582914573,0.011,45/61,45.88%,TUBA1C;TUBB4B;TUBA4A;HSPA5;RPS27A;ATP5F1B;TUBB1;UBA1;PSMD14;TUBB;PSMC5;PSMC3;PSMC4;PSMD13;PSMC1;TUBB3;PSMC2;PSMC6;PSMB2;PSMA6;NDUFA9;CALM1;TUBA8;PSMA7;PSMD12;PSMD11;ATP5F1A;PSMA1;PSMA4;PSMD8;PSMB3;PSMA3;PSMA2;PSMD3;KIF5B;PSMB1;NDUFS1;PSMD6;PSMD2;PSMD1;EIF2S1;PSMA5;TUBB2A;PSMB4;SDHA
8,prerank,Prion disease,0.2673163453662868,2.507230056050166,0.001584786053882726,0.0014495554696559723,0.013,52/74,45.88%,C5;HSPA1A;C9;C7;TUBA1C;TUBB4B;TUBA4A;HSPA5;LAMC1;ATP5F1B;TUBB1;PSMD14;TUBB;C8B;HSPA8;PSMC5;PSMC3;PSMC4;RAC1;PSMD13;PSMC1;TUBB3;PSMC2;PSMC6;PSMB2;PSMA6;NDUFA9;TUBA8;PSMA7;PSMD12;PSMD11;ATP5F1A;PSMA1;PSMA4;PSMD8;PSMB3;C6;PSMA3;PSMA2;PSMD3;KIF5B;PSMB1;NDUFS1;PSMD6;PSMD2;PSMD1;EIF2S1;PSMA5;STIP1;TUBB2A;PSMB4;SDHA
9,prerank,PI3K-Akt signaling pathway,0.2644933761701413,2.314421993492133,0.0,0.005914186316196366,0.055,31/62,26.24%,VTN;FN1;RELN;THBS4;HSP90AB1;COMP;HSP90AA1;LAMB1;COL6A1;LAMC1;HSP90B1;THBS1;LAMA5;PPP2CA;IGF2;YWHAZ;VWF;COL6A3;THBS3;YWHAQ;LAMB2;TNXB;RAC1;TNC;COL1A1;YWHAE;COL2A1;PCK2;YWHAG;COL6A2;PPP2R1A
10,prerank,Spinocerebellar ataxia,0.33686178470826783,2.2971117720284657,0.001658374792703151,0.006088132972555083,0.06,28/35,47.75%,RELN;PSMD14;PSMC5;PSMC3;PSMC4;PSMD13;PSMC1;PSMC2;PSMC6;PSMB2;PSMA6;PSMA7;PSMD12;PSMD11;PSMA1;PSMA4;PSMD8;PSMB3;PSMA3;PSMA2;PSMD3;PSMB1;PSMD6;PSMD2;PSMD1;PSMA5;PSMB4;NOP56
11,prerank,mTOR signaling pathway,-0.5229681978798586,-2.2833118249631306,0.0,0.1105725800847752,0.082,13/13,48.16%,PRKAA1;MAPK1;EIF4B;RPS6KA3;SEC13;NRAS;ATP6V1B2;MAP2K1;ATP6V1A;SLC3A2;EIF4E;RPS6;MAPK3
12,prerank,Proteasome,0.3360482281254611,2.2723318570004283,0.003305785123966942,0.006812910707383069,0.07,33/35,61.72%,PSMD14;PSMC5;PSMC3;PSMC4;PSMD13;PSMC1;PSMC2;PSMC6;PSME2;PSMB2;PSMA6;PSMA7;PSMD12;PSMD11;PSMA1;PSMA4;PSMD8;PSMB3;PSMA3;PSMA2;PSMD3;PSMB1;PSMD6;PSMD2;PSMD1;PSMA5;PSMB4;PSMD7;PSME3;PSMB5;PSMB6;PSMB9;PSME1
13,prerank,Neuroactive ligand-receptor interaction,0.7018543114094729,2.222789604073082,0.0,0.009366358419315513,0.099,5/7,3.27%,C3;C5;PARD3;F2;PLG
14,prerank,Coronavirus disease,0.21403063534963737,2.2203847040170235,0.004754358161648178,0.008697332817935834,0.099,69/93,55.17%,C3;FGB;FGA;C4A;C5;F2;C9;C7;F13A1;RPS27A;C1R;FGG;RPSA;RPS10;F13B;C4B;RPL22;VWF;C8B;RPS18;RPLP1;MASP1;RPS9;C1S;RPS16;RPS3;RPS25;RPLP0;RPS13;RPL10A;RPL30;RPS14;RPS2;RPL12;RPS26;RPL27A;RPS4X;RPLP2;RPS5;RPL18;RPS11;CFB;RPL11;RPS3A;RPL5;C6;NRP1;RPS15A;RPS7;RPL14;C2;RPL9;RPS8;RPL15;RPL27;RPL4;RPS23;RPL7;RPL29;RPL13;MAPK3;RPL28;RPL26;RPL8;MASP2;RPS6;RPS17;RPS27;RPS20
15,prerank,Malaria,0.504015762120836,2.1725310149776913,0.0017064846416382253,0.011770390413606495,0.141,9/13,20.81%,HBB;HBA2;THBS4;COMP;SDC1;TGFB1;THBS1;THBS3;LRP1
16,prerank,JAK-STAT signaling pathway,-0.6455399061032864,-2.1526998556718264,0.0021645021645021645,0.1344329789451741,0.17,7/7,35.77%,JAK2;STAT5B;STAT1;STAT3;FHL1;PTPN11;PDGFA
17,prerank,Pancreatic secretion,0.6515086336771474,2.1020160994685098,0.004,0.017992607267104756,0.223,6/7,21.27%,RAP1B;AMY1A;CPA1;RAC1;PLA2G2A;CPB2
18,prerank,Signaling pathways regulating pluripotency of stem cells,-0.5220458553791887,-2.086941676228859,0.011086474501108648,0.12958330438005236,0.243,10/10,48.16%,JAK2;MAPK14;STAT3;MAPK1;CTNNB1;NRAS;BMP4;MAP2K1;INHBE;MAPK3
19,prerank,Amoebiasis,0.35695407756150627,2.0462079693442337,0.0017699115044247787,0.02471065735919416,0.311,20/24,49.09%,FN1;C9;LAMB1;TGFB1;LAMC1;LAMA5;C8B;PRDX1;ACTN1;LAMB2;COL1A1;ACTN4;RAB7A;RAB5C;LAMA3;HSPB1;RAB5A;COL1A2;LAMA2;VCL
