"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006805","GO:0006805","xenobiotic metabolic process","6/16","123/18614",5.58514240672534e-10,1.62527644035707e-07,9.34776465967714e-08,"6822/2939/2330/54600/2938/2948",6
"GO:0071466","GO:0071466","cellular response to xenobiotic stimulus","6/16","189/18614",7.44829854377301e-09,1.08372743811897e-06,6.23304983399952e-07,"6822/2939/2330/54600/2938/2948",6
"GO:0009410","GO:0009410","response to xenobiotic stimulus","7/16","440/18614",3.74162063439442e-08,3.62937201536259e-06,2.08743045918846e-06,"336/6822/2939/2330/54600/2938/2948",7
"GO:0008202","GO:0008202","steroid metabolic process","5/16","323/18614",5.69417063662778e-06,0.000414250913814671,0.000238256087164162,"336/6822/7365/622/2330",5
"GO:0006749","GO:0006749","glutathione metabolic process","3/16","57/18614",1.48208327126837e-05,0.000862572463878193,0.000496107873961413,"2939/2938/2948",3
"GO:0042445","GO:0042445","hormone metabolic process","4/16","241/18614",4.41369448338897e-05,0.00214064182444365,0.00123118846115587,"6822/7365/4224/54600",4
"GO:0052695","GO:0052695","cellular glucuronidation","2/16","21/18614",0.000144090827230179,0.00599006153199744,0.00344517917738323,"7365/54600",2
"GO:0008203","GO:0008203","cholesterol metabolic process","3/16","140/18614",0.000217053173923145,0.00647298660207579,0.00372293315149232,"336/6822/2330",3
"GO:0006063","GO:0006063","uronic acid metabolic process","2/16","26/18614",0.000222439402133189,0.00647298660207579,0.00372293315149232,"7365/54600",2
"GO:0019585","GO:0019585","glucuronate metabolic process","2/16","26/18614",0.000222439402133189,0.00647298660207579,0.00372293315149232,"7365/54600",2
"GO:1902652","GO:1902652","secondary alcohol metabolic process","3/16","150/18614",0.000265953222118142,0.0070356716033072,0.00404656098725211,"336/6822/2330",3
"GO:0016125","GO:0016125","sterol metabolic process","3/16","155/18614",0.000292867177633764,0.00710202905761878,0.00408472642489198,"336/6822/2330",3
