"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043171","GO:0043171","peptide catabolic process","2/4","23/18614",8.74967852847233e-06,0.000761222031977093,0.000294726013590647,"64167/1800",2
"GO:0006751","GO:0006751","glutathione catabolic process","1/4","11/18614",0.00236190782970236,0.0405725323253597,0.0157086634532548,"1800",1
"GO:1901748","GO:1901748","leukotriene D4 metabolic process","1/4","12/18614",0.00257641905739037,0.0405725323253597,0.0157086634532548,"1800",1
"GO:0050667","GO:0050667","homocysteine metabolic process","1/4","14/18614",0.00300533773189038,0.0405725323253597,0.0157086634532548,"1800",1
"GO:0071732","GO:0071732","cellular response to nitric oxide","1/4","16/18614",0.00343411805668636,0.0405725323253597,0.0157086634532548,"1800",1
"GO:1901569","GO:1901569","fatty acid derivative catabolic process","1/4","17/18614",0.00364845634724265,0.0405725323253597,0.0157086634532548,"1800",1
"GO:1902170","GO:1902170","cellular response to reactive nitrogen species","1/4","18/18614",0.00386276006153063,0.0405725323253597,0.0157086634532548,"1800",1
"GO:0071731","GO:0071731","response to nitric oxide","1/4","21/18614",0.00450546378396699,0.0405725323253597,0.0157086634532548,"1800",1
"GO:0019885","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","1/4","23/18614",0.00493376011908409,0.0405725323253597,0.0157086634532548,"64167",1
"GO:0002483","GO:0002483","antigen processing and presentation of endogenous peptide antigen","1/4","25/18614",0.00536191823836163,0.0405725323253597,0.0157086634532548,"64167",1
"GO:0019883","GO:0019883","antigen processing and presentation of endogenous antigen","1/4","32/18614",0.00685938363542793,0.0405725323253597,0.0157086634532548,"64167",1
"GO:0071295","GO:0071295","cellular response to vitamin","1/4","32/18614",0.00685938363542793,0.0405725323253597,0.0157086634532548,"10631",1
"GO:0000096","GO:0000096","sulfur amino acid metabolic process","1/4","33/18614",0.00707316915181233,0.0405725323253597,0.0157086634532548,"1800",1
"GO:0006691","GO:0006691","leukotriene metabolic process","1/4","34/18614",0.00728692015140286,0.0405725323253597,0.0157086634532548,"1800",1
"GO:0006301","GO:0006301","postreplication repair","1/4","35/18614",0.007500636637915,0.0405725323253597,0.0157086634532548,"197370",1
"GO:0002474","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","1/4","36/18614",0.007714318615064,0.0405725323253597,0.0157086634532548,"64167",1
"GO:0044273","GO:0044273","sulfur compound catabolic process","1/4","37/18614",0.00792796608656454,0.0405725323253597,0.0157086634532548,"1800",1
"GO:0031670","GO:0031670","cellular response to nutrient","1/4","43/18614",0.00920912650497674,0.0445107781073876,0.0172334531087284,"10631",1
