Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GAD_DISEASE	Chronic renal failure|Kidney Failure, Chronic	7	25.925925925925924	0.002498044769751267	231, 960, 11309, 338, 5502, 3606, 570	22	903	12924	4.553911205073996	0.6075858977416172	0.9342687438869739	0.9342687438869739
CYTOGENETIC_LOCATION	1q21.3	3	11.11111111111111	0.0039441753489037334	1520, 5993, 6282	27	252	70170	30.939153439153436	0.09407553922513345	0.09860438372259334	0.09860438372259334
HPA_NORMAL_TISSUE_CELLTYPE	skin 2; fibrohistiocytic cells	8	29.629629629629626	0.004878392489883898	4162, 960, 1520, 5476, 4082, 3606, 2171, 6282	25	1024	11043	3.4509375	0.5933574954314833	0.4727602082143831	0.4727602082143831
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	9	33.33333333333333	0.00512201628781519	231, 960, 2027, 5476, 338, 84617, 4082, 2171, 6282	27	2241	20521	3.052357578461996	0.34702722227105587	0.1711380473121816	0.16701423894321335
GOTERM_CC_DIRECT	GO:0043231~intracellular membrane-bounded organelle	6	22.22222222222222	0.0051764677807620086	284119, 1520, 5476, 5993, 338, 570	27	912	20521	5.000243664717348	0.3499868625394662	0.1711380473121816	0.16701423894321335
UP_KW_PTM	KW-0597~Phosphoprotein	20	74.07407407407408	0.005908731119483307	4162, 5993, 51090, 84617, 4082, 570, 2171, 6282, 231, 55101, 960, 2027, 26353, 284119, 11309, 338, 8659, 6732, 5502, 5955	23	8407	14237	1.4725823718329965	0.06864529517490281	0.0709047734337997	0.0709047734337997
GOTERM_CC_DIRECT	GO:0043202~lysosomal lumen	3	11.11111111111111	0.006808918693715266	1520, 5476, 338	27	98	20521	23.26643990929705	0.43281685876510734	0.1711380473121816	0.16701423894321335
DISGENET	C0023893~Liver Cirrhosis, Experimental	7	25.925925925925924	0.007866519722509086	231, 1520, 55830, 5955, 84617, 3606, 6282	24	774	9699	3.6548772609819125	0.7509201689177313	0.7101009068414658	0.7101009068414658
GOTERM_CC_DIRECT	GO:0005615~extracellular space	8	29.629629629629626	0.008556854292286536	231, 4162, 2027, 1520, 338, 3606, 2171, 6282	27	1931	20521	3.1487810959587237	0.5099632899119674	0.1711380473121816	0.16701423894321335
HPA_NORMAL_TISSUE_CELLTYPE	skin 1; cells in basal layer	7	25.925925925925924	0.00989974313205599	231, 4162, 960, 5476, 4082, 3606, 6282	25	883	11043	3.501744054360136	0.839687323202964	0.4727602082143831	0.4727602082143831
HPA_NORMAL_TISSUE_CELLTYPE	skin 1; fibrohistiocytic cells	7	25.925925925925924	0.010113640977958119	4162, 960, 1520, 5476, 4082, 3606, 6282	25	887	11043	3.4859526493799327	0.8459355350877957	0.4727602082143831	0.4727602082143831
HPA_NORMAL_TISSUE_CELLTYPE	skin 2; endothelial cells	7	25.925925925925924	0.010221842339770444	4162, 960, 5476, 51090, 4082, 2171, 6282	25	889	11043	3.478110236220473	0.849003364052449	0.4727602082143831	0.4727602082143831
GOTERM_CC_DIRECT	GO:0005829~cytosol	14	51.85185185185185	0.010309520922420578	570, 2171, 231, 80201, 63929, 960, 1687, 2027, 26353, 284119, 338, 8659, 6732, 3606	27	5537	20521	1.9217118509153905	0.5768936305574781	0.1711380473121816	0.16701423894321335
UP_KW_CELLULAR_COMPONENT	KW-0963~Cytoplasm	15	55.55555555555556	0.011847612883293761	84617, 4082, 570, 2171, 6282, 231, 80201, 63929, 1687, 2027, 26353, 284119, 338, 6732, 3606	26	5769	17910	1.7910716428657143	0.2120866074585902	0.23695225766587524	0.23695225766587524
DISGENET	C0011616~Contact Dermatitis	3	11.11111111111111	0.012103992730252257	960, 1520, 3606	24	71	9699	17.075704225352112	0.8827328123937305	0.7101009068414658	0.7101009068414658
DISGENET	C0162351~Contact hypersensitivity	3	11.11111111111111	0.012103992730252257	960, 1520, 3606	24	71	9699	17.075704225352112	0.8827328123937305	0.7101009068414658	0.7101009068414658
HPA_NORMAL_TISSUE_CELLTYPE	skin 2; cells in basal layer	7	25.925925925925924	0.014917400681429265	231, 4162, 960, 5476, 4082, 3606, 6282	25	964	11043	3.207510373443984	0.937054139773388	0.5519438252128828	0.5519438252128828
GOTERM_BP_DIRECT	GO:0003094~glomerular filtration	2	7.4074074074074066	0.024646358172313615	4162, 63929	25	20	19256	77.024	0.9958727176685889	1.0	1.0
GOTERM_BP_DIRECT	GO:0010744~positive regulation of macrophage derived foam cell differentiation	2	7.4074074074074066	0.024646358172313615	338, 3606	25	20	19256	77.024	0.9958727176685889	1.0	1.0
HPA_NORMAL_TISSUE_CELLTYPE	cerebellum; granular cells - cytoplasm/membrane	4	14.814814814814813	0.025668853640753258	51090, 5955, 3606, 2171	25	297	11043	5.949090909090909	0.9916437429321538	0.7914563205898921	0.7914563205898921
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	13	48.148148148148145	0.03185651038019229	84617, 4082, 2171, 6282, 80201, 63929, 1687, 26353, 284119, 338, 6732, 5502, 3606	27	5636	20521	1.753101753279184	0.9319234504204394	0.4406817269259934	0.43006289013259597
HPA_NORMAL_TISSUE_CELLTYPE	cerebellum; molecular layer cells - cytoplasm/membrane	4	14.814814814814813	0.03601651929800049	51090, 5955, 3606, 6282	25	339	11043	5.212035398230088	0.998828331189217	0.9518651528757271	0.9518651528757271
KEGG_PATHWAY	hsa05152:Tuberculosis	3	11.11111111111111	0.04257429997786168	1520, 5993, 3606	17	180	8662	8.492156862745098	0.9503121060982028	1.0	1.0
GOTERM_CC_DIRECT	GO:0005576~extracellular region	7	25.925925925925924	0.05036859347490862	4162, 1520, 5476, 338, 3606, 2171, 6282	27	2172	20521	2.4494747970806903	0.9862889487816875	0.5972276083453452	0.5828365816382284
GAD_DISEASE	nephropathy in other diseases	2	7.4074074074074066	0.050767142619910964	231, 338	22	32	12924	36.71590909090909	0.9999999965532224	1.0	1.0
GAD_DISEASE	aging	2	7.4074074074074066	0.050767142619910964	338, 3606	22	32	12924	36.71590909090909	0.9999999965532224	1.0	1.0
GAD_DISEASE	Hepatitis B	2	7.4074074074074066	0.050767142619910964	960, 3606	22	32	12924	36.71590909090909	0.9999999965532224	1.0	1.0
UP_KW_BIOLOGICAL_PROCESS	KW-0324~Glycolysis	2	7.4074074074074066	0.052175153260510004	80201, 2027	18	36	11447	35.33024691358025	0.7236406620301374	1.0	1.0
KEGG_PATHWAY	hsa00052:Galactose metabolism	2	7.4074074074074066	0.05754738215281685	231, 80201	17	32	8662	31.845588235294116	0.9832541486130015	1.0	1.0
GOTERM_BP_DIRECT	GO:0006096~glycolytic process	2	7.4074074074074066	0.0593520243342619	80201, 2027	25	49	19256	31.43836734693878	0.99999857449894	1.0	1.0
HPA_NORMAL_TISSUE_CELLTYPE	cerebral cortex; glial cells	16	59.25925925925925	0.06084126511343172	5476, 5993, 51090, 84617, 4082, 6282, 80201, 1687, 26353, 1520, 55830, 8659, 6732, 5502, 5955, 3606	25	4936	11043	1.4318314424635332	0.9999903622336965	1.0	1.0
KEGG_PATHWAY	hsa00051:Fructose and mannose metabolism	2	7.4074074074074066	0.0610389547104776	231, 80201	17	34	8662	29.972318339100344	0.9870376817985713	1.0	1.0
DISGENET	C0003873~Rheumatoid Arthritis	3	11.11111111111111	0.06329861438863263	1687, 4082, 3606	24	174	9699	6.967672413793103	0.9999899583604535	1.0	1.0
HPA_NORMAL_TISSUE_CELLTYPE	skin 2; cells in granular layer	5	18.51851851851852	0.06727493518965358	5476, 51090, 3606, 2171, 6282	25	720	11043	3.0675000000000003	0.999997279359536	1.0	1.0
HPA_NORMAL_TISSUE_CELLTYPE	skin 2; melanocytes	5	18.51851851851852	0.06866671291606957	4162, 960, 5476, 4082, 3606	25	725	11043	3.046344827586207	0.9999979329875595	1.0	1.0
GOTERM_BP_DIRECT	GO:0022900~electron transport chain	2	7.4074074074074066	0.0687157541303814	231, 8659	25	57	19256	27.025964912280703	0.9999998422038604	1.0	1.0
HPA_NORMAL_TISSUE_CELLTYPE	cerebellum; processes in granular layer	3	11.11111111111111	0.0724776000206874	51090, 3606, 6282	25	205	11043	6.46419512195122	0.9999990279449831	1.0	1.0
GOTERM_MF_DIRECT	GO:0009055~electron carrier activity	2	7.4074074074074066	0.07357956228016739	231, 8659	25	60	18883	25.177333333333333	0.999396901342546	1.0	1.0
KEGG_PATHWAY	hsa05131:Shigellosis	3	11.11111111111111	0.07475608461053493	80201, 960, 3606	17	247	8662	6.188616337223149	0.9953045155636164	1.0	1.0
GOTERM_BP_DIRECT	GO:0006006~glucose metabolic process	2	7.4074074074074066	0.07799011891442771	80201, 2171	25	65	19256	23.699692307692306	0.9999999825487483	1.0	1.0
GOTERM_MF_DIRECT	GO:0005518~collagen binding	2	7.4074074074074066	0.07947124135105828	960, 1520	25	65	18883	23.240615384615385	0.9996751940167248	1.0	1.0
HPA_NORMAL_TISSUE_CELLTYPE	nasopharynx; ciliated cells (cell body)	6	22.22222222222222	0.08872166145301437	960, 1520, 5476, 55830, 8659, 5955	25	1119	11043	2.3684718498659514	0.9999999623476007	1.0	1.0
UP_KW_DOMAIN	KW-0732~Signal	8	29.629629629629626	0.09637320191141936	4162, 960, 1687, 1520, 11309, 5476, 338, 5955	15	4412	14600	1.764883650649743	0.5982999207054858	0.8673588172027743	0.8673588172027743
