"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"GO:0008035","GO:0008035","high-density lipoprotein particle binding","1/4","12/18369",0.00261075165669789,0.0249170952297407,0.00468366451686855,"3329",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0044548","GO:0044548","S100 protein binding","1/4","14/18369",0.00304537942573924,0.0249170952297407,0.00468366451686855,"6277",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0003688","GO:0003688","DNA replication origin binding","1/4","16/18369",0.00347986513248133,0.0249170952297407,0.00468366451686855,"3329",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0034185","GO:0034185","apolipoprotein binding","1/4","18/18369",0.0039142088078844,0.0249170952297407,0.00468366451686855,"3329",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0070006","GO:0070006","metalloaminopeptidase activity","1/4","26/18369",0.0056501638151758,0.0249170952297407,0.00468366451686855,"290",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0071813","GO:0071813","lipoprotein particle binding","1/4","30/18369",0.00651728993548717,0.0249170952297407,0.00468366451686855,"3329",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0071814","GO:0071814","protein-lipid complex binding","1/4","30/18369",0.00651728993548717,0.0249170952297407,0.00468366451686855,"3329",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0001530","GO:0001530","lipopolysaccharide binding","1/4","37/18369",0.00803339582823781,0.0249170952297407,0.00468366451686855,"3329",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0004177","GO:0004177","aminopeptidase activity","1/4","40/18369",0.00868262401999431,0.0249170952297407,0.00468366451686855,"290",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0140662","GO:0140662","ATP-dependent protein folding chaperone","1/4","41/18369",0.00889896258205025,0.0249170952297407,0.00468366451686855,"3329",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0048306","GO:0048306","calcium-dependent protein binding","1/4","62/18369",0.0134338983575333,0.0278000930430238,0.00522558139906463,"6277",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0002039","GO:0002039","p53 binding","1/4","67/18369",0.014511347178962,0.0278000930430238,0.00522558139906463,"3329",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0044183","GO:0044183","protein folding chaperone","1/4","67/18369",0.014511347178962,0.0278000930430238,0.00522558139906463,"3329",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0008235","GO:0008235","metalloexopeptidase activity","1/4","68/18369",0.0147267309955553,0.0278000930430238,0.00522558139906463,"290",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0003725","GO:0003725","double-stranded RNA binding","1/4","70/18369",0.0151573927119206,0.0278000930430238,0.00522558139906463,"3329",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0001618","GO:0001618","virus receptor activity","1/4","77/18369",0.0166635969977011,0.0278000930430238,0.00522558139906463,"290",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0140272","GO:0140272","exogenous protein binding","1/4","78/18369",0.0168786279189788,0.0278000930430238,0.00522558139906463,"290",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0008238","GO:0008238","exopeptidase activity","1/4","102/18369",0.0220287984023473,0.033094620587545,0.0062207933435235,"290",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0051087","GO:0051087","chaperone binding","1/4","104/18369",0.0224570639701198,0.033094620587545,0.0062207933435235,"3329",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0003697","GO:0003697","single-stranded DNA binding","1/4","119/18369",0.0256645739212772,0.0350735033544782,0.00659276378843576,"3329",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0051082","GO:0051082","unfolded protein binding","1/4","122/18369",0.0263051275158587,0.0350735033544782,0.00659276378843576,"3329",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
"GO:0016853","GO:0016853","isomerase activity","1/4","154/18369",0.0331180646667151,0.0421502641212737,0.00792298197768303,"3329",1,"Downres_DEq_MS_CTRL_vs_CTRL.myr"
