"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"GO:0016614","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","20/228","133/18369",2.58839761273568e-16,1.23207726366218e-13,8.88229075528245e-14,"54363/4191/127/3033/22977/57016/126/6652/3939/4199/22949/3248/7358/9380/125/124/8644/1646/130/873",20,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0016616","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","19/228","123/18369",8.84829029590661e-16,2.10589309042577e-13,1.51818033498187e-13,"4191/127/3033/22977/57016/126/6652/3939/4199/22949/3248/7358/9380/125/124/8644/1646/130/873",19,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0016835","GO:0016835","carbon-oxygen lyase activity","12/228","77/18369",1.80716066026162e-10,2.86736158094844e-08,2.0671381587554e-08,"48/2271/79746/2023/7167/1892/51011/50/11315/760/2027/5092",12,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0016836","GO:0016836","hydro-lyase activity","11/228","62/18369",2.46716194139453e-10,2.93592271025949e-08,2.11656524445952e-08,"48/2271/79746/2023/1892/51011/50/11315/760/2027/5092",11,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0016829","GO:0016829","lyase activity","17/228","198/18369",4.56037044075985e-10,4.34147265960338e-08,3.12985423934255e-08,"48/2739/2271/79746/2023/4199/7167/2805/1892/51011/50/5106/11315/760/2027/5092/435",17,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0045296","GO:0045296","cadherin binding","21/228","333/18369",1.18359690217745e-09,9.38986875727442e-08,6.76934368613768e-08,"10397/5110/1938/2023/302/832/3939/9973/1192/7534/5216/5694/831/6709/2317/11315/3326/7529/51031/5052/3309",21,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0016903","GO:0016903","oxidoreductase activity, acting on the aldehyde or oxo group of donors","9/228","48/18369",6.5769082814725e-09,4.4722976314013e-07,3.22416857106772e-07,"54363/127/2597/57016/217/1738/8644/8659/10840",9,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0051287","GO:0051287","NAD binding","9/228","52/18369",1.38197091145475e-08,8.22272692315579e-07,5.9279278570296e-07,"127/3033/2597/6652/4199/3248/217/7358/9380",9,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0016667","GO:0016667","oxidoreductase activity, acting on a sulfur group of donors","9/228","54/18369",1.95503636739814e-08,1.03399701209057e-06,7.45429071078123e-07,"5034/10935/5230/9352/9973/1738/25828/9601/30001",9,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0016620","GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","8/228","39/18369",2.2009129568683e-08,1.04763456746931e-06,7.55260656777964e-07,"127/2597/57016/217/1738/8644/8659/10840",8,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0018455","GO:0018455","alcohol dehydrogenase [NAD(P)+] activity","5/228","10/18369",6.75513465045783e-08,2.92313099419812e-06,2.10734344119546e-06,"127/126/125/124/130",5,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0004745","GO:0004745","NAD-retinol dehydrogenase activity","6/228","19/18369",8.11669454233479e-08,3.21962216845947e-06,2.32108984280802e-06,"127/126/125/124/8644/130",6,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0044183","GO:0044183","protein folding chaperone","9/228","67/18369",1.36676265069971e-07,5.00445401333125e-06,3.60781072168507e-06,"3315/3329/3313/7184/3336/3320/3326/811/3309",9,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0015035","GO:0015035","protein-disulfide reductase activity","7/228","34/18369",1.67441570953221e-07,5.69301341240953e-06,4.10420692712408e-06,"5034/5230/9352/9973/25828/9601/30001",7,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0015036","GO:0015036","disulfide oxidoreductase activity","7/228","39/18369",4.54139587625741e-07,1.44113629139902e-05,1.03894389870871e-05,"5034/5230/9352/9973/25828/9601/30001",7,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0016853","GO:0016853","isomerase activity","12/228","154/18369",5.0850721945947e-07,1.51280897789192e-05,1.09061416805123e-05,"3329/5034/7167/1892/2821/9601/1632/2280/5223/5238/1891/5478",12,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0016769","GO:0016769","transferase activity, transferring nitrogenous groups","6/228","26/18369",6.4044404281497e-07,1.7187664665409e-05,1.23909302983709e-05,"189/18/2597/2806/2805/2875",6,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0140662","GO:0140662","ATP-dependent protein folding chaperone","7/228","41/18369",6.49953705834794e-07,1.7187664665409e-05,1.23909302983709e-05,"3329/3313/7184/3336/3320/3326/3309",7,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0004033","GO:0004033","aldo-keto reductase (NADP) activity","6/228","30/18369",1.58458112758337e-06,3.96979271962991e-05,2.86190275674337e-05,"127/22977/57016/8644/1646/873",6,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0016860","GO:0016860","intramolecular oxidoreductase activity","7/228","48/18369",1.97726371343415e-06,4.70588763797328e-05,3.39256826620807e-05,"5034/7167/1892/2821/9601/1632/1891",7,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0070003","GO:0070003","threonine-type peptidase activity","5/228","19/18369",2.84493925248368e-06,6.31818719256413e-05,4.55490717553274e-05,"5698/5693/5699/5694/5696",5,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0051082","GO:0051082","unfolded protein binding","10/228","122/18369",2.9201705511851e-06,6.31818719256413e-05,4.55490717553274e-05,"3329/4869/3313/7184/3336/3320/3326/811/3309/5478",10,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0000287","GO:0000287","magnesium ion binding","13/228","223/18369",4.50055053600682e-06,9.31418284843151e-05,6.7147802047516e-05,"2023/2937/4199/8801/1312/2752/5723/7086/2027/11164/5238/3612/4830",13,"Downres_DEq_MS_CTRL_vs_HBV"
"GO:0030170","GO:0030170","pyridoxal phosphate binding","7/228","56/18369",5.72501380628407e-06,0.000113546107157967,8.18576535459915e-05,"189/5836/18/2806/2805/6470/2875",7,"Downres_DEq_MS_CTRL_vs_HBV"
