"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"GO:0005925","GO:0005925","focal adhesion","10/79","423/19944",0.0236406619385343,5.96821976838136,6.51305067268921,6.47033036858356e-06,0.000758065623807097,0.00058489494259021,"2318/3673/4162/3675/1969/960/1264/3371/54751/977",10,"Downres_DEq_MS_DM_vs_CM"
"GO:0030055","GO:0030055","cell-substrate junction","10/79","433/19944",0.023094688221709,5.83038559359195,6.40841295511567,7.93785993515285e-06,0.000758065623807097,0.00058489494259021,"2318/3673/4162/3675/1969/960/1264/3371/54751/977",10,"Downres_DEq_MS_DM_vs_CM"
"GO:0098636","GO:0098636","protein complex involved in cell adhesion","4/79","57/19944",0.0701754385964912,17.7161892071952,7.96993124307047,7.67901704905519e-05,0.00488897418789847,0.00377214872585167,"3679/3673/3675/3371",4,"Downres_DEq_MS_DM_vs_CM"
"GO:0008305","GO:0008305","integrin complex","3/79","30/19944",0.1,25.2455696202532,8.38066099328245,0.000224836967500596,0.0107359651981535,0.00828346722370616,"3679/3673/3675",3,"Downres_DEq_MS_DM_vs_CM"
"GO:0042641","GO:0042641","actomyosin","4/79","93/19944",0.043010752688172,10.8583095140874,6.0092079679411,0.000509585531620001,0.019466167307884,0.0150193630372211,"22998/1627/10398/54751",4,"Downres_DEq_MS_DM_vs_CM"
"GO:0031012","GO:0031012","extracellular matrix","8/79","496/19944",0.0161290322580645,4.07186606778277,4.3688803167684,0.000768530879597394,0.0204282537822954,0.015761672799787,"7057/5352/3491/5054/633/3371/977/6277",8,"Downres_DEq_MS_DM_vs_CM"
"GO:0030312","GO:0030312","external encapsulating structure","8/79","497/19944",0.0160965794768612,4.06367317831037,4.36173049146549,0.000778633412177942,0.0204282537822954,0.015761672799787,"7057/5352/3491/5054/633/3371/977/6277",8,"Downres_DEq_MS_DM_vs_CM"
"GO:0150034","GO:0150034","distal axon","6/79","280/19944",0.0214285714285714,5.40976491862568,4.68622381379241,0.000855633666274152,0.0204282537822954,0.015761672799787,"1627/3673/4131/6623/3675/10381",6,"Downres_DEq_MS_DM_vs_CM"
"GO:0005788","GO:0005788","endoplasmic reticulum lumen","6/79","319/19944",0.0188087774294671,4.74838300067458,4.25597407713354,0.00166796677686337,0.0332894971727778,0.0256849247957503,"7057/4241/11167/3491/3371/337",6,"Downres_DEq_MS_DM_vs_CM"
"GO:0043034","GO:0043034","costamere","2/79","16/19944",0.125,31.5569620253165,7.71085992998782,0.00179332140513406,0.0332894971727778,0.0256849247957503,"2318/3880",2,"Downres_DEq_MS_DM_vs_CM"
"GO:0030018","GO:0030018","Z disc","4/79","134/19944",0.0298507462686567,7.53599093141885,4.78725000128161,0.00198303617692468,0.0332894971727778,0.0256849247957503,"2318/3880/493/10398",4,"Downres_DEq_MS_DM_vs_CM"
"GO:0098858","GO:0098858","actin-based cell projection","5/79","231/19944",0.0216450216450216,5.46440900871281,4.30385974870484,0.00224349974423708,0.0332894971727778,0.0256849247957503,"54825/3675/960/10381/53841",5,"Downres_DEq_MS_DM_vs_CM"
"GO:0042383","GO:0042383","sarcolemma","4/79","139/19944",0.0287769784172662,7.26491212093616,4.67411577908115,0.00226577729448226,0.0332894971727778,0.0256849247957503,"2318/3880/493/633",4,"Downres_DEq_MS_DM_vs_CM"
"GO:0031674","GO:0031674","I band","4/79","150/19944",0.0266666666666667,6.73215189873418,4.4438668982876,0.00298338009437353,0.0407018284303817,0.0314040009934056,"2318/3880/493/10398",4,"Downres_DEq_MS_DM_vs_CM"
"GO:0031258","GO:0031258","lamellipodium membrane","2/79","24/19944",0.0833333333333333,21.0379746835443,6.19411526740767,0.00404088047634663,0.0478942996730255,0.0369534414672008,"1969/960",2,"Downres_DEq_MS_DM_vs_CM"
"GO:0005901","GO:0005901","caveola","3/79","81/19944",0.037037037037037,9.35021097046413,4.74877990949416,0.00408792932952938,0.0478942996730255,0.0369534414672008,"493/30846/29098",3,"Downres_DEq_MS_DM_vs_CM"
"GO:0030426","GO:0030426","growth cone","4/79","171/19944",0.0233918128654971,5.9053964023984,4.06256559103859,0.00475779213835863,0.0478942996730255,0.0369534414672008,"1627/4131/3675/10381",4,"Downres_DEq_MS_DM_vs_CM"
"GO:0001725","GO:0001725","stress fiber","3/79","86/19944",0.0348837209302326,8.80659405357668,4.57517356747331,0.00483459795655229,0.0478942996730255,0.0369534414672008,"22998/10398/54751",3,"Downres_DEq_MS_DM_vs_CM"
"GO:0097517","GO:0097517","contractile actin filament bundle","3/79","86/19944",0.0348837209302326,8.80659405357668,4.57517356747331,0.00483459795655229,0.0478942996730255,0.0369534414672008,"22998/10398/54751",3,"Downres_DEq_MS_DM_vs_CM"
"GO:0016460","GO:0016460","myosin II complex","2/79","27/19944",0.0740740740740741,18.7004219409283,5.80387493059483,0.00509962395849567,0.0478942996730255,0.0369534414672008,"22998/10398",2,"Downres_DEq_MS_DM_vs_CM"
"GO:0030427","GO:0030427","site of polarized growth","4/79","176/19944",0.0227272727272727,5.73762945914845,3.98107687407897,0.00526586540907611,0.0478942996730255,0.0369534414672008,"1627/4131/3675/10381",4,"Downres_DEq_MS_DM_vs_CM"
