"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa01200","hsa01200","Carbon metabolism","30/197","115/8773",2.82871189050068e-24,6.33631463472153e-22,4.85347408580643e-22,"3418/2653/38/1892/6888/7086/2023/189/7167/2805/4191/1738/847/2271/2806/8801/39/4190/5230/54363/29968/2597/2203/48/5223/2821/226/1373/50/25796",30
"hsa03050","hsa03050","Proteasome","16/197","46/8773",1.24583942908773e-15,1.39534016057826e-13,1.06879908916474e-13,"5687/5685/5684/5689/5686/5720/5688/5698/5683/5696/5682/5694/5691/5721/5693/5705",16
"hsa01230","hsa01230","Biosynthesis of amino acids","18/197","75/8773",3.01430624614848e-14,2.2506819971242e-12,1.72397164253405e-12,"3418/5009/6888/7086/2023/7167/2805/2806/95/5230/29968/435/2597/48/5223/226/1373/50",18
"hsa00630","hsa00630","Glyoxylate and dicarboxylate metabolism","11/197","30/8773",2.08483519034472e-11,1.16750770659304e-09,8.94284568489971e-10,"2653/38/189/4191/1738/847/39/4190/54363/48/50",11
"hsa05012","hsa05012","Parkinson disease","25/197","266/8773",1.03846386915199e-09,4.65231813380091e-08,3.56357075098472e-08,"84790/203068/7277/4706/5687/5685/5684/506/5689/5686/5688/5683/5682/11315/10131/5694/5691/54205/7295/5693/5705/7332/4729/7280/6647",25
"hsa00280","hsa00280","Valine, leucine and isoleucine degradation","11/197","48/8773",6.05661950513216e-09,2.26113794858267e-07,1.73198066550271e-07,"3155/38/3033/10449/1892/18/217/1738/39/36/11112",11
"hsa00020","hsa00020","Citrate cycle (TCA cycle)","9/197","30/8773",1.15093047947152e-08,3.68297753430886e-07,2.82107771659936e-07,"3418/4191/1738/2271/8801/4190/48/5106/50",9
"hsa05016","hsa05016","Huntington disease","25/197","306/8773",1.85002625160618e-08,5.1800735044973e-07,3.96781946068167e-07,"6648/7052/84790/203068/7277/4706/5687/5685/5684/506/5689/5686/5688/5683/5682/2878/5694/10488/5691/54205/5693/5705/4729/7280/6647",25
"hsa05020","hsa05020","Prion disease","23/197","272/8773",3.80477288572409e-08,9.46965696002439e-07,7.25354363009387e-07,"84790/203068/7277/4706/5687/5685/5684/506/5689/5686/5688/5683/5682/5694/10488/5691/54205/3312/5693/5705/4729/7280/6647",23
"hsa00270","hsa00270","Cysteine and methionine metabolism","10/197","52/8773",1.80693741665398e-07,4.04753981330493e-06,3.10032419910105e-06,"7263/2805/4191/2806/4190/29968/4357/2937/55256/2729",10
"hsa00010","hsa00010","Glycolysis / Gluconeogenesis","11/197","67/8773",2.37310468052322e-07,4.83250407670184e-06,3.70158911890225e-06,"2023/7167/217/1738/5230/2597/2203/5223/2821/226/5106",11
"hsa01210","hsa01210","2-Oxocarboxylic acid metabolism","8/197","33/8773",4.81037339483707e-07,8.97936367036253e-06,6.87799002946002e-06,"3418/189/2805/1738/2806/95/48/50",8
"hsa00620","hsa00620","Pyruvate metabolism","9/197","47/8773",7.87756718806073e-07,1.35736542317354e-05,1.03971129688575e-05,"38/4191/217/1738/2271/39/4190/2739/5106",9
"hsa00650","hsa00650","Butanoate metabolism","7/197","27/8773",1.5700293899026e-06,2.51204702384416e-05,1.9241713575498e-05,"622/3155/38/3033/1892/18/39",7
"hsa05014","hsa05014","Amyotrophic lateral sclerosis","24/197","364/8773",1.91854977606172e-06,2.86503433225216e-05,2.19455167367059e-05,"84790/203068/7277/4706/5687/5685/5684/506/5216/5689/5686/847/5688/5683/5682/2878/5694/5691/54205/5693/5705/4729/7280/6647",24
"hsa00071","hsa00071","Fatty acid degradation","8/197","43/8773",4.14372223347244e-06,5.80121112686142e-05,4.44359686878953e-05,"1632/38/3033/10449/1892/217/39/36",8
"hsa00220","hsa00220","Arginine biosynthesis","6/197","22/8773",6.56751300971337e-06,8.65366420103409e-05,6.62851158255901e-05,"5009/2805/2806/95/435/1373",6
"hsa00250","hsa00250","Alanine, aspartate and glutamate metabolism","7/197","37/8773",1.50460513754175e-05,0.000187239750449641,0.000143421425391407,"18/189/2805/2806/56954/435/1373",7
"hsa05017","hsa05017","Spinocerebellar ataxia","13/197","143/8773",1.8401052960627e-05,0.000216938729641076,0.000166170173550261,"5687/5685/5684/5689/5686/5688/5683/5682/5694/5691/54205/5693/5705",13
"hsa05022","hsa05022","Pathways of neurodegeneration - multiple diseases","26/197","476/8773",2.14528837695038e-05,0.000240272298218443,0.000184043160759427,"84790/203068/7277/4706/5687/5685/5684/506/5689/5686/847/5688/5683/5682/2878/11315/10131/5694/5691/54205/5693/5705/7332/4729/7280/6647",26
"hsa00260","hsa00260","Glycine, serine and threonine metabolism","7/197","40/8773",2.57355221399108e-05,0.000274512236159048,0.000210270180892504,"2653/189/1738/29958/29968/5223/2628",7
"hsa00380","hsa00380","Tryptophan metabolism","7/197","42/8773",3.58521072805755e-05,0.00036503963776586,0.000279612128551857,"38/3033/1892/217/1738/847/39",7
"hsa04142","hsa04142","Lysosome","12/197","132/8773",3.88413890441444e-05,0.000378281354169059,0.000289754984631375,"5660/5476/1508/3074/1520/3920/1509/3916/2517/3073/2799/1200",12
"hsa00030","hsa00030","Pentose phosphate pathway","6/197","31/8773",5.47539083436604e-05,0.000511036477874164,0.000391442414913011,"6888/7086/2203/2821/226/25796",6
"hsa04612","hsa04612","Antigen processing and presentation","9/197","78/8773",5.78221823132598e-05,0.000518086753526808,0.000396842767034162,"1508/811/821/1520/5720/3320/3326/5721/3312",9
