"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-909733","R-HSA-909733","Interferon alpha/beta signaling","17/39","72/10955",4.75918170449165e-28,1.28021987850825e-25,7.01353093293507e-26,"4938/9636/6772/4940/3669/3437/4599/684/10410/10379/5696/3429/3434/24138/4939/11274/3106",17
"R-HSA-913531","R-HSA-913531","Interferon Signaling","21/39","200/10955",4.98171395313852e-27,6.70040526697131e-25,3.67073659704944e-25,"4938/9636/6772/4940/6672/5610/3669/3437/4599/9246/684/10410/10379/5696/6737/3429/3434/24138/4939/11274/3106",21
"R-HSA-1169410","R-HSA-1169410","Antiviral mechanism by IFN-stimulated genes","10/39","80/10955",1.29357058457019e-13,1.1599016241646e-11,6.35438181894127e-12,"4938/9636/6772/4940/5610/4599/9246/3434/4939/11274",10
"R-HSA-877300","R-HSA-877300","Interferon gamma signaling","8/39","92/10955",9.02606875278177e-10,6.07003123624574e-08,3.32539375102486e-08,"4938/6772/4940/6672/10379/6737/4939/3106",8
"R-HSA-1169408","R-HSA-1169408","ISG15 antiviral mechanism","7/39","72/10955",5.11460412726708e-09,2.75165702046969e-07,1.50746226908924e-07,"9636/6772/5610/4599/9246/3434/11274",7
"R-HSA-983169","R-HSA-983169","Class I MHC mediated antigen processing & presentation","10/39","381/10955",5.93392470971581e-07,2.61956494188393e-05,1.43509720940618e-05,"151636/6891/9246/57674/6892/5698/6890/5696/6737/3106",10
"R-HSA-1236974","R-HSA-1236974","ER-Phagosome pathway","6/39","90/10955",6.81671174467937e-07,2.61956494188393e-05,1.43509720940618e-05,"6891/6892/5698/6890/5696/3106",6
"R-HSA-1236975","R-HSA-1236975","Antigen processing-Cross presentation","6/39","105/10955",1.69479087331306e-06,5.69873431151516e-05,3.12198318768195e-05,"6891/6892/5698/6890/5696/3106",6
"R-HSA-983170","R-HSA-983170","Antigen Presentation: Folding, assembly and peptide loading of class I MHC","4/39","29/10955",3.05518176359348e-06,9.13159882674052e-05,5.00263680588406e-05,"6891/6892/6890/3106",4
"R-HSA-9679506","R-HSA-9679506","SARS-CoV Infections","8/39","414/10955",8.52960249284141e-05,0.00229446307057434,0.00125699405157663,"9636/6772/54625/684/84875/64135/3106/53615",8
"R-HSA-936440","R-HSA-936440","Negative regulators of DDX58/IFIH1 signaling","3/39","35/10955",0.000252340702660527,0.00617087718324379,0.00338064099258122,"9636/9246/64135",3
"R-HSA-9694516","R-HSA-9694516","SARS-CoV-2 Infection","6/39","299/10955",0.000600297647015224,0.0134566722539246,0.00737207636685363,"9636/6772/54625/84875/64135/3106",6
"R-HSA-9683610","R-HSA-9683610","Maturation of nucleoprotein","2/39","11/10955",0.000665611696630713,0.0137128362582896,0.00751241274177476,"54625/84875",2
