"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-211859","R-HSA-211859","Biological oxidations","10/37","222/10955",2.05938142083826e-09,1.69538292269333e-07,1.38520008220056e-07,"348158/127/2939/2938/54659/54658/7365/10861/1595/2948",10
"R-HSA-156580","R-HSA-156580","Phase II - Conjugation of compounds","8/37","109/10955",2.25116082366033e-09,1.69538292269333e-07,1.38520008220056e-07,"348158/2939/2938/54659/54658/7365/10861/2948",8
"R-HSA-9748784","R-HSA-9748784","Drug ADME","8/37","110/10955",2.42197560384761e-09,1.69538292269333e-07,1.38520008220056e-07,"348158/2939/2938/54659/54658/213/7365/5243",8
"R-HSA-9749641","R-HSA-9749641","Aspirin ADME","5/37","44/10955",3.27663584629672e-07,1.72023381930578e-05,1.40550432354307e-05,"348158/54659/54658/213/7365",5
"R-HSA-9757110","R-HSA-9757110","Prednisone ADME","3/37","10/10955",4.18745850143269e-06,0.000175873257060173,0.000143695944364953,"54659/213/5243",3
"R-HSA-2426168","R-HSA-2426168","Activation of gene expression by SREBF (SREBP)","4/37","42/10955",1.1245325217672e-05,0.000340597346866618,0.000278282544056435,"2194/2222/3157/1595",4
"R-HSA-8957322","R-HSA-8957322","Metabolism of steroids","6/37","154/10955",1.13532448955539e-05,0.000340597346866618,0.000278282544056435,"2194/2222/3157/213/570/1595",6
"R-HSA-189483","R-HSA-189483","Heme degradation","3/37","15/10955",1.56936019158721e-05,0.000411957050291641,0.000336586462143045,"2938/54658/213",3
"R-HSA-8957275","R-HSA-8957275","Post-translational protein phosphorylation","5/37","108/10955",2.87704577839085e-05,0.000671310681624532,0.000548489429096736,"213/174/336/5265/197",5
"R-HSA-1655829","R-HSA-1655829","Regulation of cholesterol biosynthesis by SREBP (SREBF)","4/37","55/10955",3.32076943182327e-05,0.000697361580682886,0.000569774123565466,"2194/2222/3157/1595",4
"R-HSA-381426","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","5/37","125/10955",5.80737174780088e-05,0.0011086800609438,0.000905838846786166,"213/174/336/5265/197",5
"R-HSA-114608","R-HSA-114608","Platelet degranulation ","5/37","129/10955",6.74905686392396e-05,0.00118108495118669,0.000964996727034742,"213/350/5265/2/197",5
"R-HSA-156588","R-HSA-156588","Glucuronidation","3/37","25/10955",7.75049432058694e-05,0.00121310180501344,0.000991155860737802,"54659/54658/7365",3
"R-HSA-76005","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","5/37","134/10955",8.0873453667563e-05,0.00121310180501344,0.000991155860737802,"213/350/5265/2/197",5
"R-HSA-189445","R-HSA-189445","Metabolism of porphyrins","3/37","27/10955",9.81084774090806e-05,0.00128767376599418,0.00105208433011054,"2938/54658/213",3
"R-HSA-191273","R-HSA-191273","Cholesterol biosynthesis","3/37","27/10955",9.81084774090806e-05,0.00128767376599418,0.00105208433011054,"2222/3157/1595",3
"R-HSA-76002","R-HSA-76002","Platelet activation, signaling and aggregation","6/37","263/10955",0.000224895360940683,0.00273612489380091,0.0022355306149852,"213/350/5265/2/197/2786",6
"R-HSA-156590","R-HSA-156590","Glutathione conjugation","3/37","36/10955",0.000234524990897221,0.00273612489380091,0.0022355306149852,"2939/2938/2948",3
"R-HSA-196854","R-HSA-196854","Metabolism of vitamins and cofactors","5/37","191/10955",0.000423554147076289,0.00448358678273552,0.00366328143150822,"2194/5950/5948/336/4524",5
"R-HSA-975634","R-HSA-975634","Retinoid metabolism and transport","3/37","44/10955",0.00042700826502243,0.00448358678273552,0.00366328143150822,"5950/5948/336",3
"R-HSA-6806667","R-HSA-6806667","Metabolism of fat-soluble vitamins","3/37","48/10955",0.00055249456646869,0.0055249456646869,0.00451411600673666,"5950/5948/336",3
"R-HSA-2168880","R-HSA-2168880","Scavenging of heme from plasma","2/37","13/10955",0.000845738265889276,0.00807295617439764,0.00659594915502163,"213/259",2
"R-HSA-159418","R-HSA-159418","Recycling of bile acids and salts","2/37","18/10955",0.00164139832367764,0.0149866803466219,0.0122447563734304,"213/570",2
"R-HSA-8963898","R-HSA-8963898","Plasma lipoprotein assembly","2/37","19/10955",0.0018306084372212,0.0160178238256855,0.0130872445292569,"336/2",2
"R-HSA-174824","R-HSA-174824","Plasma lipoprotein assembly, remodeling, and clearance","3/37","75/10955",0.00202604944542677,0.0170188153415849,0.0139050972465079,"213/336/2",3
"R-HSA-9748787","R-HSA-9748787","Azathioprine ADME","2/37","24/10955",0.00292344690135179,0.0236124557416876,0.019292382385439,"2939/2938",2
"R-HSA-2187338","R-HSA-2187338","Visual phototransduction","3/37","106/10955",0.00538791070946578,0.0411518493334625,0.0336228142423779,"5950/5948/336",3
"R-HSA-5694530","R-HSA-5694530","Cargo concentration in the ER","2/37","33/10955",0.00548691324446166,0.0411518493334625,0.0336228142423779,"5265/10959",2
"R-HSA-8963899","R-HSA-8963899","Plasma lipoprotein remodeling","2/37","34/10955",0.00581750342713642,0.0421267489551258,0.0344193487703534,"213/336",2
"R-HSA-1989781","R-HSA-1989781","PPARA activates gene expression","3/37","117/10955",0.00708280538020962,0.0495796376614674,0.0405086763850585,"2222/3157/336",3
