"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-114608","R-HSA-114608","Platelet degranulation ","6/14","129/10955",6.59445889411542e-09,3.52553774779643e-07,1.65907658719832e-07,"5054/8407/7057/135228/2162/928",6
"R-HSA-76005","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","6/14","134/10955",8.29538293599161e-09,3.52553774779643e-07,1.65907658719832e-07,"5054/8407/7057/135228/2162/928",6
"R-HSA-76002","R-HSA-76002","Platelet activation, signaling and aggregation","6/14","263/10955",4.62104036900337e-07,1.30929477121762e-05,6.16138715867116e-06,"5054/8407/7057/135228/2162/928",6
"R-HSA-216083","R-HSA-216083","Integrin cell surface interactions","3/14","85/10955",0.000154276187068528,0.00327836897520623,0.00154276187068528,"3339/7057/3675",3
"R-HSA-2024096","R-HSA-2024096","HS-GAG degradation","2/14","22/10955",0.000345265518686911,0.00586951381767749,0.00276212414949529,"2990/3339",2
"R-HSA-1474244","R-HSA-1474244","Extracellular matrix organization","4/14","300/10955",0.000444035574238852,0.00629050396838373,0.00296023716159234,"5054/3339/7057/3675",4
"R-HSA-3000157","R-HSA-3000157","Laminin interactions","2/14","30/10955",0.00064638802315023,0.00784899742396707,0.00369364584657274,"3339/3675",2
"R-HSA-1638091","R-HSA-1638091","Heparan sulfate/heparin (HS-GAG) metabolism","2/14","55/10955",0.00216673071824671,0.0230215138813713,0.0108336535912335,"2990/3339",2
"R-HSA-3000171","R-HSA-3000171","Non-integrin membrane-ECM interactions","2/14","59/10955",0.00248920610168809,0.0235091687381653,0.0110631382297249,"3339/7057",2
"R-HSA-5668914","R-HSA-5668914","Diseases of metabolism","3/14","249/10955",0.00350760464778013,0.0298146395061311,0.0140304185911205,"2990/3339/7057",3
"R-HSA-3000178","R-HSA-3000178","ECM proteoglycans","2/14","76/10955",0.00409514848112943,0.0312898823979674,0.01472465054022,"5054/3339",2
"R-HSA-6806834","R-HSA-6806834","Signaling by MET","2/14","79/10955",0.00441739516206599,0.0312898823979674,0.01472465054022,"6692/3675",2
