"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"GO:0000470","GO:0000470","maturation of LSU-rRNA","9/110","27/18860",0.333333333333333,57.1515151515151,22.3634418800753,2.40236603964059e-14,3.30565567054545e-11,3.0674421116674e-11,"23560/6130/6129/117246/8886/23029/56342/11224/10412",9,"Downres_DEq_MS_BT_vs_BM1"
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis","22/110","496/18860",0.0443548387096774,7.60483870967742,11.4175901563844,9.7605934338058e-14,6.71528828245839e-11,6.23136833431918e-11,"23560/6130/55661/6129/6194/117246/8886/6155/23029/8602/10713/6732/55153/9790/56342/23195/83443/11224/6733/10412/64794/10171",22,"Downres_DEq_MS_BT_vs_BM1"
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","11/110","69/18860",0.159420289855072,27.3333333333333,16.7845797713692,2.19070205324598e-13,1.00480200842216e-10,9.32393540556973e-11,"23560/6130/6129/117246/8886/23029/55153/56342/23195/11224/10412",11,"Downres_DEq_MS_BT_vs_BM1"
"GO:0016072","GO:0016072","rRNA metabolic process","17/110","270/18860",0.062962962962963,10.7952861952862,12.4169334529746,3.16010900790779e-13,1.01530634257944e-10,9.42140906937619e-11,"23560/9555/6130/55661/6129/6194/117246/8886/6155/23029/55506/8602/9790/56342/11224/10412/10171",17,"Downres_DEq_MS_BT_vs_BM1"
"GO:0042254","GO:0042254","ribosome biogenesis","18/110","318/18860",0.0566037735849057,9.70497427101201,11.9910661895666,3.68933990762876e-13,1.01530634257944e-10,9.42140906937619e-11,"23560/6130/55661/6129/6194/117246/8886/6155/23029/8602/55153/9790/56342/23195/11224/10412/64794/10171",18,"Downres_DEq_MS_BT_vs_BM1"
"GO:0006364","GO:0006364","rRNA processing","15/110","223/18860",0.0672645739910314,11.5328169588259,12.118922347554,3.3560097165543e-12,6.893413022012e-10,6.39665697345514e-10,"23560/6130/55661/6129/6194/117246/8886/6155/23029/8602/9790/56342/11224/10412/10171",15,"Downres_DEq_MS_BT_vs_BM1"
"GO:0000463","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","7/110","17/18860",0.411764705882353,70.5989304812834,21.9890789885312,3.50682348503518e-12,6.893413022012e-10,6.39665697345514e-10,"23560/6129/117246/8886/23029/56342/11224",7,"Downres_DEq_MS_BT_vs_BM1"
"GO:0002181","GO:0002181","cytoplasmic translation","13/110","208/18860",0.0625,10.7159090909091,10.7921368422703,2.54220291286997e-10,4.37258901013635e-08,4.05748964909378e-08,"7555/6143/6137/6132/6141/6130/6124/6128/6129/6194/6155/6187/11224",13,"Downres_DEq_MS_BT_vs_BM1"
"GO:1902254","GO:1902254","negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator","4/110","24/18860",0.166666666666667,28.5757575757576,10.353656900114,1.0638282069821e-05,0.00162647512534152,0.00150926738604595,"50484/51499/4193/4282",4,"Downres_DEq_MS_BT_vs_BM1"
"GO:0072332","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","6/110","88/18860",0.0681818181818182,11.6900826446281,7.69878449236568,1.2611479601729e-05,0.00173533959319791,0.0016102868165155,"50484/51499/23612/4193/4282/29965",6,"Downres_DEq_MS_BT_vs_BM1"
"GO:0000460","GO:0000460","maturation of 5.8S rRNA","4/110","34/18860",0.117647058823529,20.1711229946524,8.56964875098269,4.43905148772748e-05,0.00555284986101183,0.00515269804269228,"117246/8602/10412/10171",4,"Downres_DEq_MS_BT_vs_BM1"
"GO:1902253","GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","4/110","37/18860",0.108108108108108,18.5356265356265,8.17772995626033,6.237221124259e-05,0.00715201355581699,0.00663662212607559,"50484/51499/4193/4282",4,"Downres_DEq_MS_BT_vs_BM1"
"GO:0000479","GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","3/110","17/18860",0.176470588235294,30.2566844919786,9.24335391058425,0.000123682023747015,0.0130495935576282,0.0121092082201676,"8602/9790/10171",3,"Downres_DEq_MS_BT_vs_BM1"
"GO:1901797","GO:1901797","negative regulation of signal transduction by p53 class mediator","4/110","45/18860",0.0888888888888889,15.240404040404,7.32540252806162,0.000135752379403364,0.0130495935576282,0.0121092082201676,"50484/51499/4193/4282",4,"Downres_DEq_MS_BT_vs_BM1"
"GO:0034384","GO:0034384","high-density lipoprotein particle clearance","3/110","18/18860",0.166666666666667,28.5757575757576,8.96510214406431,0.00014778896582032,0.0130495935576282,0.0121092082201676,"55937/345/344",3,"Downres_DEq_MS_BT_vs_BM1"
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","7/110","196/18860",0.0357142857142857,6.12337662337662,5.52251611654428,0.000151739459972421,0.0130495935576282,0.0121092082201676,"50484/51499/23612/4193/4282/90809/29965",7,"Downres_DEq_MS_BT_vs_BM1"
"GO:0042771","GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","4/110","48/18860",0.0833333333333333,14.2878787878788,7.06014837603843,0.000174919451644525,0.014158186203698,0.0131379129934866,"51499/23612/4282/29965",4,"Downres_DEq_MS_BT_vs_BM1"
"GO:0006119","GO:0006119","oxidative phosphorylation","6/110","148/18860",0.0405405405405405,6.95085995085995,5.5667987324957,0.000231103549186437,0.0172239844161038,0.0159827823567426,"9555/4706/1337/9377/4509/1350",6,"Downres_DEq_MS_BT_vs_BM1"
"GO:0043691","GO:0043691","reverse cholesterol transport","3/110","21/18860",0.142857142857143,24.4935064935065,8.2505633410067,0.000237831180164225,0.0172239844161038,0.0159827823567426,"55937/345/344",3,"Downres_DEq_MS_BT_vs_BM1"
"GO:0000466","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","3/110","23/18860",0.130434782608696,22.3636363636364,7.85214413623232,0.000314013422229012,0.0205753556660534,0.0190926456723705,"117246/8602/10171",3,"Downres_DEq_MS_BT_vs_BM1"
"GO:0006123","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","3/110","23/18860",0.130434782608696,22.3636363636364,7.85214413623232,0.000314013422229012,0.0205753556660534,0.0190926456723705,"1337/9377/1350",3,"Downres_DEq_MS_BT_vs_BM1"
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","5/110","123/18860",0.040650406504065,6.96969696969697,5.08756358826044,0.000770885605549777,0.0482153906016588,0.0447408727048746,"50484/51499/4193/4282/90809",5,"Downres_DEq_MS_BT_vs_BM1"
