Significant	-Log(P-value)	Difference	Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	Symbol color	Symbol type	Symbol size	Show label	S:\LUMOS\2024_04\240419_Zabransky\240419_B_1.mzML	S:\LUMOS\2024_04\240419_Zabransky\240419_B_2.mzML	S:\LUMOS\2024_04\240419_Zabransky\240419_B_3.mzML	S:\LUMOS\2024_04\240419_Zabransky\240419_B_4.mzML	S:\LUMOS\2024_04\240419_Zabransky\240419_BM_1.mzML	S:\LUMOS\2024_04\240419_Zabransky\240419_BM_2.mzML	S:\LUMOS\2024_04\240419_Zabransky\240419_BM_3.mzML	S:\LUMOS\2024_04\240419_Zabransky\240419_BM_4.mzML	S:\LUMOS\2024_04\240419_Zabransky\240419_C_1.mzML	S:\LUMOS\2024_04\240419_Zabransky\240419_C_2.mzML	S:\LUMOS\2024_04\240419_Zabransky\240419_C_3.mzML	S:\LUMOS\2024_04\240419_Zabransky\240419_C_4.mzML	S:\LUMOS\2024_04\240419_Zabransky\240419_CM_1.mzML	S:\LUMOS\2024_04\240419_Zabransky\240419_CM_2_20240422200329.mzML	S:\LUMOS\2024_04\240419_Zabransky\240419_CM_3.mzML	S:\LUMOS\2024_04\240419_Zabransky\240419_CM_4.mzML
	0.629151160161498	0.116007328033447	A0A024R4E5;C9J5E5;C9JBS3;C9JEJ8;C9JES8;C9JHN6;C9JHS7;C9JHZ8;C9JIZ1;C9JK79;C9JT62;C9JZI8	C9JIZ1;C9JHN6;C9J5E5;C9JK79;C9JZI8;A0A024R4E5;C9JEJ8;C9JHS7;C9JHZ8;C9JBS3;C9JT62;C9JES8	A0A024R4E5_HUMAN;C9J5E5_HUMAN;C9JBS3_HUMAN;C9JEJ8_HUMAN;C9JES8_HUMAN;C9JHN6_HUMAN;C9JHS7_HUMAN;C9JHZ8_HUMAN;C9JIZ1_HUMAN;C9JK79_HUMAN;C9JT62_HUMAN;C9JZI8_HUMAN	HDLBP	High density lipoprotein binding protein (Vigilin), isoform CRA_a	Color2 [DarkGray]	1	4		19.0270900726318	19.0653076171875	19.0413780212402	18.8871097564697	18.9420928955078	18.9994888305664	19.0197582244873	18.9425430297852	18.6665191650391	18.7874698638916	18.1133193969727	18.8136310577393	18.6583786010742	18.7777042388916	19.0125503540039	18.9912204742432
	1.39351635452389	-0.192238807678223	A0A024R6I7;A0A0G2JRN3	A0A024R6I7;A0A0G2JRN3	A0A024R6I7_HUMAN;A0A0G2JRN3_HUMAN	SERPINA1	Alpha-1-antitrypsin	Color2 [DarkGray]	1	4		19.9699764251709	19.9920864105225	20.1572132110596	20.1030445098877	19.8812999725342	19.7003898620605	19.730655670166	19.6461391448975	20.1345443725586	20.1917877197266	20.2803344726563	20.1226253509521	20.008975982666	19.7752590179443	19.9460372924805	19.9971675872803
	1.4228561874861	-0.278114318847656	A0A087WSW7	A0A087WSW7	A0A087WSW7_HUMAN	HELLS	Helicase, lymphoid-specific, isoform CRA_d	Color2 [DarkGray]	1	4		17.5364894866943	17.7937755584717	17.5496501922607	17.7185592651367	17.5875434875488	17.5985622406006	17.4356060028076	17.5424194335938	18.4065284729004	18.3312187194824	18.3880176544189	18.1898441314697	17.9481964111328	17.9052753448486	17.8957462310791	17.5273704528809
	1.42328048058311	0.276057720184326	A0A087WT39;V9GYI1	V9GYI1;A0A0J9YYD9;A0A087WT39;A0A087WZP9	A0A087WT39_HUMAN;V9GYI1_HUMAN	LIME1	Lck-interacting transmembrane adapter 1	Color2 [DarkGray]	1	4		18.02854347229	17.8378620147705	17.9049701690674	17.8393020629883	18.3446254730225	18.099573135376	17.8994636535645	18.1730766296387	17.3835697174072	17.3025760650635	17.6078796386719	17.6695079803467	17.7425193786621	17.9131298065186	17.8058128356934	17.9510459899902
	0.378188365257195	0.11547064781189	A0A087WTA5	A0A087WTA5	A0A087WTA5_HUMAN	EIF2B4	Translation initiation factor eIF-2B subunit delta	Color2 [DarkGray]	1	4		15.93150806427	15.7398910522461	15.9000415802002	16.1247062683105	16.1028690338135	15.9801168441772	16.1747989654541	16.0335750579834	15.9079284667969	16.0493030548096	16.0955066680908	16.2952213287354	15.7132120132446	16.2292442321777	15.7748689651489	16.1121520996094
	0.922542363732442	-1.07236289978027	A0A087WU25	A0A087WU25	A0A087WU25_HUMAN	ACSM2B	Acyl-coenzyme A synthetase ACSM2B, mitochondrial (Fragment)	Color2 [DarkGray]	1	4		15.8388385772705	15.1853075027466	16.2399654388428	14.714207649231	15.1292123794556	15.2024202346802	15.8385105133057	14.1350030899048	15.4865589141846	15.8540067672729	19.3550758361816	14.3948268890381	15.3028793334961	16.2306613922119	15.6107969284058	17.4502601623535
	0.385292146690075	-0.0399441719055176	A0A087WWI0	A0A087WWI0	A0A087WWI0_HUMAN	LRMDA	Leucine-rich melanocyte differentiation-associated protein	Color2 [DarkGray]	1	4		18.2748870849609	18.1973171234131	18.4273586273193	18.3012943267822	18.4248542785645	18.321985244751	18.2386798858643	18.3670558929443	18.3027992248535	18.1798419952393	18.3215370178223	18.2952480316162	18.4408740997314	18.3661079406738	18.3334617614746	18.3719081878662
	0.207423577577384	0.0253891944885254	A0A087WWU8	A0A087WWU8;J3KN67	A0A087WWU8_HUMAN	TPM3	Tropomyosin alpha-3 chain	Color2 [DarkGray]	1	4		22.8425178527832	22.79931640625	22.7590351104736	22.840799331665	22.7373142242432	22.7623825073242	22.8657646179199	22.7293472290039	22.7601566314697	22.7818908691406	22.7377090454102	22.7435169219971	22.7367095947266	22.7948551177979	22.6484909057617	22.813196182251
	0.512433075052379	-0.101117610931396	A0A087X2D8	A0A087X2D8	A0A087X2D8_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	Color2 [DarkGray]	1	4		17.8147888183594	17.615213394165	17.949125289917	17.9576740264893	17.930835723877	17.8130931854248	17.6282825469971	17.8428535461426	17.722620010376	17.8853397369385	17.8925361633301	17.9407730102539	18.0690040588379	17.9453296661377	17.7860145568848	17.8191871643066
	0.0654120849428735	-0.0262870788574219	A0A096LNZ0;A0A096LP25	Q6ZSR9;A0A096LNZ0;A0A096LP25	A0A096LNZ0_HUMAN;A0A096LP25_HUMAN	AAK1	AP2-associated protein kinase 1 (Fragment)	Color2 [DarkGray]	1	4		16.9471569061279	16.5098495483398	16.4885368347168	17.1947383880615	16.9172096252441	16.5192108154297	16.5822162628174	17.0485401153564	16.449951171875	16.6547889709473	16.6196041107178	16.9541053771973	16.8021755218506	16.7503795623779	16.6591453552246	16.9606246948242
