"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-8963898","R-HSA-8963898","Plasma lipoprotein assembly","4/20","19/10955",3.07649994799472e-08,5.44540490795065e-06,3.98325782740369e-06,"345/335/344/341",4
"R-HSA-8963888","R-HSA-8963888","Chylomicron assembly","3/20","10/10955",6.19409667309057e-07,2.74088777784258e-05,2.004931291553e-05,"345/335/344",3
"R-HSA-8963901","R-HSA-8963901","Chylomicron remodeling","3/20","10/10955",6.19409667309057e-07,2.74088777784258e-05,2.004931291553e-05,"345/335/344",3
"R-HSA-8964058","R-HSA-8964058","HDL remodeling","3/20","10/10955",6.19409667309057e-07,2.74088777784258e-05,2.004931291553e-05,"345/335/344",3
"R-HSA-9024446","R-HSA-9024446","NR1H2 and NR1H3-mediated signaling","4/20","47/10955",1.3700931278286e-06,4.85012967251326e-05,3.54782009942986e-05,"2194/344/5105/341",4
"R-HSA-174824","R-HSA-174824","Plasma lipoprotein assembly, remodeling, and clearance","4/20","75/10955",9.03512775558532e-06,0.000266536268789767,0.000194968546304736,"345/335/344/341",4
"R-HSA-8963899","R-HSA-8963899","Plasma lipoprotein remodeling","3/20","34/10955",3.00364189438491e-05,0.000759492307580185,0.000555560831592999,"345/335/344",3
"R-HSA-975634","R-HSA-975634","Retinoid metabolism and transport","3/20","44/10955",6.57079356275908e-05,0.00143325050928609,0.00104840804425922,"345/335/344",3
"R-HSA-114608","R-HSA-114608","Platelet degranulation ","4/20","129/10955",7.68177899406876e-05,0.00143325050928609,0.00104840804425922,"335/6694/7018/7273",4
"R-HSA-6806667","R-HSA-6806667","Metabolism of fat-soluble vitamins","3/20","48/10955",8.54124633180551e-05,0.00143325050928609,0.00104840804425922,"345/335/344",3
"R-HSA-76005","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","4/20","134/10955",8.90720655488528e-05,0.00143325050928609,0.00104840804425922,"335/6694/7018/7273",4
"R-HSA-196854","R-HSA-196854","Metabolism of vitamins and cofactors","4/20","191/10955",0.000348559868808737,0.00514125806492888,0.00376077753188375,"2194/345/335/344",4
"R-HSA-2187338","R-HSA-2187338","Visual phototransduction","3/20","106/10955",0.000890480808066643,0.0118862157482214,0.00869464488273107,"345/335/344",3
"R-HSA-8957275","R-HSA-8957275","Post-translational protein phosphorylation","3/20","108/10955",0.000940152658051408,0.0118862157482214,0.00869464488273107,"335/6694/7018",3
"R-HSA-76002","R-HSA-76002","Platelet activation, signaling and aggregation","4/20","263/10955",0.00116136231253506,0.0137040752879137,0.0100243904871447,"335/6694/7018/7273",4
"R-HSA-381426","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","3/20","125/10955",0.00143459175829134,0.0158701713260979,0.0116088675177523,"335/6694/7018",3
"R-HSA-9006931","R-HSA-9006931","Signaling by Nuclear Receptors","4/20","298/10955",0.00184198478201504,0.018908174298207,0.0138311355258963,"2194/344/5105/341",4
"R-HSA-8964043","R-HSA-8964043","Plasma lipoprotein clearance","2/20","37/10955",0.0020296910263612,0.018908174298207,0.0138311355258963,"335/341",2
"R-HSA-9029569","R-HSA-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux","2/20","37/10955",0.0020296910263612,0.018908174298207,0.0138311355258963,"344/341",2
