"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-8957275","R-HSA-8957275","Post-translational protein phosphorylation","13/72","108/10955",1.73441468530203e-13,5.96638651743898e-11,4.56424917184745e-11,"2243/348/116519/2335/2266/2719/335/4148/338/7018/6694/3698/336",13
"R-HSA-381426","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","13/72","125/10955",1.18355176869895e-12,2.0357090421622e-10,1.55730495881441e-10,"2243/348/116519/2335/2266/2719/335/4148/338/7018/6694/3698/336",13
"R-HSA-8963901","R-HSA-8963901","Chylomicron remodeling","6/72","10/10955",1.34048787825739e-11,1.53709276706848e-09,1.17586655987491e-09,"348/116519/335/338/344/336",6
"R-HSA-8963899","R-HSA-8963899","Plasma lipoprotein remodeling","8/72","34/10955",3.69802841116420e-11,3.18030443360122e-09,2.4329134283975e-09,"348/116519/335/338/344/4018/336/9388",8
"R-HSA-174824","R-HSA-174824","Plasma lipoprotein assembly, remodeling, and clearance","9/72","75/10955",1.21519410140015e-09,8.360535417633e-08,6.39575842842182e-08,"348/116519/335/338/341/344/4018/336/9388",9
"R-HSA-8963898","R-HSA-8963898","Plasma lipoprotein assembly","6/72","19/10955",1.65303664058179e-09,9.4774100726689e-08,7.25016070430608e-08,"348/335/338/341/344/336",6
"R-HSA-8963888","R-HSA-8963888","Chylomicron assembly","5/72","10/10955",2.61627271434798e-09,1.28571116247958e-07,9.83561170807512e-08,"348/335/338/344/336",5
"R-HSA-114608","R-HSA-114608","Platelet degranulation ","10/72","129/10955",1.04252695075246e-08,4.4828658882356e-07,3.42936496958048e-07,"2243/7057/2244/2335/2266/335/3959/7018/6694/83706",10
"R-HSA-76005","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","10/72","134/10955",1.50631472984743e-08,5.7574696340835e-07,4.4044290346416e-07,"2243/7057/2244/2335/2266/335/3959/7018/6694/83706",10
"R-HSA-8964058","R-HSA-8964058","HDL remodeling","4/72","10/10955",3.49601521676119e-07,1.18171282675832e-05,9.04003080445474e-06,"348/335/344/9388",4
"R-HSA-975634","R-HSA-975634","Retinoid metabolism and transport","6/72","44/10955",3.77873287626208e-07,1.18171282675832e-05,9.04003080445474e-06,"348/2719/335/338/344/336",6
"R-HSA-6806667","R-HSA-6806667","Metabolism of fat-soluble vitamins","6/72","48/10955",6.43442893177724e-07,1.84453629377614e-05,1.41105897626694e-05,"348/2719/335/338/344/336",6
"R-HSA-216083","R-HSA-216083","Integrin cell surface interactions","7/72","85/10955",1.29170378661438e-06,3.41804694304113e-05,2.61478499314652e-05,"4060/2243/7057/2244/2335/2266/1291",7
"R-HSA-354194","R-HSA-354194","GRB2:SOS provides linkage to MAPK signaling for Integrins ","4/72","15/10955",2.21658485029089e-06,5.08336792333377e-05,3.88874535138752e-05,"2243/2244/2335/2266",4
