"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-6798695","R-HSA-6798695","Neutrophil degranulation","31/178","481/10955",3.48602071665572e-11,2.16830488575986e-08,1.8861206824853e-08,"10970/3685/8876/23385/6282/290/2040/3958/966/3482/51071/2934/51125/6386/1265/2896/6286/961/960/8560/8673/10159/22875/79888/53831/684/140885/7097/6317/374395/2171",31
"R-HSA-3000170","R-HSA-3000170","Syndecan interactions","8/178","27/10955",7.08018310806523e-09,2.20193694660829e-06,1.91537585133975e-06,"3685/3688/3655/3673/3371/3693/3690/6385",8
"R-HSA-1474244","R-HSA-1474244","Extracellular matrix organization","19/178","300/10955",3.9673253003712e-07,8.22558778943629e-05,7.15510598031859e-05,"3685/3688/3655/23385/3673/977/3678/649/3371/3693/8754/5352/3690/4323/6385/961/960/4015/351",19
"R-HSA-216083","R-HSA-216083","Integrin cell surface interactions","10/178","85/10955",1.0876214236721e-06,0.000169125131381012,0.000147115108359858,"3685/3688/3655/3673/3678/3371/3693/3690/961/960",10
"R-HSA-202733","R-HSA-202733","Cell surface interactions at the vascular wall","12/178","137/10955",2.2258504961879e-06,0.000276895801725775,0.000240860453692754,"3685/3688/3655/2734/857/3678/3690/6385/961/960/2817/140885",12
"R-HSA-3000171","R-HSA-3000171","Non-integrin membrane-ECM interactions","8/178","59/10955",4.53983730252093e-06,0.000470629800361337,0.000409381819911537,"3685/3688/3655/3673/3371/3693/3690/6385",8
"R-HSA-1566948","R-HSA-1566948","Elastic fibre formation","6/178","44/10955",7.15114486790949e-05,0.00635430301119957,0.0055273510708353,"3685/3688/3678/3693/3690/4015",6
"R-HSA-9013026","R-HSA-9013026","RHOB GTPase cycle","7/178","70/10955",0.00013446914542747,0.0104549760569858,0.00909436062496312,"284119/2040/2319/7037/857/10211/4162",7
"R-HSA-199992","R-HSA-199992","trans-Golgi Network Vesicle Budding","7/178","72/10955",0.000160801050125426,0.0111131392420017,0.00966687014789112,"3482/7037/4074/26258/8673/351/130340",7
"R-HSA-9013106","R-HSA-9013106","RHOC GTPase cycle","7/178","74/10955",0.000191160345814993,0.0118901735096925,0.0103427808156743,"284119/2040/2319/7037/857/10211/4162",7
"R-HSA-3000178","R-HSA-3000178","ECM proteoglycans","7/178","76/10955",0.000225991520404129,0.0127787932446698,0.0111157551662892,"3685/3688/3673/3371/3693/3690/351",7
"R-HSA-445144","R-HSA-445144","Signal transduction by L1","4/178","21/10955",0.000324866521864958,0.016838914716667,0.0146474905472446,"3685/3688/3678/3690",4
"R-HSA-8957275","R-HSA-8957275","Post-translational protein phosphorylation","8/178","108/10955",0.000366819573537447,0.0175509057492533,0.0152668227367002,"10970/4240/3371/51280/351/334/3491/11098",8
"R-HSA-9660826","R-HSA-9660826","Purinergic signaling in leishmaniasis infection","4/178","26/10955",0.000761650799077592,0.0300391298187756,0.0261298235350324,"5025/4907/3606/351",4
"R-HSA-9664424","R-HSA-9664424","Cell recruitment (pro-inflammatory response)","4/178","26/10955",0.000761650799077592,0.0300391298187756,0.0261298235350324,"5025/4907/3606/351",4
"R-HSA-445355","R-HSA-445355","Smooth Muscle Contraction","5/178","45/10955",0.000772710734888119,0.0300391298187756,0.0261298235350324,"7171/3693/7168/10398/301",5
"R-HSA-381426","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","8/178","125/10955",0.000970653064277707,0.035514482704749,0.0308926114575072,"10970/4240/3371/51280/351/334/3491/11098",8
"R-HSA-879415","R-HSA-879415","Advanced glycosylation endproduct receptor signaling","3/178","13/10955",0.00106996366442227,0.0369731888483697,0.0321614809071959,"6288/3958/351",3
"R-HSA-3000157","R-HSA-3000157","Laminin interactions","4/178","30/10955",0.00132731358460104,0.043452055243255,0.0377971846252041,"3685/3688/3655/3673",4
