"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-8963888","R-HSA-8963888","Chylomicron assembly","1/3","10/10955",0.00273622614977853,0.019294072962552,0.00312454622875335,"344",1
"R-HSA-8963901","R-HSA-8963901","Chylomicron remodeling","1/3","10/10955",0.00273622614977853,0.019294072962552,0.00312454622875335,"344",1
"R-HSA-8964058","R-HSA-8964058","HDL remodeling","1/3","10/10955",0.00273622614977853,0.019294072962552,0.00312454622875335,"344",1
"R-HSA-879518","R-HSA-879518","Transport of organic anions","1/3","11/10955",0.00300957391785062,0.019294072962552,0.00312454622875335,"11309",1
"R-HSA-189483","R-HSA-189483","Heme degradation","1/3","15/10955",0.0041024654967392,0.019294072962552,0.00312454622875335,"11309",1
"R-HSA-8963889","R-HSA-8963889","Assembly of active LPL and LIPC lipase complexes","1/3","19/10955",0.00519455810530245,0.019294072962552,0.00312454622875335,"344",1
"R-HSA-8963898","R-HSA-8963898","Plasma lipoprotein assembly","1/3","19/10955",0.00519455810530245,0.019294072962552,0.00312454622875335,"344",1
"R-HSA-189445","R-HSA-189445","Metabolism of porphyrins","1/3","27/10955",0.00737634758007355,0.0226864945683545,0.00367392624588737,"11309",1
"R-HSA-8963899","R-HSA-8963899","Plasma lipoprotein remodeling","1/3","34/10955",0.00928279454513214,0.0226864945683545,0.00367392624588737,"344",1
"R-HSA-9029569","R-HSA-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux","1/3","37/10955",0.0100990954194666,0.0226864945683545,0.00367392624588737,"344",1
"R-HSA-425397","R-HSA-425397","Transport of vitamins, nucleosides, and related molecules","1/3","43/10955",0.0117303517405269,0.0226864945683545,0.00367392624588737,"11309",1
"R-HSA-9749641","R-HSA-9749641","Aspirin ADME","1/3","44/10955",0.0120020534400119,0.0226864945683545,0.00367392624588737,"11309",1
"R-HSA-975634","R-HSA-975634","Retinoid metabolism and transport","1/3","44/10955",0.0120020534400119,0.0226864945683545,0.00367392624588737,"344",1
"R-HSA-9024446","R-HSA-9024446","NR1H2 and NR1H3-mediated signaling","1/3","47/10955",0.0128168597371501,0.0226864945683545,0.00367392624588737,"344",1
"R-HSA-6806667","R-HSA-6806667","Metabolism of fat-soluble vitamins","1/3","48/10955",0.0130883622509738,0.0226864945683545,0.00367392624588737,"344",1
"R-HSA-174824","R-HSA-174824","Plasma lipoprotein assembly, remodeling, and clearance","1/3","75/10955",0.020400126347755,0.0331502053151019,0.00536845430204079,"344",1
"R-HSA-2187338","R-HSA-2187338","Visual phototransduction","1/3","106/10955",0.0287504743135657,0.0408124316390365,0.00660930067028931,"344",1
"R-HSA-8957275","R-HSA-8957275","Post-translational protein phosphorylation","1/3","108/10955",0.029287570816339,0.0408124316390365,0.00660930067028931,"6694",1
"R-HSA-9748784","R-HSA-9748784","Drug ADME","1/3","110/10955",0.0298244692746805,0.0408124316390365,0.00660930067028931,"11309",1
"R-HSA-381426","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","1/3","125/10955",0.03384489873216,0.0428430559843774,0.0069381467181178,"6694",1
"R-HSA-114608","R-HSA-114608","Platelet degranulation ","1/3","129/10955",0.0349151341449474,0.0428430559843774,0.0069381467181178,"6694",1
"R-HSA-76005","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","1/3","134/10955",0.0362518166021655,0.0428430559843774,0.0069381467181178,"6694",1
