"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1BM_vs_D1C","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
0.45009398475,9.558224082125,5.77654250167111,0.000616734932151544,0.00446219634601319,-1.05396541947098,"KC1G3_HUMAN",15,5.89917505317432,0.000419015740585144,0.00310631809797025,0.45009398475,"Non-significant",2.50775407303775,"CSNK1G3","KC1G3_HUMAN"
0.216007470000003,11.1765738725,5.46493219208223,0.000860002620997031,0.00562807615868321,-1.4221295954798,"ADA10_HUMAN",36,5.89800201584455,0.000419553055525008,0.00310756828209164,0.216007470000003,"Non-significant",2.50757931989957,"ADAM10","ADA10_HUMAN"
0.626886843249999,9.847388028375,5.95417654231435,0.000513044649784735,0.00386802625495128,-0.849829490308186,"PXMP4_HUMAN",8,5.89055483667993,0.000422982087569276,0.00313003128596573,0.626886843249999,"Up in D1C",2.50445132147771,"PXMP4","PXMP4_HUMAN"
-1.802174568,8.097521305,-5.70424835250005,0.000665458636465296,0.00467429237230498,-1.13822626504735,"NOTC3_HUMAN",11,-5.88953163316036,0.000423455634500993,0.00313003128596573,-1.802174568,"Up in D1BM",2.50445132147771,"NOTCH3","NOTC3_HUMAN"
0.468636274250002,9.552509427125,5.8110095952969,0.000594914579505942,0.00433034109728461,-1.01403503587464,"LYAR_HUMAN",13,5.88900453208258,0.000423699809857267,0.00313003128596573,0.468636274250002,"Non-significant",2.50445132147771,"LYAR","LYAR_HUMAN"
-0.230269909999997,10.84271145,-5.85233861927304,0.000569876264371811,0.00419242374968289,-0.96635975110083,"SHPS1_HUMAN",17,-5.88819432875574,0.0004240754335875,0.00313006289816903,-0.230269909999997,"Non-significant",2.50444693527998,"SIRPA","SHPS1_HUMAN"
0.1734752625,10.88574337875,5.30966080038313,0.0010197686006741,0.00637417930253016,-1.61048926510641,"GPAT1_HUMAN",39,5.88364053515717,0.000426193508443009,0.00314294407932294,0.1734752625,"Non-significant",2.50266334607676,"GPAM","GPAT1_HUMAN"
0.204554792499998,12.89225804875,5.97401928519532,0.000502723323465297,0.0038189605549394,-0.827279419684906,"NUCG_HUMAN",16,5.88153994635678,0.000427174479730755,0.00314742455389032,0.204554792499998,"Non-significant",2.50204467145737,"ENDOG","NUCG_HUMAN"
0.43145799675,8.294381141625,5.99642436302493,0.000491346631509496,0.00376848112556282,-0.801877945431681,"AB17B_HUMAN",10,5.87319671621932,0.000431095469151102,0.00317354035761977,0.43145799675,"Non-significant",2.49845597443207,"ABHD17B","AB17B_HUMAN"
-2.482498288,7.7793800235,-5.71138456421175,0.000660463298640196,0.00465472002026607,-1.12987810682356,"CD109_HUMAN",5,-5.87098058826005,0.000432143636582729,0.00317577998854958,-2.482498288,"Up in D1BM",2.4981495922237,"CD109","CD109_HUMAN"
0.147366762500001,11.23947084125,5.1846794793453,0.00117243105675086,0.00706459876071923,-1.76452473594375,"VPS51_HUMAN",38,5.87096031462317,0.000432153238446597,0.00317577998854958,0.147366762500001,"Non-significant",2.4981495922237,"VPS51","VPS51_HUMAN"
-0.248927827500001,11.11130011125,-5.61042253092482,0.000735202226055865,0.00501376987332111,-1.24861638653844,"GPC1_HUMAN",24,-5.87002403969088,0.000432596927695032,0.00317627134454828,-0.248927827500001,"Non-significant",2.49808240347219,"GPC1","GPC1_HUMAN"
-0.404273748250006,8.750646948875,-7.11486790450747,0.000168433383260143,0.00187298811015797,0.388981124321427,"MT21D_HUMAN",6,-5.86189825009347,0.000436468855287869,0.00320191121081066,-0.404273748250006,"Non-significant",2.4945907152617,"VCPKMT","MT21D_HUMAN"
0.4620063325,15.74393594125,5.93719401073262,0.000522066117216775,0.00392274770244316,-0.869169207122443,"RL23A_HUMAN",10,5.85964559241873,0.000437549012893694,0.00320621793698437,0.4620063325,"Non-significant",2.49400696058049,"RPL23A","RL23A_HUMAN"
0.0999271875000005,15.66158306625,4.95431593564313,0.00152475446892117,0.00861982254764353,-2.05418079684209,"AL8A1_HUMAN",30,5.85908831321928,0.000437816685902125,0.00320621793698437,0.0999271875000005,"Non-significant",2.49400696058049,"ALDH8A1","AL8A1_HUMAN"
0.175382852499999,11.41179716625,6.05609664022155,0.000462422820525792,0.00361909187949108,-0.734537008143016,"CYRIB_HUMAN",16,5.85278607692412,0.000440856411624628,0.00322567594929166,0.175382852499999,"Non-significant",2.49137926388546,"CYRIB","CYRIB_HUMAN"
0.0876145374999986,13.68017292125,4.32964987734269,0.0032300781922669,0.0147568179309581,-2.87768915703529,"DDX46_HUMAN",55,5.85189223708139,0.00044128941820288,0.00322604380401741,0.0876145374999986,"Non-significant",2.49132973994957,"DDX46","DDX46_HUMAN"
0.146451469999999,13.8636057375,6.84214403298723,0.000215990310913727,0.00217253261419069,0.111942831131735,"RAB21_HUMAN",14,5.84615834727422,0.000444078313103767,0.00324361880515741,0.146451469999999,"Non-significant",2.48897019038695,"RAB21","RAB21_HUMAN"
0.444593905499998,9.94600748975,5.63584612603418,0.000715533111229658,0.00490343788175186,-1.21858845744554,"ST7_HUMAN",22,5.84018680129976,0.000447003521322946,0.00325986158618723,0.444593905499998,"Non-significant",2.48680083969625,"ST7","ST7_HUMAN"
0.6245286465,7.47015762325,7.39340755092265,0.000131644748321111,0.00160004738060929,0.663683792409179,"SR5A3_HUMAN",3,5.84004026244095,0.000447075571673086,0.00325986158618723,0.6245286465,"Up in D1C",2.48680083969625,"SRD5A3","SR5A3_HUMAN"
-2.4628876445,8.55782514825,-5.64728995816238,0.000706871173084322,0.00486346738433073,-1.20510029339936,"ECM1_HUMAN",10,-5.8350242182509,0.000449549618954042,0.00327039093893542,-2.4628876445,"Up in D1BM",2.48540032915189,"ECM1","ECM1_HUMAN"
0.115005969999999,14.764488935,5.12007376105377,0.00126115388832671,0.00745056883502683,-1.84500449992828,"CPNE3_HUMAN",29,5.8349539863296,0.000449584366433601,0.00327039093893542,0.115005969999999,"Non-significant",2.48540032915189,"CPNE3","CPNE3_HUMAN"
0.198604104999998,11.831656935,5.5703861153638,0.000767407582128911,0.00516651638160111,-1.29607929347407,"SYYM_HUMAN",23,5.83475343945271,0.000449683604013068,0.00327039093893542,0.198604104999998,"Non-significant",2.48540032915189,"YARS2","SYYM_HUMAN"
0.151691199999998,10.63397944,6.02067735609996,0.000479354236808056,0.00371026341786511,-0.774453567554155,"MSPD2_HUMAN",17,5.8320264589565,0.000451035413827448,0.00327739439926859,0.151691199999998,"Non-significant",2.4844712927893,"MOSPD2","MSPD2_HUMAN"
0.403826236749996,8.403662681875,5.63348472576116,0.000717335136894367,0.00491179355717516,-1.2213738764504,"FBX42_HUMAN",21,5.83046650077642,0.000451810729690172,0.00328020037946465,0.403826236749996,"Non-significant",2.48409962548414,"FBXO42","FBX42_HUMAN"
0.392196178500001,9.63226246825,5.75932949102664,0.000627964773359801,0.00450460940900313,-1.07396518059914,"TBC20_HUMAN",14,5.8273008391767,0.000453388627565352,0.00328882335778688,0.392196178500001,"Non-significant",2.48295945178295,"TBC1D20","TBC20_HUMAN"
0.110270505000001,11.09279108,4.57386782994314,0.00239226862613507,0.0119175131499365,-2.54908434057845,"DJC13_HUMAN",101,5.82646321679952,0.000453807151486062,0.00328902878751163,0.110270505000001,"Non-significant",2.48293232530034,"DNAJC13","DJC13_HUMAN"
1.59091591825,6.690567374375,5.64659685595988,0.000707392456185724,0.00486346738433073,-1.20591671438697,"TMCC3_HUMAN",10,5.82148993642756,0.000456300894060394,0.00330426137116414,1.59091591825,"Up in D1C",2.48092560676185,"TMCC3","TMCC3_HUMAN"
0.407386779499999,9.5825800895,5.77313242926906,0.000618941791033292,0.00447077531354348,-1.05792448251335,"DHR13_HUMAN",13,5.81421488843887,0.000459976123622937,0.00332801609100235,0.407386779499999,"Non-significant",2.4778145825566,"DHRS13","DHR13_HUMAN"
0.512408256500002,9.43296790125,5.61378650859209,0.000732565464360157,0.00500388516944227,-1.24463820980648,"DDX28_HUMAN",21,5.80989096493573,0.000462175983264211,0.00333832486611415,0.512408256500002,"Up in D1C",2.47647140261914,"DDX28","DDX28_HUMAN"
0.234350679749998,10.151375530125,6.12441352995204,0.000431617826295318,0.00346287583008891,-0.657993199268801,"ERAL1_HUMAN",13,5.80985753162336,0.000462193038172406,0.00333832486611415,0.234350679749998,"Non-significant",2.47647140261914,"ERAL1","ERAL1_HUMAN"
0.171110392499999,10.56281745375,5.80830279863519,0.000596596707800792,0.00433509797418352,-1.01716525165806,"RIOX2_HUMAN",18,5.80769132337346,0.000463299541576935,0.00334345191434245,0.171110392499999,"Non-significant",2.47580491845957,"RIOX2","RIOX2_HUMAN"
0.587227702000001,7.6672067045,5.8153668505983,0.000592217867755745,0.00431443768998546,-1.00899819505223,"NEIL2_HUMAN",9,5.79684675466481,0.00046888314570227,0.00338085204031175,0.587227702000001,"Up in D1C",2.47097383529227,"NEIL2","NEIL2_HUMAN"
-0.862920522499998,10.90647423375,-6.31909242042599,0.000355696704779183,0.00302048736666755,-0.443057496450122,"H2AX_HUMAN",3,-5.79341360150988,0.000470666252190437,0.00339080841001128,-0.862920522499998,"Up in D1BM",2.46969674835979,"H2AX","H2AX_HUMAN"
0.417605160499997,9.94918024475,5.58099946479397,0.00075871999620959,0.00513674766911697,-1.28347625677641,"DDX52_HUMAN",22,5.78421123310964,0.000475482821825102,0.00341836912220257,0.417605160499997,"Non-significant",2.46618104311316,"DDX52","DDX52_HUMAN"
0.127353670000003,12.600218295,4.74073031054371,0.00195839757114591,0.010329995699117,-2.3294721997334,"SPTN2_HUMAN",127,5.78329800976327,0.000475963769585244,0.00341836912220257,0.127353670000003,"Non-significant",2.46618104311316,"SPTBN2","SPTN2_HUMAN"
0.17030358325,9.872861981625,5.2912249581266,0.0010408325588796,0.00647240517148933,-1.63307435900318,"DDX10_HUMAN",32,5.78325207247832,0.000475987976580273,0.00341836912220257,0.17030358325,"Non-significant",2.46618104311316,"DDX10","DDX10_HUMAN"
-0.501807929999998,10.7177184825,-5.63122241098031,0.000719066285685812,0.00491566076402734,-1.22404311691635,"INHBE_HUMAN",16,-5.7830128614188,0.000476114052611913,0.00341836912220257,-0.501807929999998,"Up in D1BM",2.46618104311316,"INHBE","INHBE_HUMAN"
0.173999074999998,10.5093053575,5.69961172474369,0.000668726805122945,0.00468553469690882,-1.14365394975715,"TCF25_HUMAN",19,5.78203667254868,0.000476628934834687,0.00341915343976304,0.173999074999998,"Non-significant",2.46608140913405,"TCF25","TCF25_HUMAN"
0.146208045000002,11.84281695,5.25620106783594,0.00108219166297044,0.00664853755625208,-1.67611070843943,"PUS1_HUMAN",29,5.78005169982727,0.00047767778894977,0.00342137618790956,0.146208045000002,"Non-significant",2.46579917154684,"PUS1","PUS1_HUMAN"
0.136255025000001,14.7174106825,5.2399065600184,0.00110205213259437,0.00673709644721656,-1.69619103553615,"BGLR_HUMAN",28,5.77991409018629,0.000477750595938967,0.00342137618790956,0.136255025000001,"Non-significant",2.46579917154684,"GUSB","BGLR_HUMAN"
0.207548617500006,11.45086217125,5.25878369187525,0.00107908043589475,0.00663425893082193,-1.67293143579946,"SMCA5_HUMAN",59,5.77480148294574,0.000480464298263758,0.0034378892784934,0.207548617500006,"Non-significant",2.4637081144185,"SMARCA5","SMCA5_HUMAN"
0.263965132500001,16.07349944125,5.64880676197889,0.000705731873462835,0.00486346738433073,-1.20331383899368,"RS8_HUMAN",18,5.7648327301445,0.000485804670768139,0.0034731531551354,0.263965132500001,"Non-significant",2.45927606524564,"RPS8","RS8_HUMAN"
0.153634547499998,13.22344183875,4.99905422631032,0.00144806210733883,0.00826945494766869,-1.9973406813392,"SF3B1_HUMAN",68,5.7599132611372,0.00048846421605401,0.00348920752298241,0.153634547499998,"Non-significant",2.45727319982506,"SF3B1","SF3B1_HUMAN"
0.0734429349999992,13.1871538175,3.84557964421882,0.00601340067450167,0.0233150663686176,-3.55371050326398,"TENS1_HUMAN",81,5.75784837659209,0.000489585313762714,0.0034918003593537,0.0734429349999992,"Non-significant",2.45695059466566,"TNS1","TENS1_HUMAN"
-0.316136597750004,10.008194088625,-6.40641830445407,0.000326590571193702,0.00285563477654742,-0.348152064944314,"DCK_HUMAN",9,-5.75771888228242,0.000489655715358414,0.0034918003593537,-0.316136597750004,"Non-significant",2.45695059466566,"DCK","DCK_HUMAN"
0.495395425000002,10.433050275,6.75461240725365,0.000234315085272174,0.00229356638854619,0.0212742166640201,"RCAS1_HUMAN",5,5.75462776931709,0.000491339569961537,0.00349859156149661,0.495395425000002,"Non-significant",2.45610675569999,"EBAG9","RCAS1_HUMAN"
0.432844877499999,8.767317891,6.32797767757791,0.000352606481900741,0.00300821865985966,-0.433358814104054,"MOT2_HUMAN",7,5.75444711228466,0.000491438178765214,0.00349859156149661,0.432844877499999,"Non-significant",2.45610675569999,"SLC16A7","MOT2_HUMAN"
0.4639806745,8.83964800825,5.81614972829214,0.000591734788350312,0.00431443768998546,-1.00809347764794,"PGAP4_HUMAN",10,5.75282419552105,0.000492325003020385,0.00349922897708335,0.4639806745,"Non-significant",2.45602763790289,"PGAP4","PGAP4_HUMAN"
0.0793898100000003,11.31508124,4.07079090780582,0.0044838306255722,0.0188499792234155,-3.23520004898298,"GEMI5_HUMAN",61,5.75276387558978,0.000492357998199176,0.00349922897708335,0.0793898100000003,"Non-significant",2.45602763790289,"GEMIN5","GEMI5_HUMAN"
0.186935665,11.324937225,5.48403032536461,0.000842351207417348,0.00555569509180033,-1.39918955109172,"NRBP2_HUMAN",23,5.7509154915196,0.000493370254500343,0.00350346914505762,0.186935665,"Non-significant",2.45550170297138,"NRBP2","NRBP2_HUMAN"
0.3241894225,16.15150392125,6.1235527681754,0.000431991411714158,0.00346287583008891,-0.658953968261662,"RL14_HUMAN",10,5.74920612018668,0.000494308426963646,0.0035071765411419,0.3241894225,"Non-significant",2.45504237243785,"RPL14","RL14_HUMAN"
0.3959434035,8.69714748875,6.50149894418672,0.000297890352166238,0.00268260446411241,-0.245860253230861,"MEST_HUMAN",7,5.74358829483049,0.000497405620517924,0.00352618332661529,0.3959434035,"Non-significant",2.45269511243723,"MEST","MEST_HUMAN"
0.220119240000001,11.67461717,5.41030604426982,0.000912801001934503,0.00589127078507345,-1.48801935958032,"TRIP6_HUMAN",28,5.74124916620519,0.000498701531508075,0.00353239933536266,0.220119240000001,"Non-significant",2.45193020562079,"TRIP6","TRIP6_HUMAN"
0.3226556775,9.07385516175,5.78394024142708,0.000611977484704718,0.00443538969782981,-1.04538195924938,"P33MX_HUMAN",13,5.73472119928391,0.000502337880993362,0.00355516876481364,0.3226556775,"Non-significant",2.44913977836948,"KIAA1191","P33MX_HUMAN"
0.237648960000005,10.3686804775,5.36520867746949,0.000959108663337154,0.00614259787840397,-1.54272353052323,"ASPP2_HUMAN",35,5.73301102000513,0.000503295354705872,0.00355653164924865,0.237648960000005,"Non-significant",2.44897332220221,"TP53BP2","ASPP2_HUMAN"
-0.1876697575,11.77087163875,-5.98173754422582,0.000498771355720511,0.00379778117196765,-0.818521700719782,"DHRS2_HUMAN",15,-5.73287011335247,0.0005033743335572,0.00355653164924865,-0.1876697575,"Non-significant",2.44897332220221,"DHRS2","DHRS2_HUMAN"
0.424583911999999,9.0296549795,5.50728590379624,0.000821398634370402,0.00543025026596715,-1.37132265985153,"DEN1A_HUMAN",26,5.73015492908151,0.000504898882697437,0.00356431547927697,0.424583911999999,"Non-significant",2.44802386332048,"DENND1A","DEN1A_HUMAN"
0.209998127500004,16.92075395625,5.21698237532157,0.00113068074794957,0.00687131076025015,-1.72450396786202,"NNTM_HUMAN",64,5.72486352535755,0.000507884623077571,0.00358239287692121,0.209998127500004,"Non-significant",2.445826787297,"NNT","NNTM_HUMAN"
-0.144797325000001,15.30133891,-6.0869311260685,0.000448225265543793,0.00354417520006438,-0.699916600053031,"PON3_HUMAN",16,-5.70920316591658,0.000516835994301813,0.00364198159919807,-0.144797325000001,"Non-significant",2.43866225277145,"PON3","PON3_HUMAN"
0.354854583,10.114825726,5.52717131253355,0.000803941291588493,0.00534839869518501,-1.34755237344972,"SRPK1_HUMAN",20,5.7080865584427,0.00051748086106326,0.00364198159919807,0.354854583,"Non-significant",2.43866225277145,"SRPK1","SRPK1_HUMAN"
0.2844002225,11.45048868625,5.75094660127874,0.000633516120943526,0.00452918353132568,-1.08371935542197,"MK67I_HUMAN",14,5.70713195590436,0.00051803287049723,0.00364198159919807,0.2844002225,"Non-significant",2.43866225277145,"NIFK","MK67I_HUMAN"
0.131162167499998,11.57115220875,4.79493941851188,0.00183672310303272,0.0098859041919845,-2.2589847023983,"PARP4_HUMAN",68,5.70694145038342,0.000518143110198424,0.00364198159919807,0.131162167499998,"Non-significant",2.43866225277145,"PARP4","PARP4_HUMAN"
0.187921759999995,11.11121118,5.41551132590997,0.00090761780044632,0.00587130501915735,-1.48172319112822,"LMCD1_HUMAN",24,5.706337014664,0.000518493050069722,0.00364198159919807,0.187921759999995,"Non-significant",2.43866225277145,"LMCD1","LMCD1_HUMAN"
0.166566609999997,13.3242205375,5.26329678324451,0.0010736674024709,0.00661643733225916,-1.66737793698696,"PATL1_HUMAN",29,5.70469865527745,0.000519442895809244,0.00364561546109585,0.166566609999997,"Non-significant",2.43822914257396,"PATL1","PATL1_HUMAN"
0.297336578249999,8.805725812875,5.43392616899641,0.000889541735649795,0.00579439512348695,-1.45947885954858,"AP4E1_HUMAN",28,5.70110171828541,0.000521534979849147,0.00365725319895879,0.297336578249999,"Non-significant",2.4368449715449,"AP4E1","AP4E1_HUMAN"
-0.1392502775,14.80065393375,-4.94811090823068,0.0015357415440127,0.0086645016562805,-2.06208674534152,"PSMD3_HUMAN",45,-5.69783349733092,0.000523443939827504,0.00366535715798701,-0.1392502775,"Non-significant",2.43588370064481,"PSMD3","PSMD3_HUMAN"
0.310158489999999,12.300789715,5.95837496010569,0.000510841257209454,0.00385831626972983,-0.845054036082435,"P5CR3_HUMAN",11,5.69763465875522,0.00052356032960213,0.00366535715798701,0.310158489999999,"Non-significant",2.43588370064481,"PYCR3","P5CR3_HUMAN"
0.21404433,15.628267645,5.426289146347,0.000896989280176273,0.00582508923655313,-1.4686984217955,"SQSTM_HUMAN",24,5.69410977164847,0.000525628364347784,0.00367678131376554,0.21404433,"Non-significant",2.43453220016901,"SQSTM1","SQSTM_HUMAN"
0.1886486975,11.30532050125,5.16007057873685,0.00120538410207839,0.00720580325987148,-1.79511119027705,"HERC4_HUMAN",49,5.69211725843984,0.000526801350172471,0.00368193082968802,0.1886486975,"Non-significant",2.43392437459544,"HERC4","HERC4_HUMAN"
0.229521035000001,10.6658622025,5.52176759173904,0.000808644038187869,0.00537120614490587,-1.35400648378563,"DLP1_HUMAN",20,5.68620285508502,0.000530300189529139,0.00370331424816994,0.229521035000001,"Non-significant",2.43140943392529,"PDSS2","DLP1_HUMAN"
0.177551029999998,10.206789375,5.33114541165878,0.000995815856079033,0.00628599896520526,-1.58422856564057,"ZC11A_HUMAN",26,5.68264237002966,0.000532418862140587,0.00371428216038549,0.177551029999998,"Non-significant",2.43012510758498,"ZC3H11A","ZC11A_HUMAN"
0.2610261425,10.29355633375,5.9884927874567,0.000495340902118575,0.00378317805468271,-0.810862939184974,"TIRR_HUMAN",12,5.68208384185866,0.000532752062155185,0.00371428216038549,0.2610261425,"Non-significant",2.43012510758498,"NUDT16L1","TIRR_HUMAN"
0.174702881249996,10.122843384375,5.16045259067474,0.00120486478634334,0.00720580325987148,-1.79463573860218,"EF2K_HUMAN",38,5.68051634880764,0.000533688408189325,0.00371773520051886,0.174702881249996,"Non-significant",2.42972154652994,"EEF2K","EF2K_HUMAN"
0.296975612500002,14.89665937375,5.57321986564346,0.000765077233113911,0.00516319935781998,-1.29271281603584,"LEG4_HUMAN",17,5.67856138015903,0.000534858759872774,0.00372281130220282,0.296975612500002,"Non-significant",2.42912897626856,"LGALS4","LEG4_HUMAN"
0.4649620055,8.7687728405,5.54806687100722,0.000786040285860058,0.0052734516450711,-1.32263223489936,"DDX51_HUMAN",15,5.67594159391747,0.000536431551340241,0.00373067784343803,0.4649620055,"Non-significant",2.42821225212719,"DDX51","DDX51_HUMAN"
0.170574187500002,10.59727311125,5.10375452654304,0.00128472459131465,0.00758329382366328,-1.86542620761551,"DI3L2_HUMAN",43,5.66975232699288,0.000540167596251739,0.00374839191406035,0.170574187500002,"Non-significant",2.42615500764138,"DIS3L2","DI3L2_HUMAN"
0.338372469999999,12.9396086925,6.8587142276041,0.000212705269776129,0.00215233219560983,0.129009702515965,"ERG24_HUMAN",7,5.66969812647917,0.000540200440034956,0.00374839191406035,0.338372469999999,"Non-significant",2.42615500764138,"TM7SF2","ERG24_HUMAN"
0.185837268749999,9.816429615125,5.5709248873983,0.000766963913198682,0.00516651638160111,-1.29543915247348,"TRUB1_HUMAN",19,5.66951281308621,0.000540312750692054,0.00374839191406035,0.185837268749999,"Non-significant",2.42615500764138,"TRUB1","TRUB1_HUMAN"
0.154505732500002,11.06130576125,5.01245784535488,0.00142592299786015,0.00818182773925339,-1.98036661597427,"ZN598_HUMAN",46,5.6684497440157,0.000540957530272916,0.00374977880153816,0.154505732500002,"Non-significant",2.42599435043355,"ZNF598","ZN598_HUMAN"
-0.2223413,11.39441502,-6.00552406641045,0.000486808296423295,0.00374731244799265,-0.791579562338112,"CEBPB_HUMAN",13,-5.66628275175671,0.000542274499704203,0.00375551975852765,-0.2223413,"Non-significant",2.42532994876913,"CEBPB","CEBPB_HUMAN"
0.246144532499999,10.26588976375,5.64925314881879,0.000705396973234216,0.00486346738433073,-1.2027881539556,"NAGS_HUMAN",16,5.66562188708365,0.000542676837808361,0.00375551975852765,0.246144532499999,"Non-significant",2.42532994876913,"NAGS","NAGS_HUMAN"
-1.02892935275,6.908843338625,-6.63727957624893,0.000261671845755232,0.00245870672019028,-0.101633705288322,"MFAP4_HUMAN",1,-5.65796330774599,0.000547363529759185,0.0037848459330108,-1.02892935275,"Up in D1BM",2.42195179431584,"MFAP4","MFAP4_HUMAN"
0.2881155,11.712185145,5.48109463328363,0.000845038136735611,0.00556509837070696,-1.40271257942267,"TAPT1_HUMAN",20,5.65474260005969,0.000549347777668998,0.00379443582354687,0.2881155,"Non-significant",2.42085278813078,"TAPT1","TAPT1_HUMAN"
0.582739592500001,10.66302454625,9.50502330955129,2.51456507195469e-05,0.000596446540966925,2.51134207632856,"HS71L_HUMAN",2,5.65365407845594,0.000550020199173539,0.00379443582354687,0.582739592500001,"Up in D1C",2.42085278813078,"HSPA1L","HS71L_HUMAN"
0.520050530000001,11.4635746475,5.65419151053917,0.00070170376018839,0.00485205988074482,-1.19697429236617,"TACAN_HUMAN",10,5.65352352065083,0.000550100910709963,0.00379443582354687,0.520050530000001,"Up in D1C",2.42085278813078,"TMEM120A","TACAN_HUMAN"
0.2803325675,13.55797362375,5.47804805629415,0.000847836628880215,0.00557007698930691,-1.40636991631603,"CP3A7_HUMAN",20,5.65063872036637,0.000551887648543789,0.00380364757937498,0.2803325675,"Non-significant",2.41979972870177,"CYP3A7","CP3A7_HUMAN"
0.517069815750002,10.228163957125,5.71682147153591,0.000656685485794043,0.00464088977488142,-1.12352237195734,"H1X_HUMAN",9,5.64857966551863,0.000553166866575104,0.00380786778434729,0.517069815750002,"Up in D1C",2.41931813946961,"H1-10","H1X_HUMAN"
0.267058610000001,11.2577723275,6.07851716171707,0.000452050546663265,0.00356986281247846,-0.709351749265206,"SPRY7_HUMAN",11,5.64819936400938,0.000553403492208498,0.00380786778434729,0.267058610000001,"Non-significant",2.41931813946961,"SPRYD7","SPRY7_HUMAN"
0.232055187500002,9.395192623,5.20762616976196,0.00114260123608454,0.00693375508924159,-1.73608058166069,"NF1_HUMAN",59,5.64253564726341,0.000556940735867719,0.00382908112775612,0.232055187500002,"Non-significant",2.41690543204261,"NF1","NF1_HUMAN"
-0.307096242499998,9.63685047625,-6.29078774939008,0.000365744468427438,0.00307978034403085,-0.474017530207749,"CALL4_HUMAN",9,-5.63868727471722,0.000559358447136501,0.00384115548778831,-0.307096242499998,"Non-significant",2.41553811248551,"CALML4","CALL4_HUMAN"
0.1199975015,8.8379986285,4.66569691911123,0.00214172462562633,0.0110143971137305,-2.4277318077537,"NCOR1_HUMAN",61,5.63829051113664,0.000559608368608856,0.00384115548778831,0.1199975015,"Non-significant",2.41553811248551,"NCOR1","NCOR1_HUMAN"
0.175104855000001,10.5562514075,5.93584934892013,0.000522787952273391,0.00392393557409832,-0.870702091779408,"TCEA3_HUMAN",15,5.63653752598306,0.000560714049924752,0.00384561328463445,0.175104855000001,"Non-significant",2.41503439061067,"TCEA3","TCEA3_HUMAN"
0.0920269499999957,13.7945162075,4.60996448405475,0.00229012820185367,0.0115520590146168,-2.50123827017589,"CLPX_HUMAN",33,5.63102468805267,0.000564206966189721,0.00386642318537655,0.0920269499999957,"Non-significant",2.41269061357296,"CLPX","CLPX_HUMAN"
0.315323112500002,11.27007019375,5.28469368399952,0.00104841031487077,0.00650181119609109,-1.64108688747039,"TRRAP_HUMAN",115,5.62991887903023,0.000564910489733064,0.00386809952718115,0.315323112500002,"Non-significant",2.41250235993819,"TRRAP","TRRAP_HUMAN"
0.315412521499997,9.29839515675,5.5086504404519,0.000820187341051072,0.00542649850684418,-1.3696898308321,"DVL1_HUMAN",17,5.62432155830966,0.000568486423883434,0.0038894253789882,0.315412521499997,"Non-significant",2.41011455630108,"DVL1","DVL1_HUMAN"
-0.132372860000002,12.89463544,-5.60697919491647,0.000737912129050284,0.0050241206266275,-1.25268998155313,"DDI2_HUMAN",19,-5.61482444328453,0.000574611067662448,0.00392814005622609,-0.132372860000002,"Non-significant",2.40581303601702,"DDI2","DDI2_HUMAN"
0.383026597500002,11.13832306875,6.84449691599588,0.000215520406558205,0.00217039606556644,0.114368115081804,"TM41B_HUMAN",6,5.60744300888627,0.00057942159614014,0.00395507385873376,0.383026597500002,"Non-significant",2.40284540189045,"TMEM41B","TM41B_HUMAN"
-0.407060980500002,7.857760489,-5.65582489289602,0.000700486954881822,0.00484762277725688,-1.19505205062674,"MB12B_HUMAN",11,-5.60733944064727,0.000579489407466626,0.00395507385873376,-0.407060980500002,"Non-significant",2.40284540189045,"MVB12B","MB12B_HUMAN"
0.265456674999996,16.3362772475,5.76052222589717,0.00062717932764217,0.00450297662069493,-1.0725780881674,"RL23_HUMAN",13,5.60541580091431,0.00058075050350332,0.00396017589124148,0.265456674999996,"Non-significant",2.40228552445349,"RPL23","RL23_HUMAN"
0.1227409875,13.06045329625,5.33067511704086,0.00099633344614002,0.00628599896520526,-1.58480272520884,"LC7L2_HUMAN",22,5.60476688378444,0.000581176601906005,0.00396017589124148,0.1227409875,"Non-significant",2.40228552445349,"LUC7L2","LC7L2_HUMAN"
0.129748342500001,11.94845867125,4.7668453903229,0.00189870636144866,0.0100984996217759,-2.29546254156831,"VP35L_HUMAN",53,5.60341768830655,0.000582063628228874,0.00396301641546137,0.129748342500001,"Non-significant",2.4019741287434,"VPS35L","VP35L_HUMAN"
0.131378170000001,15.4094963075,4.97856552602362,0.00148264212160022,0.00841561645991129,-2.02333637040751,"AGT2_HUMAN",32,5.60148861032244,0.000583334492238745,0.00396846362799062,0.131378170000001,"Non-significant",2.40137759576287,"AGXT2","AGT2_HUMAN"
-0.592939496000001,8.2904631495,-5.65950048379232,0.000697757362429393,0.00483667500651098,-1.19072774149118,"RNAS4_HUMAN",8,-5.59664670715145,0.000586537808155025,0.00398703805236993,-0.592939496000001,"Up in D1BM",2.39934961940271,"RNASE4","RNAS4_HUMAN"
