"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D2B_vs_D5BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
-2.78726268,11.9216355075,-85.6169454822771,4.15246390018797e-12,3.50011182146844e-08,17.7021141927527,"APOA4_HUMAN",29,-91.9506580794983,5.45613320316521e-13,4.59897467694795e-09,-2.78726268,"Up in D2B",8.33733898174843,"APOA4","APOA4_HUMAN"
1.8982765675,11.65190994625,63.8142067482464,3.44553881701475e-11,1.23658629925389e-07,16.2535666346431,"MUC18_HUMAN",25,67.9935700124941,5.56063372896066e-12,1.86112630369792e-08,1.8982765675,"Up in D5BM",7.73022415285648,"MCAM","MUC18_HUMAN"
-1.1162030675,15.08206331875,-59.262544687469,5.86824676357288e-11,1.23658629925389e-07,15.8378038736741,"AACT_HUMAN",24,-65.4510088970763,7.45372457141165e-12,1.86112630369792e-08,-1.1162030675,"Up in D2B",7.73022415285648,"SERPINA3","AACT_HUMAN"
0.671127795000002,11.96397376,38.9077054171867,1.20772111886435e-09,4.20529381597318e-07,13.1570010568348,"FAT1_HUMAN",154,62.3475295844603,1.08279552101470e-11,1.86112630369792e-08,0.671127795000002,"Up in D5BM",7.73022415285648,"FAT1","FAT1_HUMAN"
1.3683955675,13.07386386375,56.637409374067,8.12959210450238e-11,1.37048663697701e-07,15.5739829755948,"HTRA1_HUMAN",27,62.1904015084838,1.10400184108312e-11,1.86112630369792e-08,1.3683955675,"Up in D5BM",7.73022415285648,"HTRA1","HTRA1_HUMAN"
-0.930127145,13.4110107425,-48.4855756523368,2.48544107280832e-10,1.90452570933648e-07,14.6199116074505,"TFR1_HUMAN",38,-60.0668311268007,1.44190922685396e-11,2.01327741161209e-08,-0.930127145,"Up in D2B",7.69609637909468,"TFRC","TFR1_HUMAN"
1.27869129,16.97964573,52.0423897821389,1.49402791741118e-10,1.50615116997147e-07,15.0635695760775,"CLUS_HUMAN",30,57.9360441350793,1.90318056170181e-11,2.01327741161209e-08,1.27869129,"Up in D5BM",7.69609637909468,"CLU","CLUS_HUMAN"
1.0585908875,12.85340905125,54.1751156426861,1.11922663233764e-10,1.37840242807894e-07,15.3086507113401,"HRG_HUMAN",22,57.9058867509283,1.91081021389213e-11,2.01327741161209e-08,1.0585908875,"Up in D5BM",7.69609637909468,"HRG","HRG_HUMAN"
0.908860925000003,13.9523328525,44.044607547849,4.95697977738775e-10,3.21402942643087e-07,13.9958428745605,"VILI_HUMAN",48,54.7935818155049,2.92120799611146e-11,2.7358735776915e-08,0.908860925000003,"Up in D5BM",7.56290397485378,"VIL1","VILI_HUMAN"
-1.382501125,11.9459006775,-50.7629255998712,1.78686815751747e-10,1.50615116997147e-07,14.9092268943442,"T23O_HUMAN",22,-53.366659860689,3.57761863896295e-11,2.84412218202455e-08,-1.382501125,"Up in D2B",7.54605175047418,"TDO2","T23O_HUMAN"
0.997335912500002,11.93483901125,54.0057556387728,1.14471669196258e-10,1.37840242807894e-07,15.2897234867541,"GBA3_HUMAN",18,53.1025412693763,3.7165932828685e-11,2.84412218202455e-08,0.997335912500002,"Up in D5BM",7.54605175047418,"GBA3","GBA3_HUMAN"
0.873198985000002,16.817234755,40.2794022167698,9.41776024790384e-10,3.77711751208915e-07,13.3948288014983,"FAS_HUMAN",166,52.5135139287251,4.04905281579008e-11,2.84412218202455e-08,0.873198985000002,"Up in D5BM",7.54605175047418,"FASN","FAS_HUMAN"
0.600356340000005,14.9167493575,35.9749079990911,2.11922141797615e-09,5.34219869366908e-07,12.6100969551176,"DPP4_HUMAN",42,49.4812258683763,6.39325289951445e-11,4.13776448469523e-08,0.600356340000005,"Up in D5BM",7.38323423235277,"DPP4","DPP4_HUMAN"
1.112615825,13.63265407,51.4041999810276,1.63264297256938e-10,1.50615116997147e-07,14.987294182319,"CRYM_HUMAN",16,48.8567117376338,7.04816054045614e-11,4.13776448469523e-08,1.112615825,"Up in D5BM",7.38323423235277,"CRYM","CRYM_HUMAN"
0.763705970000004,12.822260975,40.2003983523622,9.55145053741695e-10,3.77711751208915e-07,13.3814209009419,"PROS_HUMAN",31,47.7779222093717,8.36608513392645e-11,4.13776448469523e-08,0.763705970000004,"Up in D5BM",7.38323423235277,"PROS1","PROS_HUMAN"
-0.581728217499997,13.44019639375,-34.0675615948868,3.13197826424458e-09,6.43888897300429e-07,12.2232347107878,"HS105_HUMAN",48,-47.5802558237406,8.63662465172512e-11,4.13776448469523e-08,-0.581728217499997,"Up in D2B",7.38323423235277,"HSPH1","HS105_HUMAN"
0.688384294999999,15.1628838775,34.5394880263388,2.83782594548353e-09,6.4267490351335e-07,12.321420393647,"FLNA_HUMAN",152,47.5783632105572,8.63926233288393e-11,4.13776448469523e-08,0.688384294999999,"Up in D5BM",7.38323423235277,"FLNA","FLNA_HUMAN"
2.42048049,11.693819405,59.2928988014438,5.84666649668955e-11,1.23658629925389e-07,15.8407461905967,"SPP24_HUMAN",7,47.438916185175,8.83613248600238e-11,4.13776448469523e-08,2.42048049,"Up in D5BM",7.38323423235277,"SPP2","SPP24_HUMAN"
-1.0971961,12.7815489775,-40.7080498541764,8.72850116959168e-10,3.77711751208915e-07,13.4669749242531,"PCKGC_HUMAN",38,-45.7434219068929,1.16837748494275e-10,5.18329148451705e-08,-1.0971961,"Up in D2B",7.28539436774588,"PCK1","PCKGC_HUMAN"
0.913508892500001,17.93679261125,38.4540390705584,1.31378666906985e-09,4.20529381597318e-07,13.0759257888502,"GATM_HUMAN",48,45.4030478178299,1.23730416437914e-10,5.21461840077588e-08,0.913508892500001,"Up in D5BM",7.28277746719929,"GATM","GATM_HUMAN"
1.3147068,13.3545455925,39.8439696088579,1.01820873167877e-09,3.77711751208915e-07,13.3204965542088,"EPIPL_HUMAN",173,44.9519129623286,1.33584932668929e-10,5.36184474984001e-08,1.3147068,"Up in D5BM",7.27068576500139,"EPPK1","EPIPL_HUMAN"
-0.748831035,10.5864368675,-36.6214946531246,1.86501786419766e-09,5.24007852577403e-07,12.7354467712701,"NAA25_HUMAN",37,-44.030861214348,1.5658404235785e-10,5.99930405924691e-08,-0.748831035,"Up in D2B",7.22189912640948,"NAA25","NAA25_HUMAN"
0.813974380000003,14.065389395,42.0051488564191,6.96815795247081e-10,3.56727437378434e-07,13.6792828954486,"QORX_HUMAN",20,43.3823545654191,1.75464017697473e-10,6.39903759792449e-08,0.813974380000003,"Up in D5BM",7.19388533810046,"TP53I3","QORX_HUMAN"
1.31946492,12.5820466275,47.0651705528062,3.07764576712466e-10,2.16178968092448e-07,14.4293564750291,"IL18_HUMAN",13,43.1698341206122,1.82200619706001e-10,6.39903759792449e-08,1.31946492,"Up in D5BM",7.19388533810046,"IL18","IL18_HUMAN"
-1.0998952375,12.51091611375,-41.8195937528114,7.19327183400246e-10,3.56727437378434e-07,13.649452043234,"HMOX1_HUMAN",18,-42.1470807647211,2.18990827887917e-10,7.38349475306902e-08,-1.0998952375,"Up in D2B",7.13173802940651,"HMOX1","HMOX1_HUMAN"
0.595871924999997,15.569886685,32.0281090432569,4.87452584095187e-09,7.74002300936692e-07,11.7788818072282,"PH4H_HUMAN",41,40.8736780952199,2.77082739194758e-10,8.92781282264825e-08,0.595871924999997,"Up in D5BM",7.04925492357486,"PAH","PH4H_HUMAN"
-0.8747618215,10.33506858425,-36.1499082784755,2.04672758871219e-09,5.34219869366908e-07,12.644302394404,"TSR1_HUMAN",32,-40.7055921300676,2.85978106787879e-10,8.92781282264825e-08,-0.8747618215,"Up in D2B",7.04925492357486,"TSR1","TSR1_HUMAN"
0.989519119999999,11.113657475,40.9440032642426,8.37369192387128e-10,3.77711751208915e-07,13.5062607053928,"SFXN3_HUMAN",17,40.3483047316078,3.05978580562714e-10,8.95989190901983e-08,0.989519119999999,"Up in D5BM",7.04769722957888,"SFXN3","SFXN3_HUMAN"
1.88168156125,8.842854678625,38.3202955900073,1.34705105031766e-09,4.20529381597318e-07,13.0517876543756,"ITA7_HUMAN",30,40.309141625623,3.0826535219074e-10,8.95989190901983e-08,1.88168156125,"Up in D5BM",7.04769722957888,"ITGA7","ITA7_HUMAN"
-0.687680960000002,13.227814555,-34.1090137383413,3.10479565917896e-09,6.43888897300429e-07,12.2319261071342,"CFAB_HUMAN",30,-39.5387933910506,3.57415574041591e-10,1.00421862453219e-07,-0.687680960000002,"Up in D2B",6.99817172833455,"CFB","CFAB_HUMAN"
-0.595816850000002,13.9816745525,-30.1711609450224,7.47597904627788e-09,1.00023852985835e-06,11.343520370829,"PARP1_HUMAN",57,-39.1888711315087,3.82620898524988e-10,1.04035856569907e-07,-0.595816850000002,"Up in D2B",6.98281695275316,"PARP1","PARP1_HUMAN"
0.501559732499992,16.63188815125,26.7265553993093,1.7789270220914e-08,1.71879373385915e-06,10.4457653303499,"FLNB_HUMAN",187,39.0140454211443,3.9596162455904e-10,1.04298766669005e-07,0.501559732499992,"Up in D5BM",6.98172082706736,"FLNB","FLNB_HUMAN"
-1.2005329125,16.46045160125,-39.7766080079699,1.03065254215269e-09,3.77711751208915e-07,13.3089019532051,"A1AG1_HUMAN",15,-38.6785699183974,4.23059085704206e-10,1.0805954646669e-07,-1.2005329125,"Up in D2B",6.96633685955665,"ORM1","A1AG1_HUMAN"
1.0601906775,12.58938670125,37.8483896639216,1.47232114417641e-09,4.43221247295105e-07,12.9657416360135,"ACMSD_HUMAN",18,38.2563171260852,4.60191284335946e-10,1.09143765969959e-07,1.0601906775,"Up in D5BM",6.96200106510524,"ACMSD","ACMSD_HUMAN"
