"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1B_vs_D5BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D5BM_vs_D1B"
2.456922295,13.250772835,116.215489111078,4.47730651247454e-13,1.88696082968239e-09,20.0630428418092,"PLIN2_HUMAN",27,-133.464373454321,3.10213758167772e-14,2.61479176759615e-10,-2.456922295,"Up in D1B",9.58256289103563,"PLIN2","PLIN2_HUMAN",2.456922295
-1.8380146025,11.71506905625,-85.1840401342582,4.20569436856544e-12,8.86244945815953e-09,18.4596539079309,"NEP_HUMAN",38,105.026078513032,1.96149784750997e-13,8.10110527285252e-10,1.8380146025,"Up in D5BM",9.09145572418875,"MME","NEP_HUMAN",-1.8380146025
-1.7994504,13.07459116,-86.2062685721878,3.85911545733604e-12,8.86244945815953e-09,18.5278201299624,"APOA5_HUMAN",27,99.3035787039004,3.01871506405604e-13,8.10110527285252e-10,1.7994504,"Up in D5BM",9.09145572418875,"APOA5","APOA5_HUMAN",-1.7994504
-1.61680126,12.50278592,-75.4245074772022,1.01107576790027e-11,1.21747966394733e-08,17.7372012669903,"PCSK6_HUMAN",46,96.2316403374266,3.84439685507297e-13,8.10110527285252e-10,1.61680126,"Up in D5BM",9.09145572418875,"PCSK6","PCSK6_HUMAN",-1.61680126
-4.183574201,10.8122725495,-139.408225611282,1.20507573677778e-13,1.01575833852999e-09,20.8245666539264,"SPP24_HUMAN",7,90.6750539963754,6.07522473765521e-13,8.88265245315675e-10,4.183574201,"Up in D5BM",9.05145732996905,"SPP2","SPP24_HUMAN",-4.183574201
-1.0168650175,14.99864351625,-55.0769713256501,9.73886919936024e-11,3.42037202005864e-08,15.6735249795171,"FLNA_HUMAN",152,90.205279493301,6.3229226146566e-13,8.88265245315675e-10,1.0168650175,"Up in D5BM",9.05145732996905,"FLNA","FLNA_HUMAN",-1.0168650175
1.9779965875,12.94996678875,80.2409404241261,6.47145038979507e-12,1.08399710413303e-08,18.1107667117731,"HMOX1_HUMAN",18,-80.3734647737802,1.53627220544942e-12,1.84989120281902e-09,-1.9779965875,"Up in D1B",8.73285381289686,"HMOX1","HMOX1_HUMAN",1.9779965875
-1.64720106,12.559103965,-72.521530552527,1.34164478025085e-11,1.4135904815918e-08,17.4941832727353,"HRG_HUMAN",22,77.616979338434,2.00927763806983e-12,2.11702515141132e-09,1.64720106,"Up in D5BM",8.67427398229506,"HRG","HRG_HUMAN",-1.64720106
1.9805977325,15.51426065125,71.0265383779331,1.55895357682412e-11,1.46004663322784e-08,17.3633482060971,"AACT_HUMAN",24,-76.2946907824835,2.29315628057766e-12,2.14766825433212e-09,-1.9805977325,"Up in D1B",8.66803280232066,"SERPINA3","AACT_HUMAN",1.9805977325
-1.5940303825,16.82197618375,-65.7409483399672,2.72171316298233e-11,1.95308010370022e-08,16.8668796802122,"CLUS_HUMAN",30,74.949611074451,2.62932272128511e-12,2.21625612177122e-09,1.5940303825,"Up in D5BM",8.65438005177556,"CLU","CLUS_HUMAN",-1.5940303825
0.952855350000004,11.3241120575,49.2632452168031,2.17404165159552e-10,4.6058698790597e-08,14.8867042644385,"JAK1_HUMAN",56,-69.4979627592284,4.69946604396401e-12,3.30552374144306e-09,-0.952855350000004,"Up in D1B",8.48075971923492,"JAK1","JAK1_HUMAN",0.952855350000004
-2.1703877475,12.67286777375,-64.1587197483912,3.24393420949142e-11,1.95308010370022e-08,16.7071330191763,"HTRA1_HUMAN",27,68.8941942443974,5.02556911974418e-12,3.30552374144306e-09,2.1703877475,"Up in D5BM",8.48075971923492,"HTRA1","HTRA1_HUMAN",-2.1703877475
-1.53744388,16.014846445,-57.8745768393037,6.81634764400809e-11,3.06536053113496e-08,16.0149140549782,"TRFE_HUMAN",55,68.7659350489121,5.09809095251629e-12,3.30552374144306e-09,1.53744388,"Up in D5BM",8.48075971923492,"TF","TRFE_HUMAN",-1.53744388
