"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D5BM_vs_D8CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8CM_vs_D5BM"
-1.4345085605,9.92535865225,-34.7039845765093,3.50186896757712e-09,8.9446222811235e-07,12.1234370273187,"DREB_HUMAN",25,36.3186843219925,1.30573989385521e-09,3.06559424503512e-07,1.4345085605,"Up in D8CM",6.51348532789116,"DBN1","DREB_HUMAN",-1.4345085605
4.05729579725,8.833550213875,35.8012524420435,2.81117725468909e-09,8.17083209647392e-07,12.3386839443691,"TSP3_HUMAN",12,-36.2443668422685,1.32558246531749e-09,3.06559424503512e-07,-4.05729579725,"Up in D5BM",6.51348532789116,"THBS3","TSP3_HUMAN",4.05729579725
-0.69328904,15.894719005,-36.140706171187,2.63000867496536e-09,8.17083209647392e-07,12.4035784880046,"TBB6_HUMAN",17,36.0642491192312,1.37510863634991e-09,3.06559424503512e-07,0.69328904,"Up in D8CM",6.51348532789116,"TUBB6","TBB6_HUMAN",-0.69328904
3.379564643,7.95643073325,39.59907710398,1.37931829740772e-09,5.81313696442483e-07,13.0227205065851,"PZP_HUMAN",5,-36.039610997961,1.38204509801085e-09,3.06559424503512e-07,-3.379564643,"Up in D5BM",6.51348532789116,"PZP","PZP_HUMAN",3.379564643
-0.697077037500001,13.90857541625,-34.9691624931649,3.31872166139765e-09,8.74172027622525e-07,12.1762387315831,"NEUR1_HUMAN",18,35.8607422134695,1.43360969635453e-09,3.09843490527497e-07,0.697077037500001,"Up in D8CM",6.50885762347004,"NEU1","NEUR1_HUMAN",-0.697077037500001
0.841431382499998,11.03773629625,32.545506295295,5.50840871601237e-09,1.16075942668171e-06,11.6739563159058,"PACN3_HUMAN",23,-35.0217718725757,1.70652708087065e-09,3.59607919116468e-07,-0.841431382499998,"Up in D5BM",6.44417075300467,"PACSIN3","PACN3_HUMAN",0.841431382499998
0.480143550000001,17.634262085,25.4860886509714,3.07985142267047e-08,3.4157983739065e-06,9.90728616168359,"PDIA4_HUMAN",55,-34.8872117984265,1.75557073533031e-09,3.60919651904858e-07,-0.480143550000001,"Non-significant",6.44258947016693,"PDIA4","PDIA4_HUMAN",0.480143550000001
-0.603268147499998,11.73732543125,-27.9012672425612,1.62953363958796e-08,2.32802356747236e-06,10.5703277806322,"RIGI_HUMAN",49,34.6330142745611,1.85264688160123e-09,3.71808584881352e-07,0.603268147499998,"Up in D8CM",6.4296805867977,"RIGI","RIGI_HUMAN",-0.603268147499998
3.27847385,16.7101855275,33.3762814322624,4.61129151290475e-09,1.02285726742827e-06,11.8512304373917,"FINC_HUMAN",161,-34.4186013758952,1.93928189587189e-09,3.80144351169864e-07,-3.27847385,"Up in D5BM",6.42005145861399,"FN1","FINC_HUMAN",3.27847385
-1.0214617225,16.20015370875,-31.765809453159,6.53544983685099e-09,1.2811001552283e-06,11.502441038615,"TPM4_HUMAN",30,34.284633562771,1.99574276753052e-09,3.82320813352608e-07,1.0214617225,"Up in D8CM",6.41757205856444,"TPM4","TPM4_HUMAN",-1.0214617225
-0.980099202500002,11.03473615875,-33.7664071297919,4.24836317141088e-09,1.02285726742827e-06,11.9325995942275,"MMP14_HUMAN",16,33.6497165709385,2.29000435712465e-09,4.20759622651625e-07,0.980099202500002,"Up in D8CM",6.3759659430486,"MMP14","MMP14_HUMAN",-0.980099202500002
0.341799022500002,14.51883876375,21.6894330061491,9.5463436062272e-08,6.99705480494687e-06,8.70679229867852,"FKBP4_HUMAN",42,-33.6372965816873,2.29623236943585e-09,4.20759622651625e-07,-0.341799022500002,"Non-significant",6.3759659430486,"FKBP4","FKBP4_HUMAN",0.341799022500002
-0.629006860000004,18.75443816,-27.9147958551543,1.62398476575083e-08,2.32802356747236e-06,10.5738526088991,"ANXA2_HUMAN",42,33.530469995395,2.35060125561111e-09,4.21557829437149e-07,0.629006860000004,"Up in D8CM",6.37514284029731,"ANXA2","ANXA2_HUMAN",-0.629006860000004
1.1412723075,12.35797750875,31.8282301768471,6.4456292516803e-09,1.2811001552283e-06,11.5163609368468,"OAT_HUMAN",22,-33.2591512344873,2.49537534487158e-09,4.3819830795672e-07,-1.1412723075,"Up in D5BM",6.35832930374126,"OAT","OAT_HUMAN",1.1412723075
-1.453476429,10.670661688,-31.8386326454387,6.43079779546557e-09,1.2811001552283e-06,11.5186774621527,"FBLI1_HUMAN",20,32.7956607761527,2.76672245399186e-09,4.75932725810151e-07,1.453476429,"Up in D8CM",6.32245443146913,"FBLIM1","FBLI1_HUMAN",-1.453476429
-1.40978455825,10.488587738375,-31.1622698848381,7.4816280745716e-09,1.34175836256519e-06,11.3661100061871,"ITA7_HUMAN",30,32.7028944724073,2.82496628472374e-09,4.76232816278728e-07,1.40978455825,"Up in D8CM",6.32218068151047,"ITGA7","ITA7_HUMAN",-1.40978455825
-0.999214174999999,10.00729561,-37.9659885179073,1.85722633569342e-09,6.83606067605548e-07,12.7395439728568,"MTAP2_HUMAN",11,32.1943993992356,3.1700236582596e-09,5.20922601614328e-07,0.999214174999999,"Up in D8CM",6.28322679913586,"MAP2","MTAP2_HUMAN",-0.999214174999999
-0.505507704999998,13.5062359575,-24.7572581588892,3.77596398178735e-08,3.78900004791495e-06,9.69299674443489,"ITAV_HUMAN",56,32.1013276365517,3.23822970222729e-09,5.20922601614328e-07,0.505507704999998,"Up in D8CM",6.28322679913586,"ITGAV","ITAV_HUMAN",-0.505507704999998
0.865417720000002,13.39479339,29.2765354674712,1.16138295265463e-08,1.88255709767806e-06,10.918744247031,"MA1A1_HUMAN",31,-32.0245385883841,3.29575808610046e-09,5.20922601614328e-07,-0.865417720000002,"Up in D5BM",6.28322679913586,"MAN1A1","MA1A1_HUMAN",0.865417720000002
-0.478637454999994,15.88597548,-27.6309317731902,1.74507494588321e-08,2.41135028177862e-06,10.499472275398,"GBP1_HUMAN",23,31.9700710849401,3.33726663746278e-09,5.20922601614328e-07,0.478637454999994,"Non-significant",6.28322679913586,"GBP1","GBP1_HUMAN",-0.478637454999994
-1.4298322195,10.03031861775,-29.6262579164653,1.06821222071071e-08,1.77466676798e-06,11.004269076809,"TRFM_HUMAN",35,31.1055126968999,4.08239819600946e-09,6.25646079893887e-07,1.4298322195,"Up in D8CM",6.20367127224575,"MELTF","TRFM_HUMAN",-1.4298322195
0.589002132499999,13.67981529375,26.975670612488,2.06600420080949e-08,2.59915662815272e-06,10.3243317692627,"APOA5_HUMAN",27,-30.7317917944855,4.46164307448413e-09,6.63287856044624e-07,-0.589002132499999,"Up in D5BM",6.17829795400735,"APOA5","APOA5_HUMAN",0.589002132499999
-0.329742189999999,11.67336309,-19.3280339434492,2.13633881358803e-07,1.09072073718991e-05,7.83806514365906,"MYO5B_HUMAN",77,30.7095940412251,4.48539658257724e-09,6.63287856044624e-07,0.329742189999999,"Non-significant",6.17829795400735,"MYO5B","MYO5B_HUMAN",-0.329742189999999
-0.543571710000002,13.08398664,-24.5507472615679,4.00467998859227e-08,3.87993650848784e-06,9.6309828489277,"MDR1_HUMAN",54,30.3865907607921,4.8477858220158e-09,7.04517011961572e-07,0.543571710000002,"Up in D8CM",6.15210851552576,"ABCB1","MDR1_HUMAN",-0.543571710000002
-0.655114649999998,17.0346601,-35.936569959206,2.73730333548783e-09,8.17083209647392e-07,12.3646469943618,"MYH11_HUMAN",13,30.0644920645783,5.24258470048842e-09,7.48978753227404e-07,0.655114649999998,"Up in D8CM",6.12553050204282,"MYH11","MYH11_HUMAN",-0.655114649999998
-1.070955038,9.3994835615,-33.4997777146243,4.4927122197531e-09,1.02285726742827e-06,11.8771157470696,"DAPK2_HUMAN",11,29.9458712688547,5.39707026915951e-09,7.58198421645759e-07,1.070955038,"Up in D8CM",6.12021712398668,"DAPK2","DAPK2_HUMAN",-1.070955038
-0.568349360000003,12.857521295,-26.0580660825491,2.63511021550635e-08,3.04264986390452e-06,10.0706456512887,"CAP2_HUMAN",27,29.6942971870543,5.74210269490827e-09,7.83818306923111e-07,0.568349360000003,"Up in D8CM",6.10578459732278,"CAP2","CAP2_HUMAN",-0.568349360000003
-0.637409684999998,14.0941982275,-26.3232045686327,2.4541199523234e-08,2.91529365697478e-06,10.1449879230849,"ACOT9_HUMAN",29,29.6320480098766,5.83129365642203e-09,7.83818306923111e-07,0.637409684999998,"Up in D8CM",6.10578459732278,"ACOT9","ACOT9_HUMAN",-0.637409684999998
-0.746327874999999,13.774508715,-35.8541961231556,2.78200623255147e-09,8.17083209647392e-07,12.3488570265292,"RRAS2_HUMAN",12,29.6133352179381,5.8584118325016e-09,7.83818306923111e-07,0.746327874999999,"Up in D8CM",6.10578459732278,"RRAS2","RRAS2_HUMAN",-0.746327874999999
0.635999680000001,13.704301595,28.6312690266795,1.35869263904517e-08,2.04507504544853e-06,10.7577222890324,"GPX2_HUMAN",18,-29.3381713374008,6.27415324950065e-09,8.26325589688141e-07,-0.635999680000001,"Up in D5BM",6.08284879778419,"GPX2","GPX2_HUMAN",0.635999680000001
-1.12885165,11.0213297625,-28.9118905810851,1.26853111369752e-08,1.94408159224662e-06,10.8282708148255,"RDH5_HUMAN",16,29.1265945438109,6.61663652133525e-09,8.49264763159154e-07,1.12885165,"Up in D8CM",6.07095689485201,"RDH5","RDH5_HUMAN",-1.12885165
-0.698661807500001,11.25014686375,-27.2165507869013,1.9407858680055e-08,2.55607563772162e-06,10.3892824581853,"GSDME_HUMAN",22,29.093779595339,6.67163125078815e-09,8.49264763159154e-07,0.698661807500001,"Up in D8CM",6.07095689485201,"GSDME","GSDME_HUMAN",-0.698661807500001
-0.526631355000003,11.1225099575,-25.208002323009,3.32659588330636e-08,3.54935148106193e-06,9.82635118975177,"ITB3_HUMAN",27,29.0471969358559,6.75059190077866e-09,8.49264763159154e-07,0.526631355000003,"Up in D8CM",6.07095689485201,"ITGB3","ITB3_HUMAN",-0.526631355000003
0.559320690000002,12.344324945,26.4703276122353,2.35982378398599e-08,2.88274705437941e-06,10.1858706782977,"HAOX2_HUMAN",22,-28.96102694912,6.899465544829e-09,8.55229339372994e-07,-0.559320690000002,"Up in D5BM",6.06791740870055,"HAO2","HAOX2_HUMAN",0.559320690000002
1.05972552275,8.994648814125,28.9734907356933,1.24966435888741e-08,1.94408159224662e-06,10.8436490678479,"P5CR1_HUMAN",15,-28.8186222104572,7.15372964910985e-09,8.73895466845607e-07,-1.05972552275,"Up in D5BM",6.05854051346082,"PYCR1","P5CR1_HUMAN",1.05972552275
-0.427661657500002,12.53591668625,-22.1107039335469,8.34342391742128e-08,6.27917144642357e-06,8.85101393088025,"PML_HUMAN",43,28.6930533714137,7.38677691626761e-09,8.77199128672195e-07,0.427661657500002,"Non-significant",6.05690180838194,"PML","PML_HUMAN",-0.427661657500002
-0.613624094999999,11.911857845,-24.3436718178002,4.2500079431447e-08,3.98036855030741e-06,9.56820838847776,"ACD10_HUMAN",56,28.6919238912435,7.38891186804198e-09,8.77199128672195e-07,0.613624094999999,"Up in D8CM",6.05690180838194,"ACAD10","ACD10_HUMAN",-0.613624094999999
-0.633499622500004,17.93574118625,-25.2615388039015,3.27739194945318e-08,3.54168419768472e-06,9.84201097319479,"CLUS_HUMAN",30,28.3503997638838,8.06777854600141e-09,9.36831955811527e-07,0.633499622500004,"Up in D8CM",6.02833830367874,"CLU","CLUS_HUMAN",-0.633499622500004
-0.8777663725,13.68066227375,-30.2548839622661,9.21353145214022e-09,1.58491544102224e-06,11.1550171590397,"IL18_HUMAN",13,28.283941746968,8.20795181959849e-09,9.36831955811527e-07,0.8777663725,"Up in D8CM",6.02833830367874,"IL18","IL18_HUMAN",-0.8777663725
-0.563952445000002,16.4214434625,-23.9256244509406,4.79933635575273e-08,4.30357512155742e-06,9.43963662229174,"CALD1_HUMAN",42,28.2761113614351,8.22464879938937e-09,9.36831955811527e-07,0.563952445000002,"Up in D8CM",6.02833830367874,"CALD1","CALD1_HUMAN",-0.563952445000002
0.5676527025,12.32177591375,24.8859091727946,3.64101428990788e-08,3.76816824312679e-06,9.73133624315356,"HUTU_HUMAN",27,-28.0657241617332,8.68801506271512e-09,9.74870076532485e-07,-0.5676527025,"Up in D5BM",6.01105325999869,"UROC1","HUTU_HUMAN",0.5676527025
3.05051422275,10.580868483625,27.3960102631852,1.85310882272766e-08,2.51933133335023e-06,10.4372406723996,"AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",20,-28.0211669620721,8.78990696600651e-09,9.74870076532485e-07,-3.05051422275,"Up in D5BM",6.01105325999869,"AMY1B;AMY1C;AMY1A","AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",3.05051422275
2.34364747825,11.173472403375,27.0842978758964,2.00842974946884e-08,2.58321609405641e-06,10.3537045912432,"CO6A1_HUMAN",24,-27.8010871054008,9.31348042836839e-09,1.01952372117814e-06,-2.34364747825,"Up in D5BM",5.99160266507277,"COL6A1","CO6A1_HUMAN",2.34364747825
3.50433397325,9.590859413375,27.6315225002977,1.74481249025462e-08,2.41135028177862e-06,10.499627985176,"CLC11_HUMAN",9,-27.7325356167103,9.48372303591039e-09,1.02485001884216e-06,-3.50433397325,"Up in D5BM",5.98933968656447,"CLEC11A","CLC11_HUMAN",3.50433397325
-0.653475522500003,11.27679693625,-23.9446564623791,4.77263546881872e-08,4.30357512155742e-06,9.44554432036657,"LIMC1_HUMAN",55,27.5371915778903,9.98852836130617e-09,1.06573804503101e-06,0.653475522500003,"Up in D8CM",5.97234953037324,"LIMCH1","LIMC1_HUMAN",-0.653475522500003
0.562273500000003,17.678329705,24.8190015410864,3.71049904116174e-08,3.76816824312679e-06,9.71142493033388,"NNMT_HUMAN",24,-27.4041706057987,1.03497179583586e-08,1.09047215838755e-06,-0.562273500000003,"Up in D5BM",5.96238541822192,"NNMT","NNMT_HUMAN",0.562273500000003
3.16707003025,9.456138312375,27.0570712753803,2.02268670314062e-08,2.58321609405641e-06,10.3463553164512,"MIME_HUMAN",10,-27.2198811136758,1.08748524107024e-08,1.11732633146056e-06,-3.16707003025,"Up in D5BM",5.95181996631653,"OGN","MIME_HUMAN",3.16707003025
-0.843203545000001,16.9417519575,-26.8436988435501,2.13849944186317e-08,2.65079585227422e-06,10.2884623037266,"LEG4_HUMAN",17,27.177136338992,1.10009297263039e-08,1.11732633146056e-06,0.843203545000001,"Up in D8CM",5.95181996631653,"LGALS4","LEG4_HUMAN",-0.843203545000001
-0.561238289999995,14.6531243325,-23.4032104326979,5.60318762987466e-08,4.91971547210557e-06,9.27540125664935,"CAN2_HUMAN",37,27.1766868569585,1.10022642675556e-08,1.11732633146056e-06,0.561238289999995,"Up in D8CM",5.95181996631653,"CAPN2","CAN2_HUMAN",-0.561238289999995
-0.829440592500003,12.14456224375,-25.1382634289271,3.39195863334901e-08,3.57385241506235e-06,9.80589555856887,"PALLD_HUMAN",30,27.0524616299234,1.13782340668535e-08,1.13163249073235e-06,0.829440592500003,"Up in D8CM",5.94629459184141,"PALLD","PALLD_HUMAN",-0.829440592500003
-0.273866892500003,15.36433780375,-16.2400570399614,7.16700828640249e-07,2.36904756259163e-05,6.51634154263098,"LPPRC_HUMAN",100,27.0416478106194,1.14116457126883e-08,1.13163249073235e-06,0.273866892500003,"Non-significant",5.94629459184141,"LRPPRC","LPPRC_HUMAN",-0.273866892500003
2.025226353,9.592951416,25.9865639605826,2.68649172702646e-08,3.06005929285216e-06,10.0504489858119,"NID1_HUMAN",42,-26.8547366506897,1.20070962191224e-08,1.17683504687189e-06,-2.025226353,"Up in D5BM",5.92928440653101,"NID1","NID1_HUMAN",2.025226353
6.94313418725,10.205371438875,26.0587207073353,2.63464500334911e-08,3.04264986390452e-06,10.0708302656568,"GPC3_HUMAN",12,-26.5728424023296,1.29729947697695e-08,1.25069298284328e-06,-6.94313418725,"Up in D5BM",5.90284928680631,"GPC3","GPC3_HUMAN",6.94313418725
0.725817682500002,15.47593688875,25.9036440362747,2.74751373659777e-08,3.08783910477102e-06,10.0269476205648,"NDRG1_HUMAN",18,-26.5112035343508,1.31957568024121e-08,1.25069298284328e-06,-0.725817682500002,"Up in D5BM",5.90284928680631,"NDRG1","NDRG1_HUMAN",0.725817682500002
-0.554827215000001,14.259634255,-23.1139221863737,6.11380073195924e-08,5.26236995348161e-06,9.18269643996757,"CHDH_HUMAN",33,26.5022785641536,1.32283695928892e-08,1.25069298284328e-06,0.554827215000001,"Up in D8CM",5.90284928680631,"CHDH","CHDH_HUMAN",-0.554827215000001
1.1046020975,12.93049442875,31.2688143970126,7.30379937578897e-09,1.34175836256519e-06,11.3904087957087,"ANGL8_HUMAN",9,-26.4394293277154,1.34606324436483e-08,1.25069298284328e-06,-1.1046020975,"Up in D5BM",5.90284928680631,"ANGPTL8","ANGL8_HUMAN",1.1046020975
0.655534980000001,16.0183233025,24.6350979874886,3.90940370829866e-08,3.87674868908816e-06,9.65638342431245,"ENOB_HUMAN",23,-26.4282155184008,1.35025580067314e-08,1.25069298284328e-06,-0.655534980000001,"Up in D5BM",5.90284928680631,"ENO3","ENOB_HUMAN",0.655534980000001
-0.696455,14.08457446,-23.9266450948097,4.7979001356714e-08,4.30357512155742e-06,9.4399535717767,"EHD4_HUMAN",31,26.2329209620788,1.42569899522283e-08,1.30621922073187e-06,0.696455,"Up in D8CM",5.88398392997935,"EHD4","EHD4_HUMAN",-0.696455
