"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1CM_vs_D2BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
3.7643981,12.5215201375,148.128302921516,9.96695718247219e-14,8.40114820910581e-10,20.8840408029462,"TSP1_HUMAN",52,167.594970877073,7.75525143877305e-15,6.53690143774181e-11,3.7643981,"Up in D2BM",10.1846280632011,"THBS1","TSP1_HUMAN"
1.9115421775,15.87905347375,109.504387055156,8.6272070524633e-13,2.42395760817377e-09,19.6140854399869,"TRFE_HUMAN",55,142.007583540998,2.73057790807678e-14,1.15080205935896e-10,1.9115421775,"Up in D2BM",9.93899936961154,"TF","TRFE_HUMAN"
1.8253419375,11.84828865625,116.45340131792,5.55908852874392e-13,2.34287786043912e-09,19.9025618620643,"T23O_HUMAN",22,126.278895641666,6.66133057736377e-14,1.87161184788664e-10,1.8253419375,"Up in D2BM",9.72778421425165,"TDO2","T23O_HUMAN"
1.61159682,12.6452764275,92.889363115809,2.79437848998368e-12,5.41706479714595e-09,18.7706136129417,"A0AAG2UXZ5_HUMAN",37,113.737126101128,1.47453097285872e-13,3.10720539255655e-10,1.61159682,"Up in D2BM",9.50763003805314,"COL18A1","A0AAG2UXZ5_HUMAN"
2.25729108,11.44491017,91.0898246945333,3.21334962459719e-12,5.41706479714595e-09,18.6636572925596,"AGRIN_HUMAN",69,104.847799011449,2.73594118769415e-13,4.61224965421479e-10,2.25729108,"Up in D2BM",9.33608719302664,"AGRN","AGRIN_HUMAN"
1.263227225,16.0098224875,78.5683826206226,9.23672984883676e-12,9.73204948698063e-09,17.8126147038331,"APOE_HUMAN",35,98.2913827346015,4.46785834440232e-13,5.6167594023448e-10,1.263227225,"Up in D2BM",9.25051417902077,"APOE","APOE_HUMAN"
1.12163782,14.9080049975,71.818937408883,1.75381762368781e-11,1.16774323632933e-08,17.2616147385341,"THRB_HUMAN",47,97.7354387647053,4.66452910385735e-13,5.6167594023448e-10,1.12163782,"Up in D2BM",9.25051417902077,"F2","THRB_HUMAN"
2.2067205875,11.75678122125,86.0653379199129,4.81857595167324e-12,6.76929611610896e-09,18.3458269897281,"ATTY_HUMAN",25,91.8845980409644,7.4542577515518e-13,7.85399232347877e-10,2.2067205875,"Up in D2BM",9.10490952754643,"TAT","ATTY_HUMAN"
-2.21773839,13.4580045925,-78.6256548818358,9.18880289496543e-12,9.73204948698063e-09,17.8169842804134,"PLIN2_HUMAN",27,-84.0329182501255,1.46883572764461e-12,1.37564626092404e-09,-2.21773839,"Up in D1CM",8.86149322793128,"PLIN2","PLIN2_HUMAN"
1.63484120125,10.656713126875,76.0102052990863,1.16989735008201e-11,1.05597649938429e-08,17.6123808605975,"ALDR_HUMAN",20,78.7618440954652,2.40197513704424e-12,2.02462484301459e-09,1.63484120125,"Up in D2BM",8.69365543847537,"AKR1B1","ALDR_HUMAN"
1.884908912,10.4559973465,73.190789735386,1.53224615229202e-11,1.16774323632933e-08,17.3796791903223,"MFGM_HUMAN",22,76.8499446796106,2.89458951674475e-12,2.12278250808746e-09,1.884908912,"Up in D2BM",8.67309449965222,"MFGE8","MFGM_HUMAN"
1.327555895,14.8520518525,67.0329510337315,2.86910826159064e-11,1.51148209605922e-08,16.8228002316042,"KLKB1_HUMAN",31,76.4147255251601,3.02211295492342e-12,2.12278250808746e-09,1.327555895,"Up in D2BM",8.67309449965222,"KLKB1","KLKB1_HUMAN"
1.011455535,10.6282830225,57.1874441823841,8.91156035522587e-11,3.26589314061734e-08,15.7660272560858,"LIMC1_HUMAN",55,73.6101387287006,4.01403422859789e-12,2.60263803945012e-09,1.011455535,"Up in D2BM",8.58458622697338,"LIMCH1","LIMC1_HUMAN"
1.09898114,13.0968402625,58.0222824009777,8.03633950471419e-11,3.22563360405885e-08,15.8648684304236,"PCKGC_HUMAN",38,69.0795787952618,6.5008332683034e-12,3.8654214168062e-09,1.09898114,"Up in D2BM",8.41280315141795,"PCK1","PCKGC_HUMAN"
-1.7679686575,11.42957377375,-75.2847822541729,1.25278977267088e-11,1.05597649938429e-08,17.553746847466,"HLAE_HUMAN",13,-68.5670861668833,6.87879004058525e-12,3.8654214168062e-09,-1.7679686575,"Up in D1CM",8.41280315141795,"HLA-E","HLAE_HUMAN"
1.65036392,10.9702527525,65.5867822457754,3.35229176928368e-11,1.56980374018289e-08,16.6813624139538,"SMOC1_HUMAN",19,67.2367250517132,7.98153054530086e-12,4.20477006039631e-09,1.65036392,"Up in D2BM",8.37625774879151,"SMOC1","SMOC1_HUMAN"
1.10279893749999,13.72516775125,68.4535914812011,2.47028208438153e-11,1.46222021907521e-08,16.957618002426,"FBX2_HUMAN",16,63.947175332797,1.16786264387788e-11,5.79053777955688e-09,1.10279893749999,"Up in D2BM",8.23728110054746,"FBXO2","FBX2_HUMAN"
1.1867737775,11.81373882375,57.639755263329,8.42459808098198e-11,3.22776987384532e-08,15.819812994791,"KNG1_HUMAN",26,63.2652183442987,1.26683663637824e-11,5.88269819960429e-09,1.1867737775,"Up in D2BM",8.23042343167521,"KNG1","KNG1_HUMAN"
2.5953774475,11.77108383125,59.7006272199996,6.55717014214635e-11,2.76351935640758e-08,16.0579963520673,"APOA5_HUMAN",27,62.4795546160564,1.39282181183366e-11,5.88269819960429e-09,2.5953774475,"Up in D2BM",8.23042343167521,"APOA5","APOA5_HUMAN"
4.5373382575,10.97344231625,63.384268317068,4.27758318830693e-11,1.89767098390732e-08,16.4574030683817,"ANGL8_HUMAN",9,62.3431569190464,1.41610807656928e-11,5.88269819960429e-09,4.5373382575,"Up in D2BM",8.23042343167521,"ANGPTL8","ANGL8_HUMAN"
1.1305265425,14.40941548125,50.8895650777982,2.04783115849179e-10,5.52143582248862e-08,14.9546893756371,"APOB_HUMAN",250,62.0614229598149,1.46561468966295e-11,5.88269819960429e-09,1.1305265425,"Up in D2BM",8.23042343167521,"APOB","APOB_HUMAN"
0.858621122500004,16.51796650875,46.5304863299534,3.87692892318388e-10,7.59968230081788e-08,14.3151247602949,"CO3_HUMAN",118,61.6608051755421,1.53942004808239e-11,5.89807799331202e-09,0.858621122500004,"Up in D2BM",8.22928948884745,"C3","CO3_HUMAN"
-2.048680545,13.5604568725,-71.5522988129151,1.80100392363048e-11,1.16774323632933e-08,17.2382846994679,"ISG20_HUMAN",10,-61.1058303768147,1.64871289741681e-11,6.04217435318534e-09,-2.048680545,"Up in D1CM",8.21880674686582,"ISG20","ISG20_HUMAN"
1.10585022,15.3064172275,53.140696144581,1.50405672187345e-10,4.69544226247085e-08,15.2587831374054,"APOA1_HUMAN",30,59.6627627974242,1.97642625258428e-11,6.94137370126372e-09,1.10585022,"Up in D2BM",8.15855457394833,"APOA1","APOA1_HUMAN"
3.16055870125,10.506556034375,56.4995906961129,9.71489431002382e-11,3.41195183913295e-08,15.6831533089333,"AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",20,58.3054996198528,2.35334415621326e-11,7.93453515708861e-09,3.16055870125,"Up in D2BM",8.10047851120589,"AMY1B;AMY1C;AMY1A","AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN"
-1.1201014475,11.01567983625,-66.1897702420111,3.14035587117023e-11,1.55706233165258e-08,16.7408617742787,"CD123_HUMAN",14,-57.7923456079629,2.51654404968457e-11,8.15844222876587e-09,-1.1201014475,"Up in D1CM",8.08839275742694,"CDC123","CD123_HUMAN"
1.21968651,13.225989105,48.6179193752847,2.83572751354465e-10,6.29009137149155e-08,14.6302232948746,"CO5_HUMAN",77,55.9892961650802,3.20037792143101e-11,9.7384552968705e-09,1.21968651,"Up in D2BM",8.01150992497433,"C5","CO5_HUMAN"
1.7798004145,10.28644251775,51.3728054856365,1.91439621630801e-10,5.52143582248862e-08,15.0213819488313,"PTPRF_HUMAN",72,55.9099487880102,3.23498337065339e-11,9.7384552968705e-09,1.7798004145,"Up in D2BM",8.01150992497433,"PTPRF","PTPRF_HUMAN"
0.468172782500003,11.26625549875,32.0507121041963,5.50166300568302e-09,5.04059972553284e-07,11.5379165161714,"FAT1_HUMAN",154,55.5383758324828,3.40277237549073e-11,9.89012122995831e-09,0.468172782500003,"Non-significant",8.00479838492666,"FAT1","FAT1_HUMAN"
1.3447778225,14.15155875375,53.4286111505856,1.447208731052e-10,4.69544226247085e-08,15.2964956137584,"LG3BP_HUMAN",20,55.2907959166826,3.52003365640941e-11,9.89012122995831e-09,1.3447778225,"Up in D2BM",8.00479838492666,"LGALS3BP","LG3BP_HUMAN"
1.6533260325,15.47988128625,53.3148290264806,1.4693769041243e-10,4.69544226247085e-08,15.2816229648839,"FGL1_HUMAN",19,54.76606923536,3.78398912398111e-11,1.00670784605732e-08,1.6533260325,"Up in D2BM",7.99709654658071,"FGL1","FGL1_HUMAN"
-1.3870925925,12.44583392125,-50.7233040090294,2.09616735460477e-10,5.52143582248862e-08,14.931559421769,"ABHD2_HUMAN",29,-54.6941490069671,3.82188291301865e-11,1.00670784605732e-08,-1.3870925925,"Up in D1CM",7.99709654658071,"ABHD2","ABHD2_HUMAN"
3.585083725,16.11341393,50.0037713423782,2.32090857912492e-10,5.83712101825367e-08,14.8303542775074,"FINC_HUMAN",161,52.2732444972191,5.38702617567661e-11,1.25534555365583e-08,3.585083725,"Up in D2BM",7.90123671132304,"FN1","FINC_HUMAN"
0.928045512499999,12.65377843375,43.3881167758895,6.38006109501534e-10,1.14420287169967e-07,13.8069711713598,"FA5_HUMAN",71,52.2604340136859,5.39704518439859e-11,1.25534555365583e-08,0.928045512499999,"Up in D2BM",7.90123671132304,"F5","FA5_HUMAN"
-3.05816507275,9.100844621125,-50.7394138224438,2.09142738388293e-10,5.52143582248862e-08,14.9338047467611,"CP1A1_HUMAN",18,-52.1720895105282,5.46671567185378e-11,1.25534555365583e-08,-3.05816507275,"Up in D1CM",7.90123671132304,"CYP1A1","CP1A1_HUMAN"
-1.1867036825,11.12476396625,-49.9030278486186,2.3545155370818e-10,5.83712101825367e-08,14.816039259895,"HSP76_HUMAN",21,-52.1452775903912,5.48806099052298e-11,1.25534555365583e-08,-1.1867036825,"Up in D1CM",7.90123671132304,"HSPA6","HSP76_HUMAN"
0.733091832500001,12.31258463875,42.8082881977184,7.02165413564188e-10,1.18869169255092e-07,13.7083968905183,"BAIP2_HUMAN",35,52.1172511925038,5.51047401652219e-11,1.25534555365583e-08,0.733091832500001,"Up in D2BM",7.90123671132304,"BAIAP2","BAIP2_HUMAN"
1.412555695,11.950059415,49.5148147028956,2.48930842036185e-10,5.87436180321635e-08,14.7605383593739,"PDCD4_HUMAN",21,51.5297798890118,6.00496932809389e-11,1.31021398748557e-08,1.412555695,"Up in D2BM",7.88265776847043,"PDCD4","PDCD4_HUMAN"
2.78225493725,11.015211941375,49.460327627183,2.50892187585465e-10,5.87436180321635e-08,14.7527053340198,"CO6A1_HUMAN",24,51.3133098507651,6.19968869038805e-11,1.31021398748557e-08,2.78225493725,"Up in D2BM",7.88265776847043,"COL6A1","CO6A1_HUMAN"
3.19007348925,9.393332957875,51.9955454435163,1.75680505163247e-10,5.28861063578931e-08,15.1061711790085,"MIME_HUMAN",10,51.1294675854884,6.37068000134618e-11,1.31021398748557e-08,3.19007348925,"Up in D2BM",7.88265776847043,"OGN","MIME_HUMAN"
-1.6348927025,9.55142295375,-67.9566827875682,2.60212401069263e-11,1.46222021907521e-08,16.9109159119178,"TR10A_HUMAN",9,-51.1269167662,6.37308974812058e-11,1.31021398748557e-08,-1.6348927025,"Up in D1CM",7.88265776847043,"TNFRSF10A","TR10A_HUMAN"
-0.513122084999999,11.055672885,-34.3173564201986,3.38556288521275e-09,3.65492451313622e-07,12.0577526374303,"AQR_HUMAN",58,-50.6507847771508,6.84149637784413e-11,1.34243839993953e-08,-0.513122084999999,"Up in D1CM",7.87210563350932,"AQR","AQR_HUMAN"
0.635399104999998,15.05458796,39.2121912673504,1.31142532284369e-09,1.87356000783889e-07,13.0597930527077,"PH4H_HUMAN",41,50.6440818432701,6.84836293716929e-11,1.34243839993953e-08,0.635399104999998,"Up in D2BM",7.87210563350932,"PAH","PH4H_HUMAN"
-1.2964532375,15.11314737625,-47.5723143802798,3.31099252130057e-10,6.97708899051062e-08,14.4745056316772,"SQSTM_HUMAN",24,-50.3597091547608,7.14698733595406e-11,1.36913536942629e-08,-1.2964532375,"Up in D1CM",7.86355361009216,"SQSTM1","SQSTM_HUMAN"
4.8266286845,10.63485598525,48.2575173947897,2.99016749147394e-10,6.46259532964969e-08,14.5770191350056,"PGBM_HUMAN",175,50.1140386204379,7.41686803879695e-11,1.38926179331154e-08,4.8266286845,"Up in D2BM",7.85721590784229,"HSPG2","PGBM_HUMAN"
2.9100954525,16.18108356125,46.7479044192954,3.75025972599988e-10,7.59968230081788e-08,14.3487427712145,"FIBA_HUMAN",58,48.9359307949651,8.88224985021397e-11,1.62757573885769e-08,2.9100954525,"Up in D2BM",7.78845879249703,"FGA","FIBA_HUMAN"
-0.677797795,11.3056361675,-42.025539817214,8.0078226411122e-10,1.29803725080644e-07,13.5727907729012,"ASNS_HUMAN",27,-48.7926226194259,9.08187503830064e-11,1.62874733399651e-08,-0.677797795,"Up in D1CM",7.78814628215061,"ASNS","ASNS_HUMAN"
4.2237390265,8.68849164175,46.5904791557549,3.84149621680795e-10,7.59968230081788e-08,14.3244201358913,"TSP3_HUMAN",12,47.4410575261062,1.12362693164361e-10,1.973135709755e-08,4.2237390265,"Up in D2BM",7.70484304350054,"THBS3","TSP3_HUMAN"
1.6962087125,11.90361201875,43.9161453882771,5.85336671952516e-10,1.07256582780169e-07,13.8953869115481,"PCSK6_HUMAN",46,46.9301708169634,1.21969190615021e-10,2.09811899529389e-08,1.6962087125,"Up in D2BM",7.67816988433408,"PCSK6","PCSK6_HUMAN"
1.0060596525,15.85265302625,46.2006328974223,4.07852656104038e-10,7.81315917795667e-08,14.2637553948035,"NDRG1_HUMAN",18,46.6125597475797,1.28408686038525e-10,2.16471362923746e-08,1.0060596525,"Up in D2BM",7.66459954848753,"NDRG1","NDRG1_HUMAN"
1.5708990075,12.41933536625,44.1752296514289,5.61317644579389e-10,1.05141031692437e-07,13.938307049304,"FA10_HUMAN",25,46.3696035188438,1.33594627122151e-10,2.20797865100512e-08,1.5708990075,"Up in D2BM",7.65600513012558,"F10","FA10_HUMAN"
1.4750273225,10.99522769375,42.7830542014773,7.05120235230111e-10,1.18869169255092e-07,13.7040710853739,"CDHR2_HUMAN",33,45.6320029753776,1.50849734963153e-10,2.44521618462388e-08,1.4750273225,"Up in D2BM",7.61168273832411,"CDHR2","CDHR2_HUMAN"
-0.680025575000002,10.51091814,-35.8833997353476,2.46515101457602e-09,2.80760522033792e-07,12.3950630942272,"RPA1_HUMAN",68,-45.4117125726622,1.5648215377889e-10,2.48865674377785e-08,-0.680025575000002,"Up in D1CM",7.60403500076524,"POLR1A","RPA1_HUMAN"
-1.159798144,9.8890771855,-48.876535859581,2.73050108725453e-10,6.22037666607254e-08,14.6681024769557,"INGR1_HUMAN",13,-44.6163502494976,1.78891921061966e-10,2.79237037524316e-08,-1.159798144,"Up in D1CM",7.55402697814905,"IFNGR1","INGR1_HUMAN"
2.31120848775,9.848203778625,42.2806607774981,7.67002666921982e-10,1.26765989793831e-07,13.6173139137143,"QSOX1_HUMAN",23,43.830013936301,2.04681053115011e-10,3.11780477323308e-08,2.31120848775,"Up in D2BM",7.50615108239992,"QSOX1","QSOX1_HUMAN"
0.702282189999998,15.8377350575,43.0311503705571,6.76672683037219e-10,1.18826542610848e-07,13.7464710358543,"MTND_HUMAN",19,43.7609944298298,2.07138530431904e-10,3.11780477323308e-08,0.702282189999998,"Up in D2BM",7.50615108239992,"ADI1","MTND_HUMAN"
-0.894752024999997,12.1208558075,-38.0314048083709,1.63019017010142e-09,2.18109094345791e-07,12.831631660028,"DDX21_HUMAN",43,-43.2511271317756,2.26362462454815e-10,3.34738455444147e-08,-0.894752024999997,"Up in D1CM",7.47529439213032,"DDX21","DDX21_HUMAN"
1.00029254,12.8955291525,39.6440529628216,1.21307098279995e-09,1.81746035162405e-07,13.1412718029496,"APOA4_HUMAN",29,43.1002331837733,2.32433008047029e-10,3.37789280142829e-08,1.00029254,"Up in D2BM",7.47135413702874,"APOA4","APOA4_HUMAN"
1.316666365,11.3420308825,41.7437752859274,8.40075539420257e-10,1.33603711731573e-07,13.5232467218449,"EKI2_HUMAN",17,42.2629686196986,2.69653386975464e-10,3.8523871166376e-08,1.316666365,"Up in D2BM",7.41427007820063,"ETNK2","EKI2_HUMAN"
