"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D5B_vs_D8BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
0.705552340000002,10.70326984,19.8856733816063,1.52743961706617e-07,6.3406999185667e-05,8.30930873627005,"CCN1_HUMAN",20,20.6320343605212,5.99367563988719e-08,2.43588300568118e-05,0.705552340000002,"Up in D8BM",4.61334357449862,"CCN1","CCN1_HUMAN"
1.15731358525,8.740300297875,19.7676037306221,1.59307374616224e-07,6.3406999185667e-05,8.26988486042625,"BICC1_HUMAN",24,20.5977271497941,6.06875585707733e-08,2.43588300568118e-05,1.15731358525,"Up in D8BM",4.61334357449862,"BICC1","BICC1_HUMAN"
0.405835624999996,15.602931975,15.3742609154319,9.32584933853836e-07,0.000178653600169409,6.54944676922226,"FLNA_HUMAN",152,20.1285647441014,7.20978226857406e-08,2.6333756079729e-05,0.405835624999996,"Non-significant",4.57948719146897,"FLNA","FLNA_HUMAN"
0.325527430000001,13.4523736225,14.6804015445746,1.28744128788865e-06,0.000203525679897465,6.22379256564409,"SRBS1_HUMAN",50,20.1098104730378,7.26019113721335e-08,2.6333756079729e-05,0.325527430000001,"Non-significant",4.57948719146897,"SORBS1","SRBS1_HUMAN"
0.427432775000002,13.526108385,16.2580559905362,6.30588468156973e-07,0.000142463190912652,6.94026785511679,"PCSK6_HUMAN",46,19.9604718119573,7.67610492286477e-08,2.6333756079729e-05,0.427432775000002,"Non-significant",4.57948719146897,"PCSK6","PCSK6_HUMAN"
0.579611064999995,11.15871513,17.9813290332026,3.10694939483174e-07,0.000100724909419372,7.63367580837504,"EHD2_HUMAN",29,19.829950684912,8.06174415656489e-08,2.6333756079729e-05,0.579611064999995,"Up in D8BM",4.57948719146897,"EHD2","EHD2_HUMAN"
-1.30741739075,9.635338067125,-21.6185397190575,8.45783664904202e-08,4.78424294671237e-05,8.85438137102187,"CP2A7_HUMAN",9,-19.8099072261202,8.12288122046452e-08,2.6333756079729e-05,-1.30741739075,"Up in D5B",4.57948719146897,"CYP2A7","CP2A7_HUMAN"
0.66144180325,9.386902809125,20.1145178089699,1.4087908196615e-07,6.24984095732991e-05,8.38485288422201,"TRI15_HUMAN",15,19.353173822872,9.66849157380606e-08,3.01200018546617e-05,0.66144180325,"Up in D8BM",4.52114500572933,"TRIM15","TRI15_HUMAN"
-0.47441959,12.74789834,-17.7447292123984,3.41055148377594e-07,0.00010647236465462,7.54341705636498,"RIR2B_HUMAN",23,-19.2645489923713,1.00054579657199e-07,3.01200018546617e-05,-0.47441959,"Non-significant",4.52114500572933,"RRM2B","RIR2B_HUMAN"
-0.3502230625,15.41797304125,-14.747419947893,1.24718712353406e-06,0.000203525679897465,6.2560110999756,"THRB_HUMAN",47,-19.1004606521098,1.06649537173895e-07,3.02944235511141e-05,-0.3502230625,"Non-significant",4.51863730693877,"F2","THRB_HUMAN"
-0.393351555000001,11.23665595,-16.3746021521871,5.99784147853628e-07,0.000142463190912652,6.98992264967876,"DCA11_HUMAN",28,-19.0724869536604,1.07822126768706e-07,3.02944235511141e-05,-0.393351555000001,"Non-significant",4.51863730693877,"DCAF11","DCA11_HUMAN"
0.748350859999999,11.86566484,18.560322716382,2.4852493109048e-07,8.72840268400691e-05,7.84841181293111,"PRS23_HUMAN",17,18.725339937057,1.23653253741781e-07,3.36217185738539e-05,0.748350859999999,"Up in D8BM",4.47338009137049,"PRSS23","PRS23_HUMAN"
-1.40556049225,9.510556458875,-20.2889681717509,1.32536388531611e-07,6.24984095732991e-05,8.44168394568011,"CDO1_HUMAN",8,-18.5781681206331,1.31144594491496e-07,3.45443058427756e-05,-1.40556049225,"Up in D5B",4.46162352990674,"CDO1","CDO1_HUMAN"
0.394368649999999,12.277523755,15.1336652185433,1.04125634353746e-06,0.000183413406528982,6.43848111270559,"ITB5_HUMAN",36,18.05535108871,1.62216966858103e-07,4.0477495931424e-05,0.394368649999999,"Non-significant",4.39278636219598,"ITGB5","ITB5_HUMAN"
-0.412848235,14.54398215,-15.6462049662056,8.24953189822699e-07,0.00016556024850037,6.6724616354123,"AK1D1_HUMAN",30,-18.0396087606295,1.6327380017421e-07,4.0477495931424e-05,-0.412848235,"Non-significant",4.39278636219598,"AKR1D1","AK1D1_HUMAN"
0.487505200000003,11.8367549175,16.888443756317,4.82864333419367e-07,0.000140347016082477,7.20389232237932,"ANGL3_HUMAN",21,17.8195849973205,1.7888853091621e-07,4.22369857499905e-05,0.487505200000003,"Non-significant",4.37430708287141,"ANGPTL3","ANGL3_HUMAN"
0.449553727499998,10.91663324875,15.0004037708847,1.10759844332378e-06,0.000190529536301555,6.37613710794674,"LIMC1_HUMAN",55,17.799540854507,1.8039286831174e-07,4.22369857499905e-05,0.449553727499998,"Non-significant",4.37430708287141,"LIMCH1","LIMC1_HUMAN"
0.495278835000001,13.9776537425,15.204965965274,1.00762023974846e-06,0.000183413406528982,6.47157797838212,"VIME_HUMAN",47,17.447877608651,2.09253312921497e-07,4.76701668814946e-05,0.495278835000001,"Non-significant",4.32175332771245,"VIM","VIME_HUMAN"
0.282902002499997,15.66447127125,13.5272265065164,2.27442765043455e-06,0.000292290098705672,5.64189067043539,"HMCS1_HUMAN",32,17.300838522877,2.22838875001065e-07,4.90203615603011e-05,0.282902002499997,"Non-significant",4.30962348983905,"HMGCS1","HMCS1_HUMAN"
0.316979405,13.1761312475,13.291191634338,2.56968750551122e-06,0.000309427085485058,5.51598508717654,"DSG2_HUMAN",47,17.1721208064943,2.35552862576054e-07,4.90203615603011e-05,0.316979405,"Non-significant",4.30962348983905,"DSG2","DSG2_HUMAN"
-0.401901245000001,12.743791105,-15.9103480141483,7.33724019417589e-07,0.000154613993991771,6.78956983591241,"OAT_HUMAN",22,-17.168818447476,2.35889653996084e-07,4.90203615603011e-05,-0.401901245000001,"Non-significant",4.30962348983905,"OAT","OAT_HUMAN"
0.648786783249999,9.326316237375,15.8023487222999,7.6956428465985e-07,0.000158211155009704,6.74196692607603,"TRFM_HUMAN",35,17.1439552000325,2.38442854902402e-07,4.90203615603011e-05,0.648786783249999,"Up in D8BM",4.30962348983905,"MELTF","TRFM_HUMAN"
1.0617120265,8.841917634,18.5761647188495,2.4703474296165e-07,8.72840268400691e-05,7.85416802585981,"NSE2_HUMAN",9,16.8153722159312,2.7528861866436e-07,5.52478039695689e-05,1.0617120265,"Up in D8BM",4.25768497995693,"NSMCE2","NSE2_HUMAN"
0.610169409999999,13.53404808,18.230007060152,2.82049369286388e-07,9.50957653485986e-05,7.72695611984815,"CAVN1_HUMAN",13,16.6529460774874,2.95846642395338e-07,5.79928220639605e-05,0.610169409999999,"Up in D8BM",4.23662575697027,"CAVIN1","CAVN1_HUMAN"
0.525364400000001,17.67821145,15.1346162611675,1.04079938130801e-06,0.000183413406528982,6.43892376038911,"CLUS_HUMAN",30,16.577463931657,3.05985786211973e-07,5.86171407268346e-05,0.525364400000001,"Up in D8BM",4.23197536974002,"CLU","CLUS_HUMAN"
-0.464060544999999,14.7452257875,-15.4646880389572,8.95117730563965e-07,0.000175463891881946,6.59063199786045,"GLNA_HUMAN",22,-16.4498354871738,3.24034286120274e-07,6.06952221712843e-05,-0.464060544999999,"Non-significant",4.21684549453124,"GLUL","GLNA_HUMAN"
0.6638932225,11.82946324375,16.2020456557202,6.46029233589913e-07,0.000142463190912652,6.91625306603873,"SFXN3_HUMAN",17,16.3560799883336,3.3805875375745e-07,6.19455920743814e-05,0.6638932225,"Up in D8BM",4.20798959172345,"SFXN3","SFXN3_HUMAN"
0.375920057499998,11.73366200875,13.3770873812607,2.45747590167134e-06,0.000309165139928175,5.56208545624536,"ACD10_HUMAN",56,16.2674904066684,3.51942624943625e-07,6.31175401202089e-05,0.375920057499998,"Non-significant",4.19984993522698,"ACAD10","ACD10_HUMAN"
0.572256567500002,14.35926222875,16.3738412783686,5.99979630364919e-07,0.000142463190912652,6.98959984938122,"CRYM_HUMAN",16,16.1613667088312,3.6942873409689e-07,6.48732249938059e-05,0.572256567500002,"Up in D8BM",4.18793451177842,"CRYM","CRYM_HUMAN"
0.294700145,13.182959795,12.3617813626995,4.24103448873158e-06,0.000439863283004637,4.99549201839458,"OGDHL_HUMAN",48,16.0235160052254,3.93624530095298e-07,6.77114523300666e-05,0.294700145,"Non-significant",4.16933787100291,"OGDHL","OGDHL_HUMAN"
-0.379435774999999,11.1870125525,-14.5969427607315,1.33964817412813e-06,0.000205307171995018,6.18343508178024,"PACN3_HUMAN",23,-15.8994415422891,4.16939653858686e-07,6.98462783970519e-05,-0.379435774999999,"Non-significant",4.15585672934483,"PACSIN3","PACN3_HUMAN"
0.833434819999997,14.06178701,16.6287522085709,5.38357195221301e-07,0.000141505895068164,7.09674993287835,"MARCS_HUMAN",12,15.8704594816338,4.22607687537033e-07,6.98462783970519e-05,0.833434819999997,"Up in D8BM",4.15585672934483,"MARCKS","MARCS_HUMAN"
0.584391830000005,10.84179032,16.656986495938,5.31985581962091e-07,0.000141505895068164,7.10849637258052,"PCOC2_HUMAN",14,15.7951162393881,4.37753727348482e-07,7.09581955350068e-05,0.584391830000005,"Up in D8BM",4.14899743713284,"PCOLCE2","PCOC2_HUMAN"
0.344969512500004,13.89262569125,13.5578095836522,2.23906680643737e-06,0.000292290098705672,5.65802736412918,"ACOT9_HUMAN",29,15.6743469657932,4.63326534823721e-07,7.36864030571537e-05,0.344969512500004,"Non-significant",4.13261264269768,"ACOT9","ACOT9_HUMAN"
0.311304092500002,12.88372016125,12.2070880067497,4.62537512893066e-06,0.000439863283004637,4.9048082679292,"INF2_HUMAN",54,15.46390737428,5.12017804808777e-07,7.99221866061699e-05,0.311304092500002,"Non-significant",4.09733264267493,"INF2","INF2_HUMAN"
0.797201637499997,11.13662290625,23.0710292699399,5.33415996309479e-08,4.08742130262964e-05,9.26729457917589,"FETUA_HUMAN",7,15.3615908052665,5.3775858711687e-07,8.24139478328745e-05,0.797201637499997,"Up in D8BM",4.08399928157671,"AHSG","FETUA_HUMAN"
0.288066630000001,13.890306115,12.5841515854935,3.75031302352464e-06,0.000406722331365687,5.12376095391351,"P4HA2_HUMAN",31,15.2916375220811,5.56197288730738e-07,8.37176240484176e-05,0.288066630000001,"Non-significant",4.07718310567143,"P4HA2","P4HA2_HUMAN"
1.30672419075,7.609129369375,14.722046891414,1.26225681306777e-06,0.000203525679897465,6.24383292445905,"SMC5_HUMAN",24,15.2300863399754,5.73012583720798e-07,8.47354924242563e-05,1.30672419075,"Up in D8BM",4.07193464238058,"SMC5","SMC5_HUMAN"
0.371351005000003,14.5941568625,12.9695103074567,3.04474294402048e-06,0.00035644636493262,5.34040440219447,"CAN2_HUMAN",37,15.0830506427151,6.15552534059727e-07,8.94567639584385e-05,0.371351005000003,"Non-significant",4.04838681620598,"CAPN2","CAN2_HUMAN"
0.7141895275,16.09155130375,14.8593498031589,1.18310163494674e-06,0.000199447273619321,6.30944883347079,"TPM1_HUMAN",16,14.9498136276086,6.57196292454254e-07,9.3686167964134e-05,0.7141895275,"Up in D8BM",4.02832452459018,"TPM1","TPM1_HUMAN"
0.56367874,14.00946784,13.9662333276817,1.82195387914056e-06,0.00026478015943579,5.86974218659919,"HTRA1_HUMAN",27,14.9201802119454,6.66884574427339e-07,9.3686167964134e-05,0.56367874,"Up in D8BM",4.02832452459018,"HTRA1","HTRA1_HUMAN"
0.555314062500001,12.70878887125,16.1555961555203,6.59160570126165e-07,0.000142463190912652,6.89626238701643,"1433S_HUMAN",13,14.839587536699,6.94058193567453e-07,9.45864243178654e-05,0.555314062500001,"Up in D8BM",4.02417119200121,"SFN","1433S_HUMAN"
0.339987037500002,12.67406475625,13.0783270512531,2.87370185549094e-06,0.000341161027323002,5.40032383252787,"CAP2_HUMAN",27,14.811848048455,7.0369829441261e-07,9.45864243178654e-05,0.339987037500002,"Non-significant",4.02417119200121,"CAP2","CAP2_HUMAN"
-0.340462924999997,10.4076448675,-12.1800207945447,4.69660641480808e-06,0.000439863283004637,4.88881630758085,"CEMIP_HUMAN",54,-14.8025664583511,7.06957495791377e-07,9.45864243178654e-05,-0.340462924999997,"Non-significant",4.02417119200121,"CEMIP","CEMIP_HUMAN"
0.604678870000001,10.5944899325,13.5171184120687,2.28625383102067e-06,0.000292290098705672,5.63654844813046,"EPHA2_HUMAN",28,14.3698684300467,8.79599677927143e-07,0.000115846026331998,0.604678870000001,"Up in D8BM",3.93611885847895,"EPHA2","EPHA2_HUMAN"
0.636120077499999,11.97843444375,13.8884624919935,1.89406506444491e-06,0.000270594481834002,5.82996278227478,"RCN2_HUMAN",19,14.2796147162764,9.21329886521781e-07,0.000119475224822955,0.636120077499999,"Up in D8BM",3.92272214357112,"RCN2","RCN2_HUMAN"
0.559591769999999,10.616912365,12.7976703799611,3.33889202080712e-06,0.000385527682786071,5.24466556382572,"TENA_HUMAN",61,14.0428296900267,1.04183418752427e-06,0.000132926607519251,0.559591769999999,"Up in D8BM",3.8763880789354,"TNC","TENA_HUMAN"
-0.608228445,11.962091325,-13.8504720563676,1.93046447555773e-06,0.000271198084407935,5.81044050049717,"EKI2_HUMAN",17,-14.0159546207048,1.05660015467906e-06,0.000132926607519251,-0.608228445,"Up in D5B",3.8763880789354,"ETNK2","EKI2_HUMAN"
0.613128424999998,12.8159877075,15.1269887760263,1.04447069799397e-06,0.000183413406528982,6.43537276301451,"CAV1_HUMAN",12,13.9322163948279,1.10414274850555e-06,0.000135644079788062,0.613128424999998,"Up in D8BM",3.8675991563549,"CAV1","CAV1_HUMAN"
0.750485899999999,10.5074472425,16.2883029697351,6.2242463914684e-07,0.000142463190912652,6.95319543379865,"SDCB2_HUMAN",9,13.921522959375,1.11038575220978e-06,0.000135644079788062,0.750485899999999,"Up in D8BM",3.8675991563549,"SDCBP2","SDCB2_HUMAN"
0.405907152500001,11.42951059375,12.2829726773163,4.43211424525514e-06,0.000439863283004637,4.94944400881345,"ERBB2_HUMAN",39,13.8713168225667,1.14023383418036e-06,0.000137300442690089,0.405907152500001,"Non-significant",3.86232806248974,"ERBB2","ERBB2_HUMAN"
0.342232942499999,12.43971502625,13.6876097089653,2.09577008398948e-06,0.000288323362438265,5.72607009531309,"IGSF8_HUMAN",18,13.744662852962,1.21963210512009e-06,0.000144371884022496,0.342232942499999,"Non-significant",3.84051737603782,"IGSF8","IGSF8_HUMAN"
-0.416062355499996,9.39389634125,-12.6970991425519,3.5259378056968e-06,0.00040162337519214,5.18798894717613,"FXL18_HUMAN",25,-13.7013848335474,1.24817657975502e-06,0.000144371884022496,-0.416062355499996,"Non-significant",3.84051737603782,"FBXL18","FXL18_HUMAN"
0.371726987499999,14.03376770125,12.4073516522195,4.13481388063828e-06,0.000438063440865333,5.02197702096624,"TES_HUMAN",27,13.6981446920966,1.25034375769868e-06,0.000144371884022496,0.371726987499999,"Non-significant",3.84051737603782,"TES","TES_HUMAN"
0.430287362500003,14.14469647375,12.6389456521289,3.63950163691731e-06,0.000403649464441789,5.15499650575192,"SPB8_HUMAN",24,13.5141172727925,1.38068307826144e-06,0.000157267265765752,0.430287362500003,"Non-significant",3.80336166375128,"SERPINB8","SPB8_HUMAN"
0.222517965000002,10.896597385,9.42816293705778,2.6792739842154e-05,0.00124771272999733,3.03993174570411,"DYST_HUMAN",277,13.4373648395411,1.43951487482481e-06,0.00015966710605165,0.222517965000002,"Non-significant",3.79678454617643,"DST","DYST_HUMAN"
0.853050947000001,8.322298169,13.3045180874812,2.55190334768418e-06,0.000309427085485058,5.52315875058124,"NSE3_HUMAN",15,13.4372092442065,1.43963697472125e-06,0.00015966710605165,0.853050947000001,"Up in D8BM",3.79678454617643,"NSMCE3","NSE3_HUMAN"
-0.4164865025,15.03989970875,-13.6642436714107,2.12077927051518e-06,0.000288323362438265,5.7138741289603,"GNMT_HUMAN",16,-13.3209570573286,1.5342124799869e-06,0.00016794645446506,-0.4164865025,"Non-significant",3.77482916016119,"GNMT","GNMT_HUMAN"
-0.267132997500003,11.78875934875,-10.0821375496113,1.70614656932269e-05,0.000978897322866911,3.52356767111833,"SPTN2_HUMAN",127,-13.1228885465076,1.71192215091258e-06,0.000183353472373187,-0.267132997500003,"Non-significant",3.73671086089708,"SPTBN2","SPTN2_HUMAN"
0.4939324875,10.86553061125,12.5776498971422,3.76371358957451e-06,0.000406722331365687,5.12004499715189,"ANXA3_HUMAN",21,13.1160461636283,1.71846296327936e-06,0.000183353472373187,0.4939324875,"Non-significant",3.73671086089708,"ANXA3","ANXA3_HUMAN"
0.380731582500001,11.75743842125,11.7554463693994,5.99381294229238e-06,0.000520843807119407,4.63297217861184,"PALLD_HUMAN",30,13.0058230997106,1.82780444742249e-06,0.000191575705998943,0.380731582500001,"Non-significant",3.71765956529689,"PALLD","PALLD_HUMAN"
0.273901467499998,11.76275324875,10.1623204538185,1.61718399788125e-05,0.000959380862304091,3.58077596068797,"PAR14_HUMAN",98,12.9930432783235,1.84098139588497e-06,0.000191575705998943,0.273901467499998,"Non-significant",3.71765956529689,"PARP14","PAR14_HUMAN"
0.216480257500004,15.03838777375,9.42923508466712,2.67723323990775e-05,0.00124771272999733,3.04075042681018,"MVP_HUMAN",61,12.9454492491731,1.89100422443895e-06,0.000193171618690967,0.216480257500004,"Non-significant",3.71405668098125,"MVP","MVP_HUMAN"
0.341321947499999,11.00319123375,11.3420713692229,7.66012816843767e-06,0.000610298142161543,4.37449005979835,"BMP1_HUMAN",34,12.9033494319678,1.93653116824729e-06,0.000193171618690967,0.341321947499999,"Non-significant",3.71405668098125,"BMP1","BMP1_HUMAN"
-0.418390512499997,10.67489564375,-13.5150659007111,2.28866372221786e-06,0.000292290098705672,5.63546313928414,"TCEA3_HUMAN",15,-12.9000788301163,1.94011937121454e-06,0.000193171618690967,-0.418390512499997,"Non-significant",3.71405668098125,"TCEA3","TCEA3_HUMAN"
-0.369596244999999,12.1910296675,-11.4151756627639,7.33064027615281e-06,0.00060578398909502,4.42089999218629,"SAMH1_HUMAN",37,-12.8910442314219,1.95007027418754e-06,0.000193171618690967,-0.369596244999999,"Non-significant",3.71405668098125,"SAMHD1","SAMH1_HUMAN"
0.357683417499997,15.79910147125,11.3146043786315,7.78823389971741e-06,0.000610298142161543,4.35697364776073,"AGM1_HUMAN",38,12.8722949438292,1.97090511417999e-06,0.000193171618690967,0.357683417499997,"Non-significant",3.71405668098125,"PGM3","AGM1_HUMAN"
-0.359013079999997,16.7488935,-11.3004291851409,7.85529483542917e-06,0.000610298142161543,4.3479167622834,"CP2E1_HUMAN",38,-12.8420479303532,2.00504722744556e-06,0.000194259115863662,-0.359013079999997,"Non-significant",3.71161859221099,"CYP2E1","CP2E1_HUMAN"
0.591265679000001,9.6544961935,14.241379859149,1.59072523461629e-06,0.000239432553617513,6.00851427138656,"MTAP2_HUMAN",11,12.785452072869,2.07073573156594e-06,0.000198343539561014,0.591265679000001,"Up in D8BM",3.70258194078446,"MAP2","MTAP2_HUMAN"
0.2589135175,12.43541121375,9.75576361497673,2.1300740230968e-05,0.0010938542921134,3.28607735766012,"FAT1_HUMAN",154,12.7329300430882,2.13387092649365e-06,0.000202094359993427,0.2589135175,"Non-significant",3.69444580651395,"FAT1","FAT1_HUMAN"
0.381112337500003,15.65717685125,11.8398622039661,5.70647938627438e-06,0.000503304291414606,4.68460078698758,"GBP1_HUMAN",23,12.6336029758793,2.25928585720959e-06,0.00020811776448304,0.381112337500003,"Non-significant",3.68169084776684,"GBP1","GBP1_HUMAN"
0.290959835000002,11.5872983925,10.4547506106868,1.33443098306158e-05,0.000877801409814375,3.78574426454035,"RIGI_HUMAN",49,12.6254616990891,2.2699280325574e-06,0.00020811776448304,0.290959835000002,"Non-significant",3.68169084776684,"RIGI","RIGI_HUMAN"
-0.206360577499996,13.88261759375,-9.35862009019753,2.8154742017155e-05,0.00126009670948662,2.98664178399844,"GEPH_HUMAN",45,-12.6242301497577,2.27154280845173e-06,0.00020811776448304,-0.206360577499996,"Non-significant",3.68169084776684,"GPHN","GEPH_HUMAN"
0.499115702499999,13.02628481625,12.0759827112938,4.98221192335343e-06,0.000461484223098309,4.82699788719014,"CP2CI_HUMAN",20,12.5013930069159,2.43929789493402e-06,0.000221084322111816,0.499115702499999,"Non-significant",3.65544205372042,"CYP2C18","CP2CI_HUMAN"
0.275527477500001,11.65741729625,9.95384305190962,1.86024318899482e-05,0.00101995362025522,3.43110883348973,"MYO5B_HUMAN",77,12.4232837541505,2.55321122949772e-06,0.000228183687212214,0.275527477500001,"Non-significant",3.64171540639874,"MYO5B","MYO5B_HUMAN"
0.304352284999997,17.13623643,10.5716817439672,1.23737854956682e-05,0.000840428445710033,3.86612818612446,"TKFC_HUMAN",41,12.4109303437478,2.57177011331835e-06,0.000228183687212214,0.304352284999997,"Non-significant",3.64171540639874,"TKFC","TKFC_HUMAN"
0.430238245000002,13.02653289,11.359438558258,7.58035967644039e-06,0.000610298142161543,4.38554320762824,"ENAH_HUMAN",32,12.3716500869505,2.63179884142232e-06,0.000231077421191133,0.430238245000002,"Non-significant",3.63624248780152,"ENAH","ENAH_HUMAN"
-0.534142732500001,9.67571246625,-11.25939920024,8.05311734583389e-06,0.000611529064036341,4.32163620410833,"RELN_HUMAN",85,-12.2877918436187,2.7653052121659e-06,0.000238043811864546,-0.534142732500001,"Up in D5B",3.62334310386816,"RELN","RELN_HUMAN"
0.410642622499996,12.11782407875,12.2840525734555,4.42943084243971e-06,0.000439863283004637,4.95007710444678,"ACY3_HUMAN",17,12.2863765575927,2.76762291644625e-06,0.000238043811864546,0.410642622499996,"Non-significant",3.62334310386816,"ACY3","ACY3_HUMAN"
0.221149445,15.985417365,9.15040189986962,3.27239217208266e-05,0.00140572572451106,2.82484289807206,"MAP4_HUMAN",65,12.1865156674716,2.93681540258527e-06,0.000246074064621047,0.221149445,"Non-significant",3.60893415706322,"MAP4","MAP4_HUMAN"
0.181966067500003,11.72796356625,8.82590057077328,4.161460318144e-05,0.0015589755120727,2.56576368782403,"NFKB2_HUMAN",40,12.1861870133972,2.93739112588809e-06,0.000246074064621047,0.181966067500003,"Non-significant",3.60893415706322,"NFKB2","NFKB2_HUMAN"
