"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"GO:0045296","GO:0045296","cadherin binding","26/239","333/18369",2.52544543574577e-13,1.17180668218603e-10,8.74601629853007e-11,"1192/8407/10397/1266/7534/10726/5110/226/7529/7531/11315/6711/5216/302/2023/6709/832/3309/5694/3875/51031/5052/3312/3326/9124/831",26,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0044183","GO:0044183","protein folding chaperone","13/239","67/18369",3.00880495253252e-12,4.38378141447016e-10,3.27192396860409e-10,"3315/3329/811/3313/3308/7184/3309/3336/908/3311/3312/3320/3326",13,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0140662","GO:0140662","ATP-dependent protein folding chaperone","11/239","41/18369",3.2195859035872e-12,4.38378141447016e-10,3.27192396860409e-10,"3329/3313/3308/7184/3309/3336/908/3311/3312/3320/3326",11,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0016667","GO:0016667","oxidoreductase activity, acting on a sulfur group of donors","12/239","54/18369",3.779121909026e-12,4.38378141447016e-10,3.27192396860409e-10,"5034/7296/10935/25828/10130/84817/9601/1738/30001/2745/9352/5230",12,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0015035","GO:0015035","protein-disulfide reductase activity","10/239","34/18369",1.14869451543432e-11,1.06598851032305e-09,7.95622095953455e-10,"5034/7296/25828/10130/84817/9601/30001/2745/9352/5230",10,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0015036","GO:0015036","disulfide oxidoreductase activity","10/239","39/18369",5.26088513718246e-11,3.96570764343244e-09,2.95988614947657e-09,"5034/7296/25828/10130/84817/9601/30001/2745/9352/5230",10,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0051082","GO:0051082","unfolded protein binding","15/239","122/18369",5.98274860000584e-11,3.96570764343244e-09,2.95988614947657e-09,"3329/80273/811/3313/10726/7184/4869/3309/3336/908/3311/3312/3320/3326/5478",15,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0016853","GO:0016853","isomerase activity","16/239","154/18369",1.77215593178343e-10,1.02785044043439e-08,7.67156975732565e-09,"3329/5034/4594/2286/10130/1632/7167/9601/5223/5373/4282/1891/2821/2280/5478/1892",16,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0016209","GO:0016209","antioxidant activity","11/239","82/18369",8.93025337727163e-09,4.59981127675385e-07,3.4331622278857e-07,"6648/7296/10935/11315/84817/847/25824/5052/10549/337/2168",11,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0016860","GO:0016860","intramolecular oxidoreductase activity","9/239","48/18369",9.91338637231433e-09,4.59981127675385e-07,3.4331622278857e-07,"5034/10130/1632/7167/9601/4282/1891/2821/1892",9,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0016668","GO:0016668","oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor","5/239","12/18369",2.62911079271432e-07,1.10900673438131e-05,8.27729617993313e-06,"7296/10935/84817/1738/5230",5,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0004601","GO:0004601","peroxidase activity","8/239","55/18369",5.25041310932058e-07,2.03015973560396e-05,1.51525080084778e-05,"7296/10935/11315/84817/847/25824/5052/10549",8,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0016684","GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","8/239","57/18369",6.96782328266779e-07,2.48697692550604e-05,1.85620555465401e-05,"7296/10935/11315/84817/847/25824/5052/10549",8,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0003779","GO:0003779","actin binding","20/239","434/18369",1.10093680911779e-06,3.64881913879041e-05,2.72337000150191e-05,"5358/5034/7170/1266/87/226/9948/1072/6711/7533/5216/6709/832/81/10487/7168/10092/9124/2633/23224",20,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0016829","GO:0016829","lyase activity","13/239","198/18369",2.03518399040725e-06,6.29550247699311e-05,4.69877566908061e-05,"226/2731/50/11315/3155/2023/7167/2271/5092/2805/48/4199/1892",13,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0016835","GO:0016835","carbon-oxygen lyase activity","8/239","77/18369",7.09522167583608e-06,0.000200920595427469,0.000149961152213333,"50/11315/2023/7167/2271/5092/48/1892",8,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0008238","GO:0008238","exopeptidase activity","9/239","102/18369",7.36131491867882e-06,0.000200920595427469,0.000149961152213333,"1803/290/5476/8836/1522/5184/55748/29952/23549",9,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0051087","GO:0051087","chaperone binding","9/239","104/18369",8.63370014736929e-06,0.000222557603798853,0.000166110371256403,"3329/80273/811/10961/6902/3309/3336/3312/3106",9,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0031625","GO:0031625","ubiquitin protein ligase binding","15/239","301/18369",1.0028872473586e-05,0.000244915622512838,0.000182797730958992,"3329/203068/811/3313/7534/7531/7167/1398/5684/3309/3311/3312/3320/3326/2821",15,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0016836","GO:0016836","hydro-lyase activity","7/239","62/18369",1.54666327271415e-05,0.000358825879269684,0.000267816956169977,"50/11315/2023/2271/5092/48/1892",7,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0044389","GO:0044389","ubiquitin-like protein ligase binding","15/239","320/18369",2.06292558797556e-05,0.00045580832039079,0.000340201763631057,"3329/203068/811/3313/7534/7531/7167/1398/5684/3309/3311/3312/3320/3326/2821",15,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0097110","GO:0097110","scaffold protein binding","7/239","66/18369",2.34353930553767e-05,0.000494273744440673,0.000368911211254495,"5660/3856/7531/11315/1398/3875/3320",7,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0016863","GO:0016863","intramolecular oxidoreductase activity, transposing C=C bonds","4/239","14/18369",2.52499407635288e-05,0.000509390109316407,0.000380193616073271,"1632/4282/1891/1892",4,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0004553","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","8/239","94/18369",3.1050594619793e-05,0.000600311495982665,0.000448054632890873,"3073/3074/2760/4758/2517/2519/2632/2548",8,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0044325","GO:0044325","transmembrane transporter binding","9/239","129/18369",4.86171138858432e-05,0.000902333633721249,0.000673474967092312,"6281/87/7534/7531/7533/81/5589/3320/2280",9,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0051015","GO:0051015","actin filament binding","11/239","202/18369",7.05502481843064e-05,0.00125905058298147,0.000939717880673555,"5358/7170/87/9948/1072/6711/6709/832/81/7168/10092",11,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0098641","GO:0098641","cadherin binding involved in cell-cell adhesion","4/239","18/18369",7.4088986703578e-05,0.00127323295668371,0.000950303182279811,"1266/302/3875/9124",4,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0005200","GO:0005200","structural constituent of cytoskeleton","8/239","111/18369",0.000101925176763632,0.00168904578636875,0.0012606535020765,"203068/7277/3849/4000/6711/6709/7168/10092",8,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0004177","GO:0004177","aminopeptidase activity","5/239","40/18369",0.000162262376752992,0.00259619802804787,0.0019377249347272,"1803/290/5184/29952/23549",5,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0061135","GO:0061135","endopeptidase regulator activity","10/239","187/18369",0.000174341092307406,0.00269647556102121,0.00201256910067145,"12/1476/1992/10935/302/25824/2597/5720/5269/831",10,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0061134","GO:0061134","peptidase regulator activity","11/239","230/18369",0.000221626038051349,0.00331724134373632,0.0024758902043767,"12/1476/1992/10935/1520/302/25824/2597/5720/5269/831",11,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0032052","GO:0032052","bile acid binding","3/239","10/18369",0.000243967788027099,0.00343033495892648,0.00256029991262888,"5836/8644/2168",3,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0047134","GO:0047134","protein-disulfide reductase (NAD(P)) activity","3/239","10/18369",0.000243967788027099,0.00343033495892648,0.00256029991262888,"7296/84817/5230",3,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0004857","GO:0004857","enzyme inhibitor activity","14/239","359/18369",0.000270715577600907,0.00369447141196531,0.00275744349940242,"12/308/1476/1992/10935/7529/302/2644/4869/25824/2597/5269/6050/831",14,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0031406","GO:0031406","carboxylic acid binding","10/239","200/18369",0.000299692871756095,0.00397307121413794,0.00296538209948136,"5660/5009/2731/5836/2644/23576/8644/10247/5478/2168",10,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0016769","GO:0016769","transferase activity, transferring nitrogenous groups","4/239","26/18369",0.000333558284751675,0.0042218902178795,0.00315109319800898,"2806/2597/2805/2875",4,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0016798","GO:0016798","hydrolase activity, acting on glycosyl bonds","8/239","132/18369",0.000336659349270564,0.0042218902178795,0.00315109319800898,"3073/3074/2760/4758/2517/2519/2632/2548",8,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0023026","GO:0023026","MHC class II protein complex binding","4/239","27/18369",0.000387594981451041,0.00473273872087587,0.00353237531571724,"7531/3312/3320/3326",4,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0004866","GO:0004866","endopeptidase inhibitor activity","9/239","173/18369",0.00044859285921718,0.00526457918959396,0.00392932521183397,"12/1476/1992/10935/302/25824/2597/5269/831",9,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0002020","GO:0002020","protease binding","8/239","138/18369",0.000453843033585686,0.00526457918959396,0.00392932521183397,"1803/5660/1213/1476/11315/302/4282/5269",8,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0043177","GO:0043177","organic acid binding","10/239","212/18369",0.000475083466235077,0.00537655434958721,0.00401290013841695,"5660/5009/2731/5836/2644/23576/8644/10247/5478/2168",10,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0051787","GO:0051787","misfolded protein binding","4/239","29/18369",0.000513960108178488,0.00567803548082901,0.00423791668147174,"3313/3309/3311/3312",4,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0030414","GO:0030414","peptidase inhibitor activity","9/239","180/18369",0.00059779512463426,0.00645062646116969,0.00481455559374961,"12/1476/1992/10935/302/25824/2597/5269/831",9,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0019842","GO:0019842","vitamin binding","8/239","150/18369",0.0007874206988364,0.00820405262882731,0.00612326069619825,"4594/2731/84076/5836/2806/7086/2805/2875",8,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0030170","GO:0030170","pyridoxal phosphate binding","5/239","56/18369",0.000795651655812994,0.00820405262882731,0.00612326069619825,"2731/5836/2806/2805/2875",5,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0070279","GO:0070279","vitamin B6 binding","5/239","57/18369",0.00086302724631402,0.00870302623931766,0.00649567974758509,"2731/5836/2806/2805/2875",5,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0015929","GO:0015929","hexosaminidase activity","3/239","15/18369",0.000881556537172263,0.00870302623931766,0.00649567974758509,"3073/3074/2760",3,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0045309","GO:0045309","protein phosphorylated amino acid binding","5/239","58/18369",0.000934561849594496,0.00903409787941347,0.00674278176571468,"7534/7529/7531/5216/1398",5,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0005159","GO:0005159","insulin-like growth factor receptor binding","3/239","16/18369",0.00107461319589871,0.0101759290387144,0.00759501055747963,"7533/7532/1398",3,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0016616","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","7/239","123/18369",0.00114344474330831,0.010592182672119,0.00790568988005255,"3033/4191/8644/57016/4199/873/4190",7,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0023023","GO:0023023","MHC protein complex binding","4/239","36/18369",0.00118705495463403,0.010592182672119,0.00790568988005255,"7531/3312/3320/3326",4,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0097718","GO:0097718","disordered domain specific binding","4/239","36/18369",0.00118705495463403,0.010592182672119,0.00790568988005255,"1213/2597/3320/3326",4,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0051219","GO:0051219","phosphoprotein binding","6/239","92/18369",0.00127906355317509,0.0111978394089291,0.00835773404160088,"7534/7529/7531/5216/1398/5589",6,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0001530","GO:0001530","lipopolysaccharide binding","4/239","37/18369",0.00131749109752595,0.0113206642454082,0.0084494068437824,"3329/5692/3929/5682",4,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0003756","GO:0003756","protein disulfide isomerase activity","3/239","18/18369",0.00153607688033266,0.0127274941513277,0.00949942281258355,"5034/10130/9601",3,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0016864","GO:0016864","intramolecular oxidoreductase activity, transposing S-S bonds","3/239","18/18369",0.00153607688033266,0.0127274941513277,0.00949942281258355,"5034/10130/9601",3,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0030145","GO:0030145","manganese ion binding","5/239","65/18369",0.00156521999278824,0.0127414399412938,0.0095098315351308,"6648/5184/3155/3612/4199",5,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0016620","GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","4/239","39/18369",0.00160780270843513,0.012862421667481,0.00960012869464895,"1738/2597/8644/57016",4,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0016614","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","7/239","133/18369",0.00179569634768079,0.0139716145894645,0.0104279972775268,"3033/4191/8644/57016/4199/873/4190",7,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0070003","GO:0070003","threonine-type peptidase activity","3/239","19/18369",0.00180667430036178,0.0139716145894645,0.0104279972775268,"5699/5698/5694",3,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0016408","GO:0016408","C-acyltransferase activity","3/239","20/18369",0.00210521711703672,0.0160134547918859,0.0119519660311489,"38/10449/39",3,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0001846","GO:0001846","opsonin binding","3/239","21/18369",0.00243266493668375,0.0182057504938913,0.0135882302914933,"708/811/1401",3,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"GO:0000287","GO:0000287","magnesium ion binding","9/239","223/18369",0.00264867337823432,0.0195076896428686,0.0145599589212881,"8801/3251/3155/3612/2023/7086/5723/2937/4199",9,"Downres_DEq_MS_HBV.myr_vs_CTRL"
