"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","C_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.217176194046726,21.0948010807222,7.99361044128197,6.41324700445265e-05,0.0268010509116367,2.29576030338157,"AL1L1_HUMAN",60,10.6049095803425,1.29847291314857e-06,0.00157224542540902,-0.217176194046726,"Non-significant",2.80347966021685,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-0.197360098080996,19.947120329266,-8.42749397002584,4.47565245461651e-05,0.0238185363120975,2.61520225204656,"ITA2_HUMAN",40,-10.7112389841429,1.18796498229245e-06,0.00157224542540902,0.197360098080996,"Non-significant",2.80347966021685,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
0.351486230375379,20.3849882616933,9.90976753981944,1.45793489569967e-05,0.0238185363120975,3.56999407395771,"ITIH2_HUMAN",30,11.2948070628297,7.38765890017261e-07,0.00157224542540902,-0.351486230375372,"Non-significant",2.80347966021685,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
-0.227968161620225,21.2872212579385,-8.33203519188817,4.83780105369292e-05,0.0238185363120975,2.54661143216613,"MVP_HUMAN",47,-10.5835830383641,1.32196742386125e-06,0.00157224542540902,0.227968161620229,"Non-significant",2.80347966021685,"MVP","Major vault protein","MVP_HUMAN"
-0.185676787676989,22.4097834350718,-8.48923344593108,4.25765003116138e-05,0.0238185363120975,2.659070514087,"PLOD2_HUMAN",48,-11.7443269799883,5.19803075008781e-07,0.00157224542540902,0.185676787676986,"Non-significant",2.80347966021685,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
-0.23802580149885,22.5324898380859,-7.85243565104763,7.2344297149493e-05,0.0280615490387644,2.18746246086244,"TENS1_HUMAN",107,-10.5576968501302,1.35111322722059e-06,0.00157224542540902,0.238025801498843,"Non-significant",2.80347966021685,"TNS1","Tensin-1","TENS1_HUMAN"
0.620275481760178,20.8883760260846,13.0511750788179,2.06093231996461e-06,0.0143894294579929,5.05772091455783,"APOA2_HUMAN",6,10.1418558997098,1.93025825373112e-06,0.00192529473250724,-0.620275481760181,"Up in C",2.7155027773744,"APOA2","Apolipoprotein A-II","APOA2_HUMAN"
0.155561860235142,21.917110189109,6.1788104560927,0.000349772322107868,0.0542691189546029,0.719174939711855,"APOB_HUMAN",218,9.65833232880668,2.96924094855589e-06,0.00205547216748044,-0.155561860235142,"Non-significant",2.68708839949249,"APOB","Apolipoprotein B-100","APOB_HUMAN"
0.35234900061425,20.2246765842952,9.1631989040373,2.51572867686767e-05,0.0238185363120975,3.11383192296229,"CP51A_HUMAN",18,9.52861573684502,3.34308499972107e-06,0.00205547216748044,-0.352349000614254,"Non-significant",2.68708839949249,"CYP51A1","Lanosterol 14-alpha demethylase","CP51A_HUMAN"
0.209020967067104,22.9553776187329,6.849892300789,0.000179555751041357,0.0391768204303361,1.3512753086977,"FAS_HUMAN",175,9.38245963005225,3.82714668823342e-06,0.00205547216748044,-0.209020967067097,"Non-significant",2.68708839949249,"FASN","Fatty acid synthase","FAS_HUMAN"
0.41226926111748,22.2064786967941,8.3733171391921,4.67730124194373e-05,0.0238185363120975,2.57638865624465,"FDFT_HUMAN",28,9.45956522022988,3.56286816358608e-06,0.00205547216748044,-0.412269261117476,"Non-significant",2.68708839949249,"FDFT1","Squalene synthase","FDFT_HUMAN"
0.289714400204268,20.0848175190371,9.22229163368054,2.40611063077289e-05,0.0238185363120975,3.15168810891202,"HPPD_HUMAN",21,9.65343845687779,2.98248341641482e-06,0.00205547216748044,-0.289714400204275,"Non-significant",2.68708839949249,"HPD","4-hydroxyphenylpyruvate dioxygenase","HPPD_HUMAN"
-0.16659475338421,20.0714161265244,-6.46168006016295,0.000262445843137159,0.0482209704416749,0.993199217437893,"PEPL_HUMAN",100,-9.39125139428083,3.79595658045181e-06,0.00205547216748044,0.16659475338421,"Non-significant",2.68708839949249,"PPL","Periplakin","PEPL_HUMAN"
0.283144849830894,20.6433860237653,8.69528231719697,3.61188741206701e-05,0.0238185363120975,2.80272337790874,"HMCS1_HUMAN",22,9.25856315113836,4.29783950155463e-06,0.00214339395713246,-0.283144849830894,"Non-significant",2.66889799802759,"HMGCS1","Hydroxymethylglutaryl-CoA synthase, cytoplasmic","HMCS1_HUMAN"
-0.522514269490784,19.8722006806138,-9.0299931911083,2.78401781535669e-05,0.0238185363120975,3.02733987728519,"CNBP_HUMAN",10,-9.0105220244581,5.44222311468613e-06,0.00253317345244924,0.522514269490788,"Up in CM",2.59633507200869,"CNBP","CCHC-type zinc finger nucleic acid binding protein","CNBP_HUMAN"
0.293848088677471,20.8918151993097,9.37817779524981,2.14180768020462e-05,0.0238185363120975,3.25006690425318,"ANGT_HUMAN",15,8.84845351246785,6.36805124706343e-06,0.0027788583629373,-0.293848088677471,"Non-significant",2.55613358843758,"AGT","Angiotensinogen","ANGT_HUMAN"
3.29936184606156,16.0764459580344,8.43092327879583,4.46322034652254e-05,0.0238185363120975,2.61764902881164,"SIR6_HUMAN",1,8.7677966618861,6.89187488777385e-06,0.00283053355684924,-3.29936184606156,"Up in C",2.5481316920537,"SIRT6","NAD-dependent protein deacylase sirtuin-6","SIR6_HUMAN"
-0.232803272130543,20.1454234654071,-8.35233490828523,4.75811905949216e-05,0.0238185363120975,2.56127579630391,"PAI1_HUMAN",20,-8.43202494320709,9.63855852628851e-06,0.00373868975725258,0.232803272130539,"Non-significant",2.4272805718352,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
0.244484044767368,21.4649447378643,6.73404504541037,0.000200744547761854,0.0424726797719171,1.24654171017253,"A2MG_HUMAN",56,8.24109438546509,1.17190684995554e-05,0.00430644927704715,-0.244484044767365,"Non-significant",2.36588066369877,"A2M","Alpha-2-macroglobulin","A2MG_HUMAN"
0.230192220154787,22.6330124971029,6.48493871244482,0.000256424867081861,0.0482209704416749,1.01522997642679,"FETA_HUMAN",55,7.95478132714295,1.58152552004035e-05,0.00552110559046086,-0.230192220154787,"Non-significant",2.25797394695224,"AFP","Alpha-fetoprotein","FETA_HUMAN"
-0.201307550157615,21.1725864925821,-6.4208428382041,0.00027340195103418,0.0484420196082405,0.954336008731396,"UBP11_HUMAN",43,-7.81864783773116,1.8290828235961e-05,0.00608126489254664,0.201307550157619,"Non-significant",2.21600607883273,"USP11","Ubiquitin carboxyl-terminal hydrolase 11","UBP11_HUMAN"
-0.181033867871498,21.0109269524536,-6.88454460251621,0.000173711614390478,0.0391768204303361,1.38226019958606,"COIA1_HUMAN",26,-7.53504992614357,2.49175881840571e-05,0.00790793639550394,0.181033867871491,"Non-significant",2.10193683242776,"COL18A1","Collagen alpha-1(XVIII) chain","COIA1_HUMAN"
0.249618361243581,21.2732555367595,6.91793547243857,0.000168280326229375,0.0391768204303361,1.4119690952051,"FMO5_HUMAN",22,7.44754397807124,2.74595155526047e-05,0.00833575380818636,-0.249618361243581,"Non-significant",2.07905512049909,"FMO5","Flavin-containing monooxygenase 5","FMO5_HUMAN"
-0.151843046559556,22.2129925510851,-6.10205578931203,0.000378736965194919,0.0572253683537599,0.642844486466781,"ITB1_HUMAN",35,-7.35400128093968,3.0492550705059e-05,0.00887079120928009,0.151843046559549,"Non-significant",2.05203764256965,"ITGB1","Integrin beta-1","ITB1_HUMAN"
