"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","Null_vs_HBV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-5.21018486022948,17.453325843811,-26.1066684373165,2.08483447472468e-10,1.39704758151301e-06,11.5091760246748,"P03146",2,-27.8478194851508,1.48093596892264e-12,9.92375192775061e-09,5.21018486022948,"Up in HBV",8.00332410068314,"C","Capsid protein","P03146"
-5.8208194732666,18.8348958969116,-17.5058864773574,9.80298813718445e-09,3.28449117536365e-05,9.46325300172695,"P03138",3,-19.4363770277797,1.1639440892402e-10,3.89979467099929e-07,5.8208194732666,"Up in HBV",6.40895825851183,"S","Large envelope protein","P03138"
0.485211157919473,18.8378018909196,12.3375621178722,2.65653553333957e-07,0.000593381486963615,7.08308018075646,"Q96SB8",15,13.4709562945651,9.02589967235991e-09,2.01608512348279e-05,-0.485211157919476,"Non-significant",4.69549113498524,"SMC6","Structural maintenance of chromosomes protein 6","Q96SB8"
-0.32511993262084,19.4614379686234,-8.98195833865217,4.7517344898818e-06,0.00454876754524256,4.61815961787295,"P10586",30,-10.4701515838052,1.62049925293895e-07,0.00022128813291393,0.325119932620844,"Non-significant",3.65504187549067,"PTPRF","Receptor-type tyrosine-protein phosphatase F","P10586"
-0.177597653753693,20.7926019776545,-7.53872026809074,2.17457462159884e-05,0.00809545807740767,3.21307673075405,"P11717",86,-10.4526835710904,1.65115753554641e-07,0.00022128813291393,0.177597653753683,"Non-significant",3.65504187549067,"IGF2R","Cation-independent mannose-6-phosphate receptor","P11717"
0.522017363819863,17.3596682051697,9.2282145003212,3.73779607193922e-06,0.00417449524634412,4.8341526443852,"Q8IY18",8,9.6244155810492,4.13896176206604e-07,0.000462253046126743,-0.522017363819867,"Up in Null",3.33512021827225,"SMC5","Structural maintenance of chromosomes protein 5","Q8IY18"
-0.494255782075268,23.4240327302074,-8.27515768585744,9.75484544071727e-06,0.00625205920623818,3.96107289460046,"CATD_HUMAN",26,-9.38483729035539,5.46229185967499e-07,0.000522897396452601,0.49425578207526,"Non-significant",3.28158352055146,"CTSD","Cathepsin D","CATD_HUMAN"
-0.211519871004008,21.8860525196084,-8.04617340522156,1.24415586553994e-05,0.00625205920623818,3.73571603632869,"Q08380",22,-9.25736299740372,6.34532593050801e-07,0.000531500363254177,0.211519871004008,"Non-significant",3.27449643432181,"LGALS3BP","Galectin-3-binding protein","Q08380"
-0.669861704966522,18.5069284058239,-8.38165674049844,8.72663592992231e-06,0.00625205920623818,4.06374697416815,"P01040",7,-8.96368472841889,9.01637663783207e-07,0.000671319331667919,0.669861704966511,"Up in HBV",3.17307084646051,"CSTA","Cystatin-A","P01040"
-0.302245682841949,18.0902398755809,-8.00095102568886,1.30620547511318e-05,0.00625205920623818,3.69045519472024,"Q02388",16,-8.79110418444122,1.11291843154203e-06,0.000745766640976317,0.302245682841949,"Non-significant",3.12739704704595,"COL7A1","Collagen alpha-1(VII) chain","Q02388"
0.439099915845414,21.4513866152855,8.02493125262204,1.27289328440505e-05,0.00625205920623818,3.71448717458616,"P35503",11,8.654912392936,1.31693809550191e-06,0.000796722882867158,-0.439099915845407,"Non-significant",3.09869270918033,"UGT1A3","UDP-glucuronosyltransferase 1A3","P35503"
1.02877988477791,21.7772312748317,8.75255165512071,5.97092041453875e-06,0.00500139221222802,4.41106165374696,"P53801",2,8.57780840370291,1.44986994494933e-06,0.000796722882867158,-1.02877988477791,"Up in Null",3.09869270918033,"PTTG1IP","Pituitary tumor-transforming gene 1 protein-interacting protein","P53801"
-0.146004589048673,20.4004866670616,-6.21335930775408,0.000107378460332385,0.0156422404932025,1.68331148785289,"Q92673",72,-8.52679756444585,1.54564952652933e-06,0.000796722882867158,0.146004589048676,"Non-significant",3.09869270918033,"SORL1","Sortilin-related receptor","Q92673"
-0.247084732425108,21.0774149973642,-7.12774240840966,3.4890846154966e-05,0.00966469878058621,2.76514097205495,"Q16658",22,-8.11616805638977,2.61371021309299e-06,0.00125103372413829,0.247084732425101,"Non-significant",2.90273098286473,"FSCN1","Fascin","Q16658"
-0.212981034585297,20.9577492092951,-6.72083499092885,5.68096421264836e-05,0.0105744836635991,2.29868270726743,"P06865",22,-7.67379760204913,4.70283034602976e-06,0.00155779689576308,0.212981034585287,"Non-significant",2.80748916591845,"HEXA","Beta-hexosaminidase subunit alpha","P06865"
-0.273527507774407,22.2874373375298,-6.80346923818274,5.13721235777696e-05,0.0105744836635991,2.39531219143627,"P10253",28,-7.8431968678653,3.74538932866292e-06,0.00155779689576308,0.273527507774411,"Non-significant",2.80748916591845,"GAA","Lysosomal alpha-glucosidase","P10253"
-0.494010456680307,20.1423134053239,-7.09977634080064,3.60569272518512e-05,0.00966469878058621,2.73382582215345,"Q13510",12,-7.81508065179585,3.8886923443438e-06,0.00155779689576308,0.494010456680307,"Non-significant",2.80748916591845,"ASAH1","Acid ceramidase","Q13510"
-0.205118744908077,20.8820090631758,-6.84713715793166,4.87285279044814e-05,0.0105332214673526,2.44598036536722,"Q8N142",20,-7.7269612366068,4.37696660524599e-06,0.00155779689576308,0.205118744908074,"Non-significant",2.80748916591845,"ADSS1","Adenylosuccinate synthetase isozyme 1","Q8N142"
0.583879001219433,20.4436846765519,7.00237347813806,4.04599656185611e-05,0.00968293677178493,2.62391067598662,"Q8WTV0",9,7.64622660695745,4.88191834219141e-06,0.00155779689576308,-0.583879001219429,"Up in Null",2.80748916591845,"SCARB1","Scavenger receptor class B member 1","Q8WTV0"
-0.232163935715242,19.3650089542927,-7.02789527467717,3.92525436955426e-05,0.00968293677178493,2.65283884069471,"Q9HBR0",17,-7.74612560190179,4.26547327736708e-06,0.00155779689576308,0.232163935715249,"Non-significant",2.80748916591845,"SLC38A10","Putative sodium-coupled neutral amino acid transporter 10","Q9HBR0"
0.439948203814808,17.702933359055,7.17146984872835,3.31487345285187e-05,0.00966469878058621,2.81388879495196,"Q9NXX6",9,7.65493894037578,4.82455459574938e-06,0.00155779689576308,-0.439948203814811,"Non-significant",2.80748916591845,"NSMCE4A","Non-structural maintenance of chromosomes element 4 homolog A","Q9NXX6"
0.305933276689402,21.5454759977753,8.15230494728688,1.11076593154554e-05,0.00625205920623818,3.84095461542754,"P04004",7,7.55897306134351,5.49818703077099e-06,0.00160188483883463,-0.305933276689405,"Non-significant",2.79536870901107,"VTN","Vitronectin","P04004"
-0.241813010978021,21.0849577088344,-7.79007465764056,1.64355060641621e-05,0.00734228840906334,3.47604000243283,"Q9NUI1",10,-7.58035726566927,5.33985166362838e-06,0.00160188483883463,0.241813010978017,"Non-significant",2.79536870901107,"DECR2","Peroxisomal 2,4-dienoyl-CoA reductase","Q9NUI1"
-0.33714801463536,21.2263802436904,-7.22640554779074,3.10925737154402e-05,0.00966469878058621,2.87475978046334,"Q99538",9,-7.45488840910052,6.34356857283892e-06,0.00177117720860807,0.337148014635364,"Non-significant",2.75173798490225,"LGMN","Legumain","Q99538"
0.39485396619845,18.6446604548327,7.27318886958977,2.94504530365037e-05,0.00966469878058621,2.92627296000454,"Q96QD8",7,7.3859764796072,6.97872210474928e-06,0.001870576672957,-0.394853966198454,"Non-significant",2.72802448583002,"SLC38A2","Sodium-coupled neutral amino acid transporter 2","Q96QD8"
0.214220164375401,21.1937617363,7.04469044313235,3.84793135204994e-05,0.00968293677178493,2.67182600226166,"P05162",13,7.31896845576851,7.66158025739828e-06,0.00197462497326253,-0.214220164375408,"Non-significant",2.70451537472524,"LGALS2","Galectin-2","P05162"
-0.153020202687525,20.5057412289192,-7.21794597248222,3.13999797554298e-05,0.00966469878058621,2.86541310907986,"Q08495",14,-7.20042976672236,9.04974790469766e-06,0.00224601335960663,0.153020202687522,"Non-significant",2.64858766482158,"DMTN","Dematin","Q08495"
0.474355578439127,22.3347706150606,7.59601268241983,2.03891392199623e-05,0.00803691893605691,3.27373499708534,"HBB_HUMAN",4,7.15417880306468,9.66189085085969e-06,0.00231229752112896,-0.474355578439138,"Non-significant",2.63595628639709,"HBB","Hemoglobin subunit beta","HBB_HUMAN"
0.302897706847091,21.3519317712664,6.49774928936783,7.48545093654601e-05,0.0119428587442369,2.03286299584422,"Q14108",13,7.04946919997159,1.12163998421749e-05,0.00250536984474713,-0.30289770684708,"Non-significant",2.60112815415733,"SCARB2","Lysosome membrane protein 2","Q14108"
-0.288162528702991,17.7838820700385,-7.60449867545957,2.01961436498466e-05,0.00803691893605691,3.28268310536884,"Q6EMK4",7,-7.07275191289785,1.08491100941003e-05,0.00250536984474713,0.288162528702987,"Non-significant",2.60112815415733,"VASN","Vasorin","Q6EMK4"
-0.405843057078602,18.2822939361911,-9.86582782834852,2.05543562885481e-06,0.00344336853723902,5.36455607827559,"P20933",3,-6.9678995867596,1.26110191835511e-05,0.00272601417899923,0.405843057078599,"Non-significant",2.56447188957064,"AGA","N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase","P20933"
-0.306075641278387,18.8225630749615,-6.63111392738155,6.34274787900797e-05,0.0107437637357086,2.19264866661505,"P50897",10,-6.94440703885975,1.30460207432595e-05,0.00273191828126818,0.30607564127839,"Non-significant",2.56353229566587,"PPT1","Palmitoyl-protein thioesterase 1","P50897"
-0.14671367292501,20.4312414335956,-5.60060455546309,0.000242328984488481,0.0246620592930631,0.888178406185278,"O95479",33,-6.85607608974289,1.48297354911386e-05,0.00301133507654909,0.146713672925003,"Non-significant",2.52124091708779,"H6PD","GDH/6PGL endoplasmic bifunctional protein","O95479"
0.362579051079411,21.2283783767625,6.74124050599893,5.54113117675233e-05,0.0105744836635991,2.32263557982221,"P22309",7,6.83404895433184,1.53137377379864e-05,0.00301815754653667,-0.362579051079411,"Non-significant",2.520258093982,"UGT1A1","UDP-glucuronosyltransferase 1A1","P22309"
-0.259159462343554,18.7634180835448,-7.14328434740397,3.4260534909105e-05,0.00966469878058621,2.78249745250179,"P21549",8,-6.80877449653149,1.58898325913039e-05,0.00304222194840936,0.25915946234355,"Non-significant",2.5168091047297,"AGXT","Serine--pyruvate aminotransferase","P21549"
0.379362668466143,17.0936612753973,6.69660628320182,5.85197570916047e-05,0.0105984024938066,2.27016386531555,"Q8NBJ4",6,6.67747418332248,1.92764152739631e-05,0.00358809052085629,-0.37936266846614,"Non-significant",2.44513660904699,"GOLM1","Golgi membrane protein 1","Q8NBJ4"
0.464883126343615,17.7087158977116,6.29238860013017,9.7032213271155e-05,0.014777565025682,1.781666083102,"O43657",6,6.56761532886594,2.26984659842554e-05,0.00411087623136474,-0.464883126343622,"Non-significant",2.38606559858927,"TSPAN6","Tetraspanin-6","O43657"
0.244924116580854,18.4542139255401,6.8764808681436,4.7035060352661e-05,0.0105332214673526,2.47987530047533,"O75462",8,6.5203006344691,2.43657059470218e-05,0.00429669988292087,-0.244924116580858,"Non-significant",2.36686497997755,"CRLF1","Cytokine receptor-like factor 1","O75462"
0.132609719054447,19.1519068303126,5.30504095580348,0.000365569517767393,0.0295504950497533,0.48367061489087,"Q9UDR5",29,6.42915888367133,2.79540617136097e-05,0.00480308121904869,-0.132609719054443,"Non-significant",2.31848006947463,"AASS","Alpha-aminoadipic semialdehyde synthase, mitochondrial","Q9UDR5"
0.379594648639753,21.1045087324966,5.9120376530691,0.000159213334944167,0.0205595308428526,1.29956994107838,"HBA_HUMAN",10,6.39658124323486,2.9369093231907e-05,0.00486965086952135,-0.379594648639745,"Non-significant",2.31250217448878,"HBA1","Hemoglobin subunit alpha","HBA_HUMAN"
