"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBVM_vs_HBV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-5.2098945617676,19.1403583526611,-21.5819395742815,8.85501651517282e-10,3.76748415114698e-06,9.19484853984189,"P03138",3,-21.8820062997042,3.14828704672703e-10,1.55042883636021e-06,5.2098945617676,"Up in HBV",5.80954816279353,"S","Large envelope protein","P03138"
-4.83677425384522,17.6400311470032,-21.0670115732301,1.12445430566989e-09,3.76748415114698e-06,9.10841712854826,"P03146",2,-21.0921670006678,4.62745511523716e-10,1.55042883636021e-06,4.83677425384522,"Up in HBV",5.80954816279353,"C","Capsid protein","P03146"
-0.715764435838235,25.0762585817938,-9.96936869499345,1.51877214522205e-06,0.00303436394797116,5.11581183516325,"ALBU_BOVIN",54,-10.9313153702747,3.86249401497125e-07,0.000862752413144078,0.715764435838238,"Up in HBV",3.06411381730024,"ALB","Albumin","ALBU_BOVIN"
0.635968763717514,20.3612817895162,9.78081277878124,1.81129022412843e-06,0.00303436394797116,4.98527235852676,"Q6UXH0",3,8.42284466993412,4.79716503841231e-06,0.00803645073060022,-0.635968763717518,"Up in HBVM",2.09493571349634,"ANGPTL8","Angiopoietin-like protein 8","Q6UXH0"
0.355126746355467,19.1738967755345,7.86324585371088,1.29455531541916e-05,0.0173496303372476,3.43830588760705,"Q9Y625",8,7.87939808242002,8.93698875887824e-06,0.0119773523346486,-0.355126746355463,"Non-significant",1.92163917472927,"GPC6","Glypican-6","Q9Y625"
0.451648643455677,21.3124759758402,7.09941791549195,3.14029690524137e-05,0.0259280980012898,2.69342266101914,"P05162",13,7.50344438974472,1.40035094804496e-05,0.013405359575499,-0.451648643455684,"Non-significant",1.87272153232932,"LGALS2","Galectin-2","P05162"
0.786617129649194,19.3128973624077,7.39523441002394,2.21077118053327e-05,0.0246906294679225,2.99162791259563,"P16444",7,7.5304154059836,1.35523253951009e-05,0.013405359575499,-0.786617129649201,"Up in HBVM",1.87272153232932,"DPEP1","Dipeptidase 1","P16444"
0.585121957700547,17.7755202359979,7.01388395185427,3.48235908090744e-05,0.0259280980012898,2.60481910532987,"Q9NXX6",9,7.21470688063694,1.99895096230265e-05,0.0167437129979876,-0.585121957700551,"Up in HBVM",1.77614822879613,"NSMCE4A","Non-structural maintenance of chromosomes element 4 homolog A","Q9NXX6"
-0.526588305338386,17.5401648428057,-7.24199837104267,2.64821320062385e-05,0.0253509666534006,2.83873229168585,"P06493",4,-6.78633890838364,3.45244077334505e-05,0.0257053395802058,0.526588305338382,"Up in HBV",1.58997665451489,"CDK1","Cyclin-dependent kinase 1","P06493"
-0.231847292863232,20.9995162191335,-5.09369759520151,0.00045479033092555,0.109695899265259,0.310483865371785,"O95954",30,-5.96602053677273,0.000104967819303033,0.0493138672689693,0.231847292863232,"Non-significant",1.30703093809519,"FTCD","Formimidoyltransferase-cyclodeaminase","O95954"
-0.287430302455981,17.6989813181205,-5.70210370863661,0.000190864988570871,0.0752344875537299,1.10321040685437,"P25205",11,-6.01445141410696,9.8052690709476e-05,0.0493138672689693,0.287430302455984,"Non-significant",1.30703093809519,"MCM3","DNA replication licensing factor MCM3","P25205"
-0.357779317770309,17.4894015321874,-5.81701824615227,0.00016294472853906,0.0742229975629934,1.24591889304701,"P33993",10,-6.03845428609094,9.48075146999149e-05,0.0493138672689693,0.357779317770301,"Non-significant",1.30703093809519,"MCM7","DNA replication licensing factor MCM7","P33993"
0.258211250311064,19.6748643773207,5.21335327887436,0.000381806882290715,0.102339516729203,0.471347439025648,"Q14764",32,5.99614986271721,0.00010060681337184,0.0493138672689693,-0.258211250311071,"Non-significant",1.30703093809519,"MVP","Major vault protein","Q14764"
0.418313258791031,18.671795673299,6.01611993045751,0.000124422507279667,0.0742229975629934,1.48796329854439,"Q16651",6,5.93038835198461,0.000110387704676099,0.0493138672689693,-0.418313258791027,"Non-significant",1.30703093809519,"PRSS8","Prostasin","Q16651"
0.385726147624464,18.7880593857721,5.7930924466902,0.000168374273666534,0.0742229975629934,1.21638858052896,"Q96SB8",15,6.15262785431373,8.08690105434145e-05,0.0493138672689693,-0.385726147624474,"Non-significant",1.30703093809519,"SMC6","Structural maintenance of chromosomes protein 6","Q96SB8"
-0.777772744816836,18.7314501323648,-5.79006459353553,0.000169075117200793,0.0742229975629934,1.21264464176038,"P62633",5,-5.84906294569229,0.00012391052804711,0.0518952780277302,0.777772744816843,"Non-significant",1.28487215698383,"CNBP","Cellular nucleic acid-binding protein","P62633"
0.451959132861308,20.7762044061792,5.39089663353775,0.000295638951792996,0.0990538307982434,0.705559521764322,"P06727",35,5.76326461169854,0.000140115970251405,0.0552304186267452,-0.451959132861305,"Non-significant",1.25782166496759,"APOA4","Apolipoprotein A-IV","P06727"
0.322326169939938,22.0213703474821,5.23148733906506,0.000371884778205276,0.102339516729203,0.495514876182538,"P08833",11,5.47339529771667,0.000213865571167268,0.0739067623001662,-0.322326169939942,"Non-significant",1.13131582283269,"IGFBP1","Insulin-like growth factor-binding protein 1","P08833"
