"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","M_vs_HBV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-5.55557918548584,17.2806286811829,-25.1811597228975,2.68476543548133e-10,1.79906131831604e-06,12.4299799582545,"P03146",2,-26.8225213705162,3.21778852791644e-12,2.15624009255681e-08,5.55557918548584,"Up in HBV",7.66630288306453,"C","Capsid protein","P03146"
-0.46895889843659,18.0068832677836,-13.9029564332833,8.16607115682761e-08,0.000273604214109509,8.38055901724815,"Q02388",16,-15.1559859201457,2.79299106335075e-09,9.35791655775669e-06,0.468958898436579,"Non-significant",5.02882083162379,"COL7A1","Collagen alpha-1(VII) chain","Q02388"
-0.680587387255798,18.1226090053234,-12.3166872881582,2.54784979436342e-07,0.000450768624258453,7.40022588623581,"P11388",9,-12.8846394563468,1.81592002114918e-08,4.05616002057355e-05,0.680587387255795,"Up in HBV",4.39188491987758,"TOP2A","DNA topoisomerase 2-alpha","P11388"
-0.444045274467591,17.6206738321147,-12.244859654442,2.69075436059366e-07,0.000450768624258453,7.35206255914081,"P25205",11,-12.5188767910846,2.52173710298969e-08,4.22454008178348e-05,0.444045274467584,"Non-significant",4.37422056501389,"MCM3","DNA replication licensing factor MCM3","P25205"
0.415448527109234,21.294375917667,11.3909289639589,5.26570338207138e-07,0.000500093426950717,6.75162240056538,"P05162",13,12.0425927033888,3.91650165323229e-08,4.37407959638493e-05,-0.415448527109238,"Non-significant",4.35911331824483,"LGALS2","Galectin-2","P05162"
0.427870810326439,18.8091317171231,11.23711289502,5.97037369885947e-07,0.000500093426950717,6.6377449938278,"Q96SB8",15,12.1903065383035,3.41125654615139e-08,4.37407959638493e-05,-0.427870810326443,"Non-significant",4.35911331824483,"SMC6","Structural maintenance of chromosomes protein 6","Q96SB8"
0.399579200007395,21.6875118157098,10.6268545013807,9.97631165057052e-07,0.000668512643704731,6.16746579319231,"P19224",16,11.6264894795891,5.82526214416762e-08,5.57644023258103e-05,-0.399579200007398,"Non-significant",4.25364294813929,"UGT1A6","UDP-glucuronosyltransferase 1-6","P19224"
0.327763563361973,20.3312091789553,11.4271541121232,5.11332951279976e-07,0.000500093426950717,6.77817836319662,"Q9NZC3",11,11.1826930302396,9.0170042266799e-08,7.55286816537275e-05,-0.32776356336197,"Non-significant",4.12188809580738,"GDE1","Glycerophosphodiester phosphodiesterase 1","Q9NZC3"
0.569015281482752,19.2040964383245,10.7889884881659,8.68319030956413e-07,0.000646511758493214,6.29536642561955,"P16444",7,10.8078680434628,1.31913357606846e-07,9.82168232581635e-05,-0.569015281482759,"Up in M",4.00781411687273,"DPEP1","Dipeptidase 1","P16444"
0.338262708426125,22.2139997076175,9.29446747294656,3.358529846565e-06,0.00116399178944944,5.02792335984962,"P02765",12,9.67846907928464,4.44794092949305e-07,0.00019870434779022,-0.338262708426122,"Non-significant",3.70179263011896,"AHSG","Alpha-2-HS-glycoprotein","P02765"
0.228368441768001,19.3742877573678,8.49636337974787,7.45264587293254e-06,0.00174691318738875,4.26146001518893,"P07225",22,9.82861171225915,3.76031201808711e-07,0.00019870434779022,-0.228368441768005,"Non-significant",3.70179263011896,"XII.01","Vitamin K-dependent protein S","P07225"
0.692442716755533,21.5780580157405,9.20905471289939,3.64778802841938e-06,0.00116399178944944,4.94909418350214,"P35503",11,10.0210600482088,3.04102114749647e-07,0.00019870434779022,-0.692442716755536,"Up in M",3.70179263011896,"UGT1A3","UDP-glucuronosyltransferase 1A3","P35503"
-0.388770552121894,18.1690231372303,-10.3629653607956,1.25544258757541e-06,0.000742039370938743,5.95453876375774,"P49736",8,-9.89775052880617,3.48284791671433e-07,0.00019870434779022,0.388770552121898,"Non-significant",3.70179263011896,"MCM2","DNA replication licensing factor MCM2","P49736"
-0.416852914279051,19.0594273918418,-9.61579610617572,2.47473895092189e-06,0.00110554838067517,5.31796047299499,"Q8TAV3",9,-9.72180917985947,4.2365700429429e-07,0.00019870434779022,0.416852914279044,"Non-significant",3.70179263011896,"CYP2W1","Cytochrome P450 2W1","Q8TAV3"
0.577074389427128,18.7357706664471,9.49786836414437,2.76549713631501e-06,0.00115822476940293,5.21269835473828,"Q96QD8",7,9.74124848126029,4.1452864906063e-07,0.00019870434779022,-0.577074389427136,"Up in M",3.70179263011896,"SLC38A2","Sodium-coupled neutral amino acid transporter 2","Q96QD8"
0.210908577040005,19.1910562593053,7.92829977360172,1.36320654046968e-05,0.00212438302969472,3.67271667059613,"Q9UDR5",29,9.61293217222532,4.78933149566132e-07,0.000200583189702666,-0.210908577040012,"Non-significant",3.6977054667557,"AASS","Alpha-aminoadipic semialdehyde synthase, mitochondrial","Q9UDR5"
-0.480500054514501,17.4280411638153,-8.99515110649711,4.49864552287892e-06,0.00131067059342659,4.74839121016299,"P33993",10,-9.49705259248035,5.46365637364781e-07,0.000215364478587141,0.480500054514508,"Non-significant",3.66682592604147,"MCM7","DNA replication licensing factor MCM7","P33993"
0.606277950332725,16.863675328262,9.24348878039253,3.52802860274596e-06,0.00116399178944944,4.98096319336547,"ANT3_HUMAN",5,9.13136411036891,8.34926274777341e-07,0.00021797987859912,-0.606277950332736,"Up in M",3.66158359362788,"SERPINC1","Antithrombin-III","ANT3_HUMAN"
-0.375401268436384,18.1066559788104,-9.4119762660807,3.00069380821484e-06,0.00116399178944944,5.13517341307946,"P00813",8,-9.12766719927497,8.38568782911365e-07,0.00021797987859912,0.375401268436377,"Non-significant",3.66158359362788,"ADA","Adenosine deaminase","P00813"
0.219227023144828,19.4270485073001,8.2500360505219,9.64545255064458e-06,0.00184669078691055,4.01078503267574,"P11182",18,9.15917113228788,8.08065620567291e-07,0.00021797987859912,-0.219227023144832,"Non-significant",3.66158359362788,"DBT","Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial","P11182"
0.737140297422428,18.8879822640164,10.0897581337628,1.60118425013817e-06,0.000825348896936607,5.72768721608955,"P20742",3,9.20234383129939,7.68179879713556e-07,0.00021797987859912,-0.737140297422439,"Up in M",3.66158359362788,"PZP","Pregnancy zone protein","P20742"
0.837933432905697,17.1021980422002,11.3092964050021,5.62761064272781e-07,0.000500093426950717,6.69141240050699,"P23142",2,9.42841803086772,5.91050971399233e-07,0.00021797987859912,-0.837933432905704,"Up in M",3.66158359362788,"FBLN1","Fibulin-1","P23142"
0.286601746440279,20.9940588753925,7.8657522159176,1.4598338859264e-05,0.00217385485990951,3.60555374742223,"P27487",27,9.08842956147829,8.78295287595318e-07,0.00021797987859912,-0.286601746440279,"Non-significant",3.66158359362788,"DPP4","Dipeptidyl peptidase 4","P27487"
0.173539222509017,21.0650598148832,7.58219353884714,2.00167477541577e-05,0.00255120644098532,3.29501862593747,"Q6YN16",24,9.11403985818523,8.52143297411252e-07,0.00021797987859912,-0.173539222509017,"Non-significant",3.66158359362788,"HSDL2","Hydroxysteroid dehydrogenase-like protein 2","Q6YN16"
0.541463323521985,17.3693911850207,8.86330562414262,5.12948750442648e-06,0.00134879013449924,4.62229574702058,"Q8IY18",8,9.24945693588393,7.27047716730009e-07,0.00021797987859912,-0.541463323521985,"Up in M",3.66158359362788,"SMC5","Structural maintenance of chromosomes protein 5","Q8IY18"
-0.315413243482332,18.0407774867775,-9.86618000171743,1.96198770992024e-06,0.000939091403155396,5.53702622594423,"Q96JG8",9,-9.3265445862692,6.64750268239694e-07,0.00021797987859912,0.315413243482329,"Non-significant",3.66158359362788,"MAGED4","Melanoma-associated antigen D4","Q96JG8"
0.147121082018124,20.3880289210337,6.79201952881319,5.05877584238554e-05,0.00408419962889464,2.37481037526427,"Q9Y3Z3",41,9.34311708869664,6.52119519678114e-07,0.00021797987859912,-0.147121082018117,"Non-significant",3.66158359362788,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","Q9Y3Z3"
0.537484067664185,17.7450163683719,8.99695154235696,4.49063904058587e-06,0.00131067059342659,4.75010040720369,"O43657",6,8.99380851229619,9.82628313356843e-07,0.000227054907855317,-0.537484067664181,"Up in M",3.6438691062649,"TSPAN6","Tetraspanin-6","O43657"
