Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Complement and coagulation cascades	38/85	5.256449e-41	1.303599e-38	0	0	4.058349e+01	3.763978e+03	CPB2;SERPINA1;C1S;CFH;C1R;SERPINC1;PROS1;SERPINE1;CFI;F13A1;C4BPA;PLG;C8B;TFPI;CLU;SERPINA5;C4B;C3;C4A;VTN;C5;C7;C9;A2M;FGB;FGA;VWF;F10;SERPIND1;FGG;SERPINF2;F2;F5;F9;SERPING1;CFHR5;F13B;MASP1
KEGG_2021_Human	ECM-receptor interaction	24/88	2.840754e-20	3.522535e-18	0	0	1.815354e+01	8.170477e+02	LAMA5;TNXB;VWF;SDC4;LAMB2;TNC;FN1;LAMB1;LAMC1;NPNT;HSPG2;THBS1;THBS4;THBS3;COMP;COL1A1;VTN;COL2A1;RELN;FRAS1;COL6A1;COL6A3;SDC1;AGRN
KEGG_2021_Human	Coronavirus disease	34/232	6.480009e-19	5.356807e-17	0	0	8.465700e+00	3.545469e+02	RPL30;C1S;C1R;RPLP1;RPL12;RPLP0;F13A1;C8B;RPL10A;C4B;C3;C4A;RPS14;C5;RPS16;C7;RPS18;C9;RPS3;RPS2;RPS27A;RPS10;RPS13;FGB;FGA;RPS9;VWF;RPL22;FGG;RPSA;F2;RPS25;F13B;MASP1
KEGG_2021_Human	Focal adhesion	26/201	1.955603e-13	1.212474e-11	0	0	7.187004e+00	2.103126e+02	LAMA5;TNXB;TNC;LAMC1;THBS1;ACTB;THBS4;THBS3;COMP;RAP1B;VTN;RELN;FLNA;FLNB;RAC1;VWF;LAMB2;ACTN1;FN1;LAMB1;PARVB;COL1A1;COL2A1;COL6A1;COL6A3;TLN1
KEGG_2021_Human	Systemic lupus erythematosus	21/135	1.123776e-12	5.573931e-11	0	0	8.828947e+00	2.429225e+02	H2AZ1;C1S;C1R;ACTN1;MACROH2A2;C8B;MACROH2A1;C4B;H2AC11;C3;H2BC12;C4A;C5;C7;SNRPD1;C9;H2AC21;H2BC11;H4C1;SNRPD3;H3-3A
KEGG_2021_Human	Prion disease	26/273	2.167558e-10	8.959240e-09	0	0	5.073107e+00	1.128880e+02	PSMD14;PSMD13;LAMC1;C8B;TUBA1C;C5;ATP5F1B;C7;PSMB2;TUBB3;C9;TUBB1;RAC1;HSPA8;HSPA5;TUBB;TUBB4B;TUBA4A;PSMA6;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;HSPA1A
KEGG_2021_Human	Glycolysis / Gluconeogenesis	13/67	1.423168e-09	4.923300e-08	0	0	1.135029e+01	2.312097e+02	TPI1;PGAM1;AKR1A1;ENO1;ADH5;LDHB;LDHA;PKM;PGK1;ALDOC;ALDOA;GAPDH;PCK2
KEGG_2021_Human	Staphylococcus aureus infection	15/95	1.588161e-09	4.923300e-08	0	0	8.871208e+00	1.797368e+02	C1S;CFH;C1R;FGG;CFI;PLG;KRT10;KRT9;C4B;C3;C4A;C5;KRT19;KRT18;MASP1
KEGG_2021_Human	Proteasome	11/46	2.517434e-09	6.936929e-08	0	0	1.476085e+01	2.922652e+02	PSMA6;PSMC5;PSMC6;PSMD14;PSMB2;PSMC3;PSMD13;PSMC4;PSMC1;PSMC2;PSME2
KEGG_2021_Human	PI3K-Akt signaling pathway	28/354	3.040001e-09	7.539203e-08	0	0	4.143149e+00	8.125299e+01	YWHAE;LAMA5;TNXB;HSP90AB1;TNC;LAMC1;THBS1;THBS4;HSP90B1;THBS3;PPP2CA;COMP;VTN;RELN;YWHAQ;RAC1;PCK2;HSP90AA1;VWF;LAMB2;FN1;IGF2;LAMB1;YWHAZ;COL1A1;COL2A1;COL6A1;COL6A3
KEGG_2021_Human	Salmonella infection	22/249	2.146637e-08	4.839690e-07	0	0	4.629488e+00	8.174185e+01	ACTR3;DYNC1H1;ARF1;HSP90AA1;HSP90AB1;TUBB;CSE1L;AHNAK2;ARPC4;TUBB4B;ACTB;TUBA4A;HSP90B1;TUBA1C;TUBB3;TUBB1;RPS3;FLNA;FLNB;RAC1;PFN1;GAPDH
KEGG_2021_Human	Ribosome	17/158	5.064407e-08	1.046644e-06	0	0	5.714305e+00	9.599144e+01	RPL30;RPS9;RPLP1;RPL12;RPL22;RPLP0;RPSA;RPL10A;RPS14;RPS25;RPS16;RPS18;RPS3;RPS2;RPS27A;RPS10;RPS13
KEGG_2021_Human	Cholesterol metabolism	10/50	8.484892e-08	1.566019e-06	0	0	1.171043e+01	1.906739e+02	LRP1;APOH;APOC2;ANGPTL8;APOA1;LCAT;APOC3;APOE;APOB;PLTP
