"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"R-HSA-2214320","R-HSA-2214320","Anchoring fibril formation","1/1","15/10955",0.00136923779096298,0.0116385212231854,NA,"COL7A1",1,"Downres_DEq_MS_M_vs_HBVM"
"R-HSA-3000157","R-HSA-3000157","Laminin interactions","1/1","30/10955",0.00273847558192586,0.0116385212231854,NA,"COL7A1",1,"Downres_DEq_MS_M_vs_HBVM"
"R-HSA-5694530","R-HSA-5694530","Cargo concentration in the ER","1/1","33/10955",0.00301232314011846,0.0116385212231854,NA,"COL7A1",1,"Downres_DEq_MS_M_vs_HBVM"
"R-HSA-8948216","R-HSA-8948216","Collagen chain trimerization","1/1","44/10955",0.00401643085349168,0.0116385212231854,NA,"COL7A1",1,"Downres_DEq_MS_M_vs_HBVM"
"R-HSA-2022090","R-HSA-2022090","Assembly of collagen fibrils and other multimeric structures","1/1","61/10955",0.00556823368324955,0.0116385212231854,NA,"COL7A1",1,"Downres_DEq_MS_M_vs_HBVM"
"R-HSA-1442490","R-HSA-1442490","Collagen degradation","1/1","64/10955",0.00584208124144214,0.0116385212231854,NA,"COL7A1",1,"Downres_DEq_MS_M_vs_HBVM"
"R-HSA-1650814","R-HSA-1650814","Collagen biosynthesis and modifying enzymes","1/1","67/10955",0.00611592879963485,0.0116385212231854,NA,"COL7A1",1,"Downres_DEq_MS_M_vs_HBVM"
"R-HSA-204005","R-HSA-204005","COPII-mediated vesicle transport","1/1","68/10955",0.00620721131903224,0.0116385212231854,NA,"COL7A1",1,"Downres_DEq_MS_M_vs_HBVM"
"R-HSA-216083","R-HSA-216083","Integrin cell surface interactions","1/1","85/10955",0.00775901414879043,0.0123231401186672,NA,"COL7A1",1,"Downres_DEq_MS_M_vs_HBVM"
"R-HSA-1474290","R-HSA-1474290","Collagen formation","1/1","90/10955",0.00821542674577813,0.0123231401186672,NA,"COL7A1",1,"Downres_DEq_MS_M_vs_HBVM"
"R-HSA-1474228","R-HSA-1474228","Degradation of the extracellular matrix","1/1","140/10955",0.0127795527156549,0.0174266627940749,NA,"COL7A1",1,"Downres_DEq_MS_M_vs_HBVM"
"R-HSA-199977","R-HSA-199977","ER to Golgi Anterograde Transport","1/1","154/10955",0.0140575079872202,0.0175718849840252,NA,"COL7A1",1,"Downres_DEq_MS_M_vs_HBVM"
"R-HSA-948021","R-HSA-948021","Transport to the Golgi and subsequent modification","1/1","185/10955",0.0168872660885442,0.0194853070252433,NA,"COL7A1",1,"Downres_DEq_MS_M_vs_HBVM"
"R-HSA-1474244","R-HSA-1474244","Extracellular matrix organization","1/1","300/10955",0.0273847558192607,0.0277498858968503,NA,"COL7A1",1,"Downres_DEq_MS_M_vs_HBVM"
"R-HSA-446203","R-HSA-446203","Asparagine N-linked glycosylation","1/1","304/10955",0.0277498858968503,0.0277498858968503,NA,"COL7A1",1,"Downres_DEq_MS_M_vs_HBVM"
