"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","MF_vs_HF","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-5.51745967864992,17.7728222846985,-14.6653919528837,4.15574998237732e-08,1.44121268839017e-05,9.36149746819818,"P03146",1,-14.8489831021444,2.19704001225836e-08,1.34678552751437e-05,5.51745967864992,"Up in HF",4.87070155916427,"C","Capsid protein","P03146"
0.939767663100554,18.2126006459164,12.5219916535041,1.88213161075824e-07,3.53210840351536e-05,7.84783630079183,"P02786",8,13.7559847132503,4.72918681021411e-08,1.44949575733062e-05,-0.939767663100561,"Up in MF",4.83878305148566,"TFRC","Transferrin receptor protein 1","P02786"
1.39117959837144,17.2072337717528,14.4783404777838,4.70216211546547e-08,1.44121268839017e-05,9.23912158415448,"P0DMM9",1,12.9371809305198,8.71509424368885e-08,1.78078425712709e-05,-1.39117959837145,"Up in MF",4.74938869233611,"SULT1A3;SULT1A4","Sulfotransferase 1A3","P0DMM9"
-0.523453223396881,21.6012258537686,-9.36730163416366,2.80271688478662e-06,0.000245437921482028,5.06941246490163,"P00450",21,-12.0644768828565,1.73882124331565e-07,2.66474355538124e-05,0.523453223396888,"Up in HF",4.57434457944855,"CP","Ceruloplasmin","P00450"
0.585181336865457,20.2794374708663,10.2108214996774,1.2719461543081e-06,0.000129950498765144,5.88950096091862,"P27797",6,11.1212382406284,3.86060731076652e-07,4.73310456299975e-05,-0.585181336865467,"Up in MF",4.32485390106081,"CALR","Calreticulin","P27797"
0.923556231132924,16.9797267391565,12.2570507090398,2.30480156836239e-07,3.53210840351536e-05,7.64223599152206,"P05387",2,10.4589954961785,7.00264815455391e-07,7.15437219790258e-05,-0.923556231132928,"Up in MF",4.14542846993341,"RPLP2","60S acidic ribosomal protein P2","P05387"
0.880007714909095,17.0952579824393,11.0126572066996,6.30503372597765e-07,7.7299713480486e-05,6.61340102112624,"P01130",1,9.3590522431766,2.02624335570799e-06,0.000177441025292714,-0.880007714909098,"Up in MF",3.75094596173999,"LDLR","Low-density lipoprotein receptor","P01130"
1.19199000316879,17.6860982549362,8.87929496441291,4.54747516809081e-06,0.000264079909960362,4.56478511530594,"P50226",5,9.10236163132184,2.63443825558028e-06,0.000191008691251653,-1.19199000316879,"Up in MF",3.71894687109386,"SULT1A1","Sulfotransferase 1A1","P50226"
0.718739722148012,19.1979596770594,9.09345882368128,3.66785680617431e-06,0.000264079909960362,4.78910671726104,"P61604",4,9.04206865372551,2.80436903958381e-06,0.000191008691251653,-0.718739722148019,"Up in MF",3.71894687109386,"HSPE1","10 kDa heat shock protein, mitochondrial","P61604"
0.697420277204557,21.8847438917682,7.8098077860975,1.41976849701675e-05,0.00058021205911418,3.37260309277774,"P60174",20,8.63093547294766,4.33360054177793e-06,0.000265649713210987,-0.697420277204561,"Up in MF",3.57569064860782,"TPI1","Triosephosphate isomerase","P60174"
1.18267082269786,17.9747313516143,8.83870155154499,4.73879120646653e-06,0.000264079909960362,4.52174915899589,"Q00839",1,8.39342665470166,5.6137127729903e-06,0.000312836902713005,-1.18267082269787,"Up in MF",3.50468202255808,"HNRNPU","Heterogeneous nuclear ribonucleoprotein U","Q00839"
0.710211466178833,20.5807942743553,7.59549122990428,1.80884209415898e-05,0.000652247178658504,3.11828257754386,"PRDX1_HUMAN",7,8.0504539629688,8.23978200155129e-06,0.000420915530579245,-0.710211466178837,"Up in MF",3.37580504973206,"PRDX1","Peroxiredoxin-1","PRDX1_HUMAN"
0.81807595281278,22.1630807584385,8.94060498434408,4.27427258453062e-06,0.000264079909960362,4.62946958216617,"P14174",1,7.8935393480574,9.86154790906633e-06,0.000465009912942897,-0.818075952812787,"Up in MF",3.33253778885088,"MIF","Macrophage migration inhibitory factor","P14174"
0.985023006653488,17.3153092796357,8.24001803769596,8.85970989154942e-06,0.00041776939719383,3.86714427627227,"P62310",1,7.69201215113148,1.24695913036021e-05,0.000532148358630685,-0.985023006653485,"Up in MF",3.27396727305768,"LSM3","U6 snRNA-associated Sm-like protein LSm3","P62310"
1.03019955277061,16.9783893198468,8.12409459762173,1.00413526666044e-05,0.000439667798902037,3.73593715620525,"Q04760",1,7.6552258082683,1.3021574844144e-05,0.000532148358630685,-1.03019955277062,"Up in MF",3.27396727305768,"GLO1","Lactoylglutathione lyase","Q04760"
