"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044282","GO:0044282","small molecule catabolic process","34/204","388/18614",4.16961259138484e-21,1.12412755463735e-17,8.96247253853458e-18,"32/26007/383/10840/51733/229/1806/6822/5106/6470/5264/7498/8529/5053/10841/348/130013/23498/66002/1610/125061/11001/1428/1576/5105/57834/6342/23464/1962/8630/8647/160428/414328/2752",34
"GO:0016053","GO:0016053","organic acid biosynthetic process","31/204","331/18614",3.82761536459853e-20,5.15962551147882e-17,4.11367924974221e-17,"32/2628/2194/5313/1558/51733/2944/116519/635/1806/10998/6470/5053/1559/130013/23498/345/11001/216/1576/2328/23743/57834/6342/344/341/2946/2948/8647/2593/2752",31
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","30/204","328/18614",3.18192892735326e-19,2.8594934627148e-16,2.27982416479135e-16,"32/2628/2194/5313/1558/51733/2944/116519/635/1806/10998/6470/5053/1559/130013/23498/345/11001/216/1576/23743/57834/6342/344/341/2946/2948/8647/2593/2752",30
"GO:0016054","GO:0016054","organic acid catabolic process","25/204","250/18614",4.38408374143186e-17,2.36389795338006e-14,1.8846945263166e-14,"32/383/10840/6822/5106/6470/5264/8529/5053/10841/130013/23498/66002/1610/125061/11001/1428/5105/6342/23464/1962/8647/160428/414328/2752",25
"GO:0046395","GO:0046395","carboxylic acid catabolic process","25/204","250/18614",4.38408374143186e-17,2.36389795338006e-14,1.8846945263166e-14,"32/383/10840/6822/5106/6470/5264/8529/5053/10841/130013/23498/66002/1610/125061/11001/1428/5105/6342/23464/1962/8647/160428/414328/2752",25
"GO:0006066","GO:0006066","alcohol metabolic process","29/204","366/18614",6.42315431524348e-17,2.88613733898274e-14,2.30106686170652e-14,"26007/1558/125/3158/6822/5106/2330/55902/1559/348/2053/2224/335/216/3422/1576/5105/5950/51478/126/3157/1595/341/336/8630/1717/2222/7108/3705",29
"GO:0016042","GO:0016042","lipid catabolic process","27/204","330/18614",3.69418319044653e-16,1.42278826877769e-13,1.13436422178824e-13,"32/3248/116519/6822/5106/5264/8529/348/66002/345/4758/11001/1576/5105/6342/344/1962/341/2517/336/8630/8647/57733/160428/2717/9388/63874",27
"GO:0006631","GO:0006631","fatty acid metabolic process","29/204","394/18614",4.56498434396073e-16,1.53839972391477e-13,1.22653921452208e-13,"32/51703/2194/1558/3248/2944/116519/10998/5106/5264/8529/1559/66002/345/11001/1576/5105/57834/6342/344/1962/341/2946/2948/8647/2329/160428/1573/11000",29
"GO:0008202","GO:0008202","steroid metabolic process","26/204","323/18614",2.00630456751666e-15,6.00999679336101e-13,4.79166541154271e-13,"1558/3158/10998/6822/2330/1559/348/2053/2224/335/11001/3422/1576/5641/51478/6342/3157/1595/341/336/8630/8647/1717/2222/2638/7108",26
"GO:0008203","GO:0008203","cholesterol metabolic process","18/204","140/18614",1.61213085226809e-14,4.34630477771477e-12,3.46523284245415e-12,"3158/6822/2330/1559/348/2053/2224/335/3422/1576/51478/3157/1595/341/336/1717/2222/7108",18
"GO:0044242","GO:0044242","cellular lipid catabolic process","21/204","222/18614",4.92157101051673e-14,1.20623231312301e-11,9.61707942916284e-12,"32/116519/5106/5264/8529/66002/345/4758/11001/5105/6342/344/1962/341/2517/336/8647/57733/160428/2717/9388",21
"GO:1902652","GO:1902652","secondary alcohol metabolic process","18/204","150/18614",5.49181496292211e-14,1.23382776166983e-11,9.83709311779557e-12,"3158/6822/2330/1559/348/2053/2224/335/3422/1576/51478/3157/1595/341/336/1717/2222/7108",18
"GO:0016125","GO:0016125","sterol metabolic process","18/204","155/18614",9.79023486760028e-14,2.03034409254234e-11,1.61875786231901e-11,"3158/6822/2330/1559/348/2053/2224/335/3422/1576/51478/3157/1595/341/336/1717/2222/7108",18
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","20/204","220/18614",4.29590979092678e-13,8.27269485452757e-11,6.59567503238533e-11,"32/2628/2194/5313/1558/2944/116519/10998/1559/130013/345/11001/1576/6342/344/341/2946/2948/8647/2593",20
"GO:0001676","GO:0001676","long-chain fatty acid metabolic process","15/204","110/18614",1.11032026211583e-12,1.99561561777619e-10,1.59106945630914e-10,"51703/1558/2944/10998/8529/1559/66002/11001/1576/57834/6342/2946/2948/1573/11000",15
"GO:0006720","GO:0006720","isoprenoid metabolic process","15/204","119/18614",3.58585110364291e-12,6.0421591096383e-10,4.81730786423606e-10,"1558/125/3158/5264/1559/2224/216/3422/1576/5950/59342/126/3157/8630/2222",15
"GO:0006805","GO:0006805","xenobiotic metabolic process","15/204","123/18614",5.84620092628087e-12,9.27138688073720e-10,7.39191473155761e-10,"1558/134147/2944/6822/2330/8529/1559/66002/1576/11309/2946/2948/8647/2329/1573",15
"GO:1901617","GO:1901617","organic hydroxy compound biosynthetic process","19/204","242/18614",2.26202314396712e-11,3.38800799785297e-09,2.70119956724027e-09,"3158/10998/5106/5053/348/2224/1610/11001/3422/1576/5105/51478/6342/3157/1595/8647/1717/2222/7108",19
"GO:0033700","GO:0033700","phospholipid efflux","7/204","14/18614",5.50928835813268e-11,7.81739021764511e-09,6.23266860238611e-09,"116519/348/335/345/344/341/336",7
"GO:0006721","GO:0006721","terpenoid metabolic process","13/204","99/18614",6.06951391686225e-11,8.18170475993031e-09,6.52313022012248e-09,"1558/125/3158/1559/2224/216/1576/5950/59342/126/3157/8630/2222",13
"GO:0006694","GO:0006694","steroid biosynthetic process","16/204","175/18614",9.49113114237545e-11,1.21848045523068e-08,9.71473172567954e-09,"3158/10998/348/2224/11001/3422/1576/51478/6342/3157/1595/8630/8647/1717/2222/7108",16
"GO:0120254","GO:0120254","olefinic compound metabolic process","15/204","158/18614",2.19193921022673e-10,2.68612186853239e-08,2.14159802262343e-08,"1558/125/8529/1559/2053/66002/216/1576/5950/57834/6342/126/2946/8630/1573",15
"GO:0071466","GO:0071466","cellular response to xenobiotic stimulus","16/204","189/18614",3.00080630618877e-10,3.51746687021083e-08,2.80441486372424e-08,"1558/134147/2944/6822/2330/8529/1559/66002/2203/1576/11309/2946/2948/8647/2329/1573",16
"GO:0006695","GO:0006695","cholesterol biosynthetic process","10/204","56/18614",4.6027667304195e-10,4.96362364208439e-08,3.95741038463857e-08,"3158/348/2224/3422/51478/3157/1595/1717/2222/7108",10
"GO:1902653","GO:1902653","secondary alcohol biosynthetic process","10/204","56/18614",4.6027667304195e-10,4.96362364208439e-08,3.95741038463857e-08,"3158/348/2224/3422/51478/3157/1595/1717/2222/7108",10
"GO:0043648","GO:0043648","dicarboxylic acid metabolic process","12/204","95/18614",5.3519979915486e-10,5.54961022508271e-08,4.42460724645435e-08,"10840/5106/6470/5264/10841/9380/130013/23498/55753/5105/160428/2752",12
"GO:0006869","GO:0006869","lipid transport","23/204","447/18614",8.27272140247456e-10,8.02599327182766e-08,6.39898417190071e-08,"51703/7057/116519/10998/8529/348/335/345/11001/5950/7274/6342/344/83758/341/11309/336/8647/4018/366/6580/9388/11000",23
"GO:0034368","GO:0034368","protein-lipid complex remodeling","8/204","30/18614",8.63330136806388e-10,8.02599327182766e-08,6.39898417190071e-08,"116519/348/335/345/344/341/336/9388",8
"GO:0034369","GO:0034369","plasma lipoprotein particle remodeling","8/204","30/18614",8.63330136806388e-10,8.02599327182766e-08,6.39898417190071e-08,"116519/348/335/345/344/341/336/9388",8
"GO:0010876","GO:0010876","lipid localization","24/204","497/18614",1.23138674170694e-09,1.1066062185473e-07,8.82277798794937e-08,"32/51703/7057/116519/10998/8529/348/335/345/11001/5950/7274/6342/344/83758/341/11309/336/8647/4018/366/6580/9388/11000",24
"GO:0034370","GO:0034370","triglyceride-rich lipoprotein particle remodeling","6/204","12/18614",1.40823196190672e-09,1.18643542790642e-07,9.45924232307083e-08,"116519/348/335/345/344/336",6
"GO:0034372","GO:0034372","very-low-density lipoprotein particle remodeling","6/204","12/18614",1.40823196190672e-09,1.18643542790642e-07,9.45924232307083e-08,"116519/348/335/345/344/336",6
"GO:0034367","GO:0034367","protein-containing complex remodeling","8/204","32/18614",1.5226189320405e-09,1.19062608172551e-07,9.49265367360413e-08,"116519/348/335/345/344/341/336/9388",8
"GO:0016126","GO:0016126","sterol biosynthetic process","10/204","63/18614",1.54569409719558e-09,1.19062608172551e-07,9.49265367360413e-08,"3158/348/2224/3422/51478/3157/1595/1717/2222/7108",10
"GO:0031638","GO:0031638","zymogen activation","10/204","63/18614",1.54569409719558e-09,1.19062608172551e-07,9.49265367360413e-08,"2243/7057/1522/2244/2266/5641/54205/1514/1512/5648",10
"GO:0072329","GO:0072329","monocarboxylic acid catabolic process","13/204","131/18614",2.09720683938853e-09,1.57057489971986e-07,1.25219191989222e-07,"32/6822/5106/5264/8529/66002/11001/5105/6342/1962/8647/160428/414328",13
"GO:0009410","GO:0009410","response to xenobiotic stimulus","22/204","440/18614",3.35007559941902e-09,2.44102805838748e-07,1.94618901109919e-07,"32/383/7057/1558/134147/2944/3158/6822/2330/8529/1559/210/66002/2203/1576/11309/2946/2948/336/8647/2329/1573",22
"GO:0006520","GO:0006520","amino acid metabolic process","18/204","290/18614",3.46131490210763e-09,2.4557118358111e-07,1.95789613022265e-07,"383/51733/635/1806/6470/5053/10841/27232/130013/23498/1610/125061/216/1428/23743/23464/143941/2752",18
"GO:0006000","GO:0006000","fructose metabolic process","6/204","14/18614",4.493728423991e-09,3.10643380284096e-07,2.47670538239936e-07,"26007/229/230/3795/2203/5207",6
"GO:0046165","GO:0046165","alcohol biosynthetic process","13/204","140/18614",4.75412599792983e-09,3.2042809226047e-07,2.55471718099282e-07,"3158/5106/348/2224/3422/1576/5105/51478/3157/1595/1717/2222/7108",13
"GO:1901605","GO:1901605","alpha-amino acid metabolic process","15/204","206/18614",8.71483191818572e-09,5.73053337839724e-07,4.56885411474589e-07,"383/635/6470/5053/10841/27232/130013/23498/1610/125061/1428/23743/23464/143941/2752",15
"GO:0042178","GO:0042178","xenobiotic catabolic process","7/204","26/18614",9.44495466528587e-09,6.06276137562159e-07,4.83373369085557e-07,"1558/2944/1559/1576/2946/2948/2329",7
"GO:0042445","GO:0042445","hormone metabolic process","16/204","241/18614",1.0285542591504e-08,6.44879600620806e-07,5.1415123554103e-07,"1558/125/6822/1559/10404/1522/216/1428/1576/5950/59342/51478/126/8630/1514/1717",16
"GO:0034375","GO:0034375","high-density lipoprotein particle remodeling","6/204","16/18614",1.17659548184054e-08,7.07945341252619e-07,5.64432448398348e-07,"348/335/345/341/336/9388",6
"GO:0006575","GO:0006575","cellular modified amino acid metabolic process","12/204","124/18614",1.18165950876735e-08,7.07945341252619e-07,5.64432448398348e-07,"2628/635/6822/6470/10404/10841/27232/1428/23743/2593/160428/501",12
"GO:0009062","GO:0009062","fatty acid catabolic process","11/204","105/18614",2.12110328891997e-08,1.24315097107136e-06,9.91142543701279e-07,"32/5106/5264/8529/66002/11001/5105/6342/1962/8647/160428",11
