"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007042","GO:0007042","lysosomal lumen acidification","5/71","21/18614",1.3577047453342e-08,2.17504300202538e-05,1.84647845365451e-05,"54664/2896/10159/537/1201",5
"GO:0035751","GO:0035751","regulation of lysosomal lumen pH","5/71","29/18614",7.73816861482626e-08,6.19827306047584e-05,5.26195465808186e-05,"54664/2896/10159/537/1201",5
"GO:0007035","GO:0007035","vacuolar acidification","5/71","33/18614",1.52831597593552e-07,8.16120731149565e-05,6.92836575757434e-05,"54664/2896/10159/537/1201",5
"GO:0006953","GO:0006953","acute-phase response","5/71","48/18614",1.0548119982533e-06,0.000422452205300449,0.000358636079406124,"7037/3929/6288/325/6289",5
"GO:0051452","GO:0051452","intracellular pH reduction","5/71","54/18614",1.91393554498066e-06,0.000613224948611804,0.00052059046823474,"54664/2896/10159/537/1201",5
"GO:0002526","GO:0002526","acute inflammatory response","6/71","114/18614",4.78784558629239e-06,0.00127835477154007,0.00108524499955961,"8876/7037/3929/6288/325/6289",6
"GO:1901264","GO:1901264","carbohydrate derivative transport","5/71","80/18614",1.34738410619252e-05,0.00308358476874345,0.00261777483488832,"3929/56262/55343/1201/55315",5
"GO:0051453","GO:0051453","regulation of intracellular pH","5/71","88/18614",2.14448748950751e-05,0.00429433619773879,0.00364562873216277,"54664/2896/10159/537/1201",5
"GO:0046718","GO:0046718","viral entry into host cell","6/71","153/18614",2.57738485741e-05,0.00449083828900642,0.00381244698692181,"290/7037/325/10410/6317/3678",6
"GO:0030641","GO:0030641","regulation of cellular pH","5/71","93/18614",2.80326984332486e-05,0.00449083828900642,0.00381244698692181,"54664/2896/10159/537/1201",5
"GO:0044409","GO:0044409","entry into host","6/71","160/18614",3.31564857196096e-05,0.00482879001116496,0.00409934732533355,"290/7037/325/10410/6317/3678",6
"GO:0007040","GO:0007040","lysosome organization","5/71","101/18614",4.17282390373168e-05,0.00514220299521396,0.0043654157762116,"54664/2896/10159/537/1201",5
"GO:0080171","GO:0080171","lytic vacuole organization","5/71","101/18614",4.17282390373168e-05,0.00514220299521396,0.0043654157762116,"54664/2896/10159/537/1201",5
"GO:0006885","GO:0006885","regulation of pH","5/71","103/18614",4.58468063666622e-05,0.00524618455709949,0.0044536897613329,"54664/2896/10159/537/1201",5
"GO:0030593","GO:0030593","neutrophil chemotaxis","5/71","107/18614",5.50229942279775e-05,0.00587645578354799,0.00498875147666996,"3958/3929/6288/6364/6372",5
"GO:0044000","GO:0044000","movement in host","6/71","185/18614",7.44818381888131e-05,0.00745749404865491,0.00633095624604911,"290/7037/325/10410/6317/3678",6
"GO:1990266","GO:1990266","neutrophil migration","5/71","128/18614",0.000128719413013376,0.0118535926016832,0.0100629749926898,"3958/3929/6288/6364/6372",5
"GO:0051701","GO:0051701","biological process involved in interaction with host","6/71","206/18614",0.000134474021864877,0.0118535926016832,0.0100629749926898,"290/7037/325/10410/6317/3678",6
